,Country_Name,Country_Code,Season,Year,GDP,Population,GDP_per_capita,Gold,Silver,Bronze,Total_Medals,Gold_Score,Silver_Score,Bronze_Score,Total_Score,Medal_score_per_GDP,Medal_score_per_capita
409,Austria,AUT,Winter,1988,17578618.94,7585317.0,2.3174534353673026,3,5,2,10,9,10,2,21,1.194633097837662e-06,2.768506576587373e-06
410,Belgium,BEL,Summer,1988,16391093.830000002,9901664.0,1.6553878045144736,0,0,2,2,0,0,2,2,1.2201748222192928e-07,2.0198625200774334e-07
411,Brazil,BRA,Summer,1988,1781817.8760000002,145253973.0,0.012266913181094194,1,2,3,6,3,4,3,10,5.61224586120383e-06,6.88449327303426e-08
412,Canada,CAN,Summer,1988,18936964.1,26791747.0,0.7068208019432254,3,2,5,10,9,4,5,18,9.505219477075525e-07,6.718486853432888e-07
413,Canada,CAN,Summer,1988,18936964.1,26791747.0,0.7068208019432254,3,2,5,10,9,4,5,18,9.505219477075525e-07,6.718486853432888e-07
414,Canada,CAN,Winter,1988,18936964.1,26791747.0,0.7068208019432254,0,2,3,5,0,4,3,7,3.6964742410849264e-07,2.612744887446123e-07
415,Canada,CAN,Winter,1988,18936964.1,26791747.0,0.7068208019432254,0,2,3,5,0,4,3,7,3.6964742410849264e-07,2.612744887446123e-07
416,Channel Islands,CHI,Summer,1988,0.0,137765.0,0.0,0,1,0,1,0,2,0,2,0.0,1.4517475411026022e-05
417,China,CHN,Summer,1988,283537.69519999996,1101630000.0,0.00025738015050425276,5,11,12,28,15,22,12,49,0.00017281652785333077,4.447954394851266e-08
418,Colombia,COL,Summer,1988,1254531.5459999999,31256727.0,0.040136369556543774,0,0,1,1,0,0,1,1,7.971102864558817e-07,3.199311303451574e-08
419,Djibouti,DJI,Summer,1988,820576.7723000001,482337.0,1.7012519717541885,0,0,1,1,0,0,1,1,1.2186550165161187e-06,2.0732392497361803e-06
420,Spain,ESP,Summer,1988,9703123.838,38766939.0,0.25029378352518367,1,1,2,4,3,2,2,7,7.214171556366362e-07,1.8056622938426993e-07
421,Finland,FIN,Summer,1988,22047793.32,4946481.0,4.4572683732132,1,1,2,4,3,2,2,7,3.17492090859277e-07,1.4151474553323868e-06
422,Finland,FIN,Summer,1988,22047793.32,4946481.0,4.4572683732132,1,1,2,4,3,2,2,7,3.17492090859277e-07,1.4151474553323868e-06
423,Finland,FIN,Winter,1988,22047793.32,4946481.0,4.4572683732132,4,1,2,7,12,2,2,16,7.256962076783474e-07,3.2346227550454556e-06
424,Finland,FIN,Winter,1988,22047793.32,4946481.0,4.4572683732132,4,1,2,7,12,2,2,16,7.256962076783474e-07,3.2346227550454556e-06
425,France,FRA,Summer,1988,17727510.83,57472651.0,0.3084512463153996,6,4,6,16,18,8,6,32,1.8051039599900785e-06,5.56786566187803e-07
426,France,FRA,Summer,1988,17727510.83,57472651.0,0.3084512463153996,6,4,6,16,18,8,6,32,1.8051039599900785e-06,5.56786566187803e-07
427,France,FRA,Winter,1988,17727510.83,57472651.0,0.3084512463153996,1,0,1,2,3,0,1,4,2.2563799499875982e-07,6.959832077347537e-08
428,France,FRA,Winter,1988,17727510.83,57472651.0,0.3084512463153996,1,0,1,2,3,0,1,4,2.2563799499875982e-07,6.959832077347537e-08
429,United Kingdom,GBR,Summer,1988,15987168.08,56928327.0,0.2808297542276273,5,10,9,24,15,20,9,44,2.7522072564586435e-06,7.729016874147733e-07
430,Hungary,HUN,Summer,1988,0.0,10596487.0,0.0,11,6,6,23,33,12,6,51,0.0,4.812915827670057e-06
431,Italy,ITA,Summer,1988,15744661.260000002,56629288.0,0.2780303587783057,6,4,4,14,18,8,4,30,1.9054077762991515e-06,5.297612076634268e-07
432,Italy,ITA,Summer,1988,15744661.260000002,56629288.0,0.2780303587783057,6,4,4,14,18,8,4,30,1.9054077762991515e-06,5.297612076634268e-07
433,Italy,ITA,Winter,1988,15744661.260000002,56629288.0,0.2780303587783057,2,1,2,5,6,2,2,10,6.351359254330505e-07,1.7658706922114225e-07
434,Italy,ITA,Winter,1988,15744661.260000002,56629288.0,0.2780303587783057,2,1,2,5,6,2,2,10,6.351359254330505e-07,1.7658706922114225e-07
435,Jamaica,JAM,Summer,1988,1625744.27,2354805.0,0.6903944360573381,0,2,0,2,0,4,0,4,2.4604115627607288e-06,1.6986544533411472e-06
436,Japan,JPN,Summer,1988,25059007.43,122578000.0,0.20443315627600384,4,3,7,14,12,6,7,25,9.97645260684613e-07,2.0395176948555206e-07
437,Japan,JPN,Summer,1988,25059007.43,122578000.0,0.20443315627600384,4,3,7,14,12,6,7,25,9.97645260684613e-07,2.0395176948555206e-07
438,Japan,JPN,Winter,1988,25059007.43,122578000.0,0.20443315627600384,0,0,1,1,0,0,1,1,3.9905810427384515e-08,8.158070779422083e-09
439,Japan,JPN,Winter,1988,25059007.43,122578000.0,0.20443315627600384,0,0,1,1,0,0,1,1,3.9905810427384515e-08,8.158070779422083e-09
440,Kenya,KEN,Summer,1988,386355.9486,21626122.0,0.01786524410617863,5,2,2,9,15,4,2,21,5.435402269874615e-05,9.71047883665874e-07
441,"Korea, Rep.",KOR,Summer,1988,4748629.608,42031247.0,0.11297855635832076,12,10,11,33,36,20,11,67,1.4109333751178515e-05,1.594052158385879e-06
442,Liechtenstein,LIE,Winter,1988,41574494.379999995,27944.0,1487.7789285714284,0,0,1,1,0,0,1,1,2.4053208942477586e-08,3.5785857429144e-05
443,Morocco,MAR,Summer,1988,1076092.773,23720590.0,0.045365346013737436,1,0,2,3,3,0,2,5,4.64643953147337e-06,2.107873370771975e-07
444,Mexico,MEX,Summer,1988,2302027.017,78892015.0,0.029179467871368225,0,0,2,2,0,0,2,2,8.687995341628955e-07,2.535110809376589e-08
445,Norway,NOR,Summer,1988,24207281.470000003,4209488.0,5.750647458788338,2,3,0,5,6,6,0,12,4.957186132144396e-07,2.8507029833556954e-06
446,Norway,NOR,Summer,1988,24207281.470000003,4209488.0,5.750647458788338,2,3,0,5,6,6,0,12,4.957186132144396e-07,2.8507029833556954e-06
447,Norway,NOR,Winter,1988,24207281.470000003,4209488.0,5.750647458788338,0,3,2,5,0,6,2,8,3.30479075476293e-07,1.9004686555704637e-06
448,Norway,NOR,Winter,1988,24207281.470000003,4209488.0,5.750647458788338,0,3,2,5,0,6,2,8,3.30479075476293e-07,1.9004686555704637e-06
449,New Zealand,NZL,Summer,1988,13759155.629999999,3283400.0,4.190520688920022,3,2,8,13,9,4,8,21,1.5262564480492036e-06,6.395809222147774e-06
450,Pakistan,PAK,Summer,1988,356335.2154,107967838.0,0.0033003829844217127,0,0,1,1,0,0,1,1,2.8063462626826302e-06,9.262017453753218e-09
451,Peru,PER,Summer,1988,730209.7626,21143799.0,0.03453540977191469,0,1,0,1,0,2,0,2,2.738939004155133e-06,9.459038084877746e-08
452,Poland,POL,Summer,1988,0.0,37824487.0,0.0,2,5,9,16,6,10,9,25,0.0,6.609474967895797e-07
453,Romania,ROU,Summer,1988,1769889.9309999999,23057662.0,0.07675929723490611,7,11,6,24,21,22,6,49,2.7685337456162975e-05,2.1251070468462936e-06
454,Senegal,SEN,Summer,1988,902269.9219,7113636.0,0.12683667282104397,0,1,0,1,0,2,0,2,2.2166315771542068e-06,2.811501741163028e-07
455,Suriname,SUR,Summer,1988,2887061.4390000002,402139.0,7.179262491327626,1,0,0,1,3,0,0,3,1.0391188630329664e-06,7.460107077403584e-06
456,Sweden,SWE,Summer,1988,24534693.82,8436489.0,2.9081640265280972,0,4,7,11,0,8,7,15,6.113791396806598e-07,1.7779908205889915e-06
457,Sweden,SWE,Summer,1988,24534693.82,8436489.0,2.9081640265280972,0,4,7,11,0,8,7,15,6.113791396806598e-07,1.7779908205889915e-06
458,Sweden,SWE,Winter,1988,24534693.82,8436489.0,2.9081640265280972,4,0,2,6,12,0,2,14,5.706205303686157e-07,1.659458099216392e-06
459,Sweden,SWE,Winter,1988,24534693.82,8436489.0,2.9081640265280972,4,0,2,6,12,0,2,14,5.706205303686157e-07,1.659458099216392e-06
460,Thailand,THA,Summer,1988,1154579.398,53410965.0,0.02161689829045403,0,0,1,1,0,0,1,1,8.66116268601564e-07,1.872274728606757e-08
461,Turkiye,TUR,Summer,1988,1737948.68,52275890.0,0.03324570236872103,1,1,0,2,3,2,0,5,2.8769549167585316e-06,9.564638689078273e-08
462,United States,USA,Summer,1988,21417011.93,244499000.0,0.08759549908179584,36,31,27,94,108,62,27,197,9.198295291793304e-06,8.057292667863672e-07
463,United States,USA,Summer,1988,21417011.93,244499000.0,0.08759549908179584,36,31,27,94,108,62,27,197,9.198295291793304e-06,8.057292667863672e-07
464,United States,USA,Winter,1988,21417011.93,244499000.0,0.08759549908179584,2,1,3,6,6,2,3,11,5.13610397003687e-07,4.498995905913726e-08
465,United States,USA,Winter,1988,21417011.93,244499000.0,0.08759549908179584,2,1,3,6,6,2,3,11,5.13610397003687e-07,4.498995905913726e-08
466,Argentina,ARG,Summer,1992,6815618.29,33568285.0,0.20303742922821347,0,0,1,1,0,0,1,1,1.467218317474173e-07,2.9790023529650084e-08
467,Australia,AUS,Summer,1992,18624555.08,17478635.0,1.0655611882735694,7,9,11,27,21,18,11,50,2.6846278896451362e-06,2.860635284162636e-06
468,Austria,AUT,Summer,1992,24880164.12,7840709.0,3.1732033569923335,0,2,0,2,0,4,0,4,1.6077064366245828e-07,5.101579461755308e-07
469,Austria,AUT,Summer,1992,24880164.12,7840709.0,3.1732033569923335,0,2,0,2,0,4,0,4,1.6077064366245828e-07,5.101579461755308e-07
470,Austria,AUT,Winter,1992,24880164.12,7840709.0,3.1732033569923335,6,7,8,21,18,14,8,40,1.6077064366245827e-06,5.101579461755308e-06
471,Austria,AUT,Winter,1992,24880164.12,7840709.0,3.1732033569923335,6,7,8,21,18,14,8,40,1.6077064366245827e-06,5.101579461755308e-06
472,Belgium,BEL,Summer,1992,23372619.17,10045158.0,2.326754757864436,0,1,2,3,0,2,2,4,1.7114042593626873e-07,3.982018003101594e-07
473,Brazil,BRA,Summer,1992,2105107.7479999997,155900790.0,0.013502867740439286,2,1,0,3,6,2,0,8,3.800280535569052e-06,5.1314685448354685e-08
474,Canada,CAN,Summer,1992,20879848.330000002,28371264.0,0.7359505847183968,7,4,7,18,21,8,7,36,1.724150455071816e-06,1.268889535552593e-06
475,Canada,CAN,Summer,1992,20879848.330000002,28371264.0,0.7359505847183968,7,4,7,18,21,8,7,36,1.724150455071816e-06,1.268889535552593e-06
476,Canada,CAN,Winter,1992,20879848.330000002,28371264.0,0.7359505847183968,2,3,2,7,6,6,2,14,6.705029547501507e-07,4.934570416037861e-07
477,Canada,CAN,Winter,1992,20879848.330000002,28371264.0,0.7359505847183968,2,3,2,7,6,6,2,14,6.705029547501507e-07,4.934570416037861e-07
478,China,CHN,Summer,1992,366460.6923,1164970000.0,0.0003145666345914487,16,22,16,54,48,44,16,108,0.0002947110079451214,9.270624994635055e-08
479,China,CHN,Summer,1992,366460.6923,1164970000.0,0.0003145666345914487,16,22,16,54,48,44,16,108,0.0002947110079451214,9.270624994635055e-08
480,China,CHN,Winter,1992,366460.6923,1164970000.0,0.0003145666345914487,0,3,0,3,0,6,0,6,1.637283377472897e-05,5.150347219241697e-09
481,China,CHN,Winter,1992,366460.6923,1164970000.0,0.0003145666345914487,0,3,0,3,0,6,0,6,1.637283377472897e-05,5.150347219241697e-09
482,Colombia,COL,Summer,1992,1721291.68,33939039.0,0.050717160259016174,0,0,1,1,0,0,1,1,5.809590620922539e-07,2.9464593856060567e-08
483,Cuba,CUB,Summer,1992,2048068.839,10783748.0,0.18992180075053683,14,6,11,31,42,12,11,65,3.1737214473580495e-05,6.027588923628408e-06
484,Spain,ESP,Summer,1992,16112188.92,39157685.0,0.4114693940665798,13,7,2,22,39,14,2,55,3.413564741146295e-06,1.4045774156465072e-06
485,Spain,ESP,Summer,1992,16112188.92,39157685.0,0.4114693940665798,13,7,2,22,39,14,2,55,3.413564741146295e-06,1.4045774156465072e-06
486,Spain,ESP,Winter,1992,16112188.92,39157685.0,0.4114693940665798,0,0,1,1,0,0,1,1,6.206481347538717e-08,2.553777119357286e-08
487,Spain,ESP,Winter,1992,16112188.92,39157685.0,0.4114693940665798,0,0,1,1,0,0,1,1,6.206481347538717e-08,2.553777119357286e-08
488,Estonia,EST,Summer,1992,0.0,1533091.0,0.0,1,0,1,2,3,0,1,4,0.0,2.6091080046781307e-06
489,Ethiopia,ETH,Summer,1992,201743.5026,52011554.0,0.0038788208981412092,1,0,2,3,3,0,2,5,2.4783945631763804e-05,9.613248625488098e-08
490,Finland,FIN,Summer,1992,22319059.46,5041992.0,4.4266352386120404,1,2,2,5,3,4,2,9,4.0324279865510067e-07,1.7850087822432087e-06
491,Finland,FIN,Summer,1992,22319059.46,5041992.0,4.4266352386120404,1,2,2,5,3,4,2,9,4.0324279865510067e-07,1.7850087822432087e-06
492,Finland,FIN,Winter,1992,22319059.46,5041992.0,4.4266352386120404,3,1,3,7,9,2,3,14,6.272665756857121e-07,2.77668032793388e-06
493,Finland,FIN,Winter,1992,22319059.46,5041992.0,4.4266352386120404,3,1,3,7,9,2,3,14,6.272665756857121e-07,2.77668032793388e-06
494,France,FRA,Summer,1992,23814227.37,58849943.0,0.4046601603335453,8,5,16,29,24,10,16,50,2.0995852279040366e-06,8.496184949575907e-07
495,France,FRA,Summer,1992,23814227.37,58849943.0,0.4046601603335453,8,5,16,29,24,10,16,50,2.0995852279040366e-06,8.496184949575907e-07
496,France,FRA,Winter,1992,23814227.37,58849943.0,0.4046601603335453,3,5,1,9,9,10,1,20,8.398340911616147e-07,3.3984739798303626e-07
497,France,FRA,Winter,1992,23814227.37,58849943.0,0.4046601603335453,3,5,1,9,9,10,1,20,8.398340911616147e-07,3.3984739798303626e-07
498,United Kingdom,GBR,Summer,1992,20487170.79,57580402.0,0.3558011072934155,5,3,12,20,15,6,12,33,1.6107641381165058e-06,5.731116639303769e-07
499,Ghana,GHA,Summer,1992,394907.0373,16241548.0,0.024314618120144706,0,0,1,1,0,0,1,1,2.5322415291382297e-06,6.157048576896735e-08
500,Hungary,HUN,Summer,1992,3735105.8200000003,10369341.0,0.36020667272876844,11,12,7,30,33,24,7,64,1.7134722035800312e-05,6.17204121264794e-06
501,Ireland,IRL,Summer,1992,15714384.75,3558430.0,4.416100569633237,1,1,0,2,3,2,0,5,3.181798129258608e-07,1.4051140531076907e-06
502,Israel,ISR,Summer,1992,0.0,5123000.0,0.0,0,1,1,2,0,2,1,3,0.0,5.855943782939684e-07
503,Italy,ITA,Summer,1992,23243474.53,56797087.0,0.40923708869083375,6,5,8,19,18,10,8,36,1.548821797426858e-06,6.338353232798717e-07
504,Italy,ITA,Summer,1992,23243474.53,56797087.0,0.40923708869083375,6,5,8,19,18,10,8,36,1.548821797426858e-06,6.338353232798717e-07
505,Italy,ITA,Winter,1992,23243474.53,56797087.0,0.40923708869083375,4,6,4,14,12,12,4,28,1.2046391757764452e-06,4.92983029217678e-07
506,Italy,ITA,Winter,1992,23243474.53,56797087.0,0.40923708869083375,4,6,4,14,12,12,4,28,1.2046391757764452e-06,4.92983029217678e-07
507,Jamaica,JAM,Summer,1992,1452188.3869999999,2434574.0,0.596485622125267,0,3,1,4,0,6,1,7,4.8203112369332015e-06,2.875246346999516e-06
508,Japan,JPN,Summer,1992,31414984.64,124425000.0,0.2524812910588708,3,8,11,22,9,16,11,36,1.145949947534337e-06,2.8933092224231465e-07
509,Japan,JPN,Summer,1992,31414984.64,124425000.0,0.2524812910588708,3,8,11,22,9,16,11,36,1.145949947534337e-06,2.8933092224231465e-07
510,Japan,JPN,Winter,1992,31414984.64,124425000.0,0.2524812910588708,1,2,4,7,3,4,4,11,3.5015137285771403e-07,8.84066706851517e-08
511,Japan,JPN,Winter,1992,31414984.64,124425000.0,0.2524812910588708,1,2,4,7,3,4,4,11,3.5015137285771403e-07,8.84066706851517e-08
512,Kenya,KEN,Summer,1992,332950.2514,24655723.0,0.013503974367330458,2,4,2,8,6,8,2,16,4.805522726810591e-05,6.489365572447419e-07
513,"Korea, Rep.",KOR,Summer,1992,8126670.390000001,43747962.0,0.1857611193408278,12,5,12,29,36,10,12,58,7.136994269063741e-06,1.3257760441503539e-06
514,"Korea, Rep.",KOR,Summer,1992,8126670.390000001,43747962.0,0.1857611193408278,12,5,12,29,36,10,12,58,7.136994269063741e-06,1.3257760441503539e-06
515,"Korea, Rep.",KOR,Winter,1992,8126670.390000001,43747962.0,0.1857611193408278,2,1,1,4,6,2,1,9,1.1074646279581667e-06,2.0572386891988249e-07
516,"Korea, Rep.",KOR,Winter,1992,8126670.390000001,43747962.0,0.1857611193408278,2,1,1,4,6,2,1,9,1.1074646279581667e-06,2.0572386891988249e-07
517,Lithuania,LTU,Summer,1992,0.0,3700114.0,0.0,1,0,1,2,3,0,1,4,0.0,1.081047773122666e-06
518,Luxembourg,LUX,Winter,1992,39570861.57,392175.0,100.9010303308472,0,2,0,2,0,4,0,4,1.0108448088561544e-07,1.019952827181743e-05
519,Morocco,MAR,Summer,1992,1317329.956,25400676.0,0.051862003830134284,1,1,1,3,3,2,1,6,4.554667547543419e-06,2.3621418579568513e-07
520,Mexico,MEX,Summer,1992,4272785.965,84993164.0,0.05027211323724812,0,1,0,1,0,2,0,2,4.6807867662521684e-07,2.3531304235244143e-08
521,Namibia,NAM,Summer,1992,2346287.909,1461687.0,1.605191746933509,0,2,0,2,0,4,0,4,1.7048206167097458e-06,2.736563983944579e-06
522,Norway,NOR,Summer,1992,30523985.06,4286401.0,7.1211221395291755,2,4,1,7,6,8,1,15,4.914168307485078e-07,3.4994392731804608e-06
523,Norway,NOR,Summer,1992,30523985.06,4286401.0,7.1211221395291755,2,4,1,7,6,8,1,15,4.914168307485078e-07,3.4994392731804608e-06
524,Norway,NOR,Winter,1992,30523985.06,4286401.0,7.1211221395291755,9,6,5,20,27,12,5,44,1.441489370195623e-06,1.0265021867996018e-05
525,Norway,NOR,Winter,1992,30523985.06,4286401.0,7.1211221395291755,9,6,5,20,27,12,5,44,1.441489370195623e-06,1.0265021867996018e-05
526,New Zealand,NZL,Summer,1992,11793139.24,3531700.0,3.3392245207690348,1,4,5,10,3,8,5,16,1.3567210285901788e-06,4.530396126511312e-06
527,New Zealand,NZL,Summer,1992,11793139.24,3531700.0,3.3392245207690348,1,4,5,10,3,8,5,16,1.3567210285901788e-06,4.530396126511312e-06
528,New Zealand,NZL,Winter,1992,11793139.24,3531700.0,3.3392245207690348,0,1,0,1,0,2,0,2,1.6959012857377235e-07,5.66299515813914e-07
529,New Zealand,NZL,Winter,1992,11793139.24,3531700.0,3.3392245207690348,0,1,0,1,0,2,0,2,1.6959012857377235e-07,5.66299515813914e-07
530,Pakistan,PAK,Summer,1992,399465.0488,122375179.0,0.00326426528699909,0,0,1,1,0,0,1,1,2.503347922437814e-06,8.171591724495047e-09
531,Peru,PER,Summer,1992,1560546.504,23047248.0,0.06771075245079151,0,1,0,1,0,2,0,2,1.2816023071876364e-06,8.677825656234532e-08
532,Poland,POL,Summer,1992,2459020.685,38363667.0,0.0640976443935873,3,6,10,19,9,12,10,31,1.2606644665130175e-05,8.080562267418285e-07
533,"Korea, Dem. People's Rep.",PRK,Summer,1992,0.0,21439991.0,0.0,4,0,5,9,12,0,5,17,0.0,7.929107806062045e-07
534,"Korea, Dem. People's Rep.",PRK,Summer,1992,0.0,21439991.0,0.0,4,0,5,9,12,0,5,17,0.0,7.929107806062045e-07
535,"Korea, Dem. People's Rep.",PRK,Winter,1992,0.0,21439991.0,0.0,0,0,1,1,0,0,1,1,0.0,4.664181062389439e-08
536,"Korea, Dem. People's Rep.",PRK,Winter,1992,0.0,21439991.0,0.0,0,0,1,1,0,0,1,1,0.0,4.664181062389439e-08
537,Qatar,QAT,Summer,1992,16223780.08,471293.0,34.42397845925995,0,0,1,1,0,0,1,1,6.163791638378766e-08,2.1218223058691728e-06
538,Romania,ROU,Summer,1992,1102103.785,22794284.0,0.048350006738531466,4,6,8,18,12,12,8,32,2.9035378006618498e-05,1.4038607222758126e-06
539,Suriname,SUR,Summer,1992,964433.2465,419521.0,2.2988914655047066,0,0,1,1,0,0,1,1,1.0368783984055655e-06,2.3836709008607435e-06
540,Sweden,SWE,Summer,1992,32800982.689999998,8668067.0,3.7841173458857664,1,7,4,12,3,14,4,21,6.402247212673372e-07,2.4226854730126105e-06
541,Sweden,SWE,Summer,1992,32800982.689999998,8668067.0,3.7841173458857664,1,7,4,12,3,14,4,21,6.402247212673372e-07,2.4226854730126105e-06
542,Sweden,SWE,Winter,1992,32800982.689999998,8668067.0,3.7841173458857664,1,0,3,4,3,0,3,6,1.829213489335249e-07,6.921958494321744e-07
543,Sweden,SWE,Winter,1992,32800982.689999998,8668067.0,3.7841173458857664,1,0,3,4,3,0,3,6,1.829213489335249e-07,6.921958494321744e-07
544,Thailand,THA,Summer,1992,1957407.581,56939020.0,0.0343772615159165,0,0,1,1,0,0,1,1,5.108798033208394e-07,1.7562648601960485e-08
545,Turkiye,TUR,Summer,1992,2814447.556,56302037.0,0.049988378857411496,2,2,2,6,6,4,2,12,4.263714196563271e-06,2.1313616059752865e-07
546,United States,USA,Summer,1992,25418990.78,256514000.0,0.09909397062148655,37,34,37,108,111,68,37,216,8.497583632232624e-06,8.420593028060846e-07
547,United States,USA,Summer,1992,25418990.78,256514000.0,0.09909397062148655,37,34,37,108,111,68,37,216,8.497583632232624e-06,8.420593028060846e-07
548,United States,USA,Winter,1992,25418990.78,256514000.0,0.09909397062148655,5,4,2,11,15,8,2,25,9.835166241009982e-07,9.746056745440794e-08
549,United States,USA,Winter,1992,25418990.78,256514000.0,0.09909397062148655,5,4,2,11,15,8,2,25,9.835166241009982e-07,9.746056745440794e-08
550,Australia,AUS,Winter,1994,18129790.720000003,17805468.0,1.018214782110754,0,0,1,1,0,0,1,1,5.515783471768613e-08,5.616252265876977e-08
551,Austria,AUT,Winter,1994,25646700.66,7936118.0,3.231643060246836,2,3,4,9,6,6,4,16,6.238619232981682e-07,2.0160990549787692e-06
552,Belarus,BLR,Winter,1994,1460065.5,10226955.0,0.14276639527601323,0,2,0,2,0,4,0,4,2.7396031205449343e-06,3.9112326200711746e-07
553,Canada,CAN,Winter,1994,19935381.46,29000663.0,0.6874112312535752,3,6,4,13,9,12,4,25,1.254051749657365e-06,8.620492572876696e-07
554,China,CHN,Winter,1994,473492.27869999997,1191835000.0,0.00039728005864905796,0,1,2,3,0,2,2,4,8.447867430873906e-06,3.3561692683970516e-09
555,Finland,FIN,Winter,1994,20301333.09,5088333.0,3.989780757273551,0,1,5,6,0,2,5,7,3.448049430531264e-07,1.375696126806166e-06
556,France,FRA,Winter,1994,23496367.68,59327585.0,0.3960445664525195,0,1,4,5,0,2,4,6,2.553586189029197e-07,1.0113339351332099e-07
557,United Kingdom,GBR,Winter,1994,19709238.099999998,57865745.0,0.3406028575282319,0,0,2,2,0,0,2,2,1.0147525692532987e-07,3.4562762477178856e-08
558,Italy,ITA,Winter,1994,19337630.9,56843400.0,0.3401913133274927,7,5,8,20,21,10,8,39,2.0167930705513676e-06,6.860954833806563e-07
559,Japan,JPN,Winter,1994,39933515.059999995,125178000.0,0.3190138447650545,1,2,2,5,3,4,2,9,2.2537460041966064e-07,7.189761779226381e-08
560,Kazakhstan,KAZ,Winter,1994,1316183.6290000002,16145766.0,0.08151880988489492,1,2,0,3,3,4,0,7,5.318406828474539e-06,4.335501951409428e-07
561,"Korea, Rep.",KOR,Winter,1994,10385336.17,44641540.0,0.23263839397117572,4,1,1,6,12,2,1,15,1.4443441940117766e-06,3.3600991363649195e-07
562,Norway,NOR,Winter,1994,29315841.91,4336613.0,6.760077947928487,10,11,5,26,30,22,5,57,1.9443412259825494e-06,1.3143898245012871e-05
563,Russian Federation,RUS,Winter,1994,2662104.0039999997,148407912.0,0.017937749868753627,11,8,4,23,33,16,4,53,1.990906437928937e-05,3.571238169566054e-07
564,Sweden,SWE,Winter,1994,26083614.39,8780745.0,2.97054684881522,2,1,0,3,6,2,0,8,3.0670596031610786e-07,9.110844239298602e-07
565,Ukraine,UKR,Winter,1994,1011979.37,51921400.0,0.019490602526126027,1,0,1,2,3,0,1,4,3.952649746209747e-06,7.70395251283671e-08
566,United States,USA,Winter,1994,27694853.419999998,263126000.0,0.10525319968380167,6,5,2,13,18,10,2,30,1.0832337526775039e-06,1.1401381847479915e-07
567,Uzbekistan,UZB,Winter,1994,576447.1105,22377000.0,0.02576069671984627,1,0,0,1,3,0,0,3,5.204293586271694e-06,1.340662287169862e-07
568,Argentina,ARG,Summer,1996,7690157.0030000005,35389362.0,0.21730137443562844,0,2,1,3,0,4,1,5,6.501817840714376e-07,1.4128539531173239e-07
569,Armenia,ARM,Summer,1996,484091.641,3298898.0,0.14674344008211226,1,1,0,2,3,2,0,5,1.0328622881550644e-05,1.5156576529495606e-06
570,Australia,AUS,Summer,1996,22020093.720000003,18224767.0,1.2082510421120887,9,9,23,41,27,18,23,68,3.0880885823950066e-06,3.7311862478132094e-06
571,Austria,AUT,Summer,1996,29809076.77,7959017.0,3.7453214096665453,0,1,2,3,0,2,2,4,1.3418731585896077e-07,5.02574626992253e-07
572,Azerbaijan,AZE,Summer,1996,409163.1891,7763000.0,0.05270683873502512,0,1,0,1,0,2,0,2,4.888025250754406e-06,2.576323586242432e-07
573,Burundi,BDI,Summer,1996,146536.1825,5930507.0,0.024708879443190945,1,0,0,1,3,0,0,3,2.0472759347337305e-05,5.05858942582818e-07
574,Belgium,BEL,Summer,1996,27489555.18,10156637.0,2.7065607621892953,2,2,2,6,6,4,2,12,4.3652943532278723e-07,1.1814934411853057e-06
575,Belarus,BLR,Summer,1996,1452507.105,10159569.0,0.1429693626767041,1,6,8,15,3,12,8,23,1.5834690185560228e-05,2.263875564012607e-06
576,Brazil,BRA,Summer,1996,5121905.407000001,166037122.0,0.030847953429354192,3,3,9,15,9,6,9,24,4.685756196746567e-06,1.4454598893854592e-07
577,Canada,CAN,Summer,1996,21227347.529999997,29610218.0,0.7168926459778174,3,11,8,22,9,22,8,39,1.8372526263529828e-06,1.3171128966358842e-06
578,China,CHN,Summer,1996,709413.7551,1217550000.0,0.0005826567739312553,16,22,12,50,48,44,12,104,0.00014659992036007255,8.541743665557883e-08
579,Cuba,CUB,Summer,1996,2281975.5500000003,10963031.0,0.20815188336145363,9,8,8,25,27,16,8,51,2.2349056281518876e-05,4.651998156349279e-06
580,Czechia,CZE,Summer,1996,6532837.055,10315241.0,0.6333188972511645,4,3,4,11,12,6,4,22,3.3676027451445443e-06,2.132766456934937e-06
581,Ecuador,ECU,Summer,1996,2142328.641,11775221.0,0.1819353234219553,1,0,0,1,3,0,0,3,1.4003453730608086e-06,2.5477228835025684e-07
582,Spain,ESP,Summer,1996,16109084.4,39889852.0,0.40383916190012437,5,6,6,17,15,12,6,33,2.0485335591140113e-06,8.272780756368813e-07
583,Ethiopia,ETH,Summer,1996,144031.64870000002,59347649.0,0.00242691414279949,2,0,1,3,6,0,1,7,4.860042958044678e-05,1.1794906989491698e-07
584,Finland,FIN,Summer,1996,25783450.49,5124573.0,5.0313363650005565,1,2,1,4,3,4,1,8,3.1027654747384433e-07,1.5611056765119747e-06
585,France,FRA,Summer,1996,26870285.240000002,59756533.0,0.44966272122915835,15,7,15,37,45,14,15,74,2.7539715093846916e-06,1.238358323097493e-06
586,United Kingdom,GBR,Summer,1996,24440328.14,58166950.0,0.42017551444591816,1,8,6,15,3,16,6,25,1.0228995231485463e-06,4.2979733336542485e-07
587,Georgia,GEO,Summer,1996,689059.4414,4491699.0,0.1534073056542747,0,0,2,2,0,0,2,2,2.9025072146700288e-06,4.4526581144462264e-07
