Country_Name,Country_Code,Season,Year,GDP,Population,GDP_per_capita,Gold,Silver,Bronze,Total_Medals,Gold_Score,Silver_Score,Bronze_Score,Total_Score,Medal_score_per_GDP,Medal_score_per_capita,cumulative_medal_count
Brazil,BRA,Summer,1984,1406689.8,133888775.0,0.0105064057834572,1,5,2,8,3,10,2,15,1.0663331745207793e-05,1.1203329031877393e-07,8
Canada,CAN,Summer,1984,13877917.08,25607053.0,0.5419568225988364,10,18,16,44,30,36,16,82,5.908667671618629e-06,3.2022427571028967e-06,44
Canada,CAN,Summer,1984,13877917.08,25607053.0,0.5419568225988364,10,18,16,44,30,36,16,82,5.908667671618629e-06,3.2022427571028967e-06,88
Canada,CAN,Winter,1984,13877917.08,25607053.0,0.5419568225988364,2,1,1,4,6,2,1,9,6.485123054215568e-07,3.514656684625131e-07,92
Canada,CAN,Winter,1984,13877917.08,25607053.0,0.5419568225988364,2,1,1,4,6,2,1,9,6.485123054215568e-07,3.514656684625131e-07,96
China,CHN,Summer,1984,250713.969,1036825000.0,0.0002418093400525,15,8,9,32,45,16,9,70,0.0002792026319044,6.751380416174378e-08,32
Cote d'Ivoire,CIV,Summer,1984,711085.2016,9621405.0,0.073906586574414,0,1,0,1,0,2,0,2,2.812602477874432e-06,2.0786984853043813e-07,1
Cameroon,CMR,Summer,1984,768983.9227,9508570.0,0.0808727203669952,0,0,1,1,0,0,1,1,1.3004173045502349e-06,1.0516828503129283e-07,1
Colombia,COL,Summer,1984,1333370.911,28689032.0,0.0464766782999161,0,1,0,1,0,2,0,2,1.4999577263164098e-06,6.971305270948145e-08,1
Dominican Republic,DOM,Summer,1984,1845560.023,6282104.0,0.2937805587109032,0,0,1,1,0,0,1,1,5.418409520891534e-07,1.5918233763719928e-07,1
"Egypt, Arab Rep.",EGY,Summer,1984,697897.9336999999,48676443.0,0.0143374883349631,0,1,0,1,0,2,0,2,2.8657485621095486e-06,4.108763658018315e-08,1
Spain,ESP,Summer,1984,4489988.939,38330364.0,0.1171392199406194,1,2,2,5,3,4,2,9,2.004459280918509e-06,2.3480079656952906e-07,5
Finland,FIN,Summer,1984,10833866.29,4881803.0,2.219234633187779,4,2,6,12,12,4,6,22,2.030669329960874e-06,4.5065317056013935e-06,12
Finland,FIN,Summer,1984,10833866.29,4881803.0,2.219234633187779,4,2,6,12,12,4,6,22,2.030669329960874e-06,4.5065317056013935e-06,24
Finland,FIN,Winter,1984,10833866.29,4881803.0,2.219234633187779,4,3,6,13,12,6,6,24,2.21527563268459e-06,4.916216406110612e-06,37
Finland,FIN,Winter,1984,10833866.29,4881803.0,2.219234633187779,4,3,6,13,12,6,6,24,2.21527563268459e-06,4.916216406110612e-06,50
France,FRA,Summer,1984,9430069.648,56275701.0,0.1675691191834287,5,7,16,28,15,14,16,45,4.771968997020498e-06,7.996346416013548e-07,28
France,FRA,Summer,1984,9430069.648,56275701.0,0.1675691191834287,5,7,16,28,15,14,16,45,4.771968997020498e-06,7.996346416013548e-07,56
France,FRA,Winter,1984,9430069.648,56275701.0,0.1675691191834287,0,1,2,3,0,2,2,4,4.241750219573776e-07,7.107863480900931e-08,59
France,FRA,Winter,1984,9430069.648,56275701.0,0.1675691191834287,0,1,2,3,0,2,2,4,4.241750219573776e-07,7.107863480900931e-08,62
United Kingdom,GBR,Summer,1984,8179194.441,56422072.0,0.1449644465555961,5,11,21,37,15,22,21,58,7.091162878982596e-06,1.0279665021873e-06,37
United Kingdom,GBR,Summer,1984,8179194.441,56422072.0,0.1449644465555961,5,11,21,37,15,22,21,58,7.091162878982596e-06,1.0279665021873e-06,74
United Kingdom,GBR,Winter,1984,8179194.441,56422072.0,0.1449644465555961,1,0,0,1,3,0,0,3,3.667842868439274e-07,5.3170681147618964e-08,75
United Kingdom,GBR,Winter,1984,8179194.441,56422072.0,0.1449644465555961,1,0,0,1,3,0,0,3,3.667842868439274e-07,5.3170681147618964e-08,76
Ireland,IRL,Summer,1984,5692027.386,3532423.0,1.6113663018273858,0,1,0,1,0,2,0,2,3.513686537979704e-07,5.661836082485025e-07,1
Iceland,ISL,Summer,1984,11959540.01,239511.0,49.93315551269044,0,0,1,1,0,0,1,1,8.361525603525282e-08,4.175173582841706e-06,1
Italy,ITA,Summer,1984,7739715.284,56576718.0,0.1368003581261111,14,6,12,32,42,12,12,66,8.527445465137345e-06,1.1665575935316716e-06,32
Italy,ITA,Summer,1984,7739715.284,56576718.0,0.1368003581261111,14,6,12,32,42,12,12,66,8.527445465137345e-06,1.1665575935316716e-06,64
Italy,ITA,Winter,1984,7739715.284,56576718.0,0.1368003581261111,2,0,0,2,6,0,0,6,7.75222315012486e-07,1.0605069032106105e-07,66
Italy,ITA,Winter,1984,7739715.284,56576718.0,0.1368003581261111,2,0,0,2,6,0,0,6,7.75222315012486e-07,1.0605069032106105e-07,68
Jamaica,JAM,Summer,1984,1048351.309,2264095.0,0.4630332689220195,0,1,2,3,0,2,2,4,3.815514861917342e-06,1.7667103191341353e-06,3
Japan,JPN,Summer,1984,10978919.81,120083000.0,0.0914277608820565,10,8,14,32,30,16,14,60,5.465018511689084e-06,4.996544057027223e-07,32
Japan,JPN,Summer,1984,10978919.81,120083000.0,0.0914277608820565,10,8,14,32,30,16,14,60,5.465018511689084e-06,4.996544057027223e-07,64
Japan,JPN,Winter,1984,10978919.81,120083000.0,0.0914277608820565,0,1,0,1,0,2,0,2,1.821672837229695e-07,1.665514685675741e-08,65
Japan,JPN,Winter,1984,10978919.81,120083000.0,0.0914277608820565,0,1,0,1,0,2,0,2,1.821672837229695e-07,1.665514685675741e-08,66
Kenya,KEN,Summer,1984,330154.05340000003,18753176.0,0.017605234089415,1,0,2,3,3,0,2,5,1.5144445293065116e-05,2.666215045387512e-07,3
"Korea, Rep.",KOR,Summer,1984,2413263.9250000003,40405956.0,0.0597254505004163,6,6,7,19,18,12,7,37,1.5331932664596557e-05,9.15706585435078e-07,19
Liechtenstein,LIE,Winter,1984,19024123.97,26420.0,720.0652524602573,0,0,2,2,0,0,2,2,1.0512967657033198e-07,7.57002271006813e-05,2
Morocco,MAR,Summer,1984,675019.2871000001,21817271.0,0.030939675594624,2,0,0,2,6,0,0,6,8.888634909643901e-06,2.750114805834332e-07,2
Mexico,MEX,Summer,1984,2507312.061,73489654.0,0.0341178917647373,2,3,1,6,6,6,1,13,5.184835267300219e-06,1.7689564846774217e-07,6
Norway,NOR,Summer,1984,14989485.77,4140099.0,3.6205621580546734,0,1,2,3,0,2,2,4,2.6685371742409015e-07,9.66160471041876e-07,3
Norway,NOR,Summer,1984,14989485.77,4140099.0,3.6205621580546734,0,1,2,3,0,2,2,4,2.6685371742409015e-07,9.66160471041876e-07,6
Norway,NOR,Winter,1984,14989485.77,4140099.0,3.6205621580546734,3,2,4,9,9,4,4,17,1.134128299052383e-06,4.106182001927973e-06,15
Norway,NOR,Winter,1984,14989485.77,4140099.0,3.6205621580546734,3,2,4,9,9,4,4,17,1.134128299052383e-06,4.106182001927973e-06,24
New Zealand,NZL,Summer,1984,6713760.131,3227100.0,2.080431387623563,8,1,2,11,24,2,2,28,4.170539228935703e-06,8.676520715193208e-06,11
Pakistan,PAK,Summer,1984,331388.7658,94003867.0,0.0035252673786281,1,0,0,1,3,0,0,3,9.052811409456658e-06,3.1913580746630356e-08,1
Peru,PER,Summer,1984,911789.2245,19285646.0,0.0472781271884799,0,1,0,1,0,2,0,2,2.193489401124196e-06,1.037040708929325e-07,1
Sweden,SWE,Summer,1984,13099020.83,8336605.0,1.5712656207173064,2,11,6,19,6,22,6,34,2.5956138585665565e-06,4.078398820623023e-06,19
Sweden,SWE,Summer,1984,13099020.83,8336605.0,1.5712656207173064,2,11,6,19,6,22,6,34,2.5956138585665565e-06,4.078398820623023e-06,38
Sweden,SWE,Winter,1984,13099020.83,8336605.0,1.5712656207173064,4,2,2,8,12,4,2,18,1.3741485133587653e-06,2.159152316800424e-06,46
Sweden,SWE,Winter,1984,13099020.83,8336605.0,1.5712656207173064,4,2,2,8,12,4,2,18,1.3741485133587653e-06,2.159152316800424e-06,54
Syrian Arab Republic,SYR,Summer,1984,1885019.531,10183138.0,0.18511185167087,0,1,0,1,0,2,0,2,1.0609969642802602e-06,1.964031126750909e-07,1
Thailand,THA,Summer,1984,842069.9352000001,49636724.0,0.0169646557496421,0,1,0,1,0,2,0,2,2.375099640061345e-06,4.029274776473967e-08,1
Turkiye,TUR,Summer,1984,1247016.105,48106764.0,0.0259218455225963,0,0,3,3,0,0,3,3,2.4057427870989686e-06,6.23612928942799e-08,3
United States,USA,Summer,1984,17121225.48,235825000.0,0.0726014013781405,83,61,30,174,249,122,30,401,2.342122066369749e-05,1.7004134421711014e-06,174
United States,USA,Summer,1984,17121225.48,235825000.0,0.0726014013781405,83,61,30,174,249,122,30,401,2.342122066369749e-05,1.7004134421711014e-06,348
United States,USA,Winter,1984,17121225.48,235825000.0,0.0726014013781405,4,4,0,8,12,8,0,20,1.1681406814811716e-06,8.48086504823492e-08,356
United States,USA,Winter,1984,17121225.48,235825000.0,0.0726014013781405,4,4,0,8,12,8,0,20,1.1681406814811716e-06,8.48086504823492e-08,364
"Venezuela, RB",VEN,Summer,1984,3539754.463,16953234.0,0.20879523417184,0,0,3,3,0,0,3,3,8.475164114794139e-07,1.7695738759932178e-07,3
Argentina,ARG,Summer,1988,3982444.402,31690792.0,0.125665663452021,0,1,1,2,0,2,1,3,7.533061851393048e-07,9.466472153804172e-08,2
Australia,AUS,Summer,1988,14284515.81,16532164.0,0.8640439212918527,3,6,5,14,9,12,5,26,1.8201526986163908e-06,1.572691875062454e-06,14
Austria,AUT,Summer,1988,17578618.94,7585317.0,2.317453435367302,1,0,0,1,3,0,0,3,1.7066187111966601e-07,3.955009395124818e-07,1
Austria,AUT,Summer,1988,17578618.94,7585317.0,2.317453435367302,1,0,0,1,3,0,0,3,1.7066187111966601e-07,3.955009395124818e-07,2
Austria,AUT,Winter,1988,17578618.94,7585317.0,2.317453435367302,3,5,2,10,9,10,2,21,1.194633097837662e-06,2.768506576587373e-06,12
Austria,AUT,Winter,1988,17578618.94,7585317.0,2.317453435367302,3,5,2,10,9,10,2,21,1.194633097837662e-06,2.768506576587373e-06,22
Belgium,BEL,Summer,1988,16391093.830000002,9901664.0,1.6553878045144736,0,0,2,2,0,0,2,2,1.2201748222192928e-07,2.0198625200774334e-07,2
Brazil,BRA,Summer,1988,1781817.8760000002,145253973.0,0.0122669131810941,1,2,3,6,3,4,3,10,5.61224586120383e-06,6.88449327303426e-08,6
Canada,CAN,Summer,1988,18936964.1,26791747.0,0.7068208019432254,3,2,5,10,9,4,5,18,9.505219477075524e-07,6.718486853432888e-07,10
Canada,CAN,Summer,1988,18936964.1,26791747.0,0.7068208019432254,3,2,5,10,9,4,5,18,9.505219477075524e-07,6.718486853432888e-07,20
Canada,CAN,Winter,1988,18936964.1,26791747.0,0.7068208019432254,0,2,3,5,0,4,3,7,3.696474241084927e-07,2.612744887446123e-07,25
Canada,CAN,Winter,1988,18936964.1,26791747.0,0.7068208019432254,0,2,3,5,0,4,3,7,3.696474241084927e-07,2.612744887446123e-07,30
China,CHN,Summer,1988,283537.6952,1101630000.0,0.0002573801505042,5,11,12,28,15,22,12,49,0.0001728165278533,4.4479543948512664e-08,28
Colombia,COL,Summer,1988,1254531.546,31256727.0,0.0401363695565437,0,0,1,1,0,0,1,1,7.971102864558817e-07,3.1993113034515746e-08,1
Djibouti,DJI,Summer,1988,820576.7723000001,482337.0,1.7012519717541883,0,0,1,1,0,0,1,1,1.2186550165161187e-06,2.0732392497361803e-06,1
Spain,ESP,Summer,1988,9703123.838,38766939.0,0.2502937835251836,1,1,2,4,3,2,2,7,7.214171556366362e-07,1.8056622938426998e-07,4
Finland,FIN,Summer,1988,22047793.32,4946481.0,4.4572683732132,1,1,2,4,3,2,2,7,3.17492090859277e-07,1.4151474553323868e-06,4
Finland,FIN,Summer,1988,22047793.32,4946481.0,4.4572683732132,1,1,2,4,3,2,2,7,3.17492090859277e-07,1.4151474553323868e-06,8
Finland,FIN,Winter,1988,22047793.32,4946481.0,4.4572683732132,4,1,2,7,12,2,2,16,7.256962076783474e-07,3.234622755045456e-06,15
Finland,FIN,Winter,1988,22047793.32,4946481.0,4.4572683732132,4,1,2,7,12,2,2,16,7.256962076783474e-07,3.234622755045456e-06,22
France,FRA,Summer,1988,17727510.83,57472651.0,0.3084512463153996,6,4,6,16,18,8,6,32,1.8051039599900783e-06,5.56786566187803e-07,16
France,FRA,Summer,1988,17727510.83,57472651.0,0.3084512463153996,6,4,6,16,18,8,6,32,1.8051039599900783e-06,5.56786566187803e-07,32
France,FRA,Winter,1988,17727510.83,57472651.0,0.3084512463153996,1,0,1,2,3,0,1,4,2.2563799499875987e-07,6.959832077347537e-08,34
France,FRA,Winter,1988,17727510.83,57472651.0,0.3084512463153996,1,0,1,2,3,0,1,4,2.2563799499875987e-07,6.959832077347537e-08,36
United Kingdom,GBR,Summer,1988,15987168.08,56928327.0,0.2808297542276273,5,10,9,24,15,20,9,44,2.7522072564586435e-06,7.729016874147733e-07,24
Italy,ITA,Summer,1988,15744661.260000002,56629288.0,0.2780303587783057,6,4,4,14,18,8,4,30,1.9054077762991515e-06,5.297612076634268e-07,14
Italy,ITA,Summer,1988,15744661.260000002,56629288.0,0.2780303587783057,6,4,4,14,18,8,4,30,1.9054077762991515e-06,5.297612076634268e-07,28
Italy,ITA,Winter,1988,15744661.260000002,56629288.0,0.2780303587783057,2,1,2,5,6,2,2,10,6.351359254330505e-07,1.7658706922114225e-07,33
Italy,ITA,Winter,1988,15744661.260000002,56629288.0,0.2780303587783057,2,1,2,5,6,2,2,10,6.351359254330505e-07,1.7658706922114225e-07,38
Jamaica,JAM,Summer,1988,1625744.27,2354805.0,0.6903944360573381,0,2,0,2,0,4,0,4,2.4604115627607288e-06,1.6986544533411472e-06,2
Japan,JPN,Summer,1988,25059007.43,122578000.0,0.2044331562760038,4,3,7,14,12,6,7,25,9.97645260684613e-07,2.039517694855521e-07,14
Japan,JPN,Summer,1988,25059007.43,122578000.0,0.2044331562760038,4,3,7,14,12,6,7,25,9.97645260684613e-07,2.039517694855521e-07,28
Japan,JPN,Winter,1988,25059007.43,122578000.0,0.2044331562760038,0,0,1,1,0,0,1,1,3.990581042738452e-08,8.158070779422083e-09,29
Japan,JPN,Winter,1988,25059007.43,122578000.0,0.2044331562760038,0,0,1,1,0,0,1,1,3.990581042738452e-08,8.158070779422083e-09,30
Kenya,KEN,Summer,1988,386355.9486,21626122.0,0.0178652441061786,5,2,2,9,15,4,2,21,5.435402269874615e-05,9.71047883665874e-07,9
"Korea, Rep.",KOR,Summer,1988,4748629.608,42031247.0,0.1129785563583207,12,10,11,33,36,20,11,67,1.4109333751178515e-05,1.594052158385879e-06,33
Liechtenstein,LIE,Winter,1988,41574494.38,27944.0,1487.7789285714284,0,0,1,1,0,0,1,1,2.4053208942477583e-08,3.5785857429144e-05,1
Morocco,MAR,Summer,1988,1076092.773,23720590.0,0.0453653460137374,1,0,2,3,3,0,2,5,4.64643953147337e-06,2.107873370771975e-07,3
Mexico,MEX,Summer,1988,2302027.017,78892015.0,0.0291794678713682,0,0,2,2,0,0,2,2,8.687995341628955e-07,2.5351108093765893e-08,2
Norway,NOR,Summer,1988,24207281.470000003,4209488.0,5.750647458788338,2,3,0,5,6,6,0,12,4.957186132144396e-07,2.8507029833556954e-06,5
Norway,NOR,Summer,1988,24207281.470000003,4209488.0,5.750647458788338,2,3,0,5,6,6,0,12,4.957186132144396e-07,2.8507029833556954e-06,10
Norway,NOR,Winter,1988,24207281.470000003,4209488.0,5.750647458788338,0,3,2,5,0,6,2,8,3.30479075476293e-07,1.900468655570464e-06,15
Norway,NOR,Winter,1988,24207281.470000003,4209488.0,5.750647458788338,0,3,2,5,0,6,2,8,3.30479075476293e-07,1.900468655570464e-06,20
New Zealand,NZL,Summer,1988,13759155.63,3283400.0,4.190520688920022,3,2,8,13,9,4,8,21,1.5262564480492036e-06,6.395809222147774e-06,13
Pakistan,PAK,Summer,1988,356335.2154,107967838.0,0.0033003829844217,0,0,1,1,0,0,1,1,2.8063462626826302e-06,9.262017453753218e-09,1
Peru,PER,Summer,1988,730209.7626,21143799.0,0.0345354097719146,0,1,0,1,0,2,0,2,2.738939004155133e-06,9.459038084877747e-08,1
Romania,ROU,Summer,1988,1769889.931,23057662.0,0.0767592972349061,7,11,6,24,21,22,6,49,2.7685337456162972e-05,2.1251070468462936e-06,24
Senegal,SEN,Summer,1988,902269.9219,7113636.0,0.1268366728210439,0,1,0,1,0,2,0,2,2.2166315771542068e-06,2.811501741163028e-07,1
Suriname,SUR,Summer,1988,2887061.439,402139.0,7.179262491327626,1,0,0,1,3,0,0,3,1.0391188630329664e-06,7.460107077403584e-06,1
Sweden,SWE,Summer,1988,24534693.82,8436489.0,2.908164026528097,0,4,7,11,0,8,7,15,6.113791396806598e-07,1.7779908205889917e-06,11
Sweden,SWE,Summer,1988,24534693.82,8436489.0,2.908164026528097,0,4,7,11,0,8,7,15,6.113791396806598e-07,1.7779908205889917e-06,22
Sweden,SWE,Winter,1988,24534693.82,8436489.0,2.908164026528097,4,0,2,6,12,0,2,14,5.706205303686157e-07,1.659458099216392e-06,28
Sweden,SWE,Winter,1988,24534693.82,8436489.0,2.908164026528097,4,0,2,6,12,0,2,14,5.706205303686157e-07,1.659458099216392e-06,34
Thailand,THA,Summer,1988,1154579.398,53410965.0,0.021616898290454,0,0,1,1,0,0,1,1,8.66116268601564e-07,1.872274728606757e-08,1
Turkiye,TUR,Summer,1988,1737948.68,52275890.0,0.033245702368721,1,1,0,2,3,2,0,5,2.876954916758532e-06,9.564638689078273e-08,2
United States,USA,Summer,1988,21417011.93,244499000.0,0.0875954990817958,36,31,27,94,108,62,27,197,9.198295291793304e-06,8.057292667863672e-07,94
United States,USA,Summer,1988,21417011.93,244499000.0,0.0875954990817958,36,31,27,94,108,62,27,197,9.198295291793304e-06,8.057292667863672e-07,188
United States,USA,Winter,1988,21417011.93,244499000.0,0.0875954990817958,2,1,3,6,6,2,3,11,5.13610397003687e-07,4.4989959059137264e-08,194
United States,USA,Winter,1988,21417011.93,244499000.0,0.0875954990817958,2,1,3,6,6,2,3,11,5.13610397003687e-07,4.4989959059137264e-08,200
Argentina,ARG,Summer,1992,6815618.29,33568285.0,0.2030374292282134,0,0,1,1,0,0,1,1,1.467218317474173e-07,2.9790023529650084e-08,1
Australia,AUS,Summer,1992,18624555.08,17478635.0,1.0655611882735694,7,9,11,27,21,18,11,50,2.684627889645136e-06,2.860635284162636e-06,27
Austria,AUT,Summer,1992,24880164.12,7840709.0,3.173203356992333,0,2,0,2,0,4,0,4,1.607706436624583e-07,5.101579461755308e-07,2
Austria,AUT,Summer,1992,24880164.12,7840709.0,3.173203356992333,0,2,0,2,0,4,0,4,1.607706436624583e-07,5.101579461755308e-07,4
Austria,AUT,Winter,1992,24880164.12,7840709.0,3.173203356992333,6,7,8,21,18,14,8,40,1.6077064366245827e-06,5.101579461755308e-06,25
Austria,AUT,Winter,1992,24880164.12,7840709.0,3.173203356992333,6,7,8,21,18,14,8,40,1.6077064366245827e-06,5.101579461755308e-06,46
Belgium,BEL,Summer,1992,23372619.17,10045158.0,2.326754757864436,0,1,2,3,0,2,2,4,1.7114042593626873e-07,3.982018003101594e-07,3
Brazil,BRA,Summer,1992,2105107.748,155900790.0,0.0135028677404392,2,1,0,3,6,2,0,8,3.800280535569052e-06,5.131468544835469e-08,3
Canada,CAN,Summer,1992,20879848.33,28371264.0,0.7359505847183968,7,4,7,18,21,8,7,36,1.724150455071816e-06,1.268889535552593e-06,18
Canada,CAN,Summer,1992,20879848.33,28371264.0,0.7359505847183968,7,4,7,18,21,8,7,36,1.724150455071816e-06,1.268889535552593e-06,36
Canada,CAN,Winter,1992,20879848.33,28371264.0,0.7359505847183968,2,3,2,7,6,6,2,14,6.705029547501507e-07,4.934570416037861e-07,43
Canada,CAN,Winter,1992,20879848.33,28371264.0,0.7359505847183968,2,3,2,7,6,6,2,14,6.705029547501507e-07,4.934570416037861e-07,50
China,CHN,Summer,1992,366460.6923,1164970000.0,0.0003145666345914,16,22,16,54,48,44,16,108,0.0002947110079451,9.270624994635056e-08,54
China,CHN,Summer,1992,366460.6923,1164970000.0,0.0003145666345914,16,22,16,54,48,44,16,108,0.0002947110079451,9.270624994635056e-08,108
China,CHN,Winter,1992,366460.6923,1164970000.0,0.0003145666345914,0,3,0,3,0,6,0,6,1.637283377472897e-05,5.150347219241697e-09,111
China,CHN,Winter,1992,366460.6923,1164970000.0,0.0003145666345914,0,3,0,3,0,6,0,6,1.637283377472897e-05,5.150347219241697e-09,114
Colombia,COL,Summer,1992,1721291.68,33939039.0,0.0507171602590161,0,0,1,1,0,0,1,1,5.809590620922539e-07,2.9464593856060567e-08,1
Cuba,CUB,Summer,1992,2048068.839,10783748.0,0.1899218007505368,14,6,11,31,42,12,11,65,3.1737214473580495e-05,6.027588923628408e-06,31
Spain,ESP,Summer,1992,16112188.92,39157685.0,0.4114693940665798,13,7,2,22,39,14,2,55,3.413564741146295e-06,1.4045774156465072e-06,22
Spain,ESP,Summer,1992,16112188.92,39157685.0,0.4114693940665798,13,7,2,22,39,14,2,55,3.413564741146295e-06,1.4045774156465072e-06,44
Spain,ESP,Winter,1992,16112188.92,39157685.0,0.4114693940665798,0,0,1,1,0,0,1,1,6.206481347538717e-08,2.5537771193572863e-08,45
Spain,ESP,Winter,1992,16112188.92,39157685.0,0.4114693940665798,0,0,1,1,0,0,1,1,6.206481347538717e-08,2.5537771193572863e-08,46
Ethiopia,ETH,Summer,1992,201743.5026,52011554.0,0.0038788208981412,1,0,2,3,3,0,2,5,2.4783945631763804e-05,9.613248625488098e-08,3
Finland,FIN,Summer,1992,22319059.46,5041992.0,4.42663523861204,1,2,2,5,3,4,2,9,4.032427986551008e-07,1.7850087822432087e-06,5
Finland,FIN,Summer,1992,22319059.46,5041992.0,4.42663523861204,1,2,2,5,3,4,2,9,4.032427986551008e-07,1.7850087822432087e-06,10
Finland,FIN,Winter,1992,22319059.46,5041992.0,4.42663523861204,3,1,3,7,9,2,3,14,6.272665756857121e-07,2.77668032793388e-06,17
Finland,FIN,Winter,1992,22319059.46,5041992.0,4.42663523861204,3,1,3,7,9,2,3,14,6.272665756857121e-07,2.77668032793388e-06,24
France,FRA,Summer,1992,23814227.37,58849943.0,0.4046601603335453,8,5,16,29,24,10,16,50,2.0995852279040366e-06,8.496184949575907e-07,29
France,FRA,Summer,1992,23814227.37,58849943.0,0.4046601603335453,8,5,16,29,24,10,16,50,2.0995852279040366e-06,8.496184949575907e-07,58
France,FRA,Winter,1992,23814227.37,58849943.0,0.4046601603335453,3,5,1,9,9,10,1,20,8.398340911616147e-07,3.3984739798303626e-07,67
France,FRA,Winter,1992,23814227.37,58849943.0,0.4046601603335453,3,5,1,9,9,10,1,20,8.398340911616147e-07,3.3984739798303626e-07,76
United Kingdom,GBR,Summer,1992,20487170.79,57580402.0,0.3558011072934155,5,3,12,20,15,6,12,33,1.6107641381165058e-06,5.731116639303769e-07,20
Ghana,GHA,Summer,1992,394907.0373,16241548.0,0.0243146181201447,0,0,1,1,0,0,1,1,2.5322415291382297e-06,6.157048576896736e-08,1
Hungary,HUN,Summer,1992,3735105.82,10369341.0,0.3602066727287684,11,12,7,30,33,24,7,64,1.7134722035800312e-05,6.17204121264794e-06,30
Ireland,IRL,Summer,1992,15714384.75,3558430.0,4.416100569633237,1,1,0,2,3,2,0,5,3.181798129258608e-07,1.4051140531076909e-06,2
Italy,ITA,Summer,1992,23243474.53,56797087.0,0.4092370886908337,6,5,8,19,18,10,8,36,1.548821797426858e-06,6.338353232798717e-07,19
Italy,ITA,Summer,1992,23243474.53,56797087.0,0.4092370886908337,6,5,8,19,18,10,8,36,1.548821797426858e-06,6.338353232798717e-07,38
Italy,ITA,Winter,1992,23243474.53,56797087.0,0.4092370886908337,4,6,4,14,12,12,4,28,1.2046391757764452e-06,4.92983029217678e-07,52
Italy,ITA,Winter,1992,23243474.53,56797087.0,0.4092370886908337,4,6,4,14,12,12,4,28,1.2046391757764452e-06,4.92983029217678e-07,66
Jamaica,JAM,Summer,1992,1452188.387,2434574.0,0.596485622125267,0,3,1,4,0,6,1,7,4.8203112369332015e-06,2.875246346999516e-06,4
Japan,JPN,Summer,1992,31414984.64,124425000.0,0.2524812910588708,3,8,11,22,9,16,11,36,1.145949947534337e-06,2.8933092224231465e-07,22
Japan,JPN,Summer,1992,31414984.64,124425000.0,0.2524812910588708,3,8,11,22,9,16,11,36,1.145949947534337e-06,2.8933092224231465e-07,44
Japan,JPN,Winter,1992,31414984.64,124425000.0,0.2524812910588708,1,2,4,7,3,4,4,11,3.501513728577141e-07,8.84066706851517e-08,51
Japan,JPN,Winter,1992,31414984.64,124425000.0,0.2524812910588708,1,2,4,7,3,4,4,11,3.501513728577141e-07,8.84066706851517e-08,58
Kenya,KEN,Summer,1992,332950.2514,24655723.0,0.0135039743673304,2,4,2,8,6,8,2,16,4.805522726810591e-05,6.489365572447419e-07,8
"Korea, Rep.",KOR,Summer,1992,8126670.390000001,43747962.0,0.1857611193408278,12,5,12,29,36,10,12,58,7.136994269063741e-06,1.325776044150354e-06,29
"Korea, Rep.",KOR,Summer,1992,8126670.390000001,43747962.0,0.1857611193408278,12,5,12,29,36,10,12,58,7.136994269063741e-06,1.325776044150354e-06,58
"Korea, Rep.",KOR,Winter,1992,8126670.390000001,43747962.0,0.1857611193408278,2,1,1,4,6,2,1,9,1.1074646279581667e-06,2.0572386891988249e-07,62
"Korea, Rep.",KOR,Winter,1992,8126670.390000001,43747962.0,0.1857611193408278,2,1,1,4,6,2,1,9,1.1074646279581667e-06,2.0572386891988249e-07,66
Luxembourg,LUX,Winter,1992,39570861.57,392175.0,100.9010303308472,0,2,0,2,0,4,0,4,1.0108448088561544e-07,1.019952827181743e-05,2
Morocco,MAR,Summer,1992,1317329.956,25400676.0,0.0518620038301342,1,1,1,3,3,2,1,6,4.554667547543419e-06,2.3621418579568518e-07,3
Mexico,MEX,Summer,1992,4272785.965,84993164.0,0.0502721132372481,0,1,0,1,0,2,0,2,4.6807867662521684e-07,2.3531304235244146e-08,1
Namibia,NAM,Summer,1992,2346287.909,1461687.0,1.605191746933509,0,2,0,2,0,4,0,4,1.7048206167097458e-06,2.736563983944579e-06,2
Norway,NOR,Summer,1992,30523985.06,4286401.0,7.121122139529176,2,4,1,7,6,8,1,15,4.914168307485078e-07,3.4994392731804608e-06,7
Norway,NOR,Summer,1992,30523985.06,4286401.0,7.121122139529176,2,4,1,7,6,8,1,15,4.914168307485078e-07,3.4994392731804608e-06,14
Norway,NOR,Winter,1992,30523985.06,4286401.0,7.121122139529176,9,6,5,20,27,12,5,44,1.441489370195623e-06,1.0265021867996018e-05,34
Norway,NOR,Winter,1992,30523985.06,4286401.0,7.121122139529176,9,6,5,20,27,12,5,44,1.441489370195623e-06,1.0265021867996018e-05,54
New Zealand,NZL,Summer,1992,11793139.24,3531700.0,3.3392245207690348,1,4,5,10,3,8,5,16,1.3567210285901788e-06,4.530396126511312e-06,10
New Zealand,NZL,Summer,1992,11793139.24,3531700.0,3.3392245207690348,1,4,5,10,3,8,5,16,1.3567210285901788e-06,4.530396126511312e-06,20
New Zealand,NZL,Winter,1992,11793139.24,3531700.0,3.3392245207690348,0,1,0,1,0,2,0,2,1.6959012857377238e-07,5.66299515813914e-07,21
New Zealand,NZL,Winter,1992,11793139.24,3531700.0,3.3392245207690348,0,1,0,1,0,2,0,2,1.6959012857377238e-07,5.66299515813914e-07,22
