Country_Name,Country_Code,Season,Year,GDP,Population,GDP_per_capita,Gold,Silver,Bronze,Total_Medals,Gold_Score,Silver_Score,Bronze_Score,Total_Score,Medal_score_per_GDP,Medal_score_per_capita,cumulative_medal_count
Pakistan,PAK,Summer,1992,399465.0488,122375179.0,0.003264265286999,0,0,1,1,0,0,1,1,2.503347922437814e-06,8.171591724495047e-09,1
Peru,PER,Summer,1992,1560546.504,23047248.0,0.0677107524507915,0,1,0,1,0,2,0,2,1.2816023071876364e-06,8.677825656234533e-08,1
Poland,POL,Summer,1992,2459020.685,38363667.0,0.0640976443935873,3,6,10,19,9,12,10,31,1.2606644665130177e-05,8.080562267418285e-07,19
Qatar,QAT,Summer,1992,16223780.08,471293.0,34.42397845925995,0,0,1,1,0,0,1,1,6.163791638378766e-08,2.1218223058691728e-06,1
Romania,ROU,Summer,1992,1102103.785,22794284.0,0.0483500067385314,4,6,8,18,12,12,8,32,2.9035378006618495e-05,1.4038607222758126e-06,18
Suriname,SUR,Summer,1992,964433.2465,419521.0,2.2988914655047066,0,0,1,1,0,0,1,1,1.0368783984055657e-06,2.3836709008607435e-06,1
Sweden,SWE,Summer,1992,32800982.69,8668067.0,3.7841173458857664,1,7,4,12,3,14,4,21,6.402247212673372e-07,2.4226854730126105e-06,12
Sweden,SWE,Summer,1992,32800982.69,8668067.0,3.7841173458857664,1,7,4,12,3,14,4,21,6.402247212673372e-07,2.4226854730126105e-06,24
Sweden,SWE,Winter,1992,32800982.69,8668067.0,3.7841173458857664,1,0,3,4,3,0,3,6,1.829213489335249e-07,6.921958494321744e-07,28
Sweden,SWE,Winter,1992,32800982.69,8668067.0,3.7841173458857664,1,0,3,4,3,0,3,6,1.829213489335249e-07,6.921958494321744e-07,32
Thailand,THA,Summer,1992,1957407.581,56939020.0,0.0343772615159165,0,0,1,1,0,0,1,1,5.108798033208394e-07,1.7562648601960485e-08,1
Turkiye,TUR,Summer,1992,2814447.556,56302037.0,0.0499883788574114,2,2,2,6,6,4,2,12,4.263714196563271e-06,2.1313616059752865e-07,6
United States,USA,Summer,1992,25418990.78,256514000.0,0.0990939706214865,37,34,37,108,111,68,37,216,8.497583632232624e-06,8.420593028060846e-07,108
United States,USA,Summer,1992,25418990.78,256514000.0,0.0990939706214865,37,34,37,108,111,68,37,216,8.497583632232624e-06,8.420593028060846e-07,216
United States,USA,Winter,1992,25418990.78,256514000.0,0.0990939706214865,5,4,2,11,15,8,2,25,9.835166241009982e-07,9.746056745440794e-08,227
United States,USA,Winter,1992,25418990.78,256514000.0,0.0990939706214865,5,4,2,11,15,8,2,25,9.835166241009982e-07,9.746056745440794e-08,238
Australia,AUS,Winter,1994,18129790.720000003,17805468.0,1.018214782110754,0,0,1,1,0,0,1,1,5.5157834717686136e-08,5.6162522658769774e-08,1
Austria,AUT,Winter,1994,25646700.66,7936118.0,3.231643060246836,2,3,4,9,6,6,4,16,6.238619232981682e-07,2.016099054978769e-06,9
Belarus,BLR,Winter,1994,1460065.5,10226955.0,0.1427663952760132,0,2,0,2,0,4,0,4,2.7396031205449343e-06,3.9112326200711756e-07,2
Canada,CAN,Winter,1994,19935381.46,29000663.0,0.6874112312535752,3,6,4,13,9,12,4,25,1.254051749657365e-06,8.620492572876696e-07,13
China,CHN,Winter,1994,473492.2787,1191835000.0,0.000397280058649,0,1,2,3,0,2,2,4,8.447867430873906e-06,3.3561692683970516e-09,3
Finland,FIN,Winter,1994,20301333.09,5088333.0,3.989780757273551,0,1,5,6,0,2,5,7,3.448049430531264e-07,1.375696126806166e-06,6
France,FRA,Winter,1994,23496367.68,59327585.0,0.3960445664525195,0,1,4,5,0,2,4,6,2.553586189029197e-07,1.01133393513321e-07,5
United Kingdom,GBR,Winter,1994,19709238.1,57865745.0,0.3406028575282319,0,0,2,2,0,0,2,2,1.0147525692532988e-07,3.4562762477178856e-08,2
Italy,ITA,Winter,1994,19337630.9,56843400.0,0.3401913133274927,7,5,8,20,21,10,8,39,2.016793070551368e-06,6.860954833806563e-07,20
Japan,JPN,Winter,1994,39933515.06,125178000.0,0.3190138447650545,1,2,2,5,3,4,2,9,2.2537460041966067e-07,7.189761779226381e-08,5
Kazakhstan,KAZ,Winter,1994,1316183.6290000002,16145766.0,0.0815188098848949,1,2,0,3,3,4,0,7,5.318406828474539e-06,4.335501951409428e-07,3
"Korea, Rep.",KOR,Winter,1994,10385336.17,44641540.0,0.2326383939711757,4,1,1,6,12,2,1,15,1.4443441940117766e-06,3.36009913636492e-07,6
Norway,NOR,Winter,1994,29315841.91,4336613.0,6.760077947928487,10,11,5,26,30,22,5,57,1.944341225982549e-06,1.3143898245012871e-05,26
Russian Federation,RUS,Winter,1994,2662104.004,148407912.0,0.0179377498687536,11,8,4,23,33,16,4,53,1.990906437928937e-05,3.571238169566054e-07,23
Sweden,SWE,Winter,1994,26083614.39,8780745.0,2.97054684881522,2,1,0,3,6,2,0,8,3.0670596031610786e-07,9.110844239298602e-07,3
Ukraine,UKR,Winter,1994,1011979.37,51921400.0,0.019490602526126,1,0,1,2,3,0,1,4,3.952649746209747e-06,7.70395251283671e-08,2
United States,USA,Winter,1994,27694853.42,263126000.0,0.1052531996838016,6,5,2,13,18,10,2,30,1.083233752677504e-06,1.1401381847479918e-07,13
Uzbekistan,UZB,Winter,1994,576447.1105,22377000.0,0.0257606967198462,1,0,0,1,3,0,0,3,5.204293586271694e-06,1.340662287169862e-07,1
Argentina,ARG,Summer,1996,7690157.003,35389362.0,0.2173013744356284,0,2,1,3,0,4,1,5,6.501817840714376e-07,1.412853953117324e-07,3
Armenia,ARM,Summer,1996,484091.641,3298898.0,0.1467434400821122,1,1,0,2,3,2,0,5,1.0328622881550644e-05,1.5156576529495606e-06,2
Australia,AUS,Summer,1996,22020093.720000003,18224767.0,1.208251042112089,9,9,23,41,27,18,23,68,3.088088582395006e-06,3.73118624781321e-06,41
Austria,AUT,Summer,1996,29809076.77,7959017.0,3.745321409666545,0,1,2,3,0,2,2,4,1.3418731585896077e-07,5.02574626992253e-07,3
Azerbaijan,AZE,Summer,1996,409163.1891,7763000.0,0.0527068387350251,0,1,0,1,0,2,0,2,4.888025250754406e-06,2.576323586242432e-07,1
Burundi,BDI,Summer,1996,146536.1825,5930507.0,0.0247088794431909,1,0,0,1,3,0,0,3,2.0472759347337305e-05,5.05858942582818e-07,1
Belgium,BEL,Summer,1996,27489555.18,10156637.0,2.7065607621892958,2,2,2,6,6,4,2,12,4.3652943532278723e-07,1.1814934411853057e-06,6
Belarus,BLR,Summer,1996,1452507.105,10159569.0,0.1429693626767041,1,6,8,15,3,12,8,23,1.5834690185560228e-05,2.263875564012607e-06,15
Brazil,BRA,Summer,1996,5121905.407000001,166037122.0,0.0308479534293541,3,3,9,15,9,6,9,24,4.685756196746567e-06,1.4454598893854592e-07,15
Canada,CAN,Summer,1996,21227347.53,29610218.0,0.7168926459778174,3,11,8,22,9,22,8,39,1.8372526263529828e-06,1.3171128966358842e-06,22
China,CHN,Summer,1996,709413.7551,1217550000.0,0.0005826567739312,16,22,12,50,48,44,12,104,0.00014659992036,8.541743665557884e-08,50
Cuba,CUB,Summer,1996,2281975.5500000003,10963031.0,0.2081518833614536,9,8,8,25,27,16,8,51,2.234905628151888e-05,4.651998156349279e-06,25
Czechia,CZE,Summer,1996,6532837.055,10315241.0,0.6333188972511645,4,3,4,11,12,6,4,22,3.3676027451445443e-06,2.132766456934937e-06,11
Ecuador,ECU,Summer,1996,2142328.641,11775221.0,0.1819353234219553,1,0,0,1,3,0,0,3,1.4003453730608086e-06,2.5477228835025684e-07,1
Spain,ESP,Summer,1996,16109084.4,39889852.0,0.4038391619001243,5,6,6,17,15,12,6,33,2.0485335591140117e-06,8.272780756368813e-07,17
Ethiopia,ETH,Summer,1996,144031.64870000002,59347649.0,0.0024269141427994,2,0,1,3,6,0,1,7,4.860042958044678e-05,1.17949069894917e-07,3
Finland,FIN,Summer,1996,25783450.49,5124573.0,5.0313363650005565,1,2,1,4,3,4,1,8,3.102765474738444e-07,1.561105676511975e-06,4
France,FRA,Summer,1996,26870285.24,59756533.0,0.4496627212291583,15,7,15,37,45,14,15,74,2.753971509384692e-06,1.238358323097493e-06,37
United Kingdom,GBR,Summer,1996,24440328.14,58166950.0,0.4201755144459181,1,8,6,15,3,16,6,25,1.0228995231485463e-06,4.297973333654249e-07,15
Georgia,GEO,Summer,1996,689059.4414,4491699.0,0.1534073056542747,0,0,2,2,0,0,2,2,2.9025072146700288e-06,4.452658114446226e-07,2
"Hong Kong SAR, China",HKG,Summer,1996,24818154.55,6435500.0,3.856445427705695,1,0,0,1,3,0,0,3,1.2087925369132653e-07,4.66164245202393e-07,1
Hungary,HUN,Summer,1996,4525039.103,10311238.0,0.4388453746291182,7,4,10,21,21,8,10,39,8.618710051399084e-06,3.7822810413259776e-06,21
India,IND,Summer,1996,399577.5035,983281218.0,0.0004063715406999,0,0,1,1,0,0,1,1,2.502643395188038e-06,1.0170030523251586e-09,1
Ireland,IRL,Summer,1996,20835897.71,3637510.0,5.728066097412791,3,0,1,4,9,0,1,10,4.799409240332655e-07,2.749133335715916e-06,4
Israel,ISR,Summer,1996,20116981.87,5692000.0,3.534255423401265,0,0,1,1,0,0,1,1,4.970924597249239e-08,1.7568517217146873e-07,1
Italy,ITA,Summer,1996,23081604.68,56860281.0,0.405935466270383,13,10,12,35,39,20,12,71,3.076042631538562e-06,1.2486747999011822e-06,35
Jamaica,JAM,Summer,1996,2919144.486,2532894.0,1.1524937427306472,1,3,2,6,3,6,2,11,3.768227318913189e-06,4.342858406234134e-06,6
Japan,JPN,Summer,1996,39150039.63,125757000.0,0.311314993439729,3,6,5,14,9,12,5,26,6.641117159962373e-07,2.0674793450861585e-07,14
Kazakhstan,KAZ,Summer,1996,1350305.67,15578227.0,0.0866790341416901,3,4,4,11,9,8,4,21,1.555203422940526e-05,1.3480353059433528e-06,11
Kenya,KEN,Summer,1996,436195.4516,27615736.0,0.0157951774886608,1,4,3,8,3,8,3,14,3.209570376914035e-05,5.069573376570517e-07,8
"Korea, Rep.",KOR,Summer,1996,13403049.59,45524681.0,0.2944128173023332,7,15,5,27,21,30,5,56,4.178153607801432e-06,1.2301019747947272e-06,27
Lithuania,LTU,Summer,1996,2327434.8570000003,3601613.0,0.6462201399761719,0,0,1,1,0,0,1,1,4.296575678551848e-07,2.776533736411991e-07,1
Morocco,MAR,Summer,1996,1585718.384,26999093.0,0.0587322834881897,0,0,2,2,0,0,2,2,1.2612580015342748e-06,7.407656249785872e-08,2
Moldova,MDA,Summer,1996,575145.4551,2947293.0,0.1951436301378926,0,1,1,2,0,2,1,3,5.216071818699137e-06,1.0178831897609091e-06,2
Mexico,MEX,Summer,1996,4487291.779,91586555.0,0.0489950929915422,0,0,1,1,0,0,1,1,2.2285156598906333e-07,1.0918633198944976e-08,1
Mozambique,MOZ,Summer,1996,239857.4043,16079553.0,0.0149169199106467,0,0,1,1,0,0,1,1,4.169143758219183e-06,6.219078353732845e-08,1
Namibia,NAM,Summer,1996,2417605.515,1650066.0,1.4651568573620692,0,2,0,2,0,4,0,4,1.6545296472820131e-06,2.424145458424087e-06,2
Norway,NOR,Summer,1996,37321974.2,4381336.0,8.518400369202451,2,2,3,7,6,4,3,13,3.483202665093746e-07,2.967131486834153e-06,7
New Zealand,NZL,Summer,1996,18794436.04,3732000.0,5.036022518756699,3,2,1,6,9,4,1,14,7.449013085683417e-07,3.751339764201501e-06,6
Poland,POL,Summer,1996,4147465.501,38624370.0,0.107379499031311,7,5,5,17,21,10,5,36,8.679999867707159e-06,9.320540373862408e-07,17
Romania,ROU,Summer,1996,1633010.644,22619004.0,0.0721963992755825,4,7,9,20,12,14,9,35,2.1432805798662022e-05,1.5473714050362252e-06,20
Russian Federation,RUS,Summer,1996,2643929.199,148160129.0,0.0178450789483316,26,21,16,63,78,42,16,136,5.143859376092166e-05,9.179257666548065e-07,63
Slovak Republic,SVK,Summer,1996,5196940.38,5373361.0,0.9671675474623797,1,1,1,3,3,2,1,6,1.1545254633073163e-06,1.1166195608298046e-06,3
Sweden,SWE,Summer,1996,32998968.16,8840998.0,3.7324935669027406,2,4,2,8,6,8,2,16,4.848636455061812e-07,1.8097504376768324e-06,8
Syrian Arab Republic,SYR,Summer,1996,4184294.44,14708879.0,0.2844740540730534,1,0,0,1,3,0,0,3,7.169667534199626e-07,2.0395843898097202e-07,1
Thailand,THA,Summer,1996,3039890.1,60211096.0,0.0504872075406167,1,0,1,2,3,0,1,4,1.3158370429246767e-06,6.64329378757696e-08,2
Trinidad and Tobago,TTO,Summer,1996,4385098.699999999,1313434.0,3.3386517327859635,0,0,2,2,0,0,2,2,4.5609007614811516e-07,1.5227259230383864e-06,2
Tunisia,TUN,Summer,1996,2077007.469,9430550.0,0.2202424534093982,0,0,1,1,0,0,1,1,4.814619181323705e-07,1.060383540726681e-07,1
Turkiye,TUR,Summer,1996,3009855.034,60293786.0,0.0499198214887351,4,1,1,6,12,2,1,15,4.983628723163284e-06,2.487818562264443e-07,6
Uganda,UGA,Summer,1996,284456.8035,21249572.0,0.0133864721369446,0,0,1,1,0,0,1,1,3.515472253417205e-06,4.7059771368571566e-08,1
Ukraine,UKR,Summer,1996,872698.7305000001,51057800.0,0.0170923684628009,9,2,12,23,27,4,12,43,4.927244477067565e-05,8.421827810833996e-07,23
United States,USA,Summer,1996,29967712.72,269394000.0,0.1112412032933175,44,32,25,101,132,64,25,221,7.37460352963501e-06,8.203597704477457e-07,101
Uzbekistan,UZB,Summer,1996,600598.1577999999,23225000.0,0.0258599852658772,0,1,1,2,0,2,1,3,4.995020316061317e-06,1.2917115177610334e-07,2
Australia,AUS,Winter,1998,21478385.16,18607584.0,1.154281241455097,0,0,1,1,0,0,1,1,4.655843502901408e-08,5.374152818549684e-08,1
Austria,AUT,Winter,1998,27361875.11,7976789.0,3.4301866465315807,3,5,9,17,9,10,9,28,1.023321679798428e-06,3.510184361150834e-06,17
Belgium,BEL,Winter,1998,25338443.29,10203008.0,2.4834287388581875,0,0,1,1,0,0,1,1,3.946572362614941e-08,9.801031225301403e-08,1
Belarus,BLR,Winter,1998,1511325.316,10071963.0,0.1500527073024394,0,0,2,2,0,0,2,2,1.3233418237797852e-06,1.985710233447045e-07,2
Canada,CAN,Winter,1998,21024585.07,30155173.0,0.6972132134675533,6,5,4,15,18,10,4,32,1.5220276592122062e-06,1.0611777952658404e-06,15
China,CHN,Winter,1998,828580.4793,1241935000.0,0.0006671689575541,0,6,2,8,0,12,2,14,1.6896367160167055e-05,1.1272731664700648e-08,8
Czechia,CZE,Winter,1998,6489703.619,10294373.0,0.6304127137223413,1,1,1,3,3,2,1,6,9.24541450927545e-07,5.828426850280245e-07,3
Finland,FIN,Winter,1998,26009269.49,5153498.0,5.046915607612537,2,4,6,12,6,8,6,20,7.689566217032573e-07,3.880859175651179e-06,12
France,FRA,Winter,1998,24971574.49,60192790.0,0.4148598941833398,2,1,5,8,6,2,5,13,5.205919236372508e-07,2.1597271035285122e-07,8
United Kingdom,GBR,Winter,1998,28297866.0,58487141.0,0.4838305568740315,0,0,1,1,0,0,1,1,3.533835378257852e-08,1.7097775389636502e-08,1
Italy,ITA,Winter,1998,22318137.3,56906744.0,0.392187915372561,2,6,2,10,6,12,2,20,8.961321337511443e-07,3.514521934342264e-07,10
Japan,JPN,Winter,1998,32423755.61,126400000.0,0.2565170538765822,5,1,4,10,15,2,4,21,6.476732755018444e-07,1.661392405063291e-07,10
Kazakhstan,KAZ,Winter,1998,1468669.291,15071640.0,0.0974458845221886,0,0,2,2,0,0,2,2,1.36177695840445e-06,1.3269956023365738e-07,2
"Korea, Rep.",KOR,Winter,1998,8281699.982,46286503.0,0.1789225680324132,3,1,2,6,9,2,2,13,1.5697260258467547e-06,2.8085941165181565e-07,6
Norway,NOR,Winter,1998,34788359.85,4431464.0,7.850308577481392,10,10,5,25,30,20,5,55,1.5809885903545982e-06,1.2411248291760916e-05,25
Russian Federation,RUS,Winter,1998,1834861.816,147670784.0,0.0124253543341382,9,6,3,18,27,12,3,42,2.2890007102311404e-05,2.8441644895716135e-07,18
Sweden,SWE,Winter,1998,30596527.2,8850974.0,3.4568542625930205,0,2,1,3,0,4,1,5,1.634172390649616e-07,5.649095794428952e-07,3
Ukraine,UKR,Winter,1998,835250.9765999999,50144500.0,0.0166568811454895,0,1,0,1,0,2,0,2,2.3944898671549785e-06,3.98847331212795e-08,1
United States,USA,Winter,1998,32853676.95,275854000.0,0.1190980625620799,6,3,4,13,18,6,4,28,8.522638133507306e-07,1.0150296896184213e-07,13
Argentina,ARG,Summer,2000,7666517.834,37070774.0,0.2068076008879663,0,2,2,4,0,4,2,6,7.826238886956981e-07,1.6185256881876813e-07,4
Armenia,ARM,Summer,2000,603298.0252,3168523.0,0.1904035492877911,0,0,1,1,0,0,1,1,1.6575555666181549e-06,3.1560446302583253e-07,1
Australia,AUS,Summer,2000,21853781.67,19028802.0,1.1484580936834594,16,25,17,58,48,50,17,115,5.262247135829466e-06,6.043470314105954e-06,58
Austria,AUT,Summer,2000,24625600.72,8011566.0,3.073756206963782,2,1,0,3,6,2,0,8,3.248651714515414e-07,9.985563371755285e-07,3
Azerbaijan,AZE,Summer,2000,655119.9452,8048600.0,0.0813955153939815,2,0,1,3,6,0,1,7,1.068506622533525e-05,8.697164724299879e-07,3
Belgium,BEL,Summer,2000,23098886.51,10251250.0,2.253275113766614,0,2,3,5,0,4,3,7,3.030449107133173e-07,6.828435556639435e-07,5
Belarus,BLR,Summer,2000,1276288.034,9979610.0,0.1278895702337065,3,3,11,17,9,6,11,26,2.037157703227358e-05,2.6053122316403144e-06,17
Brazil,BRA,Summer,2000,3726811.42,175873720.0,0.0211902689043024,0,6,6,12,0,12,6,18,4.829866062823216e-06,1.0234616064298863e-07,12
Canada,CAN,Summer,2000,24271002.06,30685730.0,0.7909540382451387,3,3,8,14,9,6,8,23,9.476328971973232e-07,7.495340668121631e-07,14
Channel Islands,CHI,Summer,2000,44316153.59,145306.0,304.9850218848499,0,0,1,1,0,0,1,1,2.2565135260873615e-08,6.882028271372139e-06,1
China,CHN,Summer,2000,959372.4836,1262645000.0,0.0007598117314051,28,16,14,58,84,32,14,130,0.0001355052414179,1.0295847209627409e-07,58
Cameroon,CMR,Summer,2000,700163.2135999999,15091594.0,0.0463942518994348,1,0,0,1,3,0,0,3,4.284715251712562e-06,1.987861587053031e-07,1
Colombia,COL,Summer,2000,2547143.528,39215135.0,0.0649530730418242,1,0,0,1,3,0,0,3,1.1777899309645813e-06,7.650107541386764e-08,1
Cuba,CUB,Summer,2000,2752203.783,11105791.0,0.2478169977266815,11,11,7,29,33,22,7,62,2.252740163463397e-05,5.582673039678128e-06,29
Czechia,CZE,Summer,2000,6029038.193,10255063.0,0.5879084500017211,2,3,3,8,6,6,3,15,2.4879590275967587e-06,1.4626921355821998e-06,8
Spain,ESP,Summer,2000,14749687.42,40567864.0,0.3635805774738349,3,3,5,11,9,6,5,20,1.355960938730185e-06,4.93001061135484e-07,11
Estonia,EST,Summer,2000,4070609.024,1396985.0,2.9138530649935395,1,0,2,3,3,0,2,5,1.228317426340968e-06,3.579136497528606e-06,3
Ethiopia,ETH,Summer,2000,122962.2935,67031867.0,0.0018343856288532,4,1,3,8,12,2,3,17,0.0001382537647608,2.536107192121025e-07,8
Finland,FIN,Summer,2000,24345914.82,5176209.0,4.703425773572898,2,1,1,4,6,2,1,9,3.696718758173984e-07,1.7387242284845918e-06,4
France,FRA,Summer,2000,22416425.42,60921384.0,0.3679566015768781,13,14,11,38,39,28,11,78,3.479591350475004e-06,1.2803386081970822e-06,38
United Kingdom,GBR,Summer,2000,28290972.5,58892514.0,0.4803831689032667,11,10,7,28,33,20,7,60,2.1208178686681765e-06,1.0188052084174908e-06,28
Georgia,GEO,Summer,2000,749908.535,4077131.0,0.1839304488867294,0,0,6,6,0,0,6,6,8.000975745662102e-06,1.4716230604314653e-06,6
Hungary,HUN,Summer,2000,4624281.657000001,10210971.0,0.4528738409892654,8,6,3,17,24,12,3,39,8.433742339410446e-06,3.8194212871626016e-06,17
India,IND,Summer,2000,442034.7789,1059633675.0,0.0004171581078715,0,0,1,1,0,0,1,1,2.2622654318931467e-06,9.43722367071809e-10,1
Ireland,IRL,Summer,2000,26334567.21,3805174.0,6.920726150762095,0,1,0,1,0,2,0,2,7.594580856603338e-08,5.256001433837191e-07,1
Iceland,ISL,Summer,2000,32096372.26,281205.0,114.13869689372522,0,0,1,1,0,0,1,1,3.11561690492432e-08,3.5561245354812328e-06,1
Israel,ISR,Summer,2000,21630747.61,6289000.0,3.4394574034027667,0,0,1,1,0,0,1,1,4.623048717639769e-08,1.590077913817777e-07,1
Italy,ITA,Summer,2000,20137591.22,56942108.0,0.3536502586100254,13,8,13,34,39,16,13,68,3.376769309552009e-06,1.1941953395894651e-06,34
Jamaica,JAM,Summer,2000,3447303.896,2612205.0,1.3196911789082402,0,6,3,9,0,12,3,15,4.351226480904369e-06,5.7422752042814406e-06,9
Japan,JPN,Summer,2000,39169359.57,126843000.0,0.3088019013268371,5,8,5,18,15,16,5,36,9.19085744449408e-07,2.838154253683688e-07,18
Kazakhstan,KAZ,Summer,2000,1229001.247,14883626.0,0.082574047950412,3,4,0,7,9,8,0,17,1.3832370017115208e-05,1.1421947850611135e-06,7
Kenya,KEN,Summer,2000,411821.5792,30851606.0,0.013348464880564,2,3,2,7,6,6,2,14,3.399530453745587e-05,4.5378512872231036e-07,7
Kyrgyz Republic,KGZ,Summer,2000,279619.56930000003,4898400.0,0.0570838578515433,0,0,1,1,0,0,1,1,3.5762876057044263e-06,2.0414829332026786e-07,1
"Korea, Rep.",KOR,Summer,2000,12256993.57,47008111.0,0.2607420998048613,8,10,10,28,24,20,10,54,4.405648064642005e-06,1.14873792737598e-06,28
Lithuania,LTU,Summer,2000,3293229.9790000003,3499536.0,0.9410476071684932,2,0,3,5,6,0,3,9,2.732879287930228e-06,2.5717695145870767e-06,5
Morocco,MAR,Summer,2000,1348049.8050000002,28554415.0,0.0472098554636822,0,1,4,5,0,2,4,6,4.450874127755242e-06,2.1012512425836774e-07,5
Moldova,MDA,Summer,2000,440538.684,2924668.0,0.1506286128887108,0,1,1,2,0,2,1,3,6.8098446491931685e-06,1.0257574534955762e-06,2
Mexico,MEX,Summer,2000,7232878.808999999,97873442.0,0.0739003212842969,1,2,3,6,3,4,3,10,1.3825753567938707e-06,1.0217276306681848e-07,6
North Macedonia,MKD,Summer,2000,1861898.065,2026350.0,0.9188432723863104,0,0,1,1,0,0,1,1,5.370863307707449e-07,4.934981617193476e-07,1
Mozambique,MOZ,Summer,2000,318342.6885,17768505.0,0.0179161211649488,1,0,0,1,3,0,0,3,9.423806823193302e-06,1.688380648794032e-07,1
Norway,NOR,Summer,2000,38131460.61,4490967.0,8.490701581641549,4,3,3,10,12,6,3,21,5.507263468027956e-07,4.676053063850168e-06,10
New Zealand,NZL,Summer,2000,13641102.72,3857700.0,3.5360714207947743,1,0,3,4,3,0,3,6,4.3984713869231836e-07,1.555330896648262e-06,4
Poland,POL,Summer,2000,4501454.067,38258629.0,0.1176585304977865,6,5,3,14,18,10,3,31,6.886663628817164e-06,8.102747225991815e-07,14
Qatar,QAT,Summer,2000,27494771.33,645937.0,42.56571667205935,0,0,1,1,0,0,1,1,3.637055162226003e-08,1.548138595559629e-06,1
Romania,ROU,Summer,2000,1659907.64,22442971.0,0.0739611364288622,11,6,9,26,33,12,9,54,3.2531930511507254e-05,2.406098550855856e-06,26
Russian Federation,RUS,Summer,2000,1771594.116,146596869.0,0.0120848018657206,32,28,29,89,96,56,29,181,0.0001021678715035,1.23467848416326e-06,89
Slovak Republic,SVK,Summer,2000,5426624.281,5388720.0,1.0070340045502455,1,3,1,5,3,6,1,10,1.842766235910704e-06,1.8557282619991389e-06,5
Sweden,SWE,Summer,2000,29624912.67,8872109.0,3.3391060310462826,4,5,3,12,12,10,3,25,8.43884344182946e-07,2.817819303166812e-06,12
Thailand,THA,Summer,2000,2004107.209,63066603.0,0.0317776305313289,1,0,2,3,3,0,2,5,2.494876510371357e-06,7.928126396787218e-08,3
Trinidad and Tobago,TTO,Summer,2000,6120942.704,1332203.0,4.594602101931913,0,1,1,2,0,2,1,3,4.901205819227025e-07,2.251909055902141e-06,2
Turkiye,TUR,Summer,2000,4278393.130000001,64113547.0,0.0667314995066487,3,0,2,5,9,0,2,11,2.5710587283034454e-06,1.715706042593463e-07,5
Ukraine,UKR,Summer,2000,658348.6328,49176500.0,0.0133874641912295,3,10,10,23,9,20,10,39,5.923912962973802e-05,7.930617266377233e-07,23
United States,USA,Summer,2000,36329956.07,282162411.0,0.1287554778868118,37,24,32,93,111,48,32,191,5.2573694180082176e-06,6.769151118431576e-07,93
Uzbekistan,UZB,Summer,2000,558226.8024,24650400.0,0.0226457502677441,1,1,2,4,3,2,2,7,1.2539706029708184e-05,2.839710511796969e-07,4
Australia,AUS,Winter,2002,20291178.55,19495210.0,1.0408289292600592,2,0,0,2,6,0,0,6,2.9569499796255055e-07,3.077679081169169e-07,2
Austria,AUT,Winter,2002,26527593.09,8081957.0,3.282322968310769,3,3,10,16,9,6,10,25,9.42414938105491e-07,3.093310197022825e-06,16
Belarus,BLR,Winter,2002,1479314.583,9865548.0,0.1499475328689293,0,0,1,1,0,0,1,1,6.759887393065738e-07,1.0136284370619858e-07,1
Canada,CAN,Winter,2002,24255338.58,31360079.0,0.7734463481421714,7,3,7,17,21,6,7,34,1.4017532630129956e-06,1.0841809422737742e-06,17
China,CHN,Winter,2002,1148508.29,1280400000.0,0.0008969917916276,2,2,4,8,6,4,4,14,1.2189724812521817e-05,1.0934083099031552e-08,8
Czechia,CZE,Winter,2002,8060868.703,10196916.0,0.7905202615182865,1,2,0,3,3,4,0,7,8.68392757395344e-07,6.864820696767533e-07,3
Estonia,EST,Winter,2002,5341628.947,1379350.0,3.8725696501975566,1,1,1,3,3,2,1,6,1.1232528615395046e-06,4.349874941095444e-06,3
Finland,FIN,Winter,2002,26997752.99,5200598.0,5.191278577963534,4,2,1,7,12,4,1,17,6.296820334009582e-07,3.268854850922913e-06,7
France,FRA,Winter,2002,24288270.02,61816234.0,0.3929108657767796,4,5,2,11,12,10,2,24,9.881313070151713e-07,3.882475273404718e-07,11
United Kingdom,GBR,Winter,2002,30079660.04,59370479.0,0.5066433781004193,1,0,0,1,3,0,0,3,9.97351697462868e-08,5.0530163315677485e-08,1
Italy,ITA,Winter,2002,22376297.9,57059007.0,0.3921606609803076,4,4,5,13,12,8,5,25,1.1172536275538233e-06,4.381429210641538e-07,13
Japan,JPN,Winter,2002,32820793.640000004,127445000.0,0.257529080309153,0,1,1,2,0,2,1,3,9.140546791482157e-08,2.3539566087331792e-08,2
"Korea, Rep.",KOR,Winter,2002,13165065.74,47644736.0,0.2763173195040896,2,2,0,4,6,4,0,10,7.59586028470527e-07,2.098867753197331e-07,4
Norway,NOR,Winter,2002,43084472.47,4538159.0,9.493821717132432,13,5,7,25,39,10,7,56,1.2997722100228375e-06,1.233980563484003e-05,25
Poland,POL,Winter,2002,5207171.421,38230364.0,0.1362051227396108,0,1,1,2,0,2,1,3,5.76128526881466e-07,7.847165671768126e-08,2
Russian Federation,RUS,Winter,2002,2377529.541,145306497.0,0.0163621695525424,5,4,4,13,15,8,4,27,1.1356325771937066e-05,1.858141277743417e-07,13
Sweden,SWE,Winter,2002,29899195.25,8924958.0,3.35006565297002,0,2,5,7,0,4,5,9,3.010114461191059e-07,1.0084081067944522e-06,7
United States,USA,Winter,2002,37997759.66,287625193.0,0.1321085933525997,8,12,11,31,24,24,11,59,1.5527231217820696e-06,2.0512806748468659e-07,31
