,Country_Name,Country_Code,Year,Season,Population,GDP,GDP_Per_Capita,Y_Gold,Y_Silver,Y_Bronze,Y_Total,A_Gold,A_Silver,A_Bronze,A_Total,Y_Capita_Per_Medal,A_Capita_Per_Medal,Y_Capita_Per_GDP,A_Capita_Per_GDP,A_Score,Y_Score,Y_Score_Per_Capita,A_Score_Per_Capita
1021,Cameroon,CMR,1996,Summer,13575324.0,11093539496.66954,817.1841421,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.473261337998268e-07,0.0,1.8028511104146988e-10,3.0,0.0,0.0,4525108.0
990,Canada,CAN,1996,Summer,29610218.0,628546387925.0615,21227.34753,3.0,11.0,8.0,22.0,37.0,66.0,62.0,165.0,7.429867622048578e-07,5.5724007165364334e-06,3.5001394364266003e-11,2.6251045773199503e-10,305.0,39.0,759236.358974359,97082.68196721311
1036,Channel Islands,CHI,1996,Summer,142898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.997998572408291e-06,,0.0,2.0,0.0,0.0,71449.0
1029,China,CHN,1996,Summer,1217550000.0,863746717522.005,709.4137551,16.0,22.0,12.0,50.0,52.0,67.0,51.0,170.0,4.106607531518213e-08,1.3962465607161923e-07,5.7887340102946546e-11,1.9681695635001824e-10,341.0,104.0,11707211.538461538,3570527.859237537
1024,Colombia,COL,1996,Summer,36632573.0,97160109269.83266,2652.287331,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,1.637886587982777e-07,0.0,6.175373870089859e-11,8.0,0.0,0.0,4579071.625
1030,Cote d'Ivoire,CIV,1996,Summer,14810946.0,18071153886.914135,1220.121516,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.751763189198043e-08,0.0,5.533680949527689e-11,2.0,0.0,0.0,7405473.0
1014,Cuba,CUB,1996,Summer,10963031.0,25017368695.89205,2281.97555,9.0,8.0,8.0,25.0,40.0,31.0,31.0,102.0,2.280391253112392e-06,9.303996312698559e-06,9.993057345037688e-10,4.0771673967753765e-09,213.0,51.0,214961.39215686274,51469.62910798122
1069,Cyprus,CYP,1996,Summer,880058.0,13323397447.94048,15139.22656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,Czechia,CZE,1996,Summer,10315241.0,67387788636.05525,6532.837055,4.0,3.0,4.0,11.0,4.0,3.0,4.0,11.0,1.0663832284674686e-06,1.0663832284674686e-06,1.6323432216196133e-10,1.6323432216196133e-10,22.0,22.0,468874.5909090909,468874.5909090909
1037,Djibouti,DJI,1996,Summer,644649.0,494004647.755353,766.315697,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.5512317555755148e-06,0.0,2.0242724527871897e-09,1.0,0.0,0.0,644649.0
1031,Dominican Republic,DOM,1996,Summer,8012314.0,18241691858.749153,2276.707061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.2480788945615462e-07,0.0,5.4819476600268083e-11,1.0,0.0,0.0,8012314.0
1055,Ecuador,ECU,1996,Summer,11775221.0,25226393202.404663,2142.328641,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.492409611675229e-08,8.492409611675229e-08,3.9641021686155145e-11,3.9641021686155145e-11,3.0,3.0,3925073.6666666665,3925073.6666666665
1032,"Egypt, Arab Rep.",EGY,1996,Summer,65565195.0,67629716974.24522,1031.488078,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5251994598658632e-08,0.0,1.478639930403406e-11,2.0,0.0,0.0,32782597.5
1063,Eritrea,ERI,1996,Summer,2264073.0,693535954.0896486,306.3222582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,Estonia,EST,1996,Summer,1415594.0,4786018987.553388,3380.926302,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.4128344709005548e-06,0.0,4.178838414977538e-10,4.0,0.0,0.0,353898.5
992,Ethiopia,ETH,1996,Summer,59347649.0,8547939731.938907,144.0316487,2.0,0.0,1.0,3.0,8.0,1.0,7.0,16.0,5.054960138353585e-08,2.695978740455245e-07,3.509617631943128e-10,1.871796070369668e-09,33.0,7.0,8478235.57142857,1798413.606060606
993,Finland,FIN,1996,Summer,5124573.0,132129174227.89076,25783.45049,1.0,2.0,1.0,4.0,42.0,42.0,54.0,138.0,7.805528382559873e-07,2.6929072919831566e-05,3.0273404971872224e-11,1.044432471529592e-09,264.0,8.0,640571.625,19411.261363636364
994,France,FRA,1996,Summer,59756533.0,1605675086663.473,26870.28524,15.0,7.0,15.0,37.0,64.0,63.0,97.0,224.0,6.191791615487465e-07,3.7485441131599787e-06,2.3043267163647963e-11,1.395051849907336e-10,415.0,74.0,807520.7162162162,143991.64578313252
1070,Gabon,GAB,1996,Summer,1150601.0,5694040336.950362,4948.753162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,Georgia,GEO,1996,Summer,4491699.0,3095047603.8769383,689.0594414,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,4.4526581144462264e-07,4.4526581144462264e-07,6.46193615081961e-10,6.46193615081961e-10,2.0,2.0,2245849.5,2245849.5
996,Ghana,GHA,1996,Summer,17844010.0,6934984709.716888,388.6449688,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,2.2416485980449462e-07,0.0,5.767856985171773e-10,5.0,0.0,0.0,3568802.0
1028,Guyana,GUY,1996,Summer,753571.0,705406001.4020747,936.0843257,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.3270149727099371e-06,0.0,1.41762332332357e-09,1.0,0.0,0.0,753571.0
1057,"Hong Kong SAR, China",HKG,1996,Summer,6435500.0,159717233606.525,24818.15455,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.55388081734131e-07,1.55388081734131e-07,6.261065117516201e-12,6.261065117516201e-12,3.0,3.0,2145166.6666666665,2145166.6666666665
997,Hungary,HUN,1996,Summer,10311238.0,46658755150.339516,4525.039103,7.0,4.0,10.0,21.0,72.0,76.0,91.0,239.0,2.036612868406296e-06,2.3178594073766895e-05,4.500763025574889e-10,5.122296967201897e-09,459.0,39.0,264390.71794871794,22464.57080610022
1033,Iceland,ISL,1996,Summer,268916.0,7426082271.39948,27614.87703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.7186333278793377e-06,0.0,1.346605065030535e-10,1.0,0.0,0.0,268916.0
998,India,IND,1996,Summer,983281218.0,392897054326.8792,399.5775035,0.0,0.0,1.0,1.0,2.0,1.0,3.0,6.0,1.0170030523251588e-09,6.1020183139509534e-09,2.5451959717876334e-12,1.52711758307258e-11,11.0,1.0,983281218.0,89389201.63636364
999,Iraq,IRQ,1996,Summer,21639332.0,10433698621.206776,482.1636186,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.621214739900474e-08,0.0,9.584328973883459e-11,1.0,0.0,0.0,21639332.0
1015,Ireland,IRL,1996,Summer,3637510.0,75790786279.1021,20835.89771,3.0,0.0,1.0,4.0,4.0,3.0,3.0,10.0,1.0996533342863663e-06,2.7491333357159156e-06,5.2776863737366e-11,1.31942159343415e-10,21.0,10.0,363751.0,173214.7619047619
1041,Israel,ISR,1996,Summer,5692000.0,114505860804.04,20116.98187,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,1.7568517217146873e-07,5.270555165144062e-07,8.733177437191216e-12,2.6199532311573645e-11,4.0,1.0,5692000.0,1423000.0
1000,Italy,ITA,1996,Summer,56860281.0,1312426528035.715,23081.60468,13.0,10.0,12.0,35.0,102.0,81.0,103.0,286.0,6.155439154442448e-07,5.029873137630115e-06,2.6668159513953032e-11,2.1791696059973049e-10,571.0,71.0,800849.0281690141,99580.176882662
1022,Jamaica,JAM,1996,Summer,2532894.0,7393883553.722485,2919.144486,1.0,3.0,2.0,6.0,2.0,11.0,9.0,22.0,2.368831857945891e-06,8.685716812468268e-06,8.114815382748721e-10,2.9754323070078645e-09,37.0,11.0,230263.0909090909,68456.5945945946
1001,Japan,JPN,1996,Summer,125757000.0,4923391533749.91,39150.03963,3.0,6.0,5.0,14.0,76.0,65.0,85.0,226.0,1.1132581088925467e-07,1.7971166614979682e-06,2.843568280935982e-12,4.5903316535109425e-11,443.0,26.0,4836807.692307692,283875.8465011287
1072,Jordan,JOR,1996,Summer,4608676.0,6927503525.257692,1503.143967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,Kazakhstan,KAZ,1996,Summer,15578227.0,21035368246.64709,1350.30567,3.0,4.0,4.0,11.0,4.0,6.0,4.0,14.0,7.061137316846134e-07,8.986902039622353e-07,5.229288059529613e-10,6.655457530310417e-10,28.0,21.0,741820.3333333334,556365.25
1016,Kenya,KEN,1996,Summer,27615736.0,12045858435.786379,436.1954516,1.0,4.0,3.0,8.0,14.0,17.0,16.0,47.0,2.89689907232601e-07,1.7019282049915308e-06,6.641286748176651e-10,3.901755964553782e-09,92.0,14.0,1972552.5714285714,300171.04347826086
1018,"Korea, Dem. People's Rep.",PRK,1996,Summer,22614347.0,0.0,0.0,2.0,1.0,2.0,5.0,8.0,7.0,13.0,28.0,2.210985795875512e-07,1.2381520456902868e-06,0.0,0.0,51.0,10.0,2261434.7,443418.56862745096
1017,"Korea, Rep.",KOR,1996,Summer,45524681.0,610169557011.9308,13403.04959,7.0,15.0,5.0,27.0,44.0,43.0,43.0,130.0,5.930848807046006e-07,2.8555938700591884e-06,4.424999525086445e-11,2.1305553268934734e-10,261.0,56.0,812940.7321428572,174424.06513409963
1061,Kyrgyz Republic,KGZ,1996,Summer,4628400.0,1827570586.3506,394.8601215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,Lebanon,LBN,1996,Summer,4034243.0,13690217332.891958,3393.503399,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.9575595718949e-07,0.0,1.4608971876544452e-10,3.0,0.0,0.0,1344747.6666666667
1026,Liechtenstein,LIE,1996,Summer,31337.0,2504033252.36833,79906.60409,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,0.0,0.00028720043399176694,0.0,3.5942014713613507e-09,15.0,0.0,0.0,2089.133333333333
1042,Lithuania,LTU,1996,Summer,3601613.0,8382519637.624342,2327.434857,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,2.776533736411991e-07,8.329601209235973e-07,1.192958732254645e-10,3.5788761967639344e-10,5.0,1.0,3601613.0,720322.6
1043,Luxembourg,LUX,1996,Summer,414225.0,20895314656.482002,50444.35912,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.828293801677832e-06,0.0,9.571523726155393e-11,4.0,0.0,0.0,103556.25
1003,Mexico,MEX,1996,Summer,91586555.0,410975595318.43134,4487.291779,0.0,0.0,1.0,1.0,6.0,9.0,13.0,28.0,1.0918633198944976e-08,3.057217295704593e-07,2.4332345068450645e-12,6.81305661916618e-11,49.0,1.0,91586555.0,1869113.3673469387
1058,Moldova,MDA,1996,Summer,2947293.0,1695122173.7980444,575.1454551,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,6.785887931739397e-07,6.785887931739397e-07,1.179855960186548e-09,1.179855960186548e-09,3.0,3.0,982431.0,982431.0
1071,Montenegro,MNE,1996,Summer,611003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1002,Morocco,MAR,1996,Summer,26999093.0,42812958121.42571,1585.718384,0.0,0.0,2.0,2.0,4.0,2.0,5.0,11.0,7.407656249785872e-08,4.0742109373822296e-07,4.6714828588289056e-11,2.5693155723558983e-10,21.0,2.0,13499546.5,1285671.0952380951
1059,Mozambique,MOZ,1996,Summer,16079553.0,3856799844.8842783,239.8574043,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.219078353732844e-08,6.219078353732844e-08,2.592823170034131e-10,2.592823170034131e-10,1.0,1.0,16079553.0,16079553.0
1044,Namibia,NAM,1996,Summer,1650066.0,3989208661.71399,2417.605515,0.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,1.2120727292120436e-06,2.424145458424087e-06,5.013525662858374e-10,1.0027051325716747e-09,8.0,4.0,412516.5,206258.25
1005,New Zealand,NZL,1996,Summer,3732000.0,70140835301.28,18794.43604,3.0,2.0,1.0,6.0,24.0,12.0,23.0,59.0,1.607717041800643e-06,1.5809217577706324e-05,8.554218058892301e-11,8.411647757910763e-10,119.0,14.0,266571.4285714286,31361.344537815126
1062,North Macedonia,MKD,1996,Summer,1994226.0,4642018352.842806,2327.729331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,Norway,NOR,1996,Summer,4381336.0,163520109153.5312,37321.9742,2.0,2.0,3.0,7.0,51.0,61.0,43.0,155.0,1.59768618521839e-06,3.5377336958407205e-05,4.280819060258581e-11,9.478956490572574e-10,318.0,13.0,337025.8461538461,13777.786163522012
1006,Pakistan,PAK,1996,Summer,137234810.0,63320122807.300644,461.399865,0.0,0.0,0.0,0.0,3.0,2.0,4.0,9.0,0.0,6.55810286034571e-08,0.0,1.4213491068849164e-10,17.0,0.0,0.0,8072635.882352941
1065,Panama,PAN,1996,Summer,2771606.0,9870494001.135548,3561.290458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,Peru,PER,1996,Summer,24907304.0,55252414122.34009,2218.321747,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.2044659670914203e-07,0.0,5.4296270084369335e-11,6.0,0.0,0.0,4151217.3333333335
1007,Poland,POL,1996,Summer,38624370.0,160193242072.85934,4147.465501,7.0,5.0,5.0,17.0,46.0,56.0,94.0,196.0,4.4013662876572484e-07,5.074516425769534e-06,1.0612182998498797e-10,1.2235222751210376e-09,344.0,36.0,1072899.1666666667,112280.1453488372
1045,Qatar,QAT,1996,Summer,529265.0,9059340384.868399,17116.83256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.8894126760696438e-06,0.0,1.1038331241756589e-10,1.0,0.0,0.0,529265.0
1008,Romania,ROU,1996,Summer,22619004.0,36937074288.67857,1633.010644,4.0,7.0,9.0,20.0,57.0,72.0,92.0,221.0,8.842122314492716e-07,9.77054515751445e-06,5.414614011843953e-10,5.983148483087568e-09,407.0,35.0,646257.2571428572,55574.9484029484
1048,Russian Federation,RUS,1996,Summer,148160129.0,391724891190.70667,2643.929199,26.0,21.0,16.0,63.0,37.0,29.0,20.0,86.0,4.2521561249450584e-07,5.804530583258334e-07,1.6082715552872332e-10,2.1954183135666992e-10,189.0,136.0,1089412.7132352942,783916.0264550265
1073,San Marino,SMR,1996,Summer,25235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1038,Senegal,SEN,1996,Summer,8843423.0,6559712550.815169,741.7617082,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.1307838605028845e-07,0.0,1.524457043282683e-10,2.0,0.0,0.0,4421711.5
1066,Serbia,SRB,1996,Summer,7617794.0,21818007448.832237,2864.084727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,Singapore,SGP,1996,Summer,3670704.0,96295886537.7456,26233.6289,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.72427305497801e-07,0.0,1.0384659573262507e-11,2.0,0.0,0.0,1835352.0
1060,Slovak Republic,SVK,1996,Summer,5373361.0,27925036757.21718,5196.94038,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.583097804149023e-07,5.583097804149023e-07,1.0743047631708685e-10,1.0743047631708685e-10,6.0,6.0,895560.1666666666,895560.1666666666
991,Spain,ESP,1996,Summer,39889852.0,642588992571.5088,16109.0844,5.0,6.0,6.0,17.0,22.0,21.0,17.0,60.0,4.261735541159691e-07,1.5041419557034206e-06,2.6455479624650124e-11,9.33722810281769e-11,125.0,33.0,1208783.393939394,319118.816
1039,Suriname,SUR,1996,Summer,443834.0,861411471.165704,1940.841556,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,4.506189250936161e-06,0.0,2.3217707993759387e-09,4.0,0.0,0.0,110958.5
1010,Sweden,SWE,1996,Summer,8840998.0,291743811504.62366,32998.96816,2.0,4.0,2.0,8.0,45.0,52.0,57.0,154.0,9.048752188384162e-07,1.7418847962639513e-05,2.7421318583387376e-11,5.278603827302069e-10,296.0,16.0,552562.375,29868.236486486487
1035,Syrian Arab Republic,SYR,1996,Summer,14708879.0,61546280618.332756,4184.29444,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,6.798614632699066e-08,1.3597229265398132e-07,1.6247935536532334e-11,3.249587107306467e-11,5.0,3.0,4902959.666666667,2941775.8
1067,Tajikistan,TJK,1996,Summer,6035600.0,1043654822.57152,172.9164992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,Thailand,THA,1996,Summer,60211096.0,183035114640.5496,3039.8901,1.0,0.0,1.0,2.0,1.0,1.0,4.0,6.0,3.32164689378848e-08,9.964940681365441e-08,1.092686506590643e-11,3.278059519771929e-11,9.0,4.0,15052774.0,6690121.777777778
1019,Trinidad and Tobago,TTO,1996,Summer,1313434.0,5759537725.9358,4385.0987,0.0,0.0,2.0,2.0,1.0,1.0,4.0,6.0,1.5227259230383864e-06,4.568177769115159e-06,3.4725009109564317e-10,1.0417502732869296e-09,9.0,2.0,656717.0,145937.11111111112
1020,Tunisia,TUN,1996,Summer,9430550.0,19587322786.77795,2077.007469,0.0,0.0,1.0,1.0,1.0,2.0,3.0,6.0,1.0603835407266808e-07,6.362301244360085e-07,5.105342934742623e-11,3.063205760845574e-10,10.0,1.0,9430550.0,943055.0
1011,Turkiye,TUR,1996,Summer,60293786.0,181475555311.01874,3009.855034,4.0,1.0,1.0,6.0,18.0,10.0,7.0,35.0,9.951274249057772e-08,5.804909978617034e-07,3.306230411978629e-11,1.9286344069875337e-10,81.0,15.0,4019585.7333333334,744367.7283950617
1074,Turkmenistan,TKM,1996,Summer,4301093.0,2378759975.4298296,553.0594143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,Uganda,UGA,1996,Summer,21249572.0,6044585326.863102,284.4568035,0.0,0.0,1.0,1.0,1.0,3.0,2.0,6.0,4.7059771368571566e-08,2.8235862821142937e-07,1.6543732049837074e-10,9.926239229902243e-10,11.0,1.0,21249572.0,1931779.2727272727
1049,Ukraine,UKR,1996,Summer,51057800.0,44558077242.1229,872.6987305,9.0,2.0,12.0,23.0,10.0,2.0,13.0,25.0,4.5046985964926023e-07,4.896411517926742e-07,5.161802623353996e-10,5.610655025384778e-10,47.0,43.0,1187390.6976744186,1086336.170212766
995,United Kingdom,GBR,1996,Summer,58166950.0,1421619344902.9731,24440.32814,1.0,8.0,6.0,15.0,43.0,72.0,90.0,205.0,2.578784000192549e-07,3.524338133596484e-06,1.0551347696400237e-11,1.4420175185080325e-10,363.0,25.0,2326678.0,160239.53168044076
1012,United States,USA,1996,Summer,269394000.0,8073122000491.68,29967.71272,44.0,32.0,25.0,101.0,416.0,333.0,276.0,1025.0,3.74915551200101e-07,3.8048360394069654e-06,1.2510649534820453e-11,1.2696451260585113e-10,2190.0,221.0,1218977.3755656108,123010.95890410959
1050,Uzbekistan,UZB,1996,Summer,23225000.0,13948892214.904999,600.5981578,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,8.61141011840689e-08,1.2917115177610334e-07,1.4338056163792798e-10,2.1507084245689197e-10,6.0,3.0,7741666.666666667,3870833.3333333335
1013,"Venezuela, RB",VEN,1996,Summer,22572110.0,70543211126.89268,3125.237788,0.0,0.0,0.0,0.0,1.0,2.0,4.0,7.0,0.0,3.101172198788682e-07,0.0,9.922995973926455e-11,11.0,0.0,0.0,2052010.0
1154,Afghanistan,AFG,1998,Winter,18493132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1075,Argentina,ARG,1998,Winter,36233195.0,298948249994.8109,8250.673174,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,0.0,3.311880169551705e-07,0.0,4.014072669837771e-11,18.0,0.0,0.0,2012955.2777777778
1141,Armenia,ARM,1998,Winter,3240550.0,1893726437.3990152,584.3842673,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,6.171791825461727e-07,0.0,1.0561187511048053e-09,5.0,0.0,0.0,648110.0
1076,Australia,AUS,1998,Winter,18607584.0,399660856049.05347,21478.38516,0.0,0.0,1.0,1.0,52.0,59.0,85.0,196.0,5.374152818549684e-08,1.053333952435738e-05,2.502121448384383e-12,4.90415803883339e-10,359.0,1.0,18607584.0,51831.71030640668
1077,Austria,AUT,1998,Winter,7976789.0,218259904396.8218,27361.87511,3.0,5.0,9.0,17.0,32.0,47.0,49.0,128.0,2.131183362127292e-06,1.604655707954667e-05,7.788879064609151e-11,5.864567766293948e-10,239.0,28.0,284885.3214285714,33375.686192468616
1142,Azerbaijan,AZE,1998,Winter,7913000.0,4446368570.9127,561.9068079,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.2637432073802604e-07,0.0,2.249026332503811e-10,2.0,0.0,0.0,3956500.0
1136,Belarus,BLR,1998,Winter,10071963.0,15222012663.715307,1511.325316,0.0,0.0,2.0,2.0,1.0,8.0,10.0,19.0,1.985710233447045e-07,1.8864247217746928e-06,1.3138867009139978e-10,1.2481923658682978e-09,29.0,2.0,5035981.5,347309.0689655172
1078,Belgium,BEL,1998,Winter,10203008.0,258528339595.41632,25338.44329,0.0,0.0,1.0,1.0,6.0,12.0,16.0,34.0,9.801031225301402e-08,3.3323506166024764e-06,3.8680478958900565e-12,1.315136284602619e-10,58.0,1.0,10203008.0,175913.93103448275
1079,Brazil,BRA,1998,Winter,171039804.0,863711007239.6007,5049.766119,0.0,0.0,0.0,0.0,9.0,12.0,25.0,46.0,0.0,2.6894324551494456e-07,0.0,5.325855478792018e-11,76.0,0.0,0.0,2250523.736842105
1158,Brunei Darussalam,BRN,1998,Winter,320152.0,4051147227.72704,12653.82452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,Burundi,BDI,1998,Winter,6035340.0,893770805.8206899,148.0895535,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.6569074816000424e-07,0.0,1.1188550727854295e-09,3.0,0.0,0.0,2011780.0
1111,Cameroon,CMR,1998,Winter,14314599.0,11298144511.44984,789.2742585,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.3971750099321677e-07,0.0,1.7702021760946204e-10,3.0,0.0,0.0,4771533.0
1080,Canada,CAN,1998,Winter,30155173.0,634000000039.0671,21024.58507,6.0,5.0,4.0,15.0,43.0,71.0,66.0,180.0,4.974270915308627e-07,5.969125098370353e-06,2.3659305992232964e-11,2.8391167190679555e-10,337.0,32.0,942349.15625,89481.22551928784
1126,Channel Islands,CHI,1998,Winter,144211.0,5945445051.52786,41227.40326,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.934283792498492e-06,0.0,1.6819598723614814e-10,2.0,0.0,0.0,72105.5
1119,China,CHN,1998,Winter,1241935000.0,1029043097559.4454,828.5804793,0.0,6.0,2.0,8.0,52.0,73.0,53.0,178.0,6.441560951257514e-09,1.4332473116547966e-07,7.774212779788709e-12,1.7297623435029878e-10,355.0,14.0,88709642.85714285,3498408.4507042253
1114,Colombia,COL,1998,Winter,37944414.0,98443739929.60754,2594.419825,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,1.581260419517877e-07,0.0,6.094851744042146e-11,8.0,0.0,0.0,4743051.75
1120,Cote d'Ivoire,CIV,1998,Winter,15858990.0,19619653930.362362,1237.131364,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.30557179240292e-08,0.0,5.0969298620117435e-11,2.0,0.0,0.0,7929495.0
1104,Cuba,CUB,1998,Winter,11033758.0,25736331199.38949,2332.508217,0.0,0.0,0.0,0.0,40.0,31.0,31.0,102.0,0.0,9.24435718093509e-06,0.0,3.963268859487619e-09,213.0,0.0,0.0,51801.680751173706
1159,Cyprus,CYP,1998,Winter,914660.0,13804804384.6522,15092.82617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,Czechia,CZE,1998,Winter,10294373.0,66807429713.43588,6489.703619,1.0,1.0,1.0,3.0,5.0,4.0,5.0,14.0,2.9142134251401225e-07,1.3599662650653905e-06,4.490518513985966e-11,2.0955753065267844e-10,28.0,6.0,1715728.8333333333,367656.1785714286
1127,Djibouti,DJI,1998,Winter,694920.0,514267869.288252,740.0389531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.4390145628273759e-06,0.0,1.944511916297634e-09,1.0,0.0,0.0,694920.0
1121,Dominican Republic,DOM,1998,Winter,8282126.0,21672231759.79366,2616.74741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.207419447615262e-07,0.0,4.614199456168611e-11,1.0,0.0,0.0,8282126.0
1145,Ecuador,ECU,1998,Winter,12199693.0,27981896949.260803,2293.655828,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.196927578423489e-08,0.0,3.5737391278843125e-11,3.0,0.0,0.0,4066564.3333333335
1122,"Egypt, Arab Rep.",EGY,1998,Winter,68446011.0,84828807537.54118,1239.353562,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.4610055215635576e-08,0.0,1.1788448158456639e-11,2.0,0.0,0.0,34223005.5
1153,Eritrea,ERI,1998,Winter,2322753.0,745526154.8836782,320.9666094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,Estonia,EST,1998,Winter,1386156.0,5674080542.348412,4093.392477,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.4428390455331145e-06,0.0,3.5248001593791825e-10,4.0,0.0,0.0,346539.0
1082,Ethiopia,ETH,1998,Winter,63136493.0,7818224904.380294,123.8305223,0.0,0.0,0.0,0.0,8.0,1.0,7.0,16.0,0.0,2.5341920717706005e-07,0.0,2.046500349591597e-09,33.0,0.0,0.0,1913227.0606060605
1083,Finland,FIN,1998,Winter,5153498.0,134038718298.17601,26009.26949,2.0,4.0,6.0,12.0,44.0,46.0,60.0,150.0,2.3285155053907075e-06,2.9106443817383844e-05,8.952637083044456e-11,1.119079635380557e-09,284.0,20.0,257674.9,18146.11971830986
1084,France,FRA,1998,Winter,60192790.0,1503108739245.927,24971.57449,2.0,1.0,5.0,8.0,66.0,64.0,102.0,232.0,1.329062832940623e-07,3.854282215527807e-06,5.322302898733331e-12,1.543467840632666e-10,428.0,13.0,4630214.615384615,140637.3598130841
