,Country_Name,Country_Code,Year,Season,Population,GDP,GDP_Per_Capita,Y_Gold,Y_Silver,Y_Bronze,Y_Total,A_Gold,A_Silver,A_Bronze,A_Total,Y_Capita_Per_Medal,A_Capita_Per_Medal,Y_Capita_Per_GDP,A_Capita_Per_GDP,A_Score,Y_Score,Y_Score_Per_Capita,A_Score_Per_Capita
566,Ukraine,UKR,1980,Summer,49973920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
508,United Kingdom,GBR,1980,Summer,56314216.0,564947710898.5293,10032.06208,5.0,7.0,9.0,21.0,25.0,40.0,40.0,105.0,3.7290761537015806e-07,1.8645380768507901e-06,3.71715817143506e-11,1.85857908571753e-10,195.0,38.0,1481953.0526315789,288790.8512820513
509,United Kingdom,GBR,1980,Winter,56314216.0,564947710898.5293,10032.06208,1.0,0.0,0.0,1.0,26.0,40.0,40.0,106.0,1.775750549381705e-08,1.8822955823446073e-06,1.7700753197309809e-12,1.8762798389148399e-10,198.0,3.0,18771405.333333332,284415.23232323234
529,United States,USA,1980,Winter,227225000.0,2857307000859.75,12574.79151,6.0,4.0,2.0,12.0,199.0,161.0,150.0,510.0,5.2811090328969086e-08,2.244471338981186e-06,4.199758722597627e-12,1.7848974571039915e-10,1069.0,28.0,8115178.571428572,212558.46585594013
567,Uzbekistan,UZB,1980,Summer,15947129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
530,"Venezuela, RB",VEN,1980,Summer,15210443.0,59116511623.022514,3886.573956,0.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,6.57443047516762e-08,2.629772190067048e-07,1.6915747775796652e-11,6.766299110318661e-11,8.0,2.0,7605221.5,1901305.375
681,Afghanistan,AFG,1984,Summer,10243686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
592,Argentina,ARG,1984,Summer,29832197.0,79092001989.16377,2651.229542,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,2.0112497916261413e-07,0.0,7.586102069868009e-11,9.0,0.0,0.0,3314688.5555555555
668,Armenia,ARM,1984,Summer,3272102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
593,Australia,AUS,1984,Summer,15579391.0,193519290019.0066,12421.4926,4.0,8.0,12.0,24.0,33.0,35.0,44.0,112.0,1.5404966728160297e-06,7.188984473141472e-06,1.2401864433071673e-10,5.787536735433448e-10,213.0,40.0,389484.775,73142.68075117371
594,Austria,AUT,1984,Summer,7561434.0,67985344889.66736,8991.06504,1.0,1.0,1.0,3.0,17.0,24.0,23.0,64.0,3.967501402511746e-07,8.464002992025058e-06,4.4127157181723e-11,9.413793532100906e-10,122.0,6.0,1260239.0,61978.96721311475
595,Austria,AUT,1984,Winter,7561434.0,67985344889.66736,8991.06504,0.0,0.0,1.0,1.0,17.0,24.0,24.0,65.0,1.3225004675039153e-07,8.59625303877545e-06,1.4709052393907665e-11,9.560884056039984e-10,123.0,1.0,7561434.0,61475.07317073171
669,Azerbaijan,AZE,1984,Summer,6567850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
663,Belarus,BLR,1984,Summer,9910000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
596,Belgium,BEL,1984,Summer,9855372.0,83349530157.55972,8457.268803,1.0,1.0,2.0,4.0,4.0,9.0,9.0,22.0,4.05870016880134e-07,2.232285092840737e-06,4.7990672442167374e-11,2.639486984319206e-10,39.0,7.0,1407910.2857142857,252701.84615384616
597,Brazil,BRA,1984,Summer,133888775.0,188339974126.99503,1406.6898,1.0,5.0,2.0,8.0,3.0,6.0,13.0,22.0,5.975108817001275e-08,1.643154924675351e-07,4.247637835293378e-11,1.168100404705679e-10,34.0,15.0,8925918.333333334,3937905.1470588236
685,Brunei Darussalam,BRN,1984,Summer,214682.0,3782523089.27012,17619.19066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,Burundi,BDI,1984,Summer,4842268.0,987143931.2944399,203.85983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,Cameroon,CMR,1984,Summer,9508570.0,7311937457.867539,768.9839227,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0516828503129282e-07,2.1033657006258564e-07,1.367626577445646e-10,2.735253154891292e-10,3.0,1.0,9508570.0,3169523.3333333335
598,Canada,CAN,1984,Summer,25607053.0,355372558197.1652,13877.91708,10.0,18.0,16.0,44.0,17.0,37.0,32.0,86.0,1.718276601372286e-06,3.3584497208640137e-06,1.2381372445642874e-10,2.419995523466562e-10,157.0,82.0,312281.1341463415,163102.24840764332
599,Canada,CAN,1984,Winter,25607053.0,355372558197.1652,13877.91708,2.0,1.0,1.0,4.0,19.0,38.0,33.0,90.0,1.562069637611169e-07,3.5146566846251306e-06,1.1255793132402613e-11,2.5325534547905876e-10,166.0,9.0,2845228.111111111,154259.35542168675
653,Channel Islands,CHI,1984,Summer,132154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
646,China,CHN,1984,Summer,1036825000.0,259946510908.425,250.713969,15.0,8.0,9.0,32.0,15.0,8.0,9.0,32.0,3.086345333108287e-08,3.086345333108287e-08,1.2310224856710267e-10,1.2310224856710267e-10,70.0,70.0,14811785.714285715,14811785.714285715
641,Colombia,COL,1984,Summer,28689032.0,38253120733.54815,1333.370911,0.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,3.485652635474073e-08,1.394261054189629e-07,2.6141658009172458e-11,1.0456663203668983e-10,6.0,2.0,14344516.0,4781505.333333333
647,Cote d'Ivoire,CIV,1984,Summer,9621405.0,6841638714.100248,711.0852016,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0393492426521906e-07,1.0393492426521906e-07,1.4616381276302326e-10,1.4616381276302326e-10,2.0,2.0,4810702.5,4810702.5
631,Cuba,CUB,1984,Summer,10065539.0,24039383611.407722,2388.285775,0.0,0.0,0.0,0.0,17.0,17.0,12.0,46.0,0.0,4.570048360053048e-06,0.0,1.913526600497819e-09,97.0,0.0,0.0,103768.44329896907
686,Cyprus,CYP,1984,Summer,719678.0,3064924113.984056,4258.743652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,Czechia,CZE,1984,Summer,10330213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
654,Djibouti,DJI,1984,Summer,382156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
648,Dominican Republic,DOM,1984,Summer,6282104.0,11594000002.728392,1845.560023,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.5918233763719926e-07,1.5918233763719926e-07,8.625150938111713e-11,8.625150938111713e-11,1.0,1.0,6282104.0,6282104.0
672,Ecuador,ECU,1984,Summer,9022979.0,16912515180.638603,1874.382638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,"Egypt, Arab Rep.",EGY,1984,Summer,48676443.0,33971188989.565826,697.8979337,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0543818290091576e-08,2.0543818290091576e-08,2.943670886253489e-11,2.943670886253489e-11,2.0,2.0,24338221.5,24338221.5
680,Eritrea,ERI,1984,Summer,1849594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
657,Estonia,EST,1984,Summer,1518617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
601,Ethiopia,ETH,1984,Summer,39202890.0,8096302367.838711,206.5230999,0.0,0.0,0.0,0.0,5.0,1.0,4.0,10.0,0.0,2.5508323493497547e-07,0.0,1.2351317361519783e-09,21.0,0.0,0.0,1866804.2857142857
602,Finland,FIN,1984,Summer,4881803.0,52888800956.12087,10833.86629,4.0,2.0,6.0,12.0,28.0,31.0,33.0,92.0,2.4581082030553058e-06,1.884549622342401e-05,2.2689113353043841e-10,1.7394986904000278e-09,179.0,22.0,221900.13636363635,27272.64245810056
603,Finland,FIN,1984,Winter,4881803.0,52888800956.12087,10833.86629,4.0,3.0,6.0,13.0,32.0,34.0,39.0,105.0,2.6629505533099144e-06,2.1508446776733924e-05,2.457987279913083e-10,1.985297418391336e-09,203.0,24.0,203408.45833333334,24048.290640394087
604,France,FRA,1984,Summer,56275701.0,530683779920.02325,9430.069648,5.0,7.0,16.0,28.0,31.0,40.0,52.0,123.0,4.975504436630651e-07,2.185668020377036e-06,5.2762117591420904e-11,2.3177644513374185e-10,225.0,45.0,1250571.1333333333,250114.22666666665
605,France,FRA,1984,Winter,56275701.0,530683779920.02325,9430.069648,0.0,1.0,2.0,3.0,31.0,41.0,54.0,126.0,5.330897610675698e-08,2.238976996483793e-06,5.65308402765224e-12,2.3742952916139406e-10,229.0,4.0,14068925.25,245745.4192139738
687,Gabon,GAB,1984,Summer,833417.0,3561451562.173778,4273.312834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,Georgia,GEO,1984,Summer,4622200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
608,Ghana,GHA,1984,Summer,13342487.0,4412279843.599038,330.6939586,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.248456378484761e-07,0.0,6.79920609376612e-10,4.0,0.0,0.0,3335621.75
645,Guyana,GUY,1984,Summer,776007.0,437631605.264169,563.953167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.288648169410843e-06,0.0,2.285026922121785e-09,1.0,0.0,0.0,776007.0
674,"Hong Kong SAR, China",HKG,1984,Summer,5397900.0,33511383983.6661,6208.226159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,Hungary,HUN,1984,Summer,10668095.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,54.0,68.0,165.0,0.0,1.5466678915026534e-05,,0.0,305.0,0.0,0.0,34977.360655737706
650,Iceland,ISL,1984,Summer,239511.0,2864441387.33511,11959.54001,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.175173582841706e-06,4.175173582841706e-06,3.491082081209331e-10,3.491082081209331e-10,1.0,1.0,239511.0,239511.0
610,India,IND,1984,Summer,762895156.0,212158234193.2387,278.0961873,0.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,0.0,6.553980531500451e-09,0.0,2.3567315306017688e-11,10.0,0.0,0.0,76289515.6
611,Iraq,IRQ,1984,Summer,15377032.0,46938387089.21657,3052.499799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.503205560084678e-08,0.0,2.1304524122213306e-11,1.0,0.0,0.0,15377032.0
632,Ireland,IRL,1984,Summer,3532423.0,20106648454.936275,5692.027386,0.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,2.8309180412425127e-07,1.132367216497005e-06,4.973479305818844e-11,1.9893917223275376e-10,6.0,2.0,1766211.5,588737.1666666666
658,Israel,ISR,1984,Summer,4159000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
612,Italy,ITA,1984,Summer,56576718.0,437887689023.1579,7739.715284,14.0,6.0,12.0,32.0,62.0,50.0,65.0,177.0,5.656036817123255e-07,3.128495364471301e-06,7.307809925276905e-11,4.042132364918788e-10,351.0,66.0,857223.0,161187.23076923078
613,Italy,ITA,1984,Winter,56576718.0,437887689023.1579,7739.715284,2.0,0.0,0.0,2.0,64.0,50.0,65.0,179.0,3.5350230107020346e-08,3.163845594578321e-06,4.567381203298066e-12,4.0878061769517685e-10,357.0,6.0,9429453.0,158478.20168067227
639,Jamaica,JAM,1984,Summer,2264095.0,2373566956.9503546,1048.351309,0.0,1.0,2.0,3.0,1.0,3.0,6.0,10.0,1.3250327393506014e-06,4.416775797835338e-06,1.2639205273798171e-09,4.213068424599391e-09,15.0,4.0,566023.75,150939.66666666666
614,Japan,JPN,1984,Summer,120083000.0,1318381627544.23,10978.91981,10.0,8.0,14.0,32.0,64.0,43.0,55.0,162.0,2.664823497081186e-07,1.3490668953973502e-06,2.42721829032212e-11,1.2287792594755734e-10,333.0,60.0,2001383.3333333333,360609.6096096096
615,Japan,JPN,1984,Winter,120083000.0,1318381627544.23,10978.91981,0.0,1.0,0.0,1.0,64.0,44.0,55.0,163.0,8.327573428378706e-09,1.357394468825729e-06,7.585057157256625e-13,1.2363643166328298e-10,335.0,2.0,60041500.0,358456.7164179105
689,Jordan,JOR,1984,Summer,2629939.0,4966710012.981483,1888.526697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,Kazakhstan,KAZ,1984,Summer,15147590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
633,Kenya,KEN,1984,Summer,18753176.0,6191437070.523599,330.1540534,1.0,0.0,2.0,3.0,6.0,7.0,9.0,22.0,1.5997290272325072e-07,1.1731346199705053e-06,4.845401747330197e-10,3.553294614708811e-09,41.0,5.0,3750635.2,457394.53658536583
635,"Korea, Dem. People's Rep.",PRK,1984,Summer,19045154.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,13.0,0.0,6.825883371696549e-07,,0.0,23.0,0.0,0.0,828050.1739130435
634,"Korea, Rep.",KOR,1984,Summer,40405956.0,97510235969.9373,2413.263925,6.0,6.0,7.0,19.0,7.0,11.0,13.0,31.0,4.702277060342292e-07,7.67213625634795e-07,1.9485133853904074e-10,3.1791534182685594e-10,56.0,37.0,1092052.8648648649,721534.9285714285
678,Kyrgyz Republic,KGZ,1984,Summer,3916400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
642,Lebanon,LBN,1984,Summer,3163558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,6.321995677019356e-07,,0.0,3.0,0.0,0.0,1054519.3333333333
643,Liechtenstein,LIE,1984,Winter,26420.0,502617355.2874,19024.12397,0.0,0.0,2.0,2.0,2.0,2.0,4.0,8.0,7.57002271006813e-05,0.0003028009084027252,3.9791701956976526e-09,1.591668078279061e-08,14.0,2.0,13210.0,1887.142857142857
659,Lithuania,LTU,1984,Summer,3514205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
660,Luxembourg,LUX,1984,Summer,365998.0,4438435493.3216,12126.9392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,Mexico,MEX,1984,Summer,73489654.0,184261495832.9169,2507.312061,2.0,3.0,1.0,6.0,6.0,8.0,10.0,24.0,8.164414544665022e-08,3.265765817866009e-07,3.256241882156775e-11,1.30249675286271e-10,44.0,13.0,5653050.307692308,1670219.4090909092
675,Moldova,MDA,1984,Summer,2819728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
688,Montenegro,MNE,1984,Summer,600884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
616,Morocco,MAR,1984,Summer,21817271.0,14727078716.887505,675.0192871,2.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,9.167049352781106e-08,1.3750574029171658e-07,1.3580425815926448e-10,2.0370638723889672e-10,8.0,6.0,3636211.8333333335,2727158.875
676,Mozambique,MOZ,1984,Summer,12426223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
661,Namibia,NAM,1984,Summer,1061995.0,1951229617.16463,1837.324674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,New Zealand,NZL,1984,Summer,3227100.0,21665975318.7501,6713.760131,8.0,1.0,2.0,11.0,17.0,3.0,9.0,29.0,3.4086331381116173e-06,8.986396455021537e-06,5.077085078408824e-10,1.3385042479441445e-09,66.0,28.0,115253.57142857143,48895.454545454544
679,North Macedonia,MKD,1984,Summer,1988682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
618,Norway,NOR,1984,Summer,4140099.0,62057955046.89123,14989.48577,0.0,1.0,2.0,3.0,23.0,30.0,23.0,76.0,7.24620353281407e-07,1.8357048949795644e-05,4.834190874857524e-11,1.2246616882972395e-09,152.0,4.0,1035024.75,27237.49342105263
619,Norway,NOR,1984,Winter,4140099.0,62057955046.89123,14989.48577,3.0,2.0,4.0,9.0,26.0,32.0,27.0,85.0,2.173861059844221e-06,2.0530910009639866e-05,1.4502572624572573e-10,1.3696874145429652e-09,169.0,17.0,243535.23529411765,24497.62721893491
621,Pakistan,PAK,1984,Summer,94003867.0,31151825465.557346,331.3887658,1.0,0.0,0.0,1.0,3.0,2.0,2.0,7.0,1.0637860248876783e-08,7.446502174213748e-08,3.210084754441239e-11,2.2470593281088675e-10,15.0,3.0,31334622.333333332,6266924.466666667
682,Panama,PAN,1984,Summer,2147577.0,6183387099.552795,2879.238835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,Peru,PER,1984,Summer,19285646.0,17584444210.32153,911.7892245,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.185203544646625e-08,5.185203544646625e-08,5.686844508926991e-11,5.686844508926991e-11,2.0,2.0,9642823.0,9642823.0
622,Poland,POL,1984,Summer,36904134.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,40.0,70.0,144.0,0.0,3.902001873286066e-06,,0.0,252.0,0.0,0.0,146444.97619047618
662,Qatar,QAT,1984,Summer,348241.0,6704395824.46696,19252.17256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,Romania,ROU,1984,Summer,22640547.0,0.0,0.0,20.0,16.0,17.0,53.0,42.0,48.0,69.0,159.0,2.3409328405360524e-06,7.022798521608157e-06,0.0,0.0,291.0,109.0,207711.44036697247,77802.56701030929
665,Russian Federation,RUS,1984,Summer,142745000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
690,San Marino,SMR,1984,Summer,22096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
655,Senegal,SEN,1984,Summer,6341801.0,3485165160.331181,549.5544815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,Serbia,SRB,1984,Summer,7489000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
624,Singapore,SGP,1984,Summer,2732221.0,19749361097.674065,7228.317584,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.6600260374252305e-07,0.0,5.063454939399395e-11,2.0,0.0,0.0,1366110.5
677,Slovak Republic,SVK,1984,Summer,5127097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
600,Spain,ESP,1984,Summer,38330364.0,172102910387.84378,4489.988939,1.0,2.0,2.0,5.0,3.0,7.0,6.0,16.0,1.304448869830717e-07,4.174236383458294e-07,2.9052384929064903e-11,9.296763177300769e-11,29.0,9.0,4258929.333333333,1321736.6896551724
656,Suriname,SUR,1984,Summer,382617.0,863999999.833302,2258.132806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,Sweden,SWE,1984,Summer,8336605.0,109201362546.48215,13099.02083,2.0,11.0,6.0,19.0,31.0,34.0,37.0,102.0,2.2791052232893366e-06,1.223519646186907e-05,1.7399050302062438e-10,9.340542793738782e-10,198.0,34.0,245194.26470588235,42104.06565656565
626,Sweden,SWE,1984,Winter,8336605.0,109201362546.48215,13099.02083,4.0,2.0,2.0,8.0,35.0,36.0,39.0,110.0,9.596232519112997e-07,1.319481971378037e-05,7.325915916657869e-11,1.007313438540457e-09,216.0,18.0,463144.72222222225,38595.39351851852
652,Syrian Arab Republic,SYR,1984,Summer,10183138.0,19195414016.86828,1885.019531,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.820155633754546e-08,9.820155633754546e-08,5.209577658086634e-11,5.209577658086634e-11,2.0,2.0,5091569.0,5091569.0
684,Tajikistan,TJK,1984,Summer,4529501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
644,Thailand,THA,1984,Summer,49636724.0,41797592962.22028,842.0699352,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0146373882369835e-08,4.029274776473967e-08,2.392482267827894e-11,4.784964535655788e-11,3.0,2.0,24818362.0,16545574.666666666
636,Trinidad and Tobago,TTO,1984,Summer,1184747.0,7757083333.160406,6547.459781,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,3.3762482622872224e-06,0.0,5.156577321917608e-10,7.0,0.0,0.0,169249.57142857142
637,Tunisia,TUN,1984,Summer,7279157.0,8254891862.114652,1134.045036,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,0.0,6.868927267264603e-07,0.0,6.057014535765405e-10,9.0,0.0,0.0,808795.2222222222
627,Turkiye,TUR,1984,Summer,48106764.0,59989909467.43422,1247.016105,0.0,0.0,3.0,3.0,11.0,6.0,4.0,21.0,6.23612928942799e-08,4.365290502599593e-07,5.0008410191526676e-11,3.5005887134068675e-10,49.0,3.0,16035588.0,981770.693877551
691,Turkmenistan,TKM,1984,Summer,3162165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
640,Uganda,UGA,1984,Summer,14617944.0,3615647476.4136143,247.3430926,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,0.0,3.420453656136595e-07,0.0,1.3828781795285902e-09,10.0,0.0,0.0,1461794.4
666,Ukraine,UKR,1984,Summer,50754000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
606,United Kingdom,GBR,1984,Summer,56422072.0,461487097652.10175,8179.194441,5.0,11.0,21.0,37.0,31.0,51.0,61.0,143.0,6.557717341539673e-07,2.534469134703171e-06,8.017558928135614e-11,3.098678180333494e-10,256.0,58.0,972794.3448275862,220398.71875
607,United Kingdom,GBR,1984,Winter,56422072.0,461487097652.10175,8179.194441,1.0,0.0,0.0,1.0,32.0,51.0,61.0,144.0,1.7723560382539656e-08,2.5521926950857106e-06,2.1669078184150305e-12,3.1203472585176443e-10,259.0,3.0,18807357.333333332,217845.83783783784
628,United States,USA,1984,Summer,235825000.0,4037612998821.0,17121.22548,83.0,61.0,30.0,174.0,282.0,222.0,180.0,684.0,7.37835259196438e-07,2.900455846496343e-06,4.30947691249282e-11,1.694070234566143e-10,1470.0,401.0,588092.2693266833,160425.17006802722
629,United States,USA,1984,Winter,235825000.0,4037612998821.0,17121.22548,4.0,4.0,0.0,8.0,286.0,226.0,180.0,692.0,3.392346019293968e-08,2.9343793066892823e-06,1.981368695398998e-12,1.713883921520133e-10,1490.0,20.0,11791250.0,158271.8120805369
667,Uzbekistan,UZB,1984,Summer,17594364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
630,"Venezuela, RB",VEN,1984,Summer,16953234.0,60010285713.78335,3539.754463,0.0,0.0,3.0,3.0,1.0,2.0,4.0,7.0,1.7695738759932175e-07,4.129005710650841e-07,4.999143004098297e-11,1.1664667009562692e-10,11.0,3.0,5651078.0,1541203.0909090908
780,Afghanistan,AFG,1988,Summer,10383460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
692,Argentina,ARG,1988,Summer,31690792.0,126206817195.34639,3982.444402,0.0,1.0,1.0,2.0,0.0,4.0,4.0,8.0,6.310981435869447e-08,2.524392574347779e-07,1.5847004499799284e-11,6.338801799919714e-11,12.0,3.0,10563597.333333334,2640899.3333333335
767,Armenia,ARM,1988,Summer,3366838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
693,Australia,AUS,1988,Summer,16532164.0,236153958031.51285,14284.51581,3.0,6.0,5.0,14.0,36.0,41.0,49.0,126.0,8.468340865720906e-07,7.621506779148816e-06,5.928335953671297e-11,5.335502358304166e-10,239.0,26.0,635852.4615384615,69172.23430962343
694,Austria,AUT,1988,Summer,7585317.0,133339397082.10399,17578.61894,1.0,0.0,0.0,1.0,18.0,24.0,24.0,66.0,1.318336465041606e-07,8.7010206692746e-06,7.499658929642888e-12,4.949774893564306e-10,126.0,3.0,2528439.0,60200.92857142857
695,Austria,AUT,1988,Winter,7585317.0,133339397082.10399,17578.61894,3.0,5.0,2.0,10.0,21.0,29.0,26.0,76.0,1.318336465041606e-06,1.0019357134316207e-05,7.499658929642887e-11,5.699740786528595e-10,147.0,21.0,361205.5714285714,51600.795918367345
768,Azerbaijan,AZE,1988,Summer,6974600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
762,Belarus,BLR,1988,Summer,10140000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
696,Belgium,BEL,1988,Summer,9901664.0,162299103697.13315,16391.09383,0.0,0.0,2.0,2.0,4.0,9.0,11.0,24.0,2.0198625200774334e-07,2.4238350240929203e-06,1.2322926956714474e-11,1.478751234805737e-10,41.0,2.0,4950832.0,241504.0
697,Brazil,BRA,1988,Summer,145253973.0,258816125651.42136,1781.817876,1.0,2.0,3.0,6.0,4.0,8.0,16.0,28.0,4.130695963820556e-08,1.9276581164495928e-07,2.3182481326843283e-11,1.0818491285860199e-10,44.0,10.0,14525397.3,3301226.659090909
