,Unnamed: 0,Country_Name,Country_Code,Year,Season,Population,GDP,GDP_Per_Capita,Y_Gold,Y_Silver,Y_Bronze,Y_Total,A_Gold,A_Silver,A_Bronze,A_Total,Y_Capita_Per_Medal,A_Capita_Per_Medal,Y_Capita_Per_GDP,A_Capita_Per_GDP,A_Score,Y_Score,Y_Score_Per_Capita,A_Score_Per_Capita,Y_Score/Population,Y_Score/GDP,Population to Gold Medal,Population to Silver Medal,Population to Bronze Medal,Population to Weight Score,GDP to Gold Medal,GDP to Silver Medal,GDP to Bronze Medal,GDP to Weight Score
10,10,France,FRA,1960,Winter,0.03303596021111112,0.0029358715578001564,0.012344864798445898,0.012048192771084338,0.0,0.05263157894736842,0.011560693641618495,0.0014144271570014145,0.003355704697986577,0.009560229445506692,0.003835616438356164,0.0007190138367515334,0.0019185843398191594,0.007216977109846824,0.013574052481208698,0.0028683181225554106,0.01,0.00879696319540038,0.01740209868006956,0.0009032126050443376,0.005700168763191803,0.03325581496478371,0.0,0.017424421258427813,0.00879696319540038,0.004478322783676662,0.0,0.004478322783676662,0.004028461402050836
11,11,Ghana,GHA,1960,Summer,0.00487397686154853,3.899759076781778e-05,0.0009316474840767458,0.0,0.01639344262295082,0.0,0.0,0.0,0.0016778523489932886,0.0,0.0,0.0016301543472384001,0.0016147365038095545,0.12351732004915782,0.09049539480344286,0.0002607561929595828,0.0025,0.003253276098968895,0.01546578871955637,0.0024521678938268926,0.11702306701237954,0.0,0.005163097544475746,0.0,0.003253276098968895,0.0,0.0002324264767199737,0.0,0.00017493009470273142
12,12,India,IND,1960,Summer,0.31601680871916527,0.0017395039872967536,1.4275611657013458e-05,0.0,0.01639344262295082,0.0,0.0,0.0,0.0016778523489932886,0.0,0.0,1.5442779448541706e-05,0.0,0.004028125774319055,0.002302320656361015,0.0002607561929595828,0.0025,0.21042232043820502,1.0,3.0105272390170353e-05,0.0038238518271992757,0.0,0.33314094774985714,0.0,0.21042232043820502,0.0,0.007071578786048421,0.0,0.006004572563652428
13,13,Iraq,IRQ,1960,Summer,0.004996698265691958,6.117389531427127e-05,0.0015390608080878638,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0019120458891013384,0.0,0.0015900652770530525,0.001574646814527977,0.08925486640834378,0.0652068226213007,0.0,0.0,0.006677999380003876,0.03174117988671524,0.001192005524990295,0.04227050994979632,0.0,0.0,0.005292459040817613,0.006677999380003876,0.0,0.0,0.0002424100249341376,0.0005250974308052299
14,14,Italy,ITA,1960,Summer,0.035551627811074314,0.001898829346711042,0.007126256592581604,0.1566265060240964,0.1639344262295082,0.3421052631578947,0.20231213872832368,0.018387553041018388,0.016778523489932886,0.024856596558317397,0.019178082191780823,0.008119316671678548,0.008103999040499842,0.13401016184064027,0.09823999446993065,0.018513689700130377,0.1775,0.0006499621969560975,0.0030940002247625904,0.012185892370684903,0.12696355964911152,0.002752798329447222,0.0037500625449926155,0.002884663496148166,0.0006499621969560975,0.00022357692935575017,0.0007712358733714012,0.00044715385871150034,0.0001594214177543172
15,15,Italy,ITA,1960,Winter,0.035551627811074314,0.001898829346711042,0.007126256592581604,0.0,0.0,0.02631578947368421,0.0,0.018387553041018388,0.016778523489932886,0.026768642447418736,0.019726027397260273,0.00021583733941427116,0.008329816222952336,0.00369073465555657,0.10098818580801776,0.01877444589308996,0.0,0.04736693645740546,0.003051165158085547,0.0001613365846405286,0.0017405163332252392,0.0,0.0,0.037500625449926155,0.04736693645740546,0.0,0.0,0.005813000163249505,0.01312472573520514
16,16,Japan,JPN,1960,Summer,0.06603659464706553,0.002085061071175983,0.0038813309511337426,0.04819277108433735,0.11475409836065574,0.18421052631578946,0.09826589595375722,0.005657708628005658,0.01174496644295302,0.013384321223709368,0.009315068493150684,0.002178961547523627,0.002163552179334216,0.06105605355421211,0.044393727278270165,0.008344198174706649,0.08,0.002657756340470437,0.01263568648297354,0.0030017603829951174,0.05302704828245928,0.016612963015768912,0.009947863382052984,0.009947863382052984,0.002657756340470437,0.0007971918809510566,0.0012087645116285863,0.0009110764353726361,0.000413926227561135
17,17,Mexico,MEX,1960,Summer,0.02567849284140462,0.000600387404611157,0.002740054334491127,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0019120458891013384,0.0,0.00030257913568015307,0.00028714079048350945,0.011498846646906357,0.007816340931138142,0.0,0.0,0.034219225972885785,0.16262598407067488,0.00022639280478622275,0.005439060602700286,0.0,0.0,0.027093284349355106,0.034219225972885785,0.0,0.0,0.0018769587947008333,0.004222139653104261
18,18,Morocco,MAR,1960,Summer,0.008316951197334966,7.766621317997287e-05,0.0008971780781984102,0.0,0.01639344262295082,0.0,0.0,0.0,0.0016778523489932886,0.0,0.0,0.0009531500181974603,0.0009377217197786212,0.07398883375465291,0.05393920668389675,0.0002607561929595828,0.0025,0.0055457206928903055,0.026360225856046443,0.001436663383528922,0.07010178838234603,0.0,0.008792361038099415,0.0,0.0055457206928903055,0.0,0.0003879452085568287,0.0,0.0003074931029277014
19,19,New Zealand,NZL,1960,Summer,0.0016567566730381828,0.0002416923762862811,0.021996321422902112,0.024096385542168676,0.0,0.02631578947368421,0.011560693641618495,0.002828854314002829,0.0,0.0019120458891013384,0.001095890410958904,0.014328222171035061,0.014313000424095317,0.08219939817283622,0.059999293714500426,0.0015645371577574967,0.015000000000000001,0.0003117393110012842,0.0014866558296451019,0.025083775062076118,0.0908640327779908,0.0008454047734466338,0.0,0.0017718030873119732,0.0003117393110012842,0.0001974065068314176,0.0,0.0007896260273256704,0.00023195231505564296
20,20,Norway,NOR,1960,Summer,0.0025138668337250474,0.00022637509228745704,0.013408265528546782,0.012048192771084338,0.0,0.0,0.0,0.0014144271570014145,0.0,0.0,0.0,0.0031553470854265016,0.0031399527955764607,0.029090538742556606,0.020800489119431793,0.0005215123859191656,0.004999999999999999,0.001118550798201635,0.005320884605166653,0.007113940477659462,0.04136204195267672,0.0025529948102312582,0.0,0.0,0.001118550798201635,0.0003715969338681244,0.0,0.0,0.0005371331309315824
21,21,Norway,NOR,1960,Winter,0.0025138668337250474,0.00022637509228745704,0.013408265528546782,0.03614457831325302,0.04918032786885246,0.0,0.02890173410404624,0.005657708628005658,0.0050335570469798654,0.0,0.0032876712328767117,0.018981964291525405,0.022132186735775116,0.17470662020399727,0.14977278604326102,0.004432855280312908,0.034999999999999996,0.00021729147483394467,0.0008593477319764479,0.035601795812329244,0.2069029637722228,0.0008509982700770861,0.0008917629812241114,0.0,0.00021729147483394467,0.00012386564462270815,0.0003286758160278607,0.0,8.887582441849336e-05
22,22,Pakistan,PAK,1960,Summer,0.03254292799046996,0.00015923352731014582,0.0,0.012048192771084338,0.0,0.02631578947368421,0.005780346820809248,0.0014144271570014145,0.0,0.0019120458891013384,0.000547945205479452,0.0004833745606299668,0.00046793900746031265,0.08018095095060068,0.05850950991762302,0.0007822685788787483,0.0075,0.010834071367698135,0.05149217632288676,0.0007320015733704917,0.07596794901025769,0.03275986341213037,0.0,0.03432913378102376,0.010834071367698135,0.0002698318996639744,0.0,0.0005396637993279488,0.00028196602864073126
23,23,Singapore,SGP,1960,Summer,0.00114267724401179,1.4670494987407315e-05,0.0034154505755651645,0.0,0.01639344262295082,0.0,0.0,0.0,0.0016778523489932886,0.0,0.0,0.006875215429502205,0.006859878585645706,0.21333338179498543,0.15678720170046737,0.0002607561929595828,0.0025,0.0007688551296881905,0.0036590178417890778,0.01031974415197686,0.20211116022745196,0.0,0.0012299083409016073,0.0,0.0007688551296881905,0.0,0.00013458696630974778,0.0,9.153242504552432e-05
24,24,Spain,ESP,1960,Summer,0.021558873327620475,0.0005544296482187522,0.003103286447652915,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0019120458891013384,0.0,0.00036223772252917934,0.00034680029864116223,0.01242337821056525,0.008498722976141652,0.0,0.0,0.028733271932958014,0.13655495858977912,0.00027113665753899125,0.005876992451078947,0.0,0.0,0.02275076440850246,0.028733271932958014,0.0,0.0,0.0017376444175992713,0.00390703670613543
25,25,Sweden,SWE,1960,Summer,0.005280156305205493,0.0007325134613076992,0.020035142319193976,0.012048192771084338,0.03278688524590164,0.07894736842105263,0.02890173410404624,0.0014144271570014145,0.003355704697986577,0.005736137667304015,0.0027397260273972603,0.00907723867878719,0.009061935840815216,0.0569887542271366,0.041391718324171115,0.002346805736636245,0.022500000000000003,0.0006983260389430352,0.003323840822700241,0.011350973253285915,0.04499330416790032,0.005335663976731586,0.0027956270782249944,0.0018637513854833294,0.0006983260389430352,0.0011387400359507643,0.0015108156571571956,0.0007591600239671763,0.0004919347013313665
26,26,Sweden,SWE,1960,Winter,0.005280156305205493,0.0007325134613076992,0.020035142319193976,0.03614457831325302,0.03278688524590164,0.05263157894736842,0.034682080924855495,0.005657708628005658,0.006711409395973154,0.009560229445506692,0.006575342465753424,0.010591774517883934,0.019663850437521276,0.06649232618994795,0.09049276568711155,0.006258148631029987,0.034999999999999996,0.00046287624062603085,0.0013097605434831403,0.01703047155793287,0.06750155050295538,0.0017785546589105285,0.0027956270782249944,0.0027956270782249944,0.00046287624062603085,0.00037958001198358813,0.0015108156571571956,0.0011387400359507643,0.00032022696681765144
27,27,Turkiye,TUR,1960,Summer,0.019472493232993677,0.0006451912701023837,0.004206357638556725,0.08433734939759037,0.03278688524590164,0.0,0.046242774566473986,0.009900990099009901,0.003355704697986577,0.0,0.004383561643835616,0.0036984345331606727,0.003683048630219826,0.09674800146564795,0.07073738644938136,0.006258148631029987,0.06,0.0010304940629627497,0.004902410558270026,0.007717817574207083,0.12731860187795574,0.0028017194673358235,0.010275748228977559,0.0,0.0010304940629627497,0.00014376966544834337,0.001335218033162227,0.0,0.00015891228220031285
28,28,United Kingdom,GBR,1960,Summer,0.03711094538439493,0.0034585899335666547,0.012972936814472188,0.024096385542168676,0.09836065573770492,0.3157894736842105,0.10982658959537572,0.002828854314002829,0.010067114093959731,0.02294455066921606,0.010410958904109589,0.004316657138600036,0.004301280782881971,0.041033259554485904,0.02961522143457108,0.007561929595827899,0.0725,0.00164035827059063,0.00780068225016377,0.004859429819129301,0.02915496362644006,0.018677464427271948,0.00652405218084348,0.00326202609042174,0.00164035827059063,0.002635297923709394,0.002330909156153323,0.0008784326412364647,0.0007715513364945524
29,29,United States,USA,1960,Summer,0.12801456054933075,0.02577883187831655,0.02883934162604738,0.4096385542168675,0.3442622950819672,0.42105263157894735,0.40462427745664736,0.04809052333804809,0.03523489932885906,0.030592734225621414,0.03835616438356164,0.00444475275196084,0.004429378374425629,0.01961824526216813,0.01380913993234692,0.041460234680573665,0.3975,0.001057630592677126,0.005031372112176137,0.007521081558514545,0.020953134954581513,0.003788141193915189,0.006426973999810099,0.008435403374750756,0.001057630592677126,0.0011500267423974408,0.0049406540416974875,0.004887613655189123,0.0010822978793375048
30,30,United States,USA,1960,Winter,0.12801456054933075,0.02577883187831655,0.02883934162604738,0.03614457831325302,0.06557377049180328,0.07894736842105263,0.05202312138728324,0.05233380480905234,0.04194630872483222,0.03632887189292543,0.04383561643835616,0.0006174502791016669,0.0050568146986813495,0.0027350580575782766,0.015851961570875556,0.04667535853976532,0.0475,0.008517208233472854,0.004468668583860834,0.0009331147583073326,0.0025988519298891324,0.04293226686437213,0.03374161349900302,0.04498881799867069,0.008517208233472854,0.013033636413837665,0.02593843371891181,0.02606727282767533,0.00882070255016849
31,31,"Venezuela, RB",VEN,1960,Summer,0.005756591144777167,0.0003505825778331223,0.008596895033909912,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0019120458891013384,0.0,0.0013797339920138063,0.0013643122813389245,0.019297482912816345,0.013572390343133803,0.0,0.0,0.0076899223005506305,0.03655016444150094,0.001034257369290388,0.009133116413241427,0.0,0.0,0.006093467476013688,0.0076899223005506305,0.0,0.0,0.001119711127029727,0.002509387698620127
32,32,Argentina,ARG,1964,Summer,0.015360358840424554,0.0011970257212777853,0.010823043161836075,0.0,0.01639344262295082,0.0,0.0,0.0,0.003355704697986577,0.0019120458891013384,0.001095890410958904,0.0005122055795627167,0.0015411504704729803,0.00583998837540936,0.012308670291007752,0.0010430247718383311,0.0025,0.010235451198969523,0.019439160188604223,0.0007752480173100299,0.005540336951327279,0.0,0.01621686663608729,0.0,0.010235451198969523,0.0,0.004889821932103539,0.0,0.004144859277938506
33,33,Australia,AUS,1964,Summer,0.007889774861862184,0.0011113056305054095,0.0202054326279116,0.07228915662650603,0.03278688524590164,0.2631578947368421,0.09826589595375722,0.019801980198019802,0.016778523489932886,0.030592734225621414,0.021369863013698632,0.018262078412326067,0.04057977368062953,0.11369345301430021,0.185837214005064,0.020078226857887873,0.0775,0.00032130890110485585,0.000609129897981249,0.02435466875488482,0.0957452758739058,0.0013267890919805717,0.004171035727298424,0.0008342071454596848,0.00032130890110485585,0.00028547787104651196,0.0022725350320481124,0.0003425734452558144,0.00021894798883117904
34,34,Austria,AUT,1964,Winter,0.0050952925204540735,0.0004166266347181062,0.011709342654607347,0.04819277108433735,0.0819672131147541,0.07894736842105263,0.06358381502890173,0.008486562942008486,0.013422818791946308,0.01147227533460803,0.010410958904109589,0.018820741304303647,0.031359594577555716,0.1967455206075611,0.24136987103807767,0.010169491525423728,0.06,0.000264669335044037,0.0007769926971146531,0.029414915525382588,0.1941639802286789,0.0012874263951067895,0.001079277587817465,0.001798795979695775,0.000264669335044037,0.0001649892820434601,0.000350237466258944,0.00043997141878256027,9.622742041768261e-05
35,35,Belgium,BEL,1964,Summer,0.006622019130468833,0.0007390434300128865,0.015972185730687524,0.024096385542168676,0.0,0.02631578947368421,0.011560693641618495,0.002828854314002829,0.003355704697986577,0.005736137667304015,0.0032876712328767117,0.0036162690590286,0.008435950440531323,0.028232373272504753,0.04798307021135705,0.0031290743155149934,0.015000000000000001,0.0012563203594799352,0.0032024240422672155,0.006337893726459658,0.031216834396442277,0.003342736105962531,0.0,0.007005721210287777,0.0012563203594799352,0.0005743186849364515,0.0,0.002297274739745806,0.0007190977628049042
36,36,Brazil,BRA,1964,Summer,0.05827423196924851,0.0009766316787618917,0.0017078792404310271,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.005736137667304015,0.001095890410958904,0.00012782323991836724,0.0003879856434698405,0.007140237243743254,0.015187749329507318,0.0005215123859191656,0.0,0.07762583819872457,0.12294743526177787,9.532613893590457e-05,0.003374475739060003,0.0,0.0,0.06145268251121885,0.07762583819872457,0.0,0.0,0.0030174895952862456,0.0068018060439692055
37,37,Canada,CAN,1964,Summer,0.013671219557198981,0.002325809466758255,0.02438349664845626,0.012048192771084338,0.03278688524590164,0.02631578947368421,0.017341040462427744,0.004243281471004243,0.006711409395973154,0.0038240917782026767,0.004383561643835616,0.002336368742330496,0.0052539384709497155,0.01214866057381539,0.019534523204950242,0.004693611473272489,0.0175,0.002271674277628813,0.004528665394869046,0.0035114874176316022,0.0115169170601322,0.013776412215917192,0.007218166511152686,0.014436333022305372,0.002271674277628813,0.003553664718549437,0.004714800681078138,0.007107329437098874,0.001986241982731779
38,38,Canada,CAN,1964,Winter,0.013671219557198981,0.002325809466758255,0.02438349664845626,0.012048192771084338,0.01639344262295082,0.02631578947368421,0.011560693641618495,0.005657708628005658,0.008389261744966443,0.005736137667304015,0.006027397260273972,0.0017497824677995511,0.007013724470529614,0.009103326042928657,0.026277662173669114,0.006258148631029987,0.012499999999999999,0.0030315734888410766,0.0034338753858616923,0.0026316097242217056,0.008631890669546704,0.013776412215917192,0.014436333022305372,0.014436333022305372,0.0030315734888410766,0.003553664718549437,0.009429601362156278,0.007107329437098874,0.002656052144378965
39,39,Finland,FIN,1964,Summer,0.003199379775570851,0.0003499920850260898,0.016027957807826534,0.03614457831325302,0.0,0.05263157894736842,0.023121387283236993,0.008486562942008486,0.006711409395973154,0.015296367112810707,0.009315068493150684,0.012450914698012835,0.044834481027462396,0.0967728802399813,0.2565274203006547,0.008604954367666232,0.025,0.0003822126628501265,0.0005670345815658015,0.020552406728593695,0.10085743553454718,0.0010808555989620463,0.0,0.0016989464816112793,0.0003822126628501265,0.00018632018873167245,0.0,0.0005589605661950175,0.00020667764044973152
40,40,Finland,FIN,1964,Winter,0.003199379775570851,0.0003499920850260898,0.016027957807826534,0.03614457831325302,0.06557377049180328,0.07894736842105263,0.05202312138728324,0.01272984441301273,0.013422818791946308,0.021032504780114723,0.014794520547945203,0.024911805751818953,0.0697566480026026,0.1935784380296942,0.3994287058572441,0.013820078226857886,0.0475,0.00020660645436397949,0.00034481449851861824,0.037374576797813246,0.1833961279282574,0.0010808555989620463,0.0008494732408056396,0.0011326309877408528,0.00020660645436397949,0.00018632018873167245,0.00037079857934203543,0.0003726403774633449,0.00010323787625295187
41,41,France,FRA,1964,Summer,0.03451290743423082,0.004445000504943439,0.018211414879696197,0.012048192771084338,0.13114754098360656,0.15789473684210525,0.08092485549132948,0.002828854314002829,0.016778523489932886,0.021032504780114723,0.012054794520547944,0.0034791012244769636,0.005324582047518768,0.023960702867101204,0.02645910952204486,0.00938722294654498,0.06,0.0018316459244235872,0.005874271848529229,0.004353315101708262,0.018918774195115503,0.03474150745672817,0.004550712873221416,0.006067617164295221,0.0018316459244235872,0.006765677255923567,0.0022440791591619275,0.002255225751974522,0.0012010267645475594
42,42,France,FRA,1964,Winter,0.03451290743423082,0.004445000504943439,0.018211414879696197,0.03614457831325302,0.06557377049180328,0.0,0.034682080924855495,0.007072135785007073,0.02348993288590604,0.021032504780114723,0.01589041095890411,0.0016182598483328338,0.006952843396525779,0.011164233311457075,0.034723371372599586,0.013820078226857886,0.04,0.0026973726446266762,0.004014587860561749,0.0029576867952390627,0.012857346131971406,0.011580502485576055,0.009101425746442833,0.0,0.0026973726446266762,0.0022552257519745226,0.004488158318323855,0.0,0.0017771280665510125
43,43,Ghana,GHA,1964,Summer,0.0053903850264499995,6.340422433084741e-05,0.0014292820184547306,0.0,0.0,0.02631578947368421,0.0,0.0,0.0016778523489932886,0.0019120458891013384,0.000547945205479452,0.001473726386297432,0.0029420317820875435,0.08683216705082482,0.1275322272049857,0.0005215123859191656,0.0,0.007202258348197467,0.011388902848750004,0.0011047515273291876,0.041122926406509615,0.0,0.0,0.00570744702777156,0.007202258348197467,0.0,0.0,0.0002491709489231771,0.0005403893706430368
44,44,India,IND,1964,Summer,0.34656444448803325,0.0026630716140010027,0.0003341857972308266,0.012048192771084338,0.0,0.0,0.0,0.0014144271570014145,0.0016778523489932886,0.0,0.000547945205479452,1.3202386634687321e-05,2.093867296542109e-05,0.002629686181526496,0.003235202963723301,0.0010430247718383311,0.004999999999999999,0.1538386139097575,0.438644386661761,4.4128712602818186e-05,0.0037601345850146782,0.34864075750662976,0.0,0.0,0.1538386139097575,0.00406484574272606,0.0,0.0,0.006106089749155659
45,45,Ireland,IRL,1964,Summer,0.0020073781198410613,0.000112573867385591,0.008709840518231973,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0019120458891013384,0.0,0.003944526358378979,0.003929144255838602,0.054319447547977635,0.039421545512269084,0.0,0.0,0.002697225700323838,0.012823257629024596,0.002957847887323939,0.025722310670525852,0.0,0.0,0.0021413956235492608,0.002697225700323838,0.0,0.0,0.0003982217018796422,0.000877514170549843
46,46,Italy,ITA,1964,Summer,0.036597397468425844,0.0029809777058514976,0.011247327053542752,0.12048192771084337,0.1639344262295082,0.18421052631578946,0.15028901734104047,0.03253182461103253,0.03355704697986577,0.040152963671128104,0.034520547945205475,0.005912887318925578,0.014014177844912342,0.06423312760551204,0.11174023237668765,0.03363754889178618,0.14,0.0008475481334260555,0.0017498039506432207,0.009369825814179894,0.06424200685168147,0.0036838340129459065,0.0038602978610307263,0.005514711230043895,0.0008475481334260555,0.0004546689207676658,0.0012064578439889932,0.0012990540593361879,0.00033764506857013966
47,47,Italy,ITA,1964,Winter,0.036597397468425844,0.0029809777058514976,0.011247327053542752,0.0,0.01639344262295082,0.07894736842105263,0.017341040462427744,0.03253182461103253,0.03523489932885906,0.04588910133843212,0.036712328767123284,0.0008674849293502552,0.01489165268070624,0.009488182473267512,0.11876742775655609,0.034941329856584095,0.01,0.009745491623540003,0.001683775669409709,0.0008145949922541109,0.0056141093358508575,0.0,0.038602978610307266,0.01286765953676909,0.009745491623540003,0.0,0.012064578439889933,0.0030311261384511046,0.004090314204681292
48,48,Japan,JPN,1964,Summer,0.06864951283678197,0.0038629112648556163,0.007511935514196331,0.1927710843373494,0.0819672131147541,0.21052631578947367,0.16184971098265896,0.02828854314002829,0.020134228187919462,0.028680688336520075,0.025205479452054796,0.0033824636399138104,0.005472757786185275,0.05331061533549845,0.06311463393351585,0.025554106910039114,0.1625,0.0013775866783629876,0.0043569513007830985,0.005782509465781085,0.05748246542608236,0.004317515113062819,0.014477867827792574,0.009048667392370358,0.0013775866783629876,0.0003677135651740016,0.003122313541352616,0.0014708542606960064,0.00038005949746221284
49,49,Kenya,KEN,1964,Summer,0.006387638880614707,2.863070120174595e-05,0.0002839545347948999,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0019120458891013384,0.0,0.0012429577516247505,0.0012275339287119357,0.15052519002041875,0.11042947414329936,0.0,0.0,0.008530266624637307,0.040543752088523656,0.000931675389339499,0.07129301942908817,0.0,0.0,0.006758659338353238,0.008530266624637307,0.0,0.0,0.00014375997818314045,0.00030196955917722923
