Result_ID,Event_Title,Edition_ID,Sport,Result_Location,Result_Detail,Start_Date,End_Date,Time,Year,Season
1107,"5,000 metres, Women",46,Speed Skating,"M-Wave, Nagano",na,1998-02-20,,15:00,1998,Winter
154009,"1,000 metres Time Trial, Men",17,Cycling Track,"Velódromo Olímpico Agustín Melgar, Ciudad Deportiva Magdalena Mixhuca, Ciudad de México",na,1968-10-17,,14:00,1968,Summer
54157,"Platform, Men",15,Diving,"Stadio Olimpico del Nuoto, Roma",na,1960-08-31,1960-09-02,na,1960,Summer
19020738,"Big Air, Men",62,Snowboarding,"Big Air Shougang, Shijingshan District, Beijing",Course Name: Big Air ShougangIn-Run Length: 85mIn-Run Pitch: 30°Jump Height: 5Landing Pitch: 38°Take-off to Knoll: 20,2022-02-14,2022-02-15,na,2022,Winter
56651,"110 metres Hurdles, Men",6,Athletics,"Stockholms Olympiastadion, Stockholm",na,1912-07-11,1912-07-12,na,1912,Summer
112098,"Foil, Individual, Men",23,Fencing,"Palacio de la Metalurgia, Barcelona",na,1992-07-31,,na,1992,Summer
19000741,"100 metres Hurdles, Women",61,Athletics,"Japan National Stadium, Kasumigaoka, Shinjuku, Tokyo",na,2021-07-31,2021-08-02,na,2020,Summer
70028,"Side Horse, Men",3,Artistic Gymnastics,"Francis Field, Washington University, St. Louis",na,1904-10-28,,na,1904,Summer
52028,"Air Rifle, 10 metres, Women",26,Shooting,"Olympiako Kentro Skopovolis Markopoulou, Markopoulo",na,2004-08-14,,na,2004,Summer
358390,"Individual, Open",59,Equestrian Eventing,"Centro Olímpico de Hipismo, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro (Olympic Equestrian Centre)",na,2016-08-06,2016-08-09,na,2016,Summer
2356,"Large Hill, Individual, Men",31,Ski Jumping,"Intervale Ski Jump Complex, Lake Placid",FRA,1932-02-12,,14:15,1932,Winter
257212,"1,500 metres, Men",53,Athletics,"Beijing Guojia Tiyuchang, Beijing Aolinpike Gongyuan, Beijing",na,2008-08-15,2008-08-19,na,2008,Summer
40788,"Team, Men",23,Archery,"Campo Olímpico de Tiro con Arco, Barcelona",na,1992-07-31,1992-08-04,na,1992,Summer
255509,"Canadian Singles, 500 metres, Men",19,Canoe Sprint,"Bassin olympique, Île Notre Dame, Montréal, Québec",na,1976-07-28,1976-07-30,na,1976,Summer
19000159,"4 x 100 metres Medley Relay, Men",61,Swimming,"Olympic Aquatics Centre, 2-1, 2chome, Tatsumi, Koto-ku, Tatsumi-no-Mori Seaside Park, Tokyo, Japan",na,2021-07-30,2021-08-01,na,2020,Summer
70069,"Horizontal Bar, Men",8,Artistic Gymnastics,"Stade Olympique de Colombes, Colombes",na,1924-07-17,1924-07-20,na,1924,Summer
19020635,"Large Hill, Individual, Men",62,Ski Jumping,"Zhangjiakou National Ski Jumping Centre, Zhangjiakou City, Hebei Province",Hill Size : 140 mInrun Angle : 35°Inrun Length : 105.2 mK-Point : 125 mLanding Angle : 34.1°Take-Off Angle : 11°Take-Off Height : 3.13 mTotal Height : 136.2 m,2022-02-11,2022-02-12,na,2022,Winter
1171,"Combined, Women",32,Alpine Skiing,"Kreuzeck-Gebiet, Garmisch-Partenkirchen / Gudiberg, Garmisch-Partenkirchen",GER,1936-02-07,1936-02-08,na,1936,Winter
21973,"Heavyweight (>175 pounds), Men",10,Boxing,"Grand Olympic Auditorium, Los Angeles, California",na,1932-08-10,1932-08-13,na,1932,Summer
354398,"Light-Heavyweight (≤69 kilograms), Women",59,Weightlifting,"Riocentro Pavilhão 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-10,,12:30 (B) (A),2016,Summer
925709,"Discus Throw - Olympic Athletic Meet for Schools in Louisiana Purchase Exposition Territory, Boys",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-05-28,,na,1904,Summer
70158,"Team All-Around, Men",13,Artistic Gymnastics,"Messuhalli I, Helsinki",na,1952-07-19,1952-07-21,"07:30 (19/7), 08:00-16:00 (20/7), 08:00-16:00 (21/7)",1952,Summer
126272,"Light-Heavyweight, Greco-Roman (≤97 kilograms), Men",17,Wrestling,"Pista de Hielo Insurgentes, Ciudad de México",na,1968-10-23,1968-10-26,na,1968,Summer
263525,"Middleweight, Freestyle (≤63 kilograms), Women",53,Wrestling,"Zhongguo Nongye Daxue Tiyuguan, Beijing",na,2008-08-17,,na,2008,Summer
309102,"Platform, Men",54,Diving,"London Aquatics Centre, Olympic Park, Stratford, London",na,2012-08-10,2012-08-11,na,2012,Summer
41175,"Individual, Women",25,Archery,"Sydney International Archery Park, Olympic Park, Sydney, New South Wales",na,2000-09-16,2000-09-19,na,2000,Summer
5236,"4 x 100 metres Freestyle Relay, Women",12,Swimming,"Wembley Arena, Wembley, London",na,1948-08-04,1948-08-06,na,1948,Summer
354407,"Heavyweight (≤75 kilograms), Women",59,Weightlifting,"Riocentro Pavilhão 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-12,,12:30 (B) (A),2016,Summer
1004,"10,000 metres, Men",35,Speed Skating,"Pista di Misurina, Misurina",na,1956-01-31,,10:00-15:15,1956,Winter
29043,"Light-Heavyweight (≤82½ kilograms), Men",13,Weightlifting,"Messuhalli II, Helsinki",na,1952-07-27,,13:00,1952,Summer
59241,"100 metres, Men",14,Athletics,"Melbourne Cricket Ground, Melbourne, Victoria",na,1956-11-23,1956-11-24,na,1956,Summer
357291,"200 metres Individual Medley, Women",59,Swimming,"Estádio Aquático Olímpico, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-08,2016-08-09,na,2016,Summer
255080,"Canadian Doubles, 10,000 metres, Men",13,Canoe Marathon,"Taivallahti, Helsinki",na,1952-07-27,,18:05,1952,Summer
350522,"Slopestyle, Men",58,Snowboarding,"Ekstrim-Park Rosa Khutor, Krasnaya Polyana / Ekstrim-Park Rosa Khutor, Krasnaya Polyana",Course Length: 635 mFinish Altitude: 1015 mJibbing Features: 3Jump Features: 3Start Altitude: 1162 mVertical Drop: 147 m,2014-02-06,2014-02-08,na,2014,Winter
60903,"80 metres Hurdles, Women",17,Athletics,"Estadio Olímpico Universitario, Ciudad de México",na,1968-10-17,1968-10-18,na,1968,Summer
128826,"Bantamweight, Freestyle (≤57 kilograms), Men",21,Wrestling,"Anaheim Convention Center, Anaheim, California, USA",na,1984-08-09,1984-08-11,12:00-15:00-18:00-20:30 (all days),1984,Summer
127190,"Heavyweight, Greco-Roman (≤100 kilograms), Men",18,Wrestling,"Ringer-Judo-Halle, Messegelände (Halle 14), München",na,1972-09-06,1972-09-10,na,1972,Summer
261138,"Lightweight Double Sculls, Women",53,Rowing,"Shunyi Aolinpike Shuishang Gongyuan, Mapo, Shunyi",na,2008-08-10,2008-08-17,na,2008,Summer
154256,"Individual Pursuit, 4,000 metres, Men",18,Cycling Track,"Radstadion, Olympiapark, München",na,1972-08-31,1972-09-01,na,1972,Summer
63573,"Javelin Throw, Men",22,Athletics,"Ol-lim-pik Ju-gyeong-gi-jang, Seoul Sports Complex, Seoul",na,1988-09-24,1988-09-25,na,1988,Summer
4931,"4 x 100 metres Freestyle Relay, Women",9,Swimming,"Zwemstadion, Amsterdam",na,1928-08-09,,na,1928,Summer
29341,"Light-Heavyweight (≤82½ kilograms), Men",16,Weightlifting,"Shibuya Kokaido, Shibuya, Tokyo",na,1964-10-16,,10:00-16:00,1964,Summer
925850,"Stone Throw - Olympic Irish Sports, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-07-20,,na,1904,Summer
18000962,"Half-Lightweight (≤66 kilograms), Men",61,Judo,"Nippon Budokan, Chiyoda, Tokyo",na,2021-07-25,,na,2020,Summer
57201,"Long Jump, Men",7,Athletics,"Olympisch Stadion, Antwerpen",na,1920-08-17,1920-08-18,na,1920,Summer
9001221,"3,000 metres Relay, Women",60,Short Track Speed Skating,"Gangneung Ice Arena, Gangneung Olympic Park, Coastal Cluster, Gangneung",na,2018-02-10,2018-02-20,na,2018,Winter
60130,"800 metres, Men",16,Athletics,"Kokuritsu Kyogijo, Shinjuku, Tokyo",na,1964-10-14,1964-10-16,na,1964,Summer
357077,"200 metres Breaststroke, Men",59,Swimming,"Estádio Aquático Olímpico, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-09,2016-08-10,na,2016,Summer
31258,"Beach Volleyball, Women",26,Beach Volleyball,"Olympiaki Engatastasi Bits Volei, Olympiako Syngrotima Papaliakis Zonis Falirou, Faliro",na,2004-08-14,2004-08-25,na,2004,Summer
356198,"One Person Dinghy (Laser Radial), Women",59,Sailing,"Marina da Glória, Glória, Rio de Janeiro",na,2016-08-08,2016-08-16,na,2016,Summer
54314,"Platform, Women",26,Diving,"Olympiako Kentro Ugrou Stivou, Olympiako Athletiko Kentro Athinon Spiros Loues, Athina (Indoor Pool)",na,2004-08-20,2004-08-22,na,2004,Summer
57707,"110 metres Hurdles, Men",9,Athletics,"Olympisch Stadion, Amsterdam",na,1928-07-31,1928-08-01,na,1928,Summer
56412,"3,200 metres Steeplechase, Men",5,Athletics,"White City Stadium, London",na,1908-07-17,1908-07-18,na,1908,Summer
21743,"Lightweight (≤135 pounds), Men",9,Boxing,"Krachtsportgebouw, Amsterdam",na,1928-08-07,1928-08-11,na,1928,Summer
1611,"4 × 6 kilometres Relay, Women",49,Biathlon,Cesana San Sicario,"Course Length: 6,000 mHeight Differential: 41 mMaximum Climb: 13 mShooting 1: Prone at 2.0 km, 50 m rangeShooting 2: Standing at 4.0 km, 50 m rangeTotal Climbing: 816 m",2006-02-23,,12:00,2006,Winter
78332,"Foil, Team, Men",9,Fencing,"Schermzaal, Amsterdam",na,1928-07-29,1928-07-30,na,1928,Summer
2385,"Large Hill, Individual, Men",38,Ski Jumping,Saint-Nizier-du-Moucherotte,GDR,1968-02-18,,na,1968,Winter
70330,"Horse Vault, Women",17,Artistic Gymnastics,"Auditorio Nacional, Ciudad de México",na,1968-10-21,1968-10-25,na,1968,Summer
62610,"Pentathlon, Women",20,Athletics,"Bolshaya arena, Tsentralny stadion imeni V.I. Lenina, Moskva",na,1980-07-24,,na,1980,Summer
44284,"Singles, Covered Courts, Men",5,Tennis,"Queen's Club, West Kensington",na,1908-05-06,1908-05-11,na,1908,Summer
55000,"Individual, Men",25,Trampolining,"Sydney SuperDome, Olympic Park, Sydney, New South Wales",na,2000-09-23,,na,2000,Summer
13462,"Pairs, Mixed",40,Figure Skating,"Olympiaeisstadion, Innsbruck",na,1976-02-05,1976-02-07,na,1976,Winter
1094,"500 metres, Men",46,Speed Skating,"M-Wave, Nagano",na,1998-02-09,1998-02-10,na,1998,Winter
925262,"Festival for Societies of the Seine, Advanced, Men",2,Artistic Gymnastics,"Vélodrome Municipal de Vincennes, Paris",na,1900-09-02,,na,1900,Summer
7518,"200 metres Backstroke, Women",22,Swimming,"Su-yeong-jang, Ol-lim-pik Gong-won, Seoul",na,1988-09-25,,na,1988,Summer
925685,"High Jump, Handicap - Olympic Open Handicap Meeting, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-05-21,,na,1904,Summer
395600,"Handball, Men",59,Handball,"Arena do Futuro, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-07,2016-08-21,na,2016,Summer
28116,"Flyweight (≤49 kilograms), Women",25,Taekwondo,"State Sports Centre, Olympic Park, Sydney, New South Wales",na,2000-09-27,,na,2000,Summer
19020670,"Parallel Giant Slalom, Men",62,Snowboarding,"Genting Snow Park, Chongli District, Zhangjiakou City, Hebei Province",GER,2022-02-08,,na,2022,Winter
158235,"Single Sculls, Men",14,Rowing,"Lake Wendouree, Ballarat, Victoria",na,1956-11-23,1956-11-27,na,1956,Summer
925875,"440 yards - Western AAU Championship, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-07-30,,na,1904,Summer
36396,"Hockey, Women",25,Hockey,"State Hockey Centre, Olympic Park, Sydney, New South Wales",na,2000-09-16,2000-09-29,na,2000,Summer
10530,"Windsurfer (Mistral), Women",24,Sailing,"Wassaw Sound, Savannah, Georgia",na,1996-07-23,1996-07-29,na,1996,Summer
925883,"Long Jump - Western AAU Championship, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-07-30,,na,1904,Summer
21228,"Bantamweight (≤116 pounds), Men",5,Boxing,"Northampton Institute, Clerkenwell",na,1908-10-27,,na,1908,Summer
1504,"Giant Slalom, Women",49,Alpine Skiing,Sestriere Colle (Sises),Ante Kostelić,2006-02-24,,na,2006,Winter
9000228,"15 kilometres, Women",60,Biathlon,"Alpensia Biathlon Centre, Alpensia Resort, Mountain Cluster, Daegwallyeong","Course Length: 14,986 mHeight Differential: 37 mMaximum Climb: 38 mShooting 1: Prone at 2.824 km, 50 m rangeShooting 2: Standing at 5.913 km, 50 m rangeShooting 3: Prone at 9.002 km, 50 m rangeShooting 4: Standing at 12.091 km, 50 m rangeTotal Climbing: 510 m",2018-02-15,,17:15,2018,Winter
45767,"Singles, Women",25,Tennis,"New South Wales Tennis Centre, Olympic Park, Sydney, New South Wales",na,2000-09-19,2000-09-27,na,2000,Summer
900273,"Doubles - Mexico, Men",17,Tennis,"Centro Deportivo Chapultepec, Ciudad de México",na,1968-10-24,1968-10-26,na,1968,Summer
126494,"Featherweight, Freestyle (≤62 kilograms), Men",18,Wrestling,"Ringer-Judo-Halle, Messegelände (Halle 14), München",na,1972-08-27,1972-08-31,na,1972,Summer
61851,"Hammer Throw, Men",19,Athletics,"Stade olympique, Parc olympique, Montréal, Québec",na,1976-07-26,1976-07-28,na,1976,Summer
130475,"Lightweight, Greco-Roman (≤68 kilograms), Men",22,Wrestling,"Sang-mu Che-yuk-gwan, Seongnam",na,1988-09-20,1988-09-22,na,1988,Summer
57436,"3,000 metres Steeplechase, Men",8,Athletics,"Stade Olympique de Colombes, Colombes",na,1924-07-07,1924-07-09,na,1924,Summer
61050,"400 metres, Men",18,Athletics,"Olympiastadion, Olympiapark, München",na,1972-09-03,1972-09-07,na,1972,Summer
19020403,"5,000 metres, Men",62,Speed Skating,"National Speed Skating Oval, Olympic Green, Beijing",na,2022-02-06,,16:30,2022,Winter
308004,"Team Sprint, Men",54,Cycling Track,"Velodrome, London Velopark, Olympic Park, Stratford, London",na,2012-08-02,,na,2012,Summer
357025,"400 metres Freestyle, Men",59,Swimming,"Estádio Aquático Olímpico, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-06,,na,2016,Summer
158041,"Coxed Pairs, Men",12,Rowing,"Henley Royal Regatta Course, Henley-on-Thames",na,1948-08-05,1948-08-09,na,1948,Summer
926214,"120 yards Hurdles - Anthropological Days, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-08-12,1904-08-13,na,1904,Summer
40502,"Au Chapelet, 50 metres, Men",2,Archery,"Vélodrome Municipal de Vincennes, Paris",na,1900-05-27,1900-08-14,na,1900,Summer
62220,"800 metres, Men",20,Athletics,"Bolshaya arena, Tsentralny stadion imeni V.I. Lenina, Moskva",na,1980-07-24,1980-07-26,na,1980,Summer
29073,"Heavyweight (>90 kilograms), Men",13,Weightlifting,"Messuhalli II, Helsinki",na,1952-07-27,,20:00,1952,Summer
65333,"200 metres, Men",25,Athletics,"Olympic Stadium, Olympic Park, Sydney, New South Wales",na,2000-09-27,2000-09-28,na,2000,Summer
356690,"Lightweight (57-60 kilograms), Women",59,Boxing,"Riocentro Pavilhão 6, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-12,2016-08-19,na,2016,Summer
1313,"Slalom, Women",39,Alpine Skiing,"Mount Teine, Mount Teine",Jacques Fourno,1972-02-11,,na,1972,Winter
61188,"Pole Vault, Men",18,Athletics,"Olympiastadion, Olympiapark, München",na,1972-09-01,1972-09-02,na,1972,Summer
28505,"Two-Man Teams With Cesta, Men",2,Basque pelota,"Rue Pergolèse, Neuilly-sur-Seine",na,1900-06-14,,na,1900,Summer
1122,"500 metres, Men",49,Speed Skating,"Oval Lingotto, Torino",na,2006-02-13,,na,2006,Winter
66,"Doubles, Open",39,Luge,"Mount Teine Luge Course, Mount Teine",Curves: 11Length: 763 mStart Altitude: 420 mVertical Drop: 78 m,1972-02-10,,na,1972,Winter
63108,"400 metres Hurdles, Women",21,Athletics,"Los Angeles Memorial Coliseum, Los Angeles, California",na,1984-08-05,1984-08-08,na,1984,Summer
70627,"Balance Beam, Women",22,Artistic Gymnastics,"Che-yuk-gwan, Ol-lim-pik Gong-won, Seoul",na,1988-09-19,1988-09-25,na,1988,Summer
56011,"800 metres, Men",1,Athletics,"Panathinaiko Stadio, Athina",na,1896-04-06,1896-04-09,na,1896,Summer
58204,"800 metres, Men",11,Athletics,"Olympiastadion, Reichssportfeld, Berlin",na,1936-08-02,1936-08-04,na,1936,Summer
40586,"Individual, Women",19,Archery,"Terrain de tir à l'arc olympique, Joliette, Québec",na,1976-07-27,1976-07-30,na,1976,Summer
261870,"Duet, Women",53,Artistic Swimming,"Beijing Guojia Youyong Zhongxin, Beijing Aolinpike Gongyuan, Beijing",na,2008-08-18,2008-08-20,na,2008,Summer
900682,"Middleweight (≤ 83 kilograms), Men",22,Taekwondo,"Jang-chung Che-yuk-gwan, Seoul",na,1988-09-18,,na,1988,Summer
154568,"1,000 metres Time Trial, Men",22,Cycling Track,"Bel-lo-deu-rom, Ol-lim-pik Gong-won, Seoul",na,1988-09-20,,19:10,1988,Summer
63763,"Marathon, Women",22,Athletics,"Ol-lim-pik Ju-gyeong-gi-jang, Seoul Sports Complex, Seoul",na,1988-09-23,,9:30,1988,Summer
123310,"Welterweight, Freestyle (≤73 kilograms), Men",13,Wrestling,"Messuhalli I, Helsinki / Messuhalli II, Helsinki",na,1952-07-20,1952-07-23,na,1952,Summer
57723,"400 metres Hurdles, Men",9,Athletics,"Olympisch Stadion, Amsterdam",na,1928-07-29,1928-07-30,na,1928,Summer
331117,"Heavyweight (≤105 kilograms), Men",54,Weightlifting,"ExCeL, Newham, London (South Arena 3)",na,2012-08-06,,"15:30, 19:00",2012,Summer
42432,"Doubles, Mixed",24,Badminton,"Georgia State University Sports Arena, Atlanta, Georgia",na,1996-07-26,1996-08-01,na,1996,Summer
120239,"Lightweight, Greco-Roman (≤66.6 kilograms), Men",5,Wrestling,"White City Stadium, London",na,1908-07-23,1908-07-25,"10:00-18:00 (23 July), 10:00 (25 July)",1908,Summer
121669,"Bantamweight, Greco-Roman (≤58 kilograms), Men",9,Wrestling,"Krachtsportgebouw, Amsterdam",na,1928-08-02,1928-08-04,na,1928,Summer
22415,"Light-Heavyweight (≤80 kilograms), Men",12,Boxing,"Wembley Arena, Wembley, London",na,1948-08-09,1948-08-13,na,1948,Summer
154151,"100 kilometres Team Time Trial, Men",17,Cycling Road,"Circuito Satélite, Ciudad Satélite, Ciudad de Mexico",na,1968-10-15,,10:00,1968,Summer
30287,"Super-Heavyweight (>75 kilograms), Women",25,Weightlifting,"Sydney Convention Centre, Sydney Convention and Exhibition Centre, Sydney, New South Wales (Convention Centre)",na,2000-09-22,,14:30,2000,Summer
905023,"500 metres, Women",31,Speed Skating,"James C. Sheffield Speed Skating Oval, Lake Placid",na,1932-02-08,,na,1932,Winter
43541,"Team, Women",26,Artistic Swimming,"Olympiako Kentro Ugrou Stivou, Olympiako Athletiko Kentro Athinon Spiros Loues, Athina (Synchronized Swimming Pool)",na,2004-08-26,2004-08-27,na,2004,Summer
926060,"Individual - Fourth Flight Consolation Championship, Men",3,Golf,"Glen Echo Country Club, Normandy",na,1904-09-23,,na,1904,Summer
132613,"Featherweight, Greco-Roman (≤62 kilograms), Men",24,Wrestling,"Georgia World Congress Center, Atlanta, Georgia (Hall G)",na,1996-07-21,1996-07-22,na,1996,Summer
51810,"Air Pistol, 10 metres, Women",22,Shooting,"Taeneung International Shooting Range, Seoul",na,1988-09-21,,12:00,1988,Summer
29861,"Heavyweight I (≤100 kilograms), Men",21,Weightlifting,"Albert Gersten Pavilion, Loyola Marymount University, Los Angeles, California, USA",na,1984-08-06,,14:00-18:00,1984,Summer
920036,"Painting, Graphic Arts, Open",10,Art Competitions,"Los Angeles Museum of History, Science and Art, Los Angeles, California",na,1932-07-30,1932-08-14,na,1932,Summer
925766,"220 yards Hurdles - AAU Championship, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-06-04,,na,1904,Summer
154982,"Points Race, Men",25,Cycling Track,"Dunc Gray Velodrome, Bass Hill, New South Wales",na,2000-09-20,,20:35,2000,Summer
19020353,"Large Hill / 10 km, Individual, Men",62,Nordic Combined,"Zhangjiakou Nordic Centre and Biathlon Centre, Chongli District, Zhangjiakou City, Hebei Province / Zhangjiakou National Ski Jumping Centre, Zhangjiakou City, Hebei Province",na,2022-02-15,,na,2022,Winter
258849,"Kayak Doubles, 500 metres, Women",53,Canoe Sprint,"Shunyi Aolinpike Shuishang Gongyuan, Mapo, Shunyi",na,2008-08-19,2008-08-23,na,2008,Summer
60190,"20 kilometres Race Walk, Men",16,Athletics,"Kokuritsu Kyogijo, Shinjuku, Tokyo",na,1964-10-15,,na,1964,Summer
925870,"Hammer Throw, Handicap - Western AAU Handicap Meeting, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-07-29,,na,1904,Summer
157649,"Coxed Pairs, Men",7,Rowing,"Willebroekse Vaart, Vilvoorde",na,1920-08-28,1920-08-29,na,1920,Summer
258960,"Road Race, Individual, Men",53,Cycling Road,"Gonglu Zixingche Saichang, Juyongguan",na,2008-08-09,2008-08-09,11:00,2008,Summer
19020805,"Big Air, Women",62,Snowboarding,"Big Air Shougang, Shijingshan District, Beijing",Course Name: Big Air ShougangIn-Run Length: 85mIn-Run Pitch: 30°Jump Height: 5Landing Pitch: 38°Take-off to Knoll: 20,2022-02-14,2022-02-15,na,2022,Winter
19005124,"Omnium, Women",61,Cycling Track,"Izu Velodrome, 1826 Ono, Izu, Shizuoka 410-2402, Japan",na,2021-08-08,,na,2020,Summer
256181,"Kayak Doubles, 500 metres, Women",24,Canoe Sprint,"Lake Sidney Lanier, Gainesville, Georgia",na,1996-07-31,1996-08-04,na,1996,Summer
19004378,"Heavyweight (>80 kilograms), Men",61,Taekwondo,"Makuhari Messe, 2-1, Nakase, Mihama-ku, Chiba, Chiba Prefecture, Japan",na,2021-07-27,,na,2020,Summer
62079,"Long Jump, Women",19,Athletics,"Stade olympique, Parc olympique, Montréal, Québec",na,1976-07-23,,na,1976,Summer
