Country_Name,Year,Country_Code,Gold,Silver,Bronze,Total,Season,GDP,Population,Gold_Net,Silver_Net,Bronze_Net,Total_Net
Serbia,1968,SRB,0.0,0.0,0.0,0.0,0,,6915000.0,0.0,0.0,0.0,0.0
Estonia,1968,EST,0.0,0.0,0.0,0.0,0,,1331214.0,0.0,0.0,0.0,0.0
Singapore,1968,SGP,0.0,0.0,0.0,0.0,0,708606.0665,2012000.0,0.0,1.0,0.0,1.0
Hungary,1968,HUN,10.0,10.0,12.0,32.0,Summer,,10255815.0,26.0,25.0,24.0,75.0
Lithuania,1968,LTU,0.0,0.0,0.0,0.0,0,,3078850.0,0.0,0.0,0.0,0.0
Azerbaijan,1968,AZE,0.0,0.0,0.0,0.0,0,,4948500.0,0.0,0.0,0.0,0.0
Iceland,1968,ISL,0.0,0.0,0.0,0.0,0,2354480.0270000002,201488.0,0.0,0.0,0.0,0.0
Georgia,1968,GEO,0.0,0.0,0.0,0.0,0,,4042300.0,0.0,0.0,0.0,0.0
San Marino,1968,SMR,0.0,0.0,0.0,0.0,0,,18291.0,0.0,0.0,0.0,0.0
Eritrea,1968,ERI,0.0,0.0,0.0,0.0,0,,1209602.0,0.0,0.0,0.0,0.0
Afghanistan,1968,AFG,0.0,0.0,0.0,0.0,0,134012.7683,10247780.0,0.0,0.0,0.0,0.0
Luxembourg,1968,LUX,0.0,0.0,0.0,0.0,0,3175367.369,335850.0,0.0,0.0,0.0,0.0
Suriname,1968,SUR,0.0,0.0,0.0,0.0,0,678964.0699,355468.0,0.0,0.0,0.0,0.0
India,1968,IND,0.0,0.0,1.0,1.0,Summer,99516.83611999999,533431909.0,1.0,1.0,1.0,3.0
Lebanon,1968,LBN,0.0,0.0,0.0,0.0,0,,2262291.0,0.0,0.0,0.0,0.0
Uzbekistan,1968,UZB,0.0,0.0,0.0,0.0,0,,11261600.0,0.0,0.0,0.0,0.0
Lebanon,1972,LBN,0.0,1.0,0.0,1.0,Summer,,2505965.0,0.0,1.0,0.0,1.0
Spain,1972,ESP,0.0,0.0,1.0,1.0,Summer,1708808.6290000002,34604469.0,0.0,0.0,2.0,2.0
Jordan,1972,JOR,0.0,0.0,0.0,0.0,0,462564.90050000005,1704787.0,0.0,0.0,0.0,0.0
Thailand,1972,THA,0.0,0.0,0.0,0.0,0,216149.5362,37834384.0,0.0,0.0,0.0,0.0
Djibouti,1972,DJI,0.0,0.0,0.0,0.0,0,,165234.0,0.0,0.0,0.0,0.0
Spain,1972,ESP,1.0,0.0,0.0,1.0,Winter,1708808.6290000002,34604469.0,1.0,0.0,2.0,3.0
Trinidad and Tobago,1972,TTO,0.0,0.0,0.0,0.0,0,1069445.105,1013031.0,0.0,1.0,2.0,3.0
Belgium,1972,BEL,0.0,2.0,0.0,2.0,Summer,3831631.9,9711115.0,2.0,5.0,4.0,11.0
Argentina,1972,ARG,0.0,1.0,0.0,1.0,Summer,1411176.664,24612794.0,0.0,3.0,3.0,6.0
Guyana,1972,GUY,0.0,0.0,0.0,0.0,0,395267.76180000004,721994.0,0.0,0.0,0.0,0.0
Cyprus,1972,CYP,0.0,0.0,0.0,0.0,0,,647620.0,0.0,0.0,0.0,0.0
Eritrea,1972,ERI,0.0,0.0,0.0,0.0,0,,1340838.0,0.0,0.0,0.0,0.0
Colombia,1972,COL,0.0,1.0,2.0,3.0,Summer,395987.6223,21898055.0,0.0,1.0,2.0,3.0
Hungary,1972,HUN,6.0,13.0,16.0,35.0,Summer,,10398489.0,32.0,38.0,40.0,110.0
Dominican Republic,1972,DOM,0.0,0.0,0.0,0.0,0,420631.4721,4724801.0,0.0,0.0,0.0,0.0
Tajikistan,1972,TJK,0.0,0.0,0.0,0.0,0,,3180461.0,0.0,0.0,0.0,0.0
Panama,1972,PAN,0.0,0.0,0.0,0.0,0,1044155.5399999999,1602646.0,0.0,0.0,0.0,0.0
Pakistan,1972,PAK,0.0,1.0,0.0,1.0,Summer,150617.2113,62509565.0,2.0,2.0,1.0,5.0
Japan,1972,JPN,1.0,1.0,1.0,3.0,Winter,2967041.996,107188000.0,32.0,20.0,23.0,75.0
Australia,1972,AUS,8.0,7.0,2.0,17.0,Summer,3949461.643,13177000.0,27.0,24.0,23.0,74.0
North Macedonia,1972,MKD,0.0,0.0,0.0,0.0,0,,1701498.0,0.0,0.0,0.0,0.0
Ghana,1972,GHA,0.0,0.0,1.0,1.0,Summer,225528.9099,9365952.0,0.0,1.0,2.0,3.0
Liechtenstein,1972,LIE,0.0,0.0,0.0,0.0,0,5712153.112,21873.0,0.0,0.0,0.0,0.0
Belarus,1972,BLR,0.0,0.0,0.0,0.0,0,,9188968.0,0.0,0.0,0.0,0.0
Namibia,1972,NAM,0.0,0.0,0.0,0.0,0,,800610.0,0.0,0.0,0.0,0.0
Jamaica,1972,JAM,0.0,0.0,1.0,1.0,Summer,978984.9312999999,1915299.0,0.0,1.0,1.0,2.0
Ukraine,1972,UKR,0.0,0.0,0.0,0.0,0,,47974187.0,0.0,0.0,0.0,0.0
Norway,1972,NOR,2.0,5.0,5.0,12.0,Winter,4413575.692000001,3933004.0,16.0,21.0,13.0,50.0
Japan,1972,JPN,13.0,8.0,8.0,29.0,Summer,2967041.996,107188000.0,45.0,28.0,31.0,104.0
Finland,1972,FIN,3.0,1.0,4.0,8.0,Summer,3177645.701,4639657.0,14.0,13.0,18.0,45.0
Norway,1972,NOR,2.0,1.0,1.0,4.0,Summer,4413575.692000001,3933004.0,18.0,22.0,14.0,54.0
Mozambique,1972,MOZ,0.0,0.0,0.0,0.0,0,,8860585.0,0.0,0.0,0.0,0.0
Estonia,1972,EST,0.0,0.0,0.0,0.0,0,,1392518.0,0.0,0.0,0.0,0.0
Cuba,1972,CUB,3.0,1.0,4.0,8.0,Summer,887217.1977,9169289.0,3.0,6.0,4.0,13.0
Sweden,1972,SWE,4.0,6.0,6.0,16.0,Summer,6027128.499000001,8122300.0,18.0,18.0,20.0,56.0
Tunisia,1972,TUN,0.0,1.0,0.0,1.0,Summer,420566.5745,5320148.0,1.0,2.0,2.0,5.0
Suriname,1972,SUR,0.0,0.0,0.0,0.0,0,784722.624,397529.0,0.0,0.0,0.0,0.0
Italy,1972,ITA,2.0,2.0,1.0,5.0,Winter,2671137.3140000002,54381345.0,32.0,27.0,34.0,93.0
Italy,1972,ITA,5.0,3.0,10.0,18.0,Summer,2671137.3140000002,54381345.0,37.0,30.0,44.0,111.0
New Zealand,1972,NZL,1.0,1.0,1.0,3.0,Summer,3294648.943,2903900.0,7.0,1.0,6.0,14.0
Uzbekistan,1972,UZB,0.0,0.0,0.0,0.0,0,,12733242.0,0.0,0.0,0.0,0.0
Azerbaijan,1972,AZE,0.0,0.0,0.0,0.0,0,,5391450.0,0.0,0.0,0.0,0.0
Ethiopia,1972,ETH,0.0,0.0,2.0,2.0,Summer,,29891328.0,3.0,1.0,2.0,6.0
France,1972,FRA,0.0,1.0,2.0,3.0,Winter,3865925.4,52637888.0,16.0,21.0,20.0,57.0
Senegal,1972,SEN,0.0,0.0,0.0,0.0,0,349816.3523,4633452.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,1972,SYR,0.0,0.0,0.0,0.0,0,356901.98750000005,6768544.0,0.0,0.0,0.0,0.0
Russian Federation,1972,RUS,0.0,0.0,0.0,0.0,0,,131909000.0,0.0,0.0,0.0,0.0
Montenegro,1972,MNE,0.0,0.0,0.0,0.0,0,,521785.0,0.0,0.0,0.0,0.0
Israel,1972,ISR,0.0,0.0,0.0,0.0,0,,3148000.0,0.0,0.0,0.0,0.0
Ecuador,1972,ECU,0.0,0.0,0.0,0.0,0,487628.96499999997,6533630.0,0.0,0.0,0.0,0.0
Qatar,1972,QAT,0.0,0.0,0.0,0.0,0,3439846.437,148338.0,0.0,0.0,0.0,0.0
Morocco,1972,MAR,0.0,0.0,0.0,0.0,0,313998.26050000003,16081438.0,0.0,1.0,0.0,1.0
Finland,1972,FIN,0.0,4.0,1.0,5.0,Winter,3177645.701,4639657.0,14.0,17.0,19.0,50.0
United States,1972,USA,3.0,2.0,3.0,8.0,Winter,6094017.99,209896000.0,123.0,88.0,89.0,300.0
Ireland,1972,IRL,0.0,0.0,0.0,0.0,0,2080465.1469999999,3036850.0,0.0,0.0,1.0,1.0
India,1972,IND,0.0,0.0,1.0,1.0,Summer,122612.45340000001,582837973.0,1.0,1.0,2.0,4.0
Luxembourg,1972,LUX,0.0,0.0,0.0,0.0,0,5486720.6280000005,346600.0,0.0,0.0,0.0,0.0
Brazil,1972,BRA,0.0,0.0,2.0,2.0,Summer,577451.5371999999,101194394.0,0.0,1.0,7.0,8.0
Uganda,1972,UGA,1.0,1.0,0.0,2.0,Summer,137025.2176,10885563.0,1.0,2.0,1.0,4.0
Armenia,1972,ARM,0.0,0.0,0.0,0.0,0,,2648048.0,0.0,0.0,0.0,0.0
United States,1972,USA,33.0,31.0,30.0,94.0,Summer,6094017.99,209896000.0,156.0,119.0,119.0,394.0
Cameroon,1972,CMR,0.0,0.0,0.0,0.0,0,220024.8316,6809468.0,0.0,1.0,0.0,1.0
Afghanistan,1972,AFG,0.0,0.0,0.0,0.0,0,141365.3223,11286753.0,0.0,0.0,0.0,0.0
Austria,1972,AUT,1.0,2.0,2.0,5.0,Winter,2924048.8789999997,7544201.0,10.0,16.0,14.0,40.0
Kenya,1972,KEN,2.0,3.0,4.0,9.0,Summer,171005.09170000002,12322903.0,5.0,7.0,7.0,19.0
Austria,1972,AUT,0.0,1.0,2.0,3.0,Summer,2924048.8789999997,7544201.0,10.0,17.0,16.0,43.0
Canada,1972,CAN,0.0,2.0,3.0,5.0,Summer,5089587.902,22218463.0,6.0,11.0,8.0,25.0
Peru,1972,PER,0.0,0.0,0.0,0.0,0,642956.3698,14292437.0,0.0,0.0,0.0,0.0
Mexico,1972,MEX,0.0,1.0,0.0,1.0,Summer,844174.4381,53543436.0,3.0,4.0,5.0,12.0
France,1972,FRA,2.0,4.0,7.0,13.0,Summer,3865925.4,52637888.0,18.0,25.0,27.0,70.0
Lithuania,1972,LTU,0.0,0.0,0.0,0.0,0,,3213622.0,0.0,0.0,0.0,0.0
Singapore,1972,SGP,0.0,0.0,0.0,0.0,0,1264375.107,2152400.0,0.0,1.0,0.0,1.0
Gabon,1972,GAB,0.0,0.0,0.0,0.0,0,691814.1856,622289.0,0.0,0.0,0.0,0.0
Kazakhstan,1972,KAZ,0.0,0.0,0.0,0.0,0,,12611997.0,0.0,0.0,0.0,0.0
San Marino,1972,SMR,0.0,0.0,0.0,0.0,0,,18575.0,0.0,0.0,0.0,0.0
Canada,1972,CAN,0.0,1.0,0.0,1.0,Winter,5089587.902,22218463.0,6.0,12.0,8.0,26.0
Burundi,1972,BDI,0.0,0.0,0.0,0.0,0,68955.32974,3579195.0,0.0,0.0,0.0,0.0
Romania,1972,ROU,3.0,6.0,7.0,16.0,Summer,,20657957.0,12.0,17.0,25.0,54.0
Serbia,1972,SRB,0.0,0.0,0.0,0.0,0,,7053000.0,0.0,0.0,0.0,0.0
Turkmenistan,1972,TKM,0.0,0.0,0.0,0.0,0,,2328374.0,0.0,0.0,0.0,0.0
Poland,1972,POL,1.0,0.0,0.0,1.0,Winter,,33055650.0,17.0,15.0,33.0,65.0
Iraq,1972,IRQ,0.0,0.0,0.0,0.0,0,391522.2873,10507315.0,0.0,0.0,1.0,1.0
Georgia,1972,GEO,0.0,0.0,0.0,0.0,0,,4205300.0,0.0,0.0,0.0,0.0
Iceland,1972,ISL,0.0,0.0,0.0,0.0,0,4014842.73,209137.0,0.0,0.0,0.0,0.0
Sweden,1972,SWE,1.0,1.0,2.0,4.0,Winter,6027128.499000001,8122300.0,19.0,19.0,22.0,60.0
Poland,1972,POL,7.0,5.0,9.0,21.0,Summer,,33055650.0,24.0,20.0,42.0,86.0
Kenya,1976,KEN,0.0,0.0,0.0,0.0,0,246381.8155,14102268.0,5.0,7.0,7.0,19.0
Djibouti,1976,DJI,0.0,0.0,0.0,0.0,0,,229304.0,0.0,0.0,0.0,0.0
Mexico,1976,MEX,1.0,0.0,1.0,2.0,Summer,1472658.876,60452543.0,4.0,4.0,6.0,14.0
Lebanon,1976,LBN,0.0,0.0,0.0,0.0,0,,3070419.0,0.0,1.0,0.0,1.0
Ethiopia,1976,ETH,0.0,0.0,0.0,0.0,0,,33062216.0,3.0,1.0,2.0,6.0
Luxembourg,1976,LUX,0.0,0.0,0.0,0.0,0,9490690.312,360731.0,0.0,0.0,0.0,0.0
Ukraine,1976,UKR,0.0,0.0,0.0,0.0,0,,49144535.0,0.0,0.0,0.0,0.0
Australia,1976,AUS,0.0,1.0,4.0,5.0,Summer,7487078.975000001,14033000.0,27.0,25.0,27.0,79.0
Morocco,1976,MAR,0.0,0.0,0.0,0.0,0,537810.0586000001,17756516.0,0.0,1.0,0.0,1.0
Sweden,1976,SWE,0.0,0.0,2.0,2.0,Winter,10868275.77,8222286.0,19.0,19.0,24.0,62.0
Dominican Republic,1976,DOM,0.0,0.0,0.0,0.0,0,754777.4557,5235318.0,0.0,0.0,0.0,0.0
Jordan,1976,JOR,0.0,0.0,0.0,0.0,0,878308.4285,1945141.0,0.0,0.0,0.0,0.0
Liechtenstein,1976,LIE,0.0,0.0,2.0,2.0,Winter,11637080.59,23416.0,0.0,0.0,2.0,2.0
Armenia,1976,ARM,0.0,0.0,0.0,0.0,0,,2896311.0,0.0,0.0,0.0,0.0
Estonia,1976,EST,0.0,0.0,0.0,0.0,0,,1439576.0,0.0,0.0,0.0,0.0
Mozambique,1976,MOZ,0.0,0.0,0.0,0.0,0,,10019210.0,0.0,0.0,0.0,0.0
Japan,1976,JPN,9.0,6.0,10.0,25.0,Summer,5197622.336999999,112775000.0,54.0,34.0,41.0,129.0
Tunisia,1976,TUN,0.0,0.0,0.0,0.0,0,760190.6619000001,5929998.0,1.0,2.0,2.0,5.0
Ecuador,1976,ECU,0.0,0.0,0.0,0.0,0,1244727.5320000001,7304349.0,0.0,0.0,0.0,0.0
Montenegro,1976,MNE,0.0,0.0,0.0,0.0,0,,552562.0,0.0,0.0,0.0,0.0
Uganda,1976,UGA,0.0,0.0,0.0,0.0,0,203175.9136,12045227.0,1.0,2.0,1.0,4.0
Namibia,1976,NAM,0.0,0.0,0.0,0.0,0,,901840.0,0.0,0.0,0.0,0.0
Kazakhstan,1976,KAZ,0.0,0.0,0.0,0.0,0,,13346173.0,0.0,0.0,0.0,0.0
Turkmenistan,1976,TKM,0.0,0.0,0.0,0.0,0,,2592280.0,0.0,0.0,0.0,0.0
Lithuania,1976,LTU,0.0,0.0,0.0,0.0,0,,3328664.0,0.0,0.0,0.0,0.0
Colombia,1976,COL,0.0,0.0,0.0,0.0,0,641550.7204,23913002.0,0.0,1.0,2.0,3.0
Ireland,1976,IRL,0.0,0.0,0.0,0.0,0,2919583.087,3238050.0,0.0,0.0,1.0,1.0
Austria,1976,AUT,0.0,0.0,1.0,1.0,Summer,5678386.658000001,7565525.0,10.0,17.0,17.0,44.0
Gabon,1976,GAB,0.0,0.0,0.0,0.0,0,4434341.159,678660.0,0.0,0.0,0.0,0.0
Austria,1976,AUT,2.0,2.0,2.0,6.0,Winter,5678386.658000001,7565525.0,12.0,19.0,19.0,50.0
Qatar,1976,QAT,0.0,0.0,0.0,0.0,0,15566146.89,210990.0,0.0,0.0,0.0,0.0
United States,1976,USA,34.0,35.0,25.0,94.0,Summer,8592253.537,218035000.0,190.0,154.0,144.0,488.0
Jamaica,1976,JAM,1.0,1.0,0.0,2.0,Summer,1461458.8269999998,2029486.0,1.0,2.0,1.0,4.0
Cameroon,1976,CMR,0.0,0.0,0.0,0.0,0,381426.5924,7598028.0,0.0,1.0,0.0,1.0
Romania,1976,ROU,4.0,9.0,14.0,27.0,Summer,,21551634.0,16.0,26.0,39.0,81.0
Burundi,1976,BDI,0.0,0.0,0.0,0.0,0,117051.8785,3830889.0,0.0,0.0,0.0,0.0
Russian Federation,1976,RUS,0.0,0.0,0.0,0.0,0,,135147000.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,1976,SYR,0.0,0.0,0.0,0.0,0,827155.9844,7758673.0,0.0,0.0,0.0,0.0
Iraq,1976,IRQ,0.0,0.0,0.0,0.0,0,1479649.9340000001,11999342.0,0.0,0.0,1.0,1.0
San Marino,1976,SMR,0.0,0.0,0.0,0.0,0,,20160.0,0.0,0.0,0.0,0.0
Afghanistan,1976,AFG,0.0,0.0,0.0,0.0,0,205674.0967,12425267.0,0.0,0.0,0.0,0.0
Georgia,1976,GEO,0.0,0.0,0.0,0.0,0,,4342400.0,0.0,0.0,0.0,0.0
Brazil,1976,BRA,0.0,0.0,2.0,2.0,Summer,1376347.9279999998,111286504.0,0.0,1.0,9.0,10.0
India,1976,IND,0.0,0.0,0.0,0.0,0,161137.2361,637451448.0,1.0,1.0,2.0,4.0
Guyana,1976,GUY,0.0,0.0,0.0,0.0,0,603063.0891,753553.0,0.0,0.0,0.0,0.0
Suriname,1976,SUR,0.0,0.0,0.0,0.0,0,1298714.645,389231.0,0.0,0.0,0.0,0.0
Sweden,1976,SWE,4.0,1.0,0.0,5.0,Summer,10868275.77,8222286.0,23.0,20.0,24.0,67.0
Ghana,1976,GHA,0.0,0.0,0.0,0.0,0,263131.85449999996,10509006.0,0.0,1.0,2.0,3.0
Belarus,1976,BLR,0.0,0.0,0.0,0.0,0,,9411000.0,0.0,0.0,0.0,0.0
Azerbaijan,1976,AZE,0.0,0.0,0.0,0.0,0,,5781000.0,0.0,0.0,0.0,0.0
Poland,1976,POL,7.0,6.0,13.0,26.0,Summer,,34356300.0,31.0,26.0,55.0,112.0
Uzbekistan,1976,UZB,0.0,0.0,0.0,0.0,0,,14307397.0,0.0,0.0,0.0,0.0
Hungary,1976,HUN,4.0,5.0,13.0,22.0,Summer,,10598677.0,36.0,43.0,53.0,132.0
Iceland,1976,ISL,0.0,0.0,0.0,0.0,0,7583275.2979999995,220154.0,0.0,0.0,0.0,0.0
Singapore,1976,SGP,0.0,0.0,0.0,0.0,0,2758940.38,2293300.0,0.0,1.0,0.0,1.0
Belgium,1976,BEL,0.0,3.0,3.0,6.0,Summer,7243047.341,9818227.0,2.0,8.0,7.0,17.0
Serbia,1976,SRB,0.0,0.0,0.0,0.0,0,,7214000.0,0.0,0.0,0.0,0.0
Senegal,1976,SEN,0.0,0.0,0.0,0.0,0,553883.3826,5181195.0,0.0,0.0,0.0,0.0
Spain,1976,ESP,0.0,2.0,0.0,2.0,Summer,3279312.671,36137812.0,1.0,2.0,2.0,5.0
Israel,1976,ISR,0.0,0.0,0.0,0.0,0,,3533000.0,0.0,0.0,0.0,0.0
Eritrea,1976,ERI,0.0,0.0,0.0,0.0,0,,1489656.0,0.0,0.0,0.0,0.0
France,1976,FRA,0.0,0.0,1.0,1.0,Winter,6899069.578,53966558.0,18.0,25.0,28.0,71.0
Italy,1976,ITA,2.0,7.0,4.0,13.0,Summer,4033099.354,55718260.0,39.0,37.0,48.0,124.0
Norway,1976,NOR,1.0,1.0,0.0,2.0,Summer,8927201.627,4026152.0,19.0,23.0,14.0,56.0
Norway,1976,NOR,3.0,3.0,1.0,7.0,Winter,8927201.627,4026152.0,22.0,26.0,15.0,63.0
Italy,1976,ITA,1.0,2.0,1.0,4.0,Winter,4033099.354,55718260.0,40.0,39.0,49.0,128.0
United States,1976,USA,3.0,3.0,4.0,10.0,Winter,8592253.537,218035000.0,193.0,157.0,148.0,498.0
Pakistan,1976,PAK,0.0,0.0,1.0,1.0,Summer,187496.9066,70230923.0,2.0,2.0,2.0,6.0
Finland,1976,FIN,4.0,2.0,0.0,6.0,Summer,6739690.7129999995,4725664.0,18.0,19.0,19.0,56.0
North Macedonia,1976,MKD,0.0,0.0,0.0,0.0,0,,1799332.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,1976,TTO,1.0,0.0,0.0,1.0,Summer,2341875.013,1067696.0,1.0,1.0,2.0,4.0
Cuba,1976,CUB,6.0,4.0,3.0,13.0,Summer,1436285.607,9600862.0,9.0,10.0,7.0,26.0
Thailand,1976,THA,0.0,0.0,1.0,1.0,Summer,405547.9499,41882128.0,0.0,0.0,1.0,1.0
Panama,1976,PAN,0.0,0.0,0.0,0.0,0,1454779.1870000002,1779037.0,0.0,0.0,0.0,0.0
New Zealand,1976,NZL,2.0,1.0,1.0,4.0,Summer,4373840.998,3110500.0,9.0,2.0,7.0,18.0
Argentina,1976,ARG,0.0,0.0,0.0,0.0,0,1946329.391,26290257.0,0.0,3.0,3.0,6.0
Tajikistan,1976,TJK,0.0,0.0,0.0,0.0,0,,3590606.0,0.0,0.0,0.0,0.0
Finland,1976,FIN,2.0,4.0,1.0,7.0,Winter,6739690.7129999995,4725664.0,20.0,23.0,20.0,63.0
Cyprus,1976,CYP,0.0,0.0,0.0,0.0,0,1157411.621,648868.0,0.0,0.0,0.0,0.0
Canada,1976,CAN,0.0,5.0,6.0,11.0,Summer,8809264.66,23449808.0,6.0,17.0,14.0,37.0
France,1976,FRA,2.0,3.0,4.0,9.0,Summer,6899069.578,53966558.0,20.0,28.0,32.0,80.0
Canada,1976,CAN,1.0,1.0,1.0,3.0,Winter,8809264.66,23449808.0,7.0,18.0,15.0,40.0
Peru,1976,PER,0.0,0.0,0.0,0.0,0,1007638.7069999999,15826813.0,0.0,0.0,0.0,0.0
Ghana,1980,GHA,0.0,0.0,0.0,0.0,0,374642.7352,11865246.0,0.0,1.0,2.0,3.0
United States,1980,USA,6.0,4.0,2.0,12.0,Winter,12574791.51,227225000.0,199.0,161.0,150.0,510.0
Italy,1980,ITA,8.0,3.0,4.0,15.0,Summer,8456918.974,56433883.0,48.0,42.0,53.0,143.0
Hungary,1980,HUN,7.0,10.0,15.0,32.0,Summer,,10711122.0,43.0,53.0,68.0,164.0
Hungary,1980,HUN,0.0,1.0,0.0,1.0,Winter,,10711122.0,43.0,54.0,68.0,165.0
Uganda,1980,UGA,0.0,1.0,0.0,1.0,Summer,93692.22855,13284026.0,1.0,3.0,1.0,5.0
Guyana,1980,GUY,0.0,0.0,1.0,1.0,Summer,775145.9824,778176.0,0.0,0.0,1.0,1.0
Jamaica,1980,JAM,0.0,0.0,3.0,3.0,Summer,1254671.851,2135546.0,1.0,2.0,4.0,7.0
Finland,1980,FIN,3.0,1.0,4.0,8.0,Summer,11223937.56,4779535.0,23.0,24.0,24.0,71.0
Uzbekistan,1980,UZB,0.0,0.0,0.0,0.0,0,,15947129.0,0.0,0.0,0.0,0.0
India,1980,IND,1.0,0.0,0.0,1.0,Summer,267390.5787,696828385.0,2.0,1.0,2.0,5.0
Italy,1980,ITA,0.0,2.0,0.0,2.0,Winter,8456918.974,56433883.0,48.0,44.0,53.0,145.0
France,1980,FRA,6.0,5.0,3.0,14.0,Summer,12738520.049999999,55052582.0,26.0,33.0,35.0,94.0
Jordan,1980,JOR,0.0,0.0,0.0,0.0,0,1763889.8090000001,2216903.0,0.0,0.0,0.0,0.0
Ireland,1980,IRL,0.0,1.0,1.0,2.0,Summer,6372437.775,3412800.0,0.0,1.0,2.0,3.0
France,1980,FRA,0.0,0.0,1.0,1.0,Winter,12738520.049999999,55052582.0,26.0,33.0,36.0,95.0
Gabon,1980,GAB,0.0,0.0,0.0,0.0,0,5713207.348,749078.0,0.0,0.0,0.0,0.0
Ethiopia,1980,ETH,2.0,0.0,2.0,4.0,Summer,,34945469.0,5.0,1.0,4.0,10.0
Argentina,1980,ARG,0.0,0.0,0.0,0.0,0,2746207.484,28024803.0,0.0,3.0,3.0,6.0
Kazakhstan,1980,KAZ,0.0,0.0,0.0,0.0,0,,14172710.0,0.0,0.0,0.0,0.0
Kenya,1980,KEN,0.0,0.0,0.0,0.0,0,448832.99419999996,16187124.0,5.0,7.0,7.0,19.0
Ukraine,1980,UKR,0.0,0.0,0.0,0.0,0,,49973920.0,0.0,0.0,0.0,0.0
Iraq,1980,IRQ,0.0,0.0,0.0,0.0,0,3850258.497,13653369.0,0.0,0.0,1.0,1.0
Afghanistan,1980,AFG,0.0,0.0,0.0,0.0,0,291649.79099999997,12486631.0,0.0,0.0,0.0,0.0
Georgia,1980,GEO,0.0,0.0,0.0,0.0,0,,4467700.0,0.0,0.0,0.0,0.0
Japan,1980,JPN,0.0,1.0,0.0,1.0,Winter,9463353.854999999,116807000.0,54.0,35.0,41.0,130.0
Israel,1980,ISR,0.0,0.0,0.0,0.0,0,,3878000.0,0.0,0.0,0.0,0.0
Lebanon,1980,LBN,0.0,0.0,1.0,1.0,Summer,,2963702.0,0.0,1.0,1.0,2.0
Estonia,1980,EST,0.0,0.0,0.0,0.0,0,,1477219.0,0.0,0.0,0.0,0.0
Iceland,1980,ISL,0.0,0.0,0.0,0.0,0,14821815.09,228138.0,0.0,0.0,0.0,0.0
Finland,1980,FIN,1.0,5.0,3.0,9.0,Winter,11223937.56,4779535.0,24.0,29.0,27.0,80.0
Sweden,1980,SWE,3.0,3.0,6.0,12.0,Summer,17097832.65,8310531.0,26.0,23.0,30.0,79.0
Thailand,1980,THA,0.0,0.0,0.0,0.0,0,707368.3905,45737753.0,0.0,0.0,1.0,1.0
Senegal,1980,SEN,0.0,0.0,0.0,0.0,0,790710.1881,5703869.0,0.0,0.0,0.0,0.0
Australia,1980,AUS,2.0,2.0,5.0,9.0,Summer,10208576.17,14692000.0,29.0,27.0,32.0,88.0
Syrian Arab Republic,1980,SYR,0.0,0.0,0.0,0.0,0,1467860.198,8898954.0,0.0,0.0,0.0,0.0
Tunisia,1980,TUN,0.0,0.0,0.0,0.0,0,1329268.317,6578156.0,1.0,2.0,2.0,5.0
Burundi,1980,BDI,0.0,0.0,0.0,0.0,0,213253.4354,4312834.0,0.0,0.0,0.0,0.0
Morocco,1980,MAR,0.0,0.0,0.0,0.0,0,1097677.7340000002,19678444.0,0.0,1.0,0.0,1.0
Eritrea,1980,ERI,0.0,0.0,0.0,0.0,0,,1657982.0,0.0,0.0,0.0,0.0
Mozambique,1980,MOZ,0.0,0.0,0.0,0.0,0,,11413587.0,0.0,0.0,0.0,0.0
San Marino,1980,SMR,0.0,0.0,0.0,0.0,0,,21346.0,0.0,0.0,0.0,0.0
Russian Federation,1980,RUS,0.0,0.0,0.0,0.0,0,,139010000.0,0.0,0.0,0.0,0.0
Namibia,1980,NAM,0.0,0.0,0.0,0.0,0,2481671.07,975994.0,0.0,0.0,0.0,0.0
Djibouti,1980,DJI,0.0,0.0,0.0,0.0,0,,324121.0,0.0,0.0,0.0,0.0
Romania,1980,ROU,6.0,6.0,13.0,25.0,Summer,,22207282.0,22.0,32.0,52.0,106.0
Austria,1980,AUT,3.0,2.0,2.0,7.0,Winter,10869546.49,7549433.0,15.0,21.0,21.0,57.0
Qatar,1980,QAT,0.0,0.0,0.0,0.0,0,28218037.89,277450.0,0.0,0.0,0.0,0.0
Cyprus,1980,CYP,0.0,0.0,0.0,0.0,0,4232022.949,679327.0,0.0,0.0,0.0,0.0
New Zealand,1980,NZL,0.0,0.0,0.0,0.0,0,7467168.038,3112900.0,9.0,2.0,7.0,18.0
North Macedonia,1980,MKD,0.0,0.0,0.0,0.0,0,,1907023.0,0.0,0.0,0.0,0.0
Austria,1980,AUT,1.0,2.0,1.0,4.0,Summer,10869546.49,7549433.0,16.0,23.0,22.0,61.0
Cameroon,1980,CMR,0.0,0.0,0.0,0.0,0,783409.9785,8519891.0,0.0,1.0,0.0,1.0
Poland,1980,POL,3.0,14.0,15.0,32.0,Summer,,35574150.0,34.0,40.0,70.0,144.0
Canada,1980,CAN,0.0,1.0,1.0,2.0,Winter,11170563.969999999,24515667.0,7.0,19.0,16.0,42.0
Peru,1980,PER,0.0,0.0,0.0,0.0,0,1036321.386,17492406.0,0.0,0.0,0.0,0.0
