Country_Name,Year,Country_Code,Gold,Silver,Bronze,Total,Season,GDP,Population,Gold_Net,Silver_Net,Bronze_Net,Total_Net
Tajikistan,1980,TJK,0.0,0.0,0.0,0.0,0,,4045965.0,0.0,0.0,0.0,0.0
Norway,1980,NOR,1.0,3.0,6.0,10.0,Winter,15772240.91,4085620.0,23.0,29.0,21.0,73.0
Cuba,1980,CUB,8.0,7.0,5.0,20.0,Summer,2030041.0489999999,9809107.0,17.0,17.0,12.0,46.0
Trinidad and Tobago,1980,TTO,0.0,0.0,0.0,0.0,0,5528946.4690000005,1127852.0,1.0,1.0,2.0,4.0
Colombia,1980,COL,0.0,0.0,0.0,0.0,0,1275996.593,26176195.0,0.0,1.0,2.0,3.0
Panama,1980,PAN,0.0,0.0,0.0,0.0,0,2357750.1539999996,1956987.0,0.0,0.0,0.0,0.0
Brazil,1980,BRA,2.0,0.0,2.0,4.0,Summer,1941259.538,122288383.0,2.0,1.0,11.0,14.0
Montenegro,1980,MNE,0.0,0.0,0.0,0.0,0,,572608.0,0.0,0.0,0.0,0.0
Pakistan,1980,PAK,0.0,0.0,0.0,0.0,0,293391.8898,80624057.0,2.0,2.0,2.0,6.0
Dominican Republic,1980,DOM,0.0,0.0,0.0,0.0,0,1174693.353,5755800.0,0.0,0.0,0.0,0.0
Sweden,1980,SWE,3.0,0.0,1.0,4.0,Winter,17097832.65,8310531.0,29.0,23.0,31.0,83.0
Turkmenistan,1980,TKM,0.0,0.0,0.0,0.0,0,,2862903.0,0.0,0.0,0.0,0.0
Liechtenstein,1980,LIE,2.0,2.0,0.0,4.0,Winter,21385510.36,25003.0,2.0,2.0,2.0,6.0
Suriname,1980,SUR,0.0,0.0,0.0,0.0,0,2119367.0160000003,375112.0,0.0,0.0,0.0,0.0
Armenia,1980,ARM,0.0,0.0,0.0,0.0,0,,3135123.0,0.0,0.0,0.0,0.0
Lithuania,1980,LTU,0.0,0.0,0.0,0.0,0,,3413202.0,0.0,0.0,0.0,0.0
Belarus,1980,BLR,0.0,0.0,0.0,0.0,0,,9643000.0,0.0,0.0,0.0,0.0
Spain,1980,ESP,1.0,3.0,2.0,6.0,Summer,6208578.018999999,37491165.0,2.0,5.0,4.0,11.0
Ecuador,1980,ECU,0.0,0.0,0.0,0.0,0,2197868.16,8135845.0,0.0,0.0,0.0,0.0
Luxembourg,1980,LUX,0.0,0.0,0.0,0.0,0,16531114.9,364150.0,0.0,0.0,0.0,0.0
Belgium,1980,BEL,1.0,0.0,0.0,1.0,Summer,12864002.57,9859242.0,3.0,8.0,7.0,18.0
Azerbaijan,1980,AZE,0.0,0.0,0.0,0.0,0,,6160500.0,0.0,0.0,0.0,0.0
Serbia,1980,SRB,0.0,0.0,0.0,0.0,0,,7362000.0,0.0,0.0,0.0,0.0
Singapore,1980,SGP,0.0,0.0,0.0,0.0,0,4928139.118,2413945.0,0.0,1.0,0.0,1.0
Mexico,1980,MEX,0.0,1.0,3.0,4.0,Summer,3029887.355,67705186.0,4.0,5.0,9.0,18.0
Poland,1984,POL,0.0,0.0,0.0,0.0,0,,36904134.0,34.0,40.0,70.0,144.0
Israel,1984,ISR,0.0,0.0,0.0,0.0,0,,4159000.0,0.0,0.0,0.0,0.0
Guyana,1984,GUY,0.0,0.0,0.0,0.0,0,563953.167,776007.0,0.0,0.0,1.0,1.0
Canada,1984,CAN,10.0,18.0,16.0,44.0,Summer,13877917.08,25607053.0,17.0,37.0,32.0,86.0
Peru,1984,PER,0.0,1.0,0.0,1.0,Summer,911789.2245,19285646.0,0.0,1.0,0.0,1.0
Canada,1984,CAN,2.0,1.0,1.0,4.0,Winter,13877917.08,25607053.0,19.0,38.0,33.0,90.0
Syrian Arab Republic,1984,SYR,0.0,1.0,0.0,1.0,Summer,1885019.531,10183138.0,0.0,1.0,0.0,1.0
Suriname,1984,SUR,0.0,0.0,0.0,0.0,0,2258132.806,382617.0,0.0,0.0,0.0,0.0
Tajikistan,1984,TJK,0.0,0.0,0.0,0.0,0,,4529501.0,0.0,0.0,0.0,0.0
Singapore,1984,SGP,0.0,0.0,0.0,0.0,0,7228317.584000001,2732221.0,0.0,1.0,0.0,1.0
Panama,1984,PAN,0.0,0.0,0.0,0.0,0,2879238.835,2147577.0,0.0,0.0,0.0,0.0
Sweden,1984,SWE,2.0,11.0,6.0,19.0,Summer,13099020.83,8336605.0,31.0,34.0,37.0,102.0
Uzbekistan,1984,UZB,0.0,0.0,0.0,0.0,0,,17594364.0,0.0,0.0,0.0,0.0
Senegal,1984,SEN,0.0,0.0,0.0,0.0,0,549554.4815,6341801.0,0.0,0.0,0.0,0.0
France,1984,FRA,5.0,7.0,16.0,28.0,Summer,9430069.648,56275701.0,31.0,40.0,52.0,123.0
France,1984,FRA,0.0,1.0,2.0,3.0,Winter,9430069.648,56275701.0,31.0,41.0,54.0,126.0
Colombia,1984,COL,0.0,1.0,0.0,1.0,Summer,1333370.911,28689032.0,0.0,2.0,2.0,4.0
Iceland,1984,ISL,0.0,0.0,1.0,1.0,Summer,11959540.01,239511.0,0.0,0.0,1.0,1.0
Serbia,1984,SRB,0.0,0.0,0.0,0.0,0,,7489000.0,0.0,0.0,0.0,0.0
Sweden,1984,SWE,4.0,2.0,2.0,8.0,Winter,13099020.83,8336605.0,35.0,36.0,39.0,110.0
Ghana,1984,GHA,0.0,0.0,0.0,0.0,0,330693.95859999995,13342487.0,0.0,1.0,2.0,3.0
Qatar,1984,QAT,0.0,0.0,0.0,0.0,0,19252172.56,348241.0,0.0,0.0,0.0,0.0
San Marino,1984,SMR,0.0,0.0,0.0,0.0,0,,22096.0,0.0,0.0,0.0,0.0
Russian Federation,1984,RUS,0.0,0.0,0.0,0.0,0,,142745000.0,0.0,0.0,0.0,0.0
Spain,1984,ESP,1.0,2.0,2.0,5.0,Summer,4489988.939,38330364.0,3.0,7.0,6.0,16.0
Burundi,1984,BDI,0.0,0.0,0.0,0.0,0,203859.83,4842268.0,0.0,0.0,0.0,0.0
Iraq,1984,IRQ,0.0,0.0,0.0,0.0,0,3052499.799,15377032.0,0.0,0.0,1.0,1.0
Gabon,1984,GAB,0.0,0.0,0.0,0.0,0,4273312.834000001,833417.0,0.0,0.0,0.0,0.0
Romania,1984,ROU,20.0,16.0,17.0,53.0,Summer,,22640547.0,42.0,48.0,69.0,159.0
Afghanistan,1984,AFG,0.0,0.0,0.0,0.0,0,,10243686.0,0.0,0.0,0.0,0.0
Austria,1984,AUT,0.0,0.0,1.0,1.0,Winter,8991065.04,7561434.0,16.0,23.0,23.0,62.0
Austria,1984,AUT,1.0,1.0,1.0,3.0,Summer,8991065.04,7561434.0,17.0,24.0,24.0,65.0
Belgium,1984,BEL,1.0,1.0,2.0,4.0,Summer,8457268.803000001,9855372.0,4.0,9.0,9.0,22.0
Azerbaijan,1984,AZE,0.0,0.0,0.0,0.0,0,,6567850.0,0.0,0.0,0.0,0.0
India,1984,IND,0.0,0.0,0.0,0.0,0,278096.1873,762895156.0,2.0,1.0,2.0,5.0
Ireland,1984,IRL,0.0,1.0,0.0,1.0,Summer,5692027.386,3532423.0,0.0,2.0,2.0,4.0
Cameroon,1984,CMR,0.0,0.0,1.0,1.0,Summer,768983.9227,9508570.0,0.0,1.0,1.0,2.0
Brazil,1984,BRA,1.0,5.0,2.0,8.0,Summer,1406689.8,133888775.0,3.0,6.0,13.0,22.0
Belarus,1984,BLR,0.0,0.0,0.0,0.0,0,,9910000.0,0.0,0.0,0.0,0.0
Hungary,1984,HUN,0.0,0.0,0.0,0.0,0,,10668095.0,43.0,54.0,68.0,165.0
Georgia,1984,GEO,0.0,0.0,0.0,0.0,0,,4622200.0,0.0,0.0,0.0,0.0
Eritrea,1984,ERI,0.0,0.0,0.0,0.0,0,,1849594.0,0.0,0.0,0.0,0.0
Pakistan,1984,PAK,1.0,0.0,0.0,1.0,Summer,331388.7658,94003867.0,3.0,2.0,2.0,7.0
New Zealand,1984,NZL,8.0,1.0,2.0,11.0,Summer,6713760.131,3227100.0,17.0,3.0,9.0,29.0
Montenegro,1984,MNE,0.0,0.0,0.0,0.0,0,,600884.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,1984,TTO,0.0,0.0,0.0,0.0,0,6547459.7809999995,1184747.0,1.0,1.0,2.0,4.0
Finland,1984,FIN,4.0,2.0,6.0,12.0,Summer,10833866.29,4881803.0,28.0,31.0,33.0,92.0
Armenia,1984,ARM,0.0,0.0,0.0,0.0,0,,3272102.0,0.0,0.0,0.0,0.0
Cyprus,1984,CYP,0.0,0.0,0.0,0.0,0,4258743.652,719678.0,0.0,0.0,0.0,0.0
Kenya,1984,KEN,1.0,0.0,2.0,3.0,Summer,330154.05340000003,18753176.0,6.0,7.0,9.0,22.0
Japan,1984,JPN,0.0,1.0,0.0,1.0,Winter,10978919.809999999,120083000.0,54.0,36.0,41.0,131.0
Djibouti,1984,DJI,0.0,0.0,0.0,0.0,0,,382156.0,0.0,0.0,0.0,0.0
Kazakhstan,1984,KAZ,0.0,0.0,0.0,0.0,0,,15147590.0,0.0,0.0,0.0,0.0
Luxembourg,1984,LUX,0.0,0.0,0.0,0.0,0,12126939.200000001,365998.0,0.0,0.0,0.0,0.0
Ethiopia,1984,ETH,0.0,0.0,0.0,0.0,0,206523.0999,39202890.0,5.0,1.0,4.0,10.0
Mexico,1984,MEX,2.0,3.0,1.0,6.0,Summer,2507312.061,73489654.0,6.0,8.0,10.0,24.0
Mozambique,1984,MOZ,0.0,0.0,0.0,0.0,0,,12426223.0,0.0,0.0,0.0,0.0
Japan,1984,JPN,10.0,8.0,14.0,32.0,Summer,10978919.809999999,120083000.0,64.0,44.0,55.0,163.0
Argentina,1984,ARG,0.0,0.0,0.0,0.0,0,2651229.542,29832197.0,0.0,3.0,3.0,6.0
Ukraine,1984,UKR,0.0,0.0,0.0,0.0,0,,50754000.0,0.0,0.0,0.0,0.0
Morocco,1984,MAR,2.0,0.0,0.0,2.0,Summer,675019.2871000001,21817271.0,2.0,1.0,0.0,3.0
Australia,1984,AUS,4.0,8.0,12.0,24.0,Summer,12421492.6,15579391.0,33.0,35.0,44.0,112.0
Jordan,1984,JOR,0.0,0.0,0.0,0.0,0,1888526.697,2629939.0,0.0,0.0,0.0,0.0
Dominican Republic,1984,DOM,0.0,0.0,1.0,1.0,Summer,1845560.023,6282104.0,0.0,0.0,1.0,1.0
Ecuador,1984,ECU,0.0,0.0,0.0,0.0,0,1874382.638,9022979.0,0.0,0.0,0.0,0.0
North Macedonia,1984,MKD,0.0,0.0,0.0,0.0,0,,1988682.0,0.0,0.0,0.0,0.0
Namibia,1984,NAM,0.0,0.0,0.0,0.0,0,1837324.6739999999,1061995.0,0.0,0.0,0.0,0.0
Tunisia,1984,TUN,0.0,0.0,0.0,0.0,0,1134045.036,7279157.0,1.0,2.0,2.0,5.0
Cuba,1984,CUB,0.0,0.0,0.0,0.0,0,2388285.775,10065539.0,17.0,17.0,12.0,46.0
Italy,1984,ITA,14.0,6.0,12.0,32.0,Summer,7739715.284,56576718.0,62.0,50.0,65.0,177.0
Liechtenstein,1984,LIE,0.0,0.0,2.0,2.0,Winter,19024123.97,26420.0,2.0,2.0,4.0,8.0
Uganda,1984,UGA,0.0,0.0,0.0,0.0,0,247343.0926,14617944.0,1.0,3.0,1.0,5.0
Jamaica,1984,JAM,0.0,1.0,2.0,3.0,Summer,1048351.3089999999,2264095.0,1.0,3.0,6.0,10.0
United States,1984,USA,83.0,61.0,30.0,174.0,Summer,17121225.48,235825000.0,282.0,222.0,180.0,684.0
United States,1984,USA,4.0,4.0,0.0,8.0,Winter,17121225.48,235825000.0,286.0,226.0,180.0,692.0
Thailand,1984,THA,0.0,1.0,0.0,1.0,Summer,842069.9352000001,49636724.0,0.0,1.0,1.0,2.0
Italy,1984,ITA,2.0,0.0,0.0,2.0,Winter,7739715.284,56576718.0,64.0,50.0,65.0,179.0
Norway,1984,NOR,0.0,1.0,2.0,3.0,Summer,14989485.77,4140099.0,23.0,30.0,23.0,76.0
Estonia,1984,EST,0.0,0.0,0.0,0.0,0,,1518617.0,0.0,0.0,0.0,0.0
Lithuania,1984,LTU,0.0,0.0,0.0,0.0,0,,3514205.0,0.0,0.0,0.0,0.0
Finland,1984,FIN,4.0,3.0,6.0,13.0,Winter,10833866.29,4881803.0,32.0,34.0,39.0,105.0
Lebanon,1984,LBN,0.0,0.0,0.0,0.0,0,,3163558.0,0.0,1.0,1.0,2.0
Norway,1984,NOR,3.0,2.0,4.0,9.0,Winter,14989485.77,4140099.0,26.0,32.0,27.0,85.0
Turkmenistan,1984,TKM,0.0,0.0,0.0,0.0,0,,3162165.0,0.0,0.0,0.0,0.0
Uganda,1988,UGA,0.0,0.0,0.0,0.0,0,394736.1363,16489323.0,1.0,3.0,1.0,5.0
Serbia,1988,SRB,0.0,0.0,0.0,0.0,0,,7572000.0,0.0,0.0,0.0,0.0
Turkmenistan,1988,TKM,0.0,0.0,0.0,0.0,0,853883.5510999999,3525110.0,0.0,0.0,0.0,0.0
Iceland,1988,ISL,0.0,0.0,0.0,0.0,0,24451973.32,249740.0,0.0,0.0,1.0,1.0
India,1988,IND,0.0,0.0,0.0,0.0,0,355737.59890000004,833729681.0,2.0,1.0,2.0,5.0
Mexico,1988,MEX,0.0,0.0,2.0,2.0,Summer,2302027.017,78892015.0,6.0,8.0,12.0,26.0
Sweden,1988,SWE,0.0,4.0,7.0,11.0,Summer,24534693.82,8436489.0,35.0,40.0,46.0,121.0
Lithuania,1988,LTU,0.0,0.0,0.0,0.0,0,,3655049.0,0.0,0.0,0.0,0.0
Lebanon,1988,LBN,0.0,0.0,0.0,0.0,0,958460.5773,3457148.0,0.0,1.0,1.0,2.0
Hungary,1988,HUN,11.0,6.0,6.0,23.0,Summer,,10596487.0,54.0,60.0,74.0,188.0
Luxembourg,1988,LUX,0.0,0.0,0.0,0.0,0,25219354.28,373450.0,0.0,0.0,0.0,0.0
Guyana,1988,GUY,0.0,0.0,0.0,0.0,0,545586.3801000001,758450.0,0.0,0.0,1.0,1.0
Singapore,1988,SGP,0.0,0.0,0.0,0.0,0,8914441.226000002,2846108.0,0.0,1.0,0.0,1.0
Suriname,1988,SUR,1.0,0.0,0.0,1.0,Summer,2887061.4390000002,402139.0,1.0,0.0,0.0,1.0
Spain,1988,ESP,1.0,1.0,2.0,4.0,Summer,9703123.838,38766939.0,4.0,8.0,8.0,20.0
Kenya,1988,KEN,5.0,2.0,2.0,9.0,Summer,386355.9486,21626122.0,11.0,9.0,11.0,31.0
Uzbekistan,1988,UZB,0.0,0.0,0.0,0.0,0,,19600028.0,0.0,0.0,0.0,0.0
Liechtenstein,1988,LIE,0.0,0.0,1.0,1.0,Winter,41574494.379999995,27944.0,2.0,2.0,5.0,9.0
Jordan,1988,JOR,0.0,0.0,0.0,0.0,0,1988269.159,3157177.0,0.0,0.0,0.0,0.0
Montenegro,1988,MNE,0.0,0.0,0.0,0.0,0,,607413.0,0.0,0.0,0.0,0.0
Pakistan,1988,PAK,0.0,0.0,1.0,1.0,Summer,356335.2154,107967838.0,3.0,2.0,3.0,8.0
Thailand,1988,THA,0.0,0.0,1.0,1.0,Summer,1154579.398,53410965.0,0.0,1.0,2.0,3.0
Italy,1988,ITA,2.0,1.0,2.0,5.0,Winter,15744661.260000002,56629288.0,66.0,51.0,67.0,184.0
Italy,1988,ITA,6.0,4.0,4.0,14.0,Summer,15744661.260000002,56629288.0,72.0,55.0,71.0,198.0
Panama,1988,PAN,0.0,0.0,0.0,0.0,0,2514153.933,2347821.0,0.0,0.0,0.0,0.0
Jamaica,1988,JAM,0.0,2.0,0.0,2.0,Summer,1625744.27,2354805.0,1.0,5.0,6.0,12.0
Peru,1988,PER,0.0,1.0,0.0,1.0,Summer,730209.7626,21143799.0,0.0,2.0,0.0,2.0
Poland,1988,POL,2.0,5.0,9.0,16.0,Summer,,37824487.0,36.0,45.0,79.0,160.0
Israel,1988,ISR,0.0,0.0,0.0,0.0,0,,4442000.0,0.0,0.0,0.0,0.0
Norway,1988,NOR,2.0,3.0,0.0,5.0,Summer,24207281.470000003,4209488.0,28.0,35.0,27.0,90.0
Norway,1988,NOR,0.0,3.0,2.0,5.0,Winter,24207281.470000003,4209488.0,28.0,38.0,29.0,95.0
United States,1988,USA,2.0,1.0,3.0,6.0,Winter,21417011.93,244499000.0,288.0,227.0,183.0,698.0
North Macedonia,1988,MKD,0.0,0.0,0.0,0.0,0,,2031932.0,0.0,0.0,0.0,0.0
New Zealand,1988,NZL,3.0,2.0,8.0,13.0,Summer,13759155.629999999,3283400.0,20.0,5.0,17.0,42.0
Qatar,1988,QAT,0.0,0.0,0.0,0.0,0,14650744.24,412142.0,0.0,0.0,0.0,0.0
Ireland,1988,IRL,0.0,0.0,0.0,0.0,0,10715870.28,3524949.0,0.0,2.0,2.0,4.0
Trinidad and Tobago,1988,TTO,0.0,0.0,0.0,0.0,0,3612994.412,1244633.0,1.0,1.0,2.0,4.0
Tunisia,1988,TUN,0.0,0.0,0.0,0.0,0,1251277.496,8068788.0,1.0,2.0,2.0,5.0
Senegal,1988,SEN,0.0,1.0,0.0,1.0,Summer,902269.9219,7113636.0,0.0,1.0,0.0,1.0
Ukraine,1988,UKR,0.0,0.0,0.0,0.0,0,1449962.524,51521000.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,1988,SYR,0.0,0.0,0.0,0.0,0,1421741.906,11657772.0,0.0,1.0,0.0,1.0
Iraq,1988,IRQ,0.0,0.0,0.0,0.0,0,3690071.194,16987346.0,0.0,0.0,1.0,1.0
San Marino,1988,SMR,0.0,0.0,0.0,0.0,0,,22542.0,0.0,0.0,0.0,0.0
Sweden,1988,SWE,4.0,0.0,2.0,6.0,Winter,24534693.82,8436489.0,39.0,40.0,48.0,127.0
Mozambique,1988,MOZ,0.0,0.0,0.0,0.0,0,,12956772.0,0.0,0.0,0.0,0.0
Namibia,1988,NAM,0.0,0.0,0.0,0.0,0,2065533.915,1207949.0,0.0,0.0,0.0,0.0
Russian Federation,1988,RUS,0.0,0.0,0.0,0.0,0,3777235.352,146857000.0,0.0,0.0,0.0,0.0
Romania,1988,ROU,7.0,11.0,6.0,24.0,Summer,1769889.9309999999,23057662.0,49.0,59.0,75.0,183.0
Japan,1988,JPN,4.0,3.0,7.0,14.0,Summer,25059007.43,122578000.0,68.0,47.0,62.0,177.0
Japan,1988,JPN,0.0,0.0,1.0,1.0,Winter,25059007.43,122578000.0,68.0,47.0,63.0,178.0
Tajikistan,1988,TJK,0.0,0.0,0.0,0.0,0,,5100020.0,0.0,0.0,0.0,0.0
United States,1988,USA,36.0,31.0,27.0,94.0,Summer,21417011.93,244499000.0,324.0,258.0,210.0,792.0
Morocco,1988,MAR,1.0,0.0,2.0,3.0,Summer,1076092.773,23720590.0,3.0,1.0,2.0,6.0
Kazakhstan,1988,KAZ,0.0,0.0,0.0,0.0,0,,16430590.0,0.0,0.0,0.0,0.0
Armenia,1988,ARM,0.0,0.0,0.0,0.0,0,,3366838.0,0.0,0.0,0.0,0.0
Austria,1988,AUT,3.0,5.0,2.0,10.0,Winter,17578618.94,7585317.0,20.0,29.0,26.0,75.0
Colombia,1988,COL,0.0,0.0,1.0,1.0,Summer,1254531.5459999999,31256727.0,0.0,2.0,3.0,5.0
Cuba,1988,CUB,0.0,0.0,0.0,0.0,0,2633847.3880000003,10425433.0,17.0,17.0,12.0,46.0
Cameroon,1988,CMR,0.0,0.0,0.0,0.0,0,1137225.254,10759573.0,0.0,1.0,1.0,2.0
Estonia,1988,EST,0.0,0.0,0.0,0.0,0,,1561900.0,0.0,0.0,0.0,0.0
Belarus,1988,BLR,0.0,0.0,0.0,0.0,0,,10140000.0,0.0,0.0,0.0,0.0
Gabon,1988,GAB,0.0,0.0,0.0,0.0,0,4121065.811,930464.0,0.0,0.0,0.0,0.0
Georgia,1988,GEO,0.0,0.0,0.0,0.0,0,,4790700.0,0.0,0.0,0.0,0.0
Argentina,1988,ARG,0.0,1.0,1.0,2.0,Summer,3982444.4020000002,31690792.0,0.0,4.0,4.0,8.0
Brazil,1988,BRA,1.0,2.0,3.0,6.0,Summer,1781817.8760000002,145253973.0,4.0,8.0,16.0,28.0
Eritrea,1988,ERI,0.0,0.0,0.0,0.0,0,,2051546.0,0.0,0.0,0.0,0.0
Finland,1988,FIN,4.0,1.0,2.0,7.0,Winter,22047793.32,4946481.0,36.0,35.0,41.0,112.0
Canada,1988,CAN,3.0,2.0,5.0,10.0,Summer,18936964.1,26791747.0,22.0,40.0,38.0,100.0
Cyprus,1988,CYP,0.0,0.0,0.0,0.0,0,7645629.882999999,766412.0,0.0,0.0,0.0,0.0
Finland,1988,FIN,1.0,1.0,2.0,4.0,Summer,22047793.32,4946481.0,37.0,36.0,43.0,116.0
Belgium,1988,BEL,0.0,0.0,2.0,2.0,Summer,16391093.830000002,9901664.0,4.0,9.0,11.0,24.0
Australia,1988,AUS,3.0,6.0,5.0,14.0,Summer,14284515.81,16532164.0,36.0,41.0,49.0,126.0
Dominican Republic,1988,DOM,0.0,0.0,0.0,0.0,0,786384.5693,6834207.0,0.0,0.0,1.0,1.0
Djibouti,1988,DJI,0.0,0.0,1.0,1.0,Summer,820576.7723000001,482337.0,0.0,0.0,1.0,1.0
Ethiopia,1988,ETH,0.0,0.0,0.0,0.0,0,245081.08419999998,44511537.0,5.0,1.0,4.0,10.0
Canada,1988,CAN,0.0,2.0,3.0,5.0,Winter,18936964.1,26791747.0,22.0,42.0,41.0,105.0
France,1988,FRA,1.0,0.0,1.0,2.0,Winter,17727510.83,57472651.0,32.0,41.0,55.0,128.0
Ghana,1988,GHA,0.0,0.0,0.0,0.0,0,354277.22260000004,14671677.0,0.0,1.0,2.0,3.0
Ecuador,1988,ECU,0.0,0.0,0.0,0.0,0,1309143.841,9969788.0,0.0,0.0,0.0,0.0
Afghanistan,1988,AFG,0.0,0.0,0.0,0.0,0,,10383460.0,0.0,0.0,0.0,0.0
Burundi,1988,BDI,0.0,0.0,0.0,0.0,0,205317.9193,5271840.0,0.0,0.0,0.0,0.0
France,1988,FRA,6.0,4.0,6.0,16.0,Summer,17727510.83,57472651.0,38.0,45.0,61.0,144.0
Azerbaijan,1988,AZE,0.0,0.0,0.0,0.0,0,,6974600.0,0.0,0.0,0.0,0.0
Austria,1988,AUT,1.0,0.0,0.0,1.0,Summer,17578618.94,7585317.0,21.0,29.0,26.0,76.0
Spain,1992,ESP,0.0,0.0,1.0,1.0,Winter,16112188.92,39157685.0,4.0,8.0,9.0,21.0
Jamaica,1992,JAM,0.0,3.0,1.0,4.0,Summer,1452188.3869999999,2434574.0,1.0,8.0,7.0,16.0
Austria,1992,AUT,0.0,2.0,0.0,2.0,Summer,24880164.12,7840709.0,21.0,31.0,26.0,78.0
Syrian Arab Republic,1992,SYR,0.0,0.0,0.0,0.0,0,2516443.295,13156406.0,0.0,1.0,0.0,1.0
Ecuador,1992,ECU,0.0,0.0,0.0,0.0,0,1657858.72,10914222.0,0.0,0.0,0.0,0.0
Mexico,1992,MEX,0.0,1.0,0.0,1.0,Summer,4272785.965,84993164.0,6.0,9.0,12.0,27.0
Peru,1992,PER,0.0,1.0,0.0,1.0,Summer,1560546.504,23047248.0,0.0,3.0,0.0,3.0
Austria,1992,AUT,6.0,7.0,8.0,21.0,Winter,24880164.12,7840709.0,27.0,38.0,34.0,99.0
Sweden,1992,SWE,1.0,7.0,4.0,12.0,Summer,32800982.689999998,8668067.0,40.0,47.0,52.0,139.0
North Macedonia,1992,MKD,0.0,0.0,0.0,0.0,0,1207542.8979999998,2018023.0,0.0,0.0,0.0,0.0
New Zealand,1992,NZL,1.0,4.0,5.0,10.0,Summer,11793139.24,3531700.0,21.0,9.0,22.0,52.0
New Zealand,1992,NZL,0.0,1.0,0.0,1.0,Winter,11793139.24,3531700.0,21.0,10.0,22.0,53.0
Sweden,1992,SWE,1.0,0.0,3.0,4.0,Winter,32800982.689999998,8668067.0,41.0,47.0,55.0,143.0
Australia,1992,AUS,7.0,9.0,11.0,27.0,Summer,18624555.08,17478635.0,43.0,50.0,60.0,153.0
Romania,1992,ROU,4.0,6.0,8.0,18.0,Summer,1102103.785,22794284.0,53.0,65.0,83.0,201.0
Tunisia,1992,TUN,0.0,0.0,0.0,0.0,0,1760547.1030000001,8802540.0,1.0,2.0,2.0,5.0
India,1992,IND,0.0,0.0,0.0,0.0,0,317559.13550000003,907574049.0,2.0,1.0,2.0,5.0
Liechtenstein,1992,LIE,0.0,0.0,0.0,0.0,0,55143433.599999994,29581.0,2.0,2.0,5.0,9.0
Finland,1992,FIN,1.0,2.0,2.0,5.0,Summer,22319059.46,5041992.0,38.0,38.0,45.0,121.0
France,1992,FRA,8.0,5.0,16.0,29.0,Summer,23814227.37,58849943.0,46.0,50.0,77.0,173.0
Trinidad and Tobago,1992,TTO,0.0,0.0,0.0,0.0,0,4231462.06,1285502.0,1.0,1.0,2.0,4.0
Norway,1992,NOR,9.0,6.0,5.0,20.0,Winter,30523985.06,4286401.0,37.0,44.0,34.0,115.0
Norway,1992,NOR,2.0,4.0,1.0,7.0,Summer,30523985.06,4286401.0,39.0,48.0,35.0,122.0
Ireland,1992,IRL,1.0,1.0,0.0,2.0,Summer,15714384.75,3558430.0,1.0,3.0,2.0,6.0
Italy,1992,ITA,4.0,6.0,4.0,14.0,Winter,23243474.53,56797087.0,76.0,61.0,75.0,212.0
Tajikistan,1992,TJK,0.0,0.0,0.0,0.0,0,381291.9657,5656208.0,0.0,0.0,0.0,0.0
Colombia,1992,COL,0.0,0.0,1.0,1.0,Summer,1721291.68,33939039.0,0.0,2.0,4.0,6.0
Cuba,1992,CUB,14.0,6.0,11.0,31.0,Summer,2048068.839,10783748.0,31.0,23.0,23.0,77.0
Italy,1992,ITA,6.0,5.0,8.0,19.0,Summer,23243474.53,56797087.0,82.0,66.0,83.0,231.0
Thailand,1992,THA,0.0,0.0,1.0,1.0,Summer,1957407.581,56939020.0,0.0,1.0,3.0,4.0
Spain,1992,ESP,13.0,7.0,2.0,22.0,Summer,16112188.92,39157685.0,17.0,15.0,11.0,43.0
Belarus,1992,BLR,0.0,0.0,0.0,0.0,0,1667605.057,10216470.0,0.0,0.0,0.0,0.0
Israel,1992,ISR,0.0,1.0,1.0,2.0,Summer,,5123000.0,0.0,1.0,1.0,2.0
Luxembourg,1992,LUX,0.0,2.0,0.0,2.0,Winter,39570861.57,392175.0,0.0,2.0,0.0,2.0
France,1992,FRA,3.0,5.0,1.0,9.0,Winter,23814227.37,58849943.0,49.0,55.0,78.0,182.0
Panama,1992,PAN,0.0,0.0,0.0,0.0,0,3148447.531,2554382.0,0.0,0.0,0.0,0.0
Gabon,1992,GAB,0.0,0.0,0.0,0.0,0,5390536.807,1037446.0,0.0,0.0,0.0,0.0
Canada,1992,CAN,2.0,3.0,2.0,7.0,Winter,20879848.330000002,28371264.0,24.0,45.0,43.0,112.0
Azerbaijan,1992,AZE,0.0,0.0,0.0,0.0,0,60458.213579999996,7382050.0,0.0,0.0,0.0,0.0
Georgia,1992,GEO,0.0,0.0,0.0,0.0,0,757223.5485,4873500.0,0.0,0.0,0.0,0.0
Canada,1992,CAN,7.0,4.0,7.0,18.0,Summer,20879848.330000002,28371264.0,31.0,49.0,50.0,130.0
Suriname,1992,SUR,0.0,0.0,1.0,1.0,Summer,964433.2465,419521.0,1.0,0.0,1.0,2.0
Iraq,1992,IRQ,0.0,0.0,0.0,0.0,0,30114.31551,18385673.0,0.0,0.0,1.0,1.0
Lithuania,1992,LTU,1.0,0.0,1.0,2.0,Summer,,3700114.0,1.0,0.0,1.0,2.0
Pakistan,1992,PAK,0.0,0.0,1.0,1.0,Summer,399465.0488,122375179.0,3.0,2.0,4.0,9.0
