Country_Name,Country_Code,Season,Year,GDP,Population,GDP_per_capita,Gold,Silver,Bronze,Total_Medals,Gold_Score,Silver_Score,Bronze_Score,Weighted_Medal_Score,Medal_count_per_GDP,Medal_count_per_capita,Medal_score_per_GDP,Medal_score_per_capita,net_medal_count,net_gold,net_silver,net_bronze,net_medal_score
Argentina,ARG,Summer,1960,0.0,20349744.0,0.0,0,1,1,2,0,2,1,3,0.0,9.828133464479946e-08,0.0,1.474220019671992e-07,2,0,1,1,3
Australia,AUS,Summer,1960,1810510.249,10276477.0,0.1761800516850278,8,8,6,22,24,16,6,46,1.2151270622274176e-05,2.140811486271025e-06,2.540720221020964e-05,4.476242198566688e-06,22,8,8,6,46
Austria,AUT,Summer,1960,935460.4269,7047539.0,0.13273575738992,1,1,0,2,3,2,0,5,2.1379846143013794e-06,2.8378700706728975e-07,5.344961535753448e-06,7.094675176682244e-07,2,1,1,0,5
Austria,AUT,Summer,1960,935460.4269,7047539.0,0.13273575738992,1,1,0,2,3,2,0,5,2.1379846143013794e-06,2.8378700706728975e-07,5.344961535753448e-06,7.094675176682244e-07,4,2,2,0,10
Austria,AUT,Winter,1960,935460.4269,7047539.0,0.13273575738992,1,2,3,6,3,4,3,10,6.413953842904137e-06,8.513610212018692e-07,1.0689923071506896e-05,1.4189350353364487e-06,10,3,4,3,20
Austria,AUT,Winter,1960,935460.4269,7047539.0,0.13273575738992,1,2,3,6,3,4,3,10,6.413953842904137e-06,8.513610212018692e-07,1.0689923071506896e-05,1.4189350353364487e-06,16,4,6,6,30
Belgium,BEL,Summer,1960,1273691.659,9153489.0,0.1391482153963368,0,2,2,4,0,4,2,6,3.1404775023340246e-06,4.369918399421248e-07,4.710716253501037e-06,6.554877599131873e-07,4,0,2,2,6
Brazil,BRA,Summer,1960,232998.7625,73092515.0,0.0031877239755671,0,0,2,2,0,0,2,2,8.583736576712505e-06,2.7362582885538963e-08,8.583736576712505e-06,2.7362582885538963e-08,2,0,0,2,2
Canada,CAN,Summer,1960,2259250.5110000004,17909356.0,0.1261491764974687,0,1,0,1,0,2,0,2,4.426246647421915e-07,5.5836736954695633e-08,8.85249329484383e-07,1.1167347390939129e-07,1,0,1,0,2
Canada,CAN,Summer,1960,2259250.5110000004,17909356.0,0.1261491764974687,0,1,0,1,0,2,0,2,4.426246647421915e-07,5.5836736954695633e-08,8.85249329484383e-07,1.1167347390939129e-07,2,0,2,0,4
Canada,CAN,Winter,1960,2259250.5110000004,17909356.0,0.1261491764974687,2,1,1,4,6,2,1,9,1.770498658968766e-06,2.2334694781878253e-07,3.983621982679723e-06,5.025306325922607e-07,6,2,3,1,13
Canada,CAN,Winter,1960,2259250.5110000004,17909356.0,0.1261491764974687,2,1,1,4,6,2,1,9,1.770498658968766e-06,2.2334694781878253e-07,3.983621982679723e-06,5.025306325922607e-07,10,4,4,2,22
Ethiopia,ETH,Summer,1960,0.0,21739710.0,0.0,1,0,0,1,3,0,0,3,0.0,4.599877367269389e-08,0.0,1.3799632101808165e-07,1,1,0,0,3
Finland,FIN,Summer,1960,1179353.011,4429634.0,0.2662416377967118,1,1,3,5,3,2,3,8,4.2396126972706734e-06,1.1287614281450791e-06,6.7833803156330775e-06,1.8060182850321268e-06,5,1,1,3,8
Finland,FIN,Summer,1960,1179353.011,4429634.0,0.2662416377967118,1,1,3,5,3,2,3,8,4.2396126972706734e-06,1.1287614281450791e-06,6.7833803156330775e-06,1.8060182850321268e-06,10,2,2,6,16
Finland,FIN,Winter,1960,1179353.011,4429634.0,0.2662416377967118,2,3,3,8,6,6,3,15,6.7833803156330775e-06,1.8060182850321268e-06,1.271883809181202e-05,3.386284284435238e-06,18,4,5,9,31
Finland,FIN,Winter,1960,1179353.011,4429634.0,0.2662416377967118,2,3,3,8,6,6,3,15,6.7833803156330775e-06,1.8060182850321268e-06,1.271883809181202e-05,3.386284284435238e-06,26,6,8,12,46
France,FRA,Summer,1960,1333881.573,46649927.0,0.0285934332330252,0,2,3,5,0,4,3,7,3.748458709684867e-06,1.0718130384212607e-07,5.247842193558814e-06,1.500538253789765e-07,5,0,2,3,7
France,FRA,Summer,1960,1333881.573,46649927.0,0.0285934332330252,0,2,3,5,0,4,3,7,3.748458709684867e-06,1.0718130384212607e-07,5.247842193558814e-06,1.500538253789765e-07,10,0,4,6,14
France,FRA,Winter,1960,1333881.573,46649927.0,0.0285934332330252,1,0,2,3,3,0,2,5,2.24907522581092e-06,6.430878230527565e-08,3.748458709684867e-06,1.0718130384212607e-07,13,1,4,8,19
France,FRA,Winter,1960,1333881.573,46649927.0,0.0285934332330252,1,0,2,3,3,0,2,5,2.24907522581092e-06,6.430878230527565e-08,3.748458709684867e-06,1.0718130384212607e-07,16,2,4,10,24
Ghana,GHA,Summer,1960,176095.64839999998,6911510.0,0.0254786071929288,0,1,0,1,0,2,0,2,5.678732036174496e-06,1.4468618290359124e-07,1.1357464072348991e-05,2.893723658071825e-07,1,0,1,0,2
Hungary,HUN,Summer,1960,0.0,9983967.0,0.0,6,8,7,21,18,16,7,41,0.0,2.1033723368677e-06,0.0,4.106584086265509e-06,21,6,8,7,41
India,IND,Summer,1960,83035.10182,445954579.0,0.0001861963207244,0,1,0,1,0,2,0,2,1.2043099581761915e-05,2.242380832241662e-09,2.408619916352383e-05,4.484761664483324e-09,1,0,1,0,2
Iraq,IRQ,Summer,1960,237713.2079,7084678.0,0.033553142132924,0,0,1,1,0,0,1,1,4.206749842948042e-06,1.4114967539809148e-07,4.206749842948042e-06,1.4114967539809148e-07,1,0,0,1,1
Italy,ITA,Summer,1960,804492.6233,50199700.0,0.0160258452401109,13,10,13,36,39,20,13,72,4.4748701178053424e-05,7.171357597754569e-07,8.949740235610685e-05,1.4342715195509135e-06,36,13,10,13,72
Italy,ITA,Summer,1960,804492.6233,50199700.0,0.0160258452401109,13,10,13,36,39,20,13,72,4.4748701178053424e-05,7.171357597754569e-07,8.949740235610685e-05,1.4342715195509135e-06,72,26,20,26,144
Italy,ITA,Winter,1960,804492.6233,50199700.0,0.0160258452401109,0,0,1,1,0,0,1,1,1.243019477168151e-06,1.9920437771540467e-08,1.243019477168151e-06,1.9920437771540467e-08,73,26,20,27,145
Italy,ITA,Winter,1960,804492.6233,50199700.0,0.0160258452401109,0,0,1,1,0,0,1,1,1.243019477168151e-06,1.9920437771540467e-08,1.243019477168151e-06,1.9920437771540467e-08,74,26,20,28,146
Japan,JPN,Summer,1960,475319.0756,93216000.0,0.0050991146970477,4,7,7,18,12,14,7,33,3.786929859122194e-05,1.9309989701338825e-07,6.942704741724024e-05,3.540164778578785e-07,18,4,7,7,33
Mexico,MEX,Summer,1960,359545.05970000004,36268055.0,0.0099135467755301,0,0,1,1,0,0,1,1,2.781292561311752e-06,2.7572473902998107e-08,2.781292561311752e-06,2.7572473902998107e-08,1,0,0,1,1
Morocco,MAR,Summer,1960,172598.98380000002,11769774.0,0.0146645962615764,0,1,0,1,0,2,0,2,5.793776869270304e-06,8.496339861750956e-08,1.1587553738540607e-05,1.6992679723501913e-07,1,0,1,0,2
New Zealand,NZL,Summer,1960,2312949.992,2371800.0,0.9751876178429882,2,0,1,3,6,0,1,7,1.2970449038571346e-06,1.264862130027827e-06,3.026438108999981e-06,2.9513449700649296e-06,3,2,0,1,7
Norway,NOR,Summer,1960,1441755.66,3581239.0,0.4025857140503608,1,0,0,1,3,0,0,3,6.935988030038321e-07,2.792329693717733e-07,2.0807964090114964e-06,8.376989081153198e-07,1,1,0,0,3
Norway,NOR,Summer,1960,1441755.66,3581239.0,0.4025857140503608,1,0,0,1,3,0,0,3,6.935988030038321e-07,2.792329693717733e-07,2.0807964090114964e-06,8.376989081153198e-07,2,2,0,0,6
Norway,NOR,Winter,1960,1441755.66,3581239.0,0.4025857140503608,3,3,0,6,9,6,0,15,4.161592818022993e-06,1.6753978162306397e-06,1.040398204505748e-05,4.188494540576599e-06,8,5,3,0,21
Norway,NOR,Winter,1960,1441755.66,3581239.0,0.4025857140503608,3,3,0,6,9,6,0,15,4.161592818022993e-06,1.6753978162306397e-06,1.040398204505748e-05,4.188494540576599e-06,14,8,6,0,36
Pakistan,PAK,Summer,1960,81586.9473,45954226.0,0.0017753959624953,1,0,1,2,3,0,1,4,2.451372512622494e-05,4.352156861482119e-08,4.902745025244988e-05,8.70431372296424e-08,2,1,0,1,4
Poland,POL,Summer,1960,0.0,29637450.0,0.0,4,6,11,21,12,12,11,35,0.0,7.085629836575009e-07,0.0,1.1809383060958348e-06,21,4,6,11,35
Poland,POL,Summer,1960,0.0,29637450.0,0.0,4,6,11,21,12,12,11,35,0.0,7.085629836575009e-07,0.0,1.1809383060958348e-06,42,8,12,22,70
Poland,POL,Winter,1960,0.0,29637450.0,0.0,0,1,1,2,0,2,1,3,0.0,6.748218891976199e-08,0.0,1.0122328337964301e-07,44,8,13,23,73
Poland,POL,Winter,1960,0.0,29637450.0,0.0,0,1,1,2,0,2,1,3,0.0,6.748218891976199e-08,0.0,1.0122328337964301e-07,46,8,14,24,76
Romania,ROU,Summer,1960,0.0,18406905.0,0.0,3,1,6,10,9,2,6,17,0.0,5.432743853461513e-07,0.0,9.235664550884572e-07,10,3,1,6,17
Singapore,SGP,Summer,1960,428058.98,1646400.0,0.2599969509232264,0,1,0,1,0,2,0,2,2.3361266711423738e-06,6.073858114674441e-07,4.672253342284748e-06,1.2147716229348882e-06,1,0,1,0,2
Spain,ESP,Summer,1960,396392.2533,30455000.0,0.0130156707699885,0,0,1,1,0,0,1,1,2.5227536403017794e-06,3.283533081595797e-08,2.5227536403017794e-06,3.283533081595797e-08,1,0,0,1,1
Sweden,SWE,Summer,1960,2114002.973,7484656.0,0.2824449076884763,1,2,3,6,3,4,3,10,2.8382173897728003e-06,8.016400486542067e-07,4.730362316288e-06,1.3360667477570111e-06,6,1,2,3,10
Sweden,SWE,Summer,1960,2114002.973,7484656.0,0.2824449076884763,1,2,3,6,3,4,3,10,2.8382173897728003e-06,8.016400486542067e-07,4.730362316288e-06,1.3360667477570111e-06,12,2,4,6,20
Sweden,SWE,Winter,1960,2114002.973,7484656.0,0.2824449076884763,3,2,2,7,9,4,2,15,3.3112536214016e-06,9.352467234299078e-07,7.095543474432e-06,2.004100121635517e-06,19,5,6,8,35
Sweden,SWE,Winter,1960,2114002.973,7484656.0,0.2824449076884763,3,2,2,7,9,4,2,15,3.3112536214016e-06,9.352467234299078e-07,7.095543474432e-06,2.004100121635517e-06,26,8,8,10,50
Turkiye,TUR,Summer,1960,508290.6132,27510980.0,0.0184759180952477,7,2,0,9,21,4,0,25,1.7706406072186736e-05,3.271421083509203e-07,4.918446131162982e-05,9.087280787525562e-07,9,7,2,0,25
United Kingdom,GBR,Summer,1960,1397594.8029999998,52400000.0,0.0266716565458015,2,6,12,20,6,12,12,30,1.4310299349331512e-05,3.816793893129771e-07,2.1465449023997267e-05,5.725190839694656e-07,20,2,6,12,30
United States,USA,Summer,1960,3007123.4450000003,180671000.0,0.0166441954990009,34,21,16,71,102,42,16,160,2.361060372099224e-05,3.92979504181634e-07,5.320699430082758e-05,8.855876150572034e-07,71,34,21,16,160
United States,USA,Summer,1960,3007123.4450000003,180671000.0,0.0166441954990009,34,21,16,71,102,42,16,160,2.361060372099224e-05,3.92979504181634e-07,5.320699430082758e-05,8.855876150572034e-07,142,68,42,32,320
United States,USA,Winter,1960,3007123.4450000003,180671000.0,0.0166441954990009,3,4,3,10,9,8,3,20,3.325437143801724e-06,5.5349225941075214e-08,6.650874287603447e-06,1.1069845188215045e-07,152,71,46,35,340
United States,USA,Winter,1960,3007123.4450000003,180671000.0,0.0166441954990009,3,4,3,10,9,8,3,20,3.325437143801724e-06,5.5349225941075214e-08,6.650874287603447e-06,1.1069845188215045e-07,162,74,50,38,360
"Venezuela, RB",VEN,Summer,1960,953677.9442,8156937.0,0.1169161836360879,0,0,1,1,0,0,1,1,1.048572011213762e-06,1.2259503781873026e-07,1.048572011213762e-06,1.2259503781873026e-07,1,0,0,1,1
Argentina,ARG,Summer,1964,1179504.098,21708487.0,0.0543337772918029,0,1,0,1,0,2,0,2,8.478139259504294e-07,4.606493303747976e-08,1.6956278519008588e-06,9.212986607495953e-08,3,0,2,1,5
Australia,AUS,Summer,1964,2131277.657,11167000.0,0.1908549885376556,6,2,10,18,18,4,10,32,8.445638202455945e-06,1.6118921823229156e-06,1.5014467915477236e-05,2.8655861019074057e-06,40,14,10,16,78
Austria,AUT,Winter,1964,1269412.583,7223801.0,0.1757264053923966,4,5,3,12,12,10,3,25,9.453191311244467e-06,1.661175328611627e-06,1.9694148565092643e-05,3.4607819346075563e-06,28,8,11,9,55
Belgium,BEL,Summer,1964,1701846.276,9378113.0,0.1814700117177091,2,0,1,3,6,0,1,7,1.7627914120722852e-06,3.1989377820463457e-07,4.113179961501999e-06,7.46418815810814e-07,7,2,2,3,13
Brazil,BRA,Summer,1964,254838.581,82262794.0,0.0030978595378124,0,0,1,1,0,0,1,1,3.924052614309605e-06,1.2156163818116853e-08,3.924052614309605e-06,1.2156163818116853e-08,3,0,0,3,3
Canada,CAN,Summer,1964,2555111.146,19325000.0,0.1322179118240621,1,2,1,4,3,4,1,8,1.5654896289979238e-06,2.069857697283312e-07,3.1309792579958475e-06,4.139715394566624e-07,14,5,6,3,30
Canada,CAN,Summer,1964,2555111.146,19325000.0,0.1322179118240621,1,2,1,4,3,4,1,8,1.5654896289979238e-06,2.069857697283312e-07,3.1309792579958475e-06,4.139715394566624e-07,18,6,8,4,38
Canada,CAN,Winter,1964,2555111.146,19325000.0,0.1322179118240621,1,1,1,3,3,2,1,6,1.1741172217484428e-06,1.5523932729624837e-07,2.348234443496885e-06,3.104786545924968e-07,21,7,9,5,44
Canada,CAN,Winter,1964,2555111.146,19325000.0,0.1322179118240621,1,1,1,3,3,2,1,6,1.1741172217484428e-06,1.5523932729624837e-07,2.348234443496885e-06,3.104786545924968e-07,24,8,10,6,50
Cuba,CUB,Summer,1964,0.0,7902286.0,0.0,0,1,0,1,0,2,0,2,0.0,1.2654566033170658e-07,0.0,2.530913206634131e-07,1,0,1,0,2
Ethiopia,ETH,Summer,1964,0.0,24073696.0,0.0,1,0,0,1,3,0,0,3,0.0,4.1539113894268665e-08,0.0,1.24617341682806e-07,2,2,0,0,6
Finland,FIN,Summer,1964,1707503.938,4548543.0,0.3753957999297797,3,0,2,5,9,0,2,11,2.928250933263733e-06,1.0992531014876632e-06,6.442152053180213e-06,2.418356823272859e-06,31,9,8,14,57
Finland,FIN,Summer,1964,1707503.938,4548543.0,0.3753957999297797,3,0,2,5,9,0,2,11,2.928250933263733e-06,1.0992531014876632e-06,6.442152053180213e-06,2.418356823272859e-06,36,12,8,16,68
Finland,FIN,Winter,1964,1707503.938,4548543.0,0.3753957999297797,3,4,3,10,9,8,3,20,5.856501866527466e-06,2.1985062029753263e-06,1.1713003733054931e-05,4.397012405950653e-06,46,15,12,19,88
Finland,FIN,Winter,1964,1707503.938,4548543.0,0.3753957999297797,3,4,3,10,9,8,3,20,5.856501866527466e-06,2.1985062029753263e-06,1.1713003733054931e-05,4.397012405950653e-06,56,18,16,22,108
France,FRA,Summer,1964,1928999.402,48733997.0,0.0395822120233643,1,8,6,15,3,16,6,25,7.776052177334993e-06,3.0779334598801734e-07,1.296008696222499e-05,5.12988909980029e-07,31,3,12,16,49
France,FRA,Summer,1964,1928999.402,48733997.0,0.0395822120233643,1,8,6,15,3,16,6,25,7.776052177334993e-06,3.0779334598801734e-07,1.296008696222499e-05,5.12988909980029e-07,46,4,20,22,74
France,FRA,Winter,1964,1928999.402,48733997.0,0.0395822120233643,3,4,0,7,9,8,0,17,3.628824349422997e-06,1.436368947944081e-07,8.812859134312992e-06,3.488324587864197e-07,53,7,24,22,91
France,FRA,Winter,1964,1928999.402,48733997.0,0.0395822120233643,3,4,0,7,9,8,0,17,3.628824349422997e-06,1.436368947944081e-07,8.812859134312992e-06,3.488324587864197e-07,60,10,28,22,108
Ghana,GHA,Summer,1964,226576.967,7640196.0,0.0296559102672235,0,0,1,1,0,0,1,1,4.413511281577001e-06,1.308866945298262e-07,4.413511281577001e-06,1.308866945298262e-07,2,0,1,1,3
Hungary,HUN,Summer,1964,0.0,10119835.0,0.0,10,7,5,22,30,14,5,49,0.0,2.1739484882905698e-06,0.0,4.84197617846536e-06,43,16,15,12,90
India,IND,Summer,1964,115487.6084,489059309.0,0.000236142337493,1,0,0,1,3,0,0,3,8.65893764581586e-06,2.0447417758895987e-09,2.5976812937447583e-05,6.1342253276687965e-09,2,1,1,0,5
Ireland,IRL,Summer,1964,965135.4227,2866550.0,0.3366888499066822,0,0,1,1,0,0,1,1,1.0361240262039755e-06,3.488514067432977e-07,1.0361240262039755e-06,3.488514067432977e-07,1,0,0,1,1
Italy,ITA,Summer,1964,1222544.54,51675350.0,0.0236581762871465,10,10,7,27,30,20,7,57,2.208508493277472e-05,5.22492832656189e-07,4.66240681914133e-05,1.1030404244963992e-06,101,36,30,35,203
Italy,ITA,Summer,1964,1222544.54,51675350.0,0.0236581762871465,10,10,7,27,30,20,7,57,2.208508493277472e-05,5.22492832656189e-07,4.66240681914133e-05,1.1030404244963992e-06,128,46,40,42,260
Italy,ITA,Winter,1964,1222544.54,51675350.0,0.0236581762871465,0,1,3,4,0,2,3,5,3.2718644344851435e-06,7.740634557869469e-08,4.089830543106429e-06,9.675793197336837e-08,132,46,41,45,265
Italy,ITA,Winter,1964,1222544.54,51675350.0,0.0236581762871465,0,1,3,4,0,2,3,5,3.2718644344851435e-06,7.740634557869469e-08,4.089830543106429e-06,9.675793197336837e-08,136,46,42,48,270
Japan,JPN,Summer,1964,843616.8785,96903000.0,0.0087057870086581,16,5,8,29,48,10,8,66,3.43757939641555e-05,2.992683405054539e-07,7.823456557359526e-05,6.810934645986192e-07,47,20,12,15,99
Kenya,KEN,Summer,1964,110392.0208,9047387.0,0.0122015362888754,0,0,1,1,0,0,1,1,9.058625729949496e-06,1.1052915057131967e-07,9.058625729949496e-06,1.1052915057131967e-07,1,0,0,1,1
"Korea, Dem. People's Rep.",PRK,Winter,1964,0.0,12787523.0,0.0,0,1,0,1,0,2,0,2,0.0,7.820122786875925e-08,0.0,1.564024557375185e-07,1,0,1,0,2
"Korea, Rep.",KOR,Summer,1964,123606.8369,27984155.0,0.0044170294547039,0,2,1,3,0,4,1,5,2.4270502144044427e-05,1.072035228506989e-07,4.045083690674072e-05,1.7867253808449817e-07,3,0,2,1,5
Mexico,MEX,Summer,1964,485800.05,41333878.0,0.0117530721409687,0,0,1,1,0,0,1,1,2.058460059853843e-06,2.419322958276501e-08,2.058460059853843e-06,2.419322958276501e-08,2,0,0,2,2
New Zealand,NZL,Summer,1964,2813546.9760000003,2585400.0,1.088244362961244,3,0,2,5,9,0,2,11,1.777116231806609e-06,1.9339367215904696e-06,3.90965570997454e-06,4.254660787499033e-06,8,5,0,3,18
Norway,NOR,Winter,1964,1937884.614,3694339.0,0.5245551677850896,3,6,6,15,9,12,6,27,7.740398933782959e-06,4.060266261434048e-06,1.3932718080809326e-05,7.3084792705812865e-06,29,11,12,6,63
Pakistan,PAK,Summer,1964,102961.2072,50552592.0,0.0020367146990207,0,1,0,1,0,2,0,2,9.712395835234534e-06,1.978137936033033e-08,1.9424791670469068e-05,3.956275872066065e-08,3,1,1,1,6
Poland,POL,Summer,1964,0.0,31139450.0,0.0,7,6,10,23,21,12,10,43,0.0,7.386129170553751e-07,0.0,1.380885018842658e-06,69,15,20,34,119
Romania,ROU,Summer,1964,0.0,18919126.0,0.0,2,4,6,12,6,8,6,20,0.0,6.342787716515022e-07,0.0,1.0571312860858373e-06,22,5,5,12,37
Sweden,SWE,Summer,1964,2941048.899,7661354.0,0.3838810866851995,2,2,4,8,6,4,4,14,2.720117983322249e-06,1.0442018473496983e-06,4.760206470813936e-06,1.827353232861972e-06,34,10,10,14,64
Sweden,SWE,Summer,1964,2941048.899,7661354.0,0.3838810866851995,2,2,4,8,6,4,4,14,2.720117983322249e-06,1.0442018473496983e-06,4.760206470813936e-06,1.827353232861972e-06,42,12,12,18,78
Sweden,SWE,Winter,1964,2941048.899,7661354.0,0.3838810866851995,3,3,1,7,9,6,1,16,2.380103235406968e-06,9.13676616430986e-07,5.440235966644498e-06,2.0884036946993966e-06,49,15,15,19,94
Sweden,SWE,Winter,1964,2941048.899,7661354.0,0.3838810866851995,3,3,1,7,9,6,1,16,2.380103235406968e-06,9.13676616430986e-07,5.440235966644498e-06,2.0884036946993966e-06,56,18,18,20,110
Trinidad and Tobago,TTO,Summer,1964,779389.2566,913399.0,0.8532845520960719,0,1,2,3,0,2,2,4,3.84916776128936e-06,3.2844353891344307e-06,5.132223681719146e-06,4.379247185512574e-06,3,0,1,2,4
Tunisia,TUN,Summer,1964,0.0,4389417.0,0.0,0,1,1,2,0,2,1,3,0.0,4.556413756086514e-07,0.0,6.834620634129772e-07,2,0,1,1,3
Turkiye,TUR,Summer,1964,365133.8692,30612821.0,0.0119274819266084,2,3,1,6,6,6,1,13,1.6432329362230524e-05,1.9599631148008215e-07,3.56033802848328e-05,4.246586748735114e-07,15,9,5,1,38
United Kingdom,GBR,Summer,1964,1748288.118,54000000.0,0.0323757058888888,4,12,2,18,12,24,2,38,1.029578581166105e-05,3.3333333333333335e-07,2.1735547824617773e-05,7.037037037037037e-07,38,6,18,14,68
United Kingdom,GBR,Summer,1964,1748288.118,54000000.0,0.0323757058888888,4,12,2,18,12,24,2,38,1.029578581166105e-05,3.3333333333333335e-07,2.1735547824617773e-05,7.037037037037037e-07,56,10,30,16,106
United Kingdom,GBR,Winter,1964,1748288.118,54000000.0,0.0323757058888888,1,0,0,1,3,0,0,3,5.719881006478361e-07,1.851851851851852e-08,1.7159643019435085e-06,5.555555555555556e-08,57,11,30,16,109
United Kingdom,GBR,Winter,1964,1748288.118,54000000.0,0.0323757058888888,1,0,0,1,3,0,0,3,5.719881006478361e-07,1.851851851851852e-08,1.7159643019435085e-06,5.555555555555556e-08,58,12,30,16,112
United States,USA,Summer,1964,3573941.185,191889000.0,0.0186250446091229,36,26,28,90,108,52,28,188,2.5182283462787314e-05,4.690211528539937e-07,5.260299212226684e-05,9.79733074850565e-07,252,110,76,66,548
United States,USA,Summer,1964,3573941.185,191889000.0,0.0186250446091229,36,26,28,90,108,52,28,188,2.5182283462787314e-05,4.690211528539937e-07,5.260299212226684e-05,9.79733074850565e-07,342,146,102,94,736
United States,USA,Winter,1964,3573941.185,191889000.0,0.0186250446091229,1,2,4,7,3,4,4,11,1.95862204710568e-06,3.6479422999755066e-08,3.077834645451783e-06,5.7324807571043686e-08,349,147,104,98,747
United States,USA,Winter,1964,3573941.185,191889000.0,0.0186250446091229,1,2,4,7,3,4,4,11,1.95862204710568e-06,3.6479422999755066e-08,3.077834645451783e-06,5.7324807571043686e-08,356,148,106,102,758
Argentina,ARG,Summer,1968,1143810.428,23112971.0,0.0494878147859052,0,0,2,2,0,0,2,2,1.7485414986966702e-06,8.653149783297008e-08,1.7485414986966702e-06,8.653149783297008e-08,5,0,2,3,7
Australia,AUS,Summer,1968,2723999.484,12009000.0,0.226829834624032,5,7,5,17,15,14,5,34,6.240823502299899e-06,1.4156049629444583e-06,1.2481647004599798e-05,2.8312099258889166e-06,57,19,17,21,112
Austria,AUT,Summer,1968,1677673.528,7415403.0,0.2262417198363999,0,2,2,4,0,4,2,6,2.384254107393891e-06,5.394177497837946e-07,3.576381161090837e-06,8.09126624675692e-07,32,8,13,11,61
Austria,AUT,Summer,1968,1677673.528,7415403.0,0.2262417198363999,0,2,2,4,0,4,2,6,2.384254107393891e-06,5.394177497837946e-07,3.576381161090837e-06,8.09126624675692e-07,36,8,15,13,67
Austria,AUT,Winter,1968,1677673.528,7415403.0,0.2262417198363999,3,4,4,11,9,8,4,21,6.5566987953332e-06,1.4833988119054351e-06,1.2517334063817928e-05,2.831943186364922e-06,47,11,19,17,88
Austria,AUT,Winter,1968,1677673.528,7415403.0,0.2262417198363999,3,4,4,11,9,8,4,21,6.5566987953332e-06,1.4833988119054351e-06,1.2517334063817928e-05,2.831943186364922e-06,58,14,23,21,109
Belgium,BEL,Summer,1968,2222361.511,9618756.0,0.2310445873665991,0,1,1,2,0,2,1,3,8.99943591580677e-07,2.079270957699728e-07,1.3499153873710157e-06,3.118906436549592e-07,9,2,3,4,16
Brazil,BRA,Summer,1968,370180.4118,91659246.0,0.0040386587055276,0,1,2,3,0,2,2,4,8.10415652576677e-06,3.272992230374664e-08,1.0805542034355692e-05,4.363989640499552e-08,6,0,1,5,7
Cameroon,CMR,Summer,1968,170745.5914,6127193.0,0.0278668537779044,0,1,0,1,0,2,0,2,5.856666586824683e-06,1.6320687140098248e-07,1.1713333173649366e-05,3.2641374280196496e-07,1,0,1,0,2
Canada,CAN,Summer,1968,3462678.872,20744000.0,0.1669243575009641,1,3,1,5,3,6,1,10,1.443968726188017e-06,2.410335518704204e-07,2.887937452376034e-06,4.820671037408407e-07,29,9,13,7,60
Canada,CAN,Summer,1968,3462678.872,20744000.0,0.1669243575009641,1,3,1,5,3,6,1,10,1.443968726188017e-06,2.410335518704204e-07,2.887937452376034e-06,4.820671037408407e-07,34,10,16,8,70
Canada,CAN,Winter,1968,3462678.872,20744000.0,0.1669243575009641,1,1,1,3,3,2,1,6,8.663812357128103e-07,1.4462013112225224e-07,1.7327624714256206e-06,2.892402622445045e-07,37,11,17,9,76
Canada,CAN,Winter,1968,3462678.872,20744000.0,0.1669243575009641,1,1,1,3,3,2,1,6,8.663812357128103e-07,1.4462013112225224e-07,1.7327624714256206e-06,2.892402622445045e-07,40,12,18,10,82
Cuba,CUB,Summer,1968,0.0,8550286.0,0.0,0,4,0,4,0,8,0,8,0.0,4.678206085737951e-07,0.0,9.356412171475902e-07,5,0,5,0,10
Ethiopia,ETH,Summer,1968,0.0,26778653.0,0.0,1,1,0,2,3,2,0,5,0.0,7.468635558330736e-08,0.0,1.8671588895826842e-07,4,3,1,0,11
Finland,FIN,Summer,1968,1907077.272,4626469.0,0.4122101049418033,1,2,1,4,3,4,1,8,2.0974504068233687e-06,8.645902523068889e-07,4.194900813646737e-06,1.7291805046137778e-06,60,19,18,23,116
Finland,FIN,Summer,1968,1907077.272,4626469.0,0.4122101049418033,1,2,1,4,3,4,1,8,2.0974504068233687e-06,8.645902523068889e-07,4.194900813646737e-06,1.7291805046137778e-06,64,20,20,24,124
Finland,FIN,Winter,1968,1907077.272,4626469.0,0.4122101049418033,1,2,2,5,3,4,2,9,2.6218130085292107e-06,1.0807378153836112e-06,4.71926341535258e-06,1.9453280676905e-06,69,21,22,26,133
Finland,FIN,Winter,1968,1907077.272,4626469.0,0.4122101049418033,1,2,2,5,3,4,2,9,2.6218130085292107e-06,1.0807378153836112e-06,4.71926341535258e-06,1.9453280676905e-06,74,22,24,28,142
France,FRA,Summer,1968,2553975.8430000003,50817020.0,0.050258276518379,7,3,5,15,21,6,5,32,5.873195723879836e-06,2.951766947373144e-07,1.2529484210943647e-05,6.297102821062707e-07,75,17,31,27,140
France,FRA,Summer,1968,2553975.8430000003,50817020.0,0.050258276518379,7,3,5,15,21,6,5,32,5.873195723879836e-06,2.951766947373144e-07,1.2529484210943647e-05,6.297102821062707e-07,90,24,34,32,172
France,FRA,Winter,1968,2553975.8430000003,50817020.0,0.050258276518379,4,3,2,9,12,6,2,20,3.523917434327901e-06,1.7710601684238864e-07,7.83092763183978e-06,3.935689263164192e-07,99,28,37,34,192
France,FRA,Winter,1968,2553975.8430000003,50817020.0,0.050258276518379,4,3,2,9,12,6,2,20,3.523917434327901e-06,1.7710601684238864e-07,7.83092763183978e-06,3.935689263164192e-07,108,32,40,36,212
