Country_Name,Country_Code,Season,Year,GDP,Population,GDP_per_capita,Gold,Silver,Bronze,Total_Medals,Gold_Score,Silver_Score,Bronze_Score,Weighted_Medal_Score,Medal_count_per_GDP,Medal_count_per_capita,Medal_score_per_GDP,Medal_score_per_capita,net_medal_count,net_gold,net_silver,net_bronze,net_medal_score
France,FRA,Winter,1994,23496367.68,59327585.0,0.3960445664525195,0,1,4,5,0,2,4,6,2.1279884908576646e-07,8.42778279277675e-08,2.553586189029197e-07,1.01133393513321e-07,369,98,111,160,676
Italy,ITA,Winter,1994,19337630.9,56843400.0,0.3401913133274927,7,5,8,20,21,10,8,39,1.034252856693009e-06,3.518438376311059e-07,2.016793070551368e-06,6.860954833806563e-07,482,171,137,174,961
Japan,JPN,Winter,1994,39933515.06,125178000.0,0.3190138447650545,1,2,2,5,3,4,2,9,1.2520811134425592e-07,3.9943120995702126e-08,2.2537460041966067e-07,7.189761779226381e-08,321,105,90,126,621
Kazakhstan,KAZ,Winter,1994,1316183.6290000002,16145766.0,0.0815188098848949,1,2,0,3,3,4,0,7,2.2793172122033736e-06,1.858072264889755e-07,5.318406828474539e-06,4.335501951409428e-07,3,1,2,0,7
"Korea, Rep.",KOR,Winter,1994,10385336.17,44641540.0,0.2326383939711757,4,1,1,6,12,2,1,15,5.777376776047106e-07,1.3440396545459678e-07,1.4443441940117766e-06,3.36009913636492e-07,136,51,34,51,272
Norway,NOR,Winter,1994,29315841.91,4336613.0,6.760077947928487,10,11,5,26,30,22,5,57,8.868924890446716e-07,5.995462357374292e-06,1.944341225982549e-06,1.3143898245012871e-05,245,84,98,63,511
Russian Federation,RUS,Winter,1994,2662104.004,148407912.0,0.0179377498687536,11,8,4,23,33,16,4,53,8.63978265516331e-06,1.5497826018871554e-07,1.990906437928937e-05,3.571238169566054e-07,23,11,8,4,53
Sweden,SWE,Winter,1994,26083614.39,8780745.0,2.97054684881522,2,1,0,3,6,2,0,8,1.1501473511854045e-07,3.416566589736976e-07,3.0670596031610786e-07,9.110844239298602e-07,289,84,95,110,552
Ukraine,UKR,Winter,1994,1011979.37,51921400.0,0.019490602526126,1,0,1,2,3,0,1,4,1.9763248731048736e-06,3.851976256418355e-08,3.952649746209747e-06,7.70395251283671e-08,2,1,0,1,4
United Kingdom,GBR,Winter,1994,19709238.1,57865745.0,0.3406028575282319,0,0,2,2,0,0,2,2,1.0147525692532988e-07,3.4562762477178856e-08,1.0147525692532988e-07,3.4562762477178856e-08,283,63,99,121,508
United States,USA,Winter,1994,27694853.42,263126000.0,0.1052531996838016,6,5,2,13,18,10,2,30,4.694012928269184e-07,4.940598800574629e-08,1.083233752677504e-06,1.1401381847479918e-07,1823,732,593,498,3880
Uzbekistan,UZB,Winter,1994,576447.1105,22377000.0,0.0257606967198462,1,0,0,1,3,0,0,3,1.7347645287572311e-06,4.468874290566206e-08,5.204293586271694e-06,1.340662287169862e-07,1,1,0,0,3
Argentina,ARG,Summer,1996,7690157.003,35389362.0,0.2173013744356284,0,2,1,3,0,4,1,5,3.901090704428626e-07,8.477123718703943e-08,6.501817840714376e-07,1.412853953117324e-07,12,0,6,6,18
Armenia,ARM,Summer,1996,484091.641,3298898.0,0.1467434400821122,1,1,0,2,3,2,0,5,4.131449152620258e-06,6.062630611798243e-07,1.0328622881550644e-05,1.5156576529495606e-06,2,1,1,0,5
Australia,AUS,Summer,1996,22020093.720000003,18224767.0,1.208251042112089,9,9,23,41,27,18,23,68,1.8619357629146364e-06,2.249685825887376e-06,3.088088582395006e-06,3.73118624781321e-06,195,52,59,84,358
Austria,AUT,Summer,1996,29809076.77,7959017.0,3.745321409666545,0,1,2,3,0,2,2,4,1.0064048689422059e-07,3.769309702441897e-07,1.3418731585896077e-07,5.02574626992253e-07,198,52,75,71,377
Azerbaijan,AZE,Summer,1996,409163.1891,7763000.0,0.0527068387350251,0,1,0,1,0,2,0,2,2.444012625377203e-06,1.288161793121216e-07,4.888025250754406e-06,2.576323586242432e-07,1,0,1,0,2
Belarus,BLR,Summer,1996,1452507.105,10159569.0,0.1429693626767041,1,6,8,15,3,12,8,23,1.0326971860147975e-05,1.4764405852256137e-06,1.5834690185560228e-05,2.263875564012607e-06,17,1,8,8,27
Belgium,BEL,Summer,1996,27489555.18,10156637.0,2.7065607621892958,2,2,2,6,6,4,2,12,2.1826471766139362e-07,5.907467205926528e-07,4.3652943532278723e-07,1.1814934411853057e-06,33,6,12,15,57
Brazil,BRA,Summer,1996,5121905.407000001,166037122.0,0.0308479534293541,3,3,9,15,9,6,9,24,2.928597622966604e-06,9.034124308659121e-08,4.685756196746567e-06,1.4454598893854592e-07,46,9,12,25,76
Burundi,BDI,Summer,1996,146536.1825,5930507.0,0.0247088794431909,1,0,0,1,3,0,0,3,6.824253115779101e-06,1.68619647527606e-07,2.0472759347337305e-05,5.05858942582818e-07,1,1,0,0,3
Canada,CAN,Summer,1996,21227347.53,29610218.0,0.7168926459778174,3,11,8,22,9,22,8,39,1.0363989174298878e-06,7.429867622048578e-07,1.8372526263529828e-06,1.3171128966358842e-06,293,68,114,111,543
China,CHN,Summer,1996,709413.7551,1217550000.0,0.0005826567739312,16,22,12,50,48,44,12,104,7.048073094234257e-05,4.106607531518213e-08,0.00014659992036,8.541743665557884e-08,227,68,92,67,455
Cuba,CUB,Summer,1996,2281975.5500000003,10963031.0,0.2081518833614536,9,8,8,25,27,16,8,51,1.0955419745842589e-05,2.280391253112392e-06,2.234905628151888e-05,4.651998156349279e-06,102,40,31,31,213
Czechia,CZE,Summer,1996,6532837.055,10315241.0,0.6333188972511645,4,3,4,11,12,6,4,22,1.6838013725722722e-06,1.0663832284674686e-06,3.3676027451445443e-06,2.132766456934937e-06,11,4,3,4,22
Ecuador,ECU,Summer,1996,2142328.641,11775221.0,0.1819353234219553,1,0,0,1,3,0,0,3,4.6678179102026964e-07,8.49240961167523e-08,1.4003453730608086e-06,2.5477228835025684e-07,1,1,0,0,3
Ethiopia,ETH,Summer,1996,144031.64870000002,59347649.0,0.0024269141427994,2,0,1,3,6,0,1,7,2.0828755534477197e-05,5.054960138353585e-08,4.860042958044678e-05,1.17949069894917e-07,16,8,1,7,33
Finland,FIN,Summer,1996,25783450.49,5124573.0,5.0313363650005565,1,2,1,4,3,4,1,8,1.5513827373692216e-07,7.805528382559873e-07,3.102765474738444e-07,1.561105676511975e-06,266,83,81,102,513
France,FRA,Summer,1996,26870285.24,59756533.0,0.4496627212291583,15,7,15,37,45,14,15,74,1.3769857546923458e-06,6.191791615487465e-07,2.753971509384692e-06,1.238358323097493e-06,406,113,118,175,750
Georgia,GEO,Summer,1996,689059.4414,4491699.0,0.1534073056542747,0,0,2,2,0,0,2,2,2.9025072146700288e-06,4.452658114446226e-07,2.9025072146700288e-06,4.452658114446226e-07,2,0,0,2,2
"Hong Kong SAR, China",HKG,Summer,1996,24818154.55,6435500.0,3.856445427705695,1,0,0,1,3,0,0,3,4.029308456377551e-08,1.55388081734131e-07,1.2087925369132653e-07,4.66164245202393e-07,1,1,0,0,3
Hungary,HUN,Summer,1996,4525039.103,10311238.0,0.4388453746291182,7,4,10,21,21,8,10,39,4.640843873830277e-06,2.036612868406296e-06,8.618710051399084e-06,3.7822810413259776e-06,272,79,87,106,517
India,IND,Summer,1996,399577.5035,983281218.0,0.0004063715406999,0,0,1,1,0,0,1,1,2.502643395188038e-06,1.0170030523251586e-09,2.502643395188038e-06,1.0170030523251586e-09,6,2,1,3,11
Ireland,IRL,Summer,1996,20835897.71,3637510.0,5.728066097412791,3,0,1,4,9,0,1,10,1.9197636961330618e-07,1.0996533342863663e-06,4.799409240332655e-07,2.749133335715916e-06,10,4,3,3,21
Israel,ISR,Summer,1996,20116981.87,5692000.0,3.534255423401265,0,0,1,1,0,0,1,1,4.970924597249239e-08,1.7568517217146873e-07,4.970924597249239e-08,1.7568517217146873e-07,3,0,1,2,4
Italy,ITA,Summer,1996,23081604.68,56860281.0,0.405935466270383,13,10,12,35,39,20,12,71,1.5163590437161928e-06,6.155439154442448e-07,3.076042631538562e-06,1.2486747999011822e-06,517,184,147,186,1032
Jamaica,JAM,Summer,1996,2919144.486,2532894.0,1.1524937427306472,1,3,2,6,3,6,2,11,2.055396719407194e-06,2.368831857945891e-06,3.768227318913189e-06,4.342858406234134e-06,22,2,11,9,37
Japan,JPN,Summer,1996,39150039.63,125757000.0,0.311314993439729,3,6,5,14,9,12,5,26,3.575986163056663e-07,1.113258108892547e-07,6.641117159962373e-07,2.0674793450861585e-07,335,108,96,131,647
Kazakhstan,KAZ,Summer,1996,1350305.67,15578227.0,0.0866790341416901,3,4,4,11,9,8,4,21,8.146303643974183e-06,7.061137316846134e-07,1.555203422940526e-05,1.3480353059433528e-06,14,4,6,4,28
Kenya,KEN,Summer,1996,436195.4516,27615736.0,0.0157951774886608,1,4,3,8,3,8,3,14,1.834040215379449e-05,2.89689907232601e-07,3.209570376914035e-05,5.069573376570517e-07,47,14,17,16,92
"Korea, Dem. People's Rep.",PRK,Summer,1996,0.0,22614347.0,0.0,2,1,2,5,6,2,2,10,0.0,2.210985795875512e-07,0.0,4.421971591751024e-07,38,12,7,19,69
"Korea, Rep.",KOR,Summer,1996,13403049.59,45524681.0,0.2944128173023332,7,15,5,27,21,30,5,56,2.0144669180471188e-06,5.930848807046006e-07,4.178153607801432e-06,1.2301019747947272e-06,163,58,49,56,328
Lithuania,LTU,Summer,1996,2327434.8570000003,3601613.0,0.6462201399761719,0,0,1,1,0,0,1,1,4.296575678551848e-07,2.776533736411991e-07,4.296575678551848e-07,2.776533736411991e-07,3,1,0,2,5
Mexico,MEX,Summer,1996,4487291.779,91586555.0,0.0489950929915422,0,0,1,1,0,0,1,1,2.2285156598906333e-07,1.0918633198944976e-08,2.2285156598906333e-07,1.0918633198944976e-08,28,6,9,13,49
Moldova,MDA,Summer,1996,575145.4551,2947293.0,0.1951436301378926,0,1,1,2,0,2,1,3,3.4773812124660917e-06,6.785887931739397e-07,5.216071818699137e-06,1.0178831897609091e-06,2,0,1,1,3
Morocco,MAR,Summer,1996,1585718.384,26999093.0,0.0587322834881897,0,0,2,2,0,0,2,2,1.2612580015342748e-06,7.407656249785872e-08,1.2612580015342748e-06,7.407656249785872e-08,11,4,2,5,21
Mozambique,MOZ,Summer,1996,239857.4043,16079553.0,0.0149169199106467,0,0,1,1,0,0,1,1,4.169143758219183e-06,6.219078353732845e-08,4.169143758219183e-06,6.219078353732845e-08,1,0,0,1,1
Namibia,NAM,Summer,1996,2417605.515,1650066.0,1.4651568573620692,0,2,0,2,0,4,0,4,8.272648236410066e-07,1.2120727292120436e-06,1.6545296472820131e-06,2.424145458424087e-06,4,0,4,0,8
New Zealand,NZL,Summer,1996,18794436.04,3732000.0,5.036022518756699,3,2,1,6,9,4,1,14,3.192434179578607e-07,1.607717041800643e-06,7.449013085683417e-07,3.751339764201501e-06,70,25,17,28,137
Norway,NOR,Summer,1996,37321974.2,4381336.0,8.518400369202451,2,2,3,7,6,4,3,13,1.875570665819709e-07,1.59768618521839e-06,3.483202665093746e-07,2.967131486834153e-06,252,86,100,66,524
Poland,POL,Summer,1996,4147465.501,38624370.0,0.107379499031311,7,5,5,17,21,10,5,36,4.098888826417269e-06,4.4013662876572484e-07,8.679999867707159e-06,9.320540373862408e-07,241,58,68,115,425
Romania,ROU,Summer,1996,1633010.644,22619004.0,0.0721963992755825,4,7,9,20,12,14,9,35,1.224731759923544e-05,8.842122314492716e-07,2.1432805798662022e-05,1.5473714050362252e-06,237,61,78,98,437
Russian Federation,RUS,Summer,1996,2643929.199,148160129.0,0.0178450789483316,26,21,16,63,78,42,16,136,2.382817210983871e-05,4.252156124945058e-07,5.143859376092166e-05,9.179257666548065e-07,86,37,29,20,189
Slovak Republic,SVK,Summer,1996,5196940.38,5373361.0,0.9671675474623797,1,1,1,3,3,2,1,6,5.772627316536582e-07,5.583097804149023e-07,1.1545254633073163e-06,1.1166195608298046e-06,3,1,1,1,6
Spain,ESP,Summer,1996,16109084.4,39889852.0,0.4038391619001243,5,6,6,17,15,12,6,33,1.055305166816309e-06,4.261735541159691e-07,2.0485335591140117e-06,8.272780756368813e-07,85,36,28,21,185
Sweden,SWE,Summer,1996,32998968.16,8840998.0,3.7324935669027406,2,4,2,8,6,8,2,16,2.424318227530906e-07,9.048752188384162e-07,4.848636455061812e-07,1.8097504376768324e-06,297,86,99,112,568
Syrian Arab Republic,SYR,Summer,1996,4184294.44,14708879.0,0.2844740540730534,1,0,0,1,3,0,0,3,2.389889178066542e-07,6.798614632699066e-08,7.169667534199626e-07,2.0395843898097202e-07,2,1,1,0,5
Thailand,THA,Summer,1996,3039890.1,60211096.0,0.0504872075406167,1,0,1,2,3,0,1,4,6.579185214623384e-07,3.32164689378848e-08,1.3158370429246767e-06,6.64329378757696e-08,6,1,1,4,9
Trinidad and Tobago,TTO,Summer,1996,4385098.699999999,1313434.0,3.3386517327859635,0,0,2,2,0,0,2,2,4.5609007614811516e-07,1.5227259230383864e-06,4.5609007614811516e-07,1.5227259230383864e-06,6,1,1,4,9
Tunisia,TUN,Summer,1996,2077007.469,9430550.0,0.2202424534093982,0,0,1,1,0,0,1,1,4.814619181323705e-07,1.060383540726681e-07,4.814619181323705e-07,1.060383540726681e-07,6,1,2,3,10
Turkiye,TUR,Summer,1996,3009855.034,60293786.0,0.0499198214887351,4,1,1,6,12,2,1,15,1.9934514892653133e-06,9.951274249057773e-08,4.983628723163284e-06,2.487818562264443e-07,35,18,10,7,81
Uganda,UGA,Summer,1996,284456.8035,21249572.0,0.0133864721369446,0,0,1,1,0,0,1,1,3.515472253417205e-06,4.7059771368571566e-08,3.515472253417205e-06,4.7059771368571566e-08,6,1,3,2,11
Ukraine,UKR,Summer,1996,872698.7305000001,51057800.0,0.0170923684628009,9,2,12,23,27,4,12,43,2.6355028598268367e-05,4.504698596492602e-07,4.927244477067565e-05,8.421827810833996e-07,25,10,2,13,47
United Kingdom,GBR,Summer,1996,24440328.14,58166950.0,0.4201755144459181,1,8,6,15,3,16,6,25,6.137397138891278e-07,2.578784000192549e-07,1.0228995231485463e-06,4.297973333654249e-07,298,64,107,127,533
United States,USA,Summer,1996,29967712.72,269394000.0,0.1112412032933175,44,32,25,101,132,64,25,221,3.3702939207834213e-06,3.74915551200101e-07,7.37460352963501e-06,8.203597704477457e-07,1924,776,625,523,4101
Uzbekistan,UZB,Summer,1996,600598.1577999999,23225000.0,0.0258599852658772,0,1,1,2,0,2,1,3,3.3300135440408777e-06,8.61141011840689e-08,4.995020316061317e-06,1.2917115177610334e-07,3,1,1,1,6
Australia,AUS,Winter,1998,21478385.16,18607584.0,1.154281241455097,0,0,1,1,0,0,1,1,4.655843502901408e-08,5.374152818549684e-08,4.655843502901408e-08,5.374152818549684e-08,196,52,59,85,359
Austria,AUT,Winter,1998,27361875.11,7976789.0,3.4301866465315807,3,5,9,17,9,10,9,28,6.213024484490457e-07,2.131183362127292e-06,1.023321679798428e-06,3.510184361150834e-06,215,55,80,80,405
Belarus,BLR,Winter,1998,1511325.316,10071963.0,0.1500527073024394,0,0,2,2,0,0,2,2,1.3233418237797852e-06,1.985710233447045e-07,1.3233418237797852e-06,1.985710233447045e-07,19,1,8,10,29
Belgium,BEL,Winter,1998,25338443.29,10203008.0,2.4834287388581875,0,0,1,1,0,0,1,1,3.946572362614941e-08,9.801031225301403e-08,3.946572362614941e-08,9.801031225301403e-08,34,6,12,16,58
Canada,CAN,Winter,1998,21024585.07,30155173.0,0.6972132134675533,6,5,4,15,18,10,4,32,7.134504652557217e-07,4.974270915308627e-07,1.5220276592122062e-06,1.0611777952658404e-06,308,74,119,115,575
China,CHN,Winter,1998,828580.4793,1241935000.0,0.0006671689575541,0,6,2,8,0,12,2,14,9.65506694866689e-06,6.4415609512575144e-09,1.6896367160167055e-05,1.1272731664700648e-08,235,68,98,69,469
Czechia,CZE,Winter,1998,6489703.619,10294373.0,0.6304127137223413,1,1,1,3,3,2,1,6,4.622707254637725e-07,2.9142134251401225e-07,9.24541450927545e-07,5.828426850280245e-07,14,5,4,5,28
Finland,FIN,Winter,1998,26009269.49,5153498.0,5.046915607612537,2,4,6,12,6,8,6,20,4.613739730219544e-07,2.3285155053907075e-06,7.689566217032573e-07,3.880859175651179e-06,278,85,85,108,533
France,FRA,Winter,1998,24971574.49,60192790.0,0.4148598941833398,2,1,5,8,6,2,5,13,3.203642606998467e-07,1.329062832940623e-07,5.205919236372508e-07,2.1597271035285122e-07,414,115,119,180,763
Italy,ITA,Winter,1998,22318137.3,56906744.0,0.392187915372561,2,6,2,10,6,12,2,20,4.4806606687557217e-07,1.757260967171132e-07,8.961321337511443e-07,3.514521934342264e-07,527,186,153,188,1052
Japan,JPN,Winter,1998,32423755.61,126400000.0,0.2565170538765822,5,1,4,10,15,2,4,21,3.084158454770687e-07,7.911392405063292e-08,6.476732755018444e-07,1.661392405063291e-07,345,113,97,135,668
Kazakhstan,KAZ,Winter,1998,1468669.291,15071640.0,0.0974458845221886,0,0,2,2,0,0,2,2,1.36177695840445e-06,1.3269956023365738e-07,1.36177695840445e-06,1.3269956023365738e-07,16,4,6,6,30
"Korea, Rep.",KOR,Winter,1998,8281699.982,46286503.0,0.1789225680324132,3,1,2,6,9,2,2,13,7.244889350061945e-07,1.296274207623765e-07,1.5697260258467547e-06,2.8085941165181565e-07,169,61,50,58,341
Norway,NOR,Winter,1998,34788359.85,4431464.0,7.850308577481392,10,10,5,25,30,20,5,55,7.186311774339082e-07,5.641476496254962e-06,1.5809885903545982e-06,1.2411248291760916e-05,277,96,110,71,579
Russian Federation,RUS,Winter,1998,1834861.816,147670784.0,0.0124253543341382,9,6,3,18,27,12,3,42,9.810003043847744e-06,1.2189276383878346e-07,2.2890007102311404e-05,2.8441644895716135e-07,104,46,35,23,231
Sweden,SWE,Winter,1998,30596527.2,8850974.0,3.4568542625930205,0,2,1,3,0,4,1,5,9.805034343897696e-08,3.389457476657371e-07,1.634172390649616e-07,5.649095794428952e-07,300,86,101,113,573
Ukraine,UKR,Winter,1998,835250.9765999999,50144500.0,0.0166568811454895,0,1,0,1,0,2,0,2,1.1972449335774893e-06,1.994236656063975e-08,2.3944898671549785e-06,3.98847331212795e-08,26,10,3,13,49
United Kingdom,GBR,Winter,1998,28297866.0,58487141.0,0.4838305568740315,0,0,1,1,0,0,1,1,3.533835378257852e-08,1.7097775389636502e-08,3.533835378257852e-08,1.7097775389636502e-08,299,64,107,128,534
United States,USA,Winter,1998,32853676.95,275854000.0,0.1190980625620799,6,3,4,13,18,6,4,28,3.956939133414106e-07,4.712637844656956e-08,8.522638133507306e-07,1.0150296896184213e-07,1937,782,628,527,4129
Argentina,ARG,Summer,2000,7666517.834,37070774.0,0.2068076008879663,0,2,2,4,0,4,2,6,5.217492591304654e-07,1.0790171254584543e-07,7.826238886956981e-07,1.6185256881876813e-07,16,0,8,8,24
Armenia,ARM,Summer,2000,603298.0252,3168523.0,0.1904035492877911,0,0,1,1,0,0,1,1,1.6575555666181549e-06,3.1560446302583253e-07,1.6575555666181549e-06,3.1560446302583253e-07,3,1,1,1,6
Australia,AUS,Summer,2000,21853781.67,19028802.0,1.1484580936834594,16,25,17,58,48,50,17,115,2.6540029032879048e-06,3.048011114940394e-06,5.262247135829466e-06,6.043470314105954e-06,254,68,84,102,474
Austria,AUT,Summer,2000,24625600.72,8011566.0,3.073756206963782,2,1,0,3,6,2,0,8,1.21824439294328e-07,3.744586264408232e-07,3.248651714515414e-07,9.985563371755285e-07,218,57,81,80,413
Azerbaijan,AZE,Summer,2000,655119.9452,8048600.0,0.0813955153939815,2,0,1,3,6,0,1,7,4.57931409657225e-06,3.7273563104142337e-07,1.068506622533525e-05,8.697164724299879e-07,4,2,1,1,9
Belarus,BLR,Summer,2000,1276288.034,9979610.0,0.1278895702337065,3,3,11,17,9,6,11,26,1.3319877290332724e-05,1.7034733822263597e-06,2.037157703227358e-05,2.6053122316403144e-06,36,4,11,21,55
Belgium,BEL,Summer,2000,23098886.51,10251250.0,2.253275113766614,0,2,3,5,0,4,3,7,2.1646065050951242e-07,4.877453969028168e-07,3.030449107133173e-07,6.828435556639435e-07,39,6,14,19,65
Brazil,BRA,Summer,2000,3726811.42,175873720.0,0.0211902689043024,0,6,6,12,0,12,6,18,3.219910708548811e-06,6.823077376199242e-08,4.829866062823216e-06,1.0234616064298863e-07,58,9,18,31,94
Cameroon,CMR,Summer,2000,700163.2135999999,15091594.0,0.0463942518994348,1,0,0,1,3,0,0,3,1.4282384172375208e-06,6.62620529017677e-08,4.284715251712562e-06,1.987861587053031e-07,3,1,1,1,6
Canada,CAN,Summer,2000,24271002.06,30685730.0,0.7909540382451387,3,3,8,14,9,6,8,23,5.768200243809794e-07,4.56238127624795e-07,9.476328971973232e-07,7.495340668121631e-07,322,77,122,123,598
Channel Islands,CHI,Summer,2000,44316153.59,145306.0,304.9850218848499,0,0,1,1,0,0,1,1,2.2565135260873615e-08,6.882028271372139e-06,2.2565135260873615e-08,6.882028271372139e-06,2,0,1,1,3
China,CHN,Summer,2000,959372.4836,1262645000.0,0.0007598117314051,28,16,14,58,84,32,14,130,6.045618463264418e-05,4.593531831987613e-08,0.0001355052414179,1.0295847209627409e-07,293,96,114,83,599
Colombia,COL,Summer,2000,2547143.528,39215135.0,0.0649530730418242,1,0,0,1,3,0,0,3,3.925966436548605e-07,2.5500358471289213e-08,1.1777899309645813e-06,7.650107541386764e-08,7,1,2,4,11
Cuba,CUB,Summer,2000,2752203.783,11105791.0,0.2478169977266815,11,11,7,29,33,22,7,62,1.0537010442006212e-05,2.611250292752673e-06,2.252740163463397e-05,5.582673039678128e-06,131,51,42,38,275
Czechia,CZE,Summer,2000,6029038.193,10255063.0,0.5879084500017211,2,3,3,8,6,6,3,15,1.326911481384938e-06,7.801024723105065e-07,2.4879590275967587e-06,1.4626921355821998e-06,22,7,7,8,43
Estonia,EST,Summer,2000,4070609.024,1396985.0,2.9138530649935395,1,0,2,3,3,0,2,5,7.369904558045809e-07,2.1474818985171635e-06,1.228317426340968e-06,3.579136497528606e-06,5,2,0,3,9
Ethiopia,ETH,Summer,2000,122962.2935,67031867.0,0.0018343856288532,4,1,3,8,12,2,3,17,6.506059518156272e-05,1.193462208056953e-07,0.0001382537647608,2.536107192121025e-07,24,12,2,10,50
Finland,FIN,Summer,2000,24345914.82,5176209.0,4.703425773572898,2,1,1,4,6,2,1,9,1.642986114743993e-07,7.727663237709296e-07,3.696718758173984e-07,1.7387242284845918e-06,282,87,86,109,542
France,FRA,Summer,2000,22416425.42,60921384.0,0.3679566015768781,13,14,11,38,39,28,11,78,1.6951855297185916e-06,6.23754706557553e-07,3.479591350475004e-06,1.2803386081970822e-06,452,128,133,191,841
Georgia,GEO,Summer,2000,749908.535,4077131.0,0.1839304488867294,0,0,6,6,0,0,6,6,8.000975745662102e-06,1.4716230604314653e-06,8.000975745662102e-06,1.4716230604314653e-06,8,0,0,8,8
Hungary,HUN,Summer,2000,4624281.657000001,10210971.0,0.4528738409892654,8,6,3,17,24,12,3,39,3.676246660768656e-06,1.6648759456862623e-06,8.433742339410446e-06,3.8194212871626016e-06,289,87,93,109,556
Iceland,ISL,Summer,2000,32096372.26,281205.0,114.13869689372522,0,0,1,1,0,0,1,1,3.11561690492432e-08,3.5561245354812328e-06,3.11561690492432e-08,3.5561245354812328e-06,2,0,0,2,2
India,IND,Summer,2000,442034.7789,1059633675.0,0.0004171581078715,0,0,1,1,0,0,1,1,2.2622654318931467e-06,9.43722367071809e-10,2.2622654318931467e-06,9.43722367071809e-10,7,2,1,4,12
Ireland,IRL,Summer,2000,26334567.21,3805174.0,6.920726150762095,0,1,0,1,0,2,0,2,3.797290428301669e-08,2.628000716918596e-07,7.594580856603338e-08,5.256001433837191e-07,11,4,4,3,23
Israel,ISR,Summer,2000,21630747.61,6289000.0,3.4394574034027667,0,0,1,1,0,0,1,1,4.623048717639769e-08,1.590077913817777e-07,4.623048717639769e-08,1.590077913817777e-07,4,0,1,3,5
Italy,ITA,Summer,2000,20137591.22,56942108.0,0.3536502586100254,13,8,13,34,39,16,13,68,1.6883846547760046e-06,5.970976697947326e-07,3.376769309552009e-06,1.1941953395894651e-06,561,199,161,201,1120
Jamaica,JAM,Summer,2000,3447303.896,2612205.0,1.3196911789082402,0,6,3,9,0,12,3,15,2.6107358885426216e-06,3.4453651225688643e-06,4.351226480904369e-06,5.7422752042814406e-06,31,2,17,12,52
Japan,JPN,Summer,2000,39169359.57,126843000.0,0.3088019013268371,5,8,5,18,15,16,5,36,4.595428722247041e-07,1.419077126841844e-07,9.19085744449408e-07,2.838154253683688e-07,363,118,105,140,704
Kazakhstan,KAZ,Summer,2000,1229001.247,14883626.0,0.082574047950412,3,4,0,7,9,8,0,17,5.69568177175332e-06,4.7031549973104674e-07,1.3832370017115208e-05,1.1421947850611135e-06,23,7,10,6,47
Kenya,KEN,Summer,2000,411821.5792,30851606.0,0.013348464880564,2,3,2,7,6,6,2,14,1.6997652268727935e-05,2.2689256436115518e-07,3.399530453745587e-05,4.5378512872231036e-07,54,16,20,18,106
"Korea, Dem. People's Rep.",PRK,Summer,2000,0.0,23367059.0,0.0,0,1,3,4,0,2,3,5,0.0,1.7118114864176958e-07,0.0,2.13976435802212e-07,42,12,8,22,74
"Korea, Rep.",KOR,Summer,2000,12256993.57,47008111.0,0.2607420998048613,8,10,10,28,24,20,10,54,2.2844101075921506e-06,5.956418882690266e-07,4.405648064642005e-06,1.14873792737598e-06,197,69,60,68,395
Kyrgyz Republic,KGZ,Summer,2000,279619.56930000003,4898400.0,0.0570838578515433,0,0,1,1,0,0,1,1,3.5762876057044263e-06,2.0414829332026786e-07,3.5762876057044263e-06,2.0414829332026786e-07,1,0,0,1,1
Lithuania,LTU,Summer,2000,3293229.9790000003,3499536.0,0.9410476071684932,2,0,3,5,6,0,3,9,1.5182662710723488e-06,1.4287608414372648e-06,2.732879287930228e-06,2.5717695145870767e-06,8,3,0,5,14
Mexico,MEX,Summer,2000,7232878.808999999,97873442.0,0.0739003212842969,1,2,3,6,3,4,3,10,8.295452140763224e-07,6.130365784009108e-08,1.3825753567938707e-06,1.0217276306681848e-07,34,7,11,16,59
Moldova,MDA,Summer,2000,440538.684,2924668.0,0.1506286128887108,0,1,1,2,0,2,1,3,4.539896432795445e-06,6.838383023303842e-07,6.8098446491931685e-06,1.0257574534955762e-06,4,0,2,2,6
Morocco,MAR,Summer,2000,1348049.8050000002,28554415.0,0.0472098554636822,0,1,4,5,0,2,4,6,3.709061773129369e-06,1.7510427021530646e-07,4.450874127755242e-06,2.1012512425836774e-07,16,4,3,9,27
Mozambique,MOZ,Summer,2000,318342.6885,17768505.0,0.0179161211649488,1,0,0,1,3,0,0,3,3.141268941064434e-06,5.627935495980106e-08,9.423806823193302e-06,1.688380648794032e-07,2,1,0,1,4
New Zealand,NZL,Summer,2000,13641102.72,3857700.0,3.5360714207947743,1,0,3,4,3,0,3,6,2.932314257948788e-07,1.0368872644321746e-06,4.3984713869231836e-07,1.555330896648262e-06,74,26,17,31,143
North Macedonia,MKD,Summer,2000,1861898.065,2026350.0,0.9188432723863104,0,0,1,1,0,0,1,1,5.370863307707449e-07,4.934981617193476e-07,5.370863307707449e-07,4.934981617193476e-07,1,0,0,1,1
Norway,NOR,Summer,2000,38131460.61,4490967.0,8.490701581641549,4,3,3,10,12,6,3,21,2.622506413346646e-07,2.2266919351667468e-06,5.507263468027956e-07,4.676053063850168e-06,287,100,113,74,600
Poland,POL,Summer,2000,4501454.067,38258629.0,0.1176585304977865,6,5,3,14,18,10,3,31,3.110106154949687e-06,3.659305198835013e-07,6.886663628817164e-06,8.102747225991815e-07,255,64,73,118,456
