,Country_Name,Country_Code,Season,Year,GDP,Population,GDP_per_capita,Gold,Silver,Bronze,Total_Medals,Gold_Score,Silver_Score,Bronze_Score,Total_Score,Medals_per_GDP
204,Japan,JPN,Winter,1972,2967041.996,107188000.0,0.02768072914878531,1,1,1,3,3,3,3,9,3.0333241026359915e-06
205,Japan,JPN,Winter,1972,2967041.996,107188000.0,0.02768072914878531,1,1,1,3,3,3,3,9,3.0333241026359915e-06
206,Kenya,KEN,Summer,1972,171005.09170000002,12322903.0,0.013877013533255923,2,3,4,9,6,9,12,27,0.00015789003550471472
207,"Korea, Rep.",KOR,Summer,1972,324196.2768,33505406.0,0.009675939363337367,0,1,0,1,0,3,0,3,9.253653464536025e-06
208,Lebanon,LBN,Summer,1972,0.0,2505965.0,0.0,0,1,0,1,0,3,0,3,0.0
209,Mexico,MEX,Summer,1972,844174.4381,53543436.0,0.015766161105163292,0,1,0,1,0,3,0,3,3.553767876165688e-06
210,Norway,NOR,Summer,1972,4413575.692000001,3933004.0,1.122189474508544,2,1,1,4,6,3,3,12,2.718883924830171e-06
211,Norway,NOR,Summer,1972,4413575.692000001,3933004.0,1.122189474508544,2,1,1,4,6,3,3,12,2.718883924830171e-06
212,Norway,NOR,Winter,1972,4413575.692000001,3933004.0,1.122189474508544,2,5,5,12,6,15,15,36,8.156651774490513e-06
213,Norway,NOR,Winter,1972,4413575.692000001,3933004.0,1.122189474508544,2,5,5,12,6,15,15,36,8.156651774490513e-06
214,New Zealand,NZL,Summer,1972,3294648.943,2903900.0,1.1345600547539516,1,1,1,3,3,3,3,9,2.731702271078658e-06
215,Pakistan,PAK,Summer,1972,150617.2113,62509565.0,0.0024095066299053593,0,1,0,1,0,3,0,3,1.9918042394401976e-05
216,Poland,POL,Summer,1972,0.0,33055650.0,0.0,7,5,9,21,21,15,27,63,0.0
217,Poland,POL,Summer,1972,0.0,33055650.0,0.0,7,5,9,21,21,15,27,63,0.0
218,Poland,POL,Winter,1972,0.0,33055650.0,0.0,1,0,0,1,3,0,0,3,0.0
219,Poland,POL,Winter,1972,0.0,33055650.0,0.0,1,0,0,1,3,0,0,3,0.0
220,"Korea, Dem. People's Rep.",PRK,Summer,1972,0.0,15768363.0,0.0,1,1,3,5,3,3,9,15,0.0
221,Romania,ROU,Summer,1972,0.0,20657957.0,0.0,3,6,7,16,9,18,21,48,0.0
222,Sweden,SWE,Summer,1972,6027128.499000001,8122300.0,0.7420470185784815,4,6,6,16,12,18,18,48,7.963991477527645e-06
223,Sweden,SWE,Summer,1972,6027128.499000001,8122300.0,0.7420470185784815,4,6,6,16,12,18,18,48,7.963991477527645e-06
224,Sweden,SWE,Winter,1972,6027128.499000001,8122300.0,0.7420470185784815,1,1,2,4,3,3,6,12,1.9909978693819114e-06
225,Sweden,SWE,Winter,1972,6027128.499000001,8122300.0,0.7420470185784815,1,1,2,4,3,3,6,12,1.9909978693819114e-06
226,Tunisia,TUN,Summer,1972,420566.5745,5320148.0,0.07905166820547098,0,1,0,1,0,3,0,3,7.1332345029241025e-06
227,Turkiye,TUR,Summer,1972,547465.1976,37188035.0,0.014721541420513344,0,1,0,1,0,3,0,3,5.479800383935858e-06
228,Uganda,UGA,Summer,1972,137025.2176,10885563.0,0.012587793355290857,1,1,0,2,3,3,0,6,4.3787560458506434e-05
229,United States,USA,Summer,1972,6094017.99,209896000.0,0.02903351178678965,33,31,30,94,99,93,90,282,4.627488800701752e-05
230,United States,USA,Summer,1972,6094017.99,209896000.0,0.02903351178678965,33,31,30,94,99,93,90,282,4.627488800701752e-05
231,United States,USA,Winter,1972,6094017.99,209896000.0,0.02903351178678965,3,2,3,8,9,6,9,24,3.938288341022767e-06
232,United States,USA,Winter,1972,6094017.99,209896000.0,0.02903351178678965,3,2,3,8,9,6,9,24,3.938288341022767e-06
233,Australia,AUS,Summer,1976,7487078.975000001,14033000.0,0.5335337401125918,0,1,4,5,0,3,12,15,2.0034515530137036e-06
234,Austria,AUT,Summer,1976,5678386.658000001,7565525.0,0.7505608213574075,0,0,1,1,0,0,3,3,5.283190773515655e-07
235,Austria,AUT,Summer,1976,5678386.658000001,7565525.0,0.7505608213574075,0,0,1,1,0,0,3,3,5.283190773515655e-07
236,Austria,AUT,Winter,1976,5678386.658000001,7565525.0,0.7505608213574075,2,2,2,6,6,6,6,18,3.169914464109393e-06
237,Austria,AUT,Winter,1976,5678386.658000001,7565525.0,0.7505608213574075,2,2,2,6,6,6,6,18,3.169914464109393e-06
238,Belgium,BEL,Summer,1976,7243047.341,9818227.0,0.7377143898791503,0,3,3,6,0,9,9,18,2.485141840521901e-06
239,Brazil,BRA,Summer,1976,1376347.9279999998,111286504.0,0.01236760863653332,0,0,2,2,0,0,6,6,4.359362831111118e-06
240,Canada,CAN,Summer,1976,8809264.66,23449808.0,0.37566468177479323,0,5,6,11,0,15,18,33,3.746056143578277e-06
241,Canada,CAN,Summer,1976,8809264.66,23449808.0,0.37566468177479323,0,5,6,11,0,15,18,33,3.746056143578277e-06
242,Canada,CAN,Winter,1976,8809264.66,23449808.0,0.37566468177479323,1,1,1,3,3,3,3,9,1.0216516755213482e-06
243,Canada,CAN,Winter,1976,8809264.66,23449808.0,0.37566468177479323,1,1,1,3,3,3,3,9,1.0216516755213482e-06
244,Cuba,CUB,Summer,1976,1436285.607,9600862.0,0.14959965126048058,6,4,3,13,18,12,9,39,2.7153373820587202e-05
245,Spain,ESP,Summer,1976,3279312.671,36137812.0,0.09074463808157505,0,2,0,2,0,6,0,6,1.8296516989855524e-06
246,Finland,FIN,Summer,1976,6739690.7129999995,4725664.0,1.4261891478107627,4,2,0,6,12,6,0,18,2.670745701324292e-06
247,Finland,FIN,Summer,1976,6739690.7129999995,4725664.0,1.4261891478107627,4,2,0,6,12,6,0,18,2.670745701324292e-06
248,Finland,FIN,Winter,1976,6739690.7129999995,4725664.0,1.4261891478107627,2,4,1,7,6,12,3,21,3.1158699848783406e-06
249,Finland,FIN,Winter,1976,6739690.7129999995,4725664.0,1.4261891478107627,2,4,1,7,6,12,3,21,3.1158699848783406e-06
250,France,FRA,Summer,1976,6899069.578,53966558.0,0.12783971840486844,2,3,4,9,6,9,12,27,3.9135711989481255e-06
251,France,FRA,Summer,1976,6899069.578,53966558.0,0.12783971840486844,2,3,4,9,6,9,12,27,3.9135711989481255e-06
252,France,FRA,Winter,1976,6899069.578,53966558.0,0.12783971840486844,0,0,1,1,0,0,3,3,4.3484124432756957e-07
253,France,FRA,Winter,1976,6899069.578,53966558.0,0.12783971840486844,0,0,1,1,0,0,3,3,4.3484124432756957e-07
254,United Kingdom,GBR,Summer,1976,4138167.7879999997,56211968.0,0.07361720173184472,3,5,5,13,9,15,15,39,9.424460775392803e-06
255,United Kingdom,GBR,Summer,1976,4138167.7879999997,56211968.0,0.07361720173184472,3,5,5,13,9,15,15,39,9.424460775392803e-06
256,United Kingdom,GBR,Winter,1976,4138167.7879999997,56211968.0,0.07361720173184472,1,0,0,1,3,0,0,3,7.249585211840618e-07
257,United Kingdom,GBR,Winter,1976,4138167.7879999997,56211968.0,0.07361720173184472,1,0,0,1,3,0,0,3,7.249585211840618e-07
258,Hungary,HUN,Summer,1976,0.0,10598677.0,0.0,4,5,13,22,12,15,39,66,0.0
259,Italy,ITA,Summer,1976,4033099.354,55718260.0,0.072383799386413,2,7,4,13,6,21,12,39,9.669982456871555e-06
260,Italy,ITA,Summer,1976,4033099.354,55718260.0,0.072383799386413,2,7,4,13,6,21,12,39,9.669982456871555e-06
261,Italy,ITA,Winter,1976,4033099.354,55718260.0,0.072383799386413,1,2,1,4,3,6,3,12,2.97537921749894e-06
262,Italy,ITA,Winter,1976,4033099.354,55718260.0,0.072383799386413,1,2,1,4,3,6,3,12,2.97537921749894e-06
263,Jamaica,JAM,Summer,1976,1461458.8269999998,2029486.0,0.7201127906277747,1,1,0,2,3,3,0,6,4.105486852692567e-06
264,Japan,JPN,Summer,1976,5197622.336999999,112775000.0,0.04608842684105519,9,6,10,25,27,18,30,75,1.44296747892016e-05
265,"Korea, Rep.",KOR,Summer,1976,834134.208,35848523.0,0.023268300565688578,1,1,4,6,3,3,12,18,2.1579261259598168e-05
266,Liechtenstein,LIE,Winter,1976,11637080.59,23416.0,496.9713268705159,0,0,2,2,0,0,6,6,5.155932326494269e-07
267,Mexico,MEX,Summer,1976,1472658.876,60452543.0,0.024360577784130602,1,0,1,2,3,0,3,6,4.074263291915269e-06
268,Norway,NOR,Summer,1976,8927201.627,4026152.0,2.217303675320753,1,1,0,2,3,3,0,6,6.721031125647723e-07
269,Norway,NOR,Summer,1976,8927201.627,4026152.0,2.217303675320753,1,1,0,2,3,3,0,6,6.721031125647723e-07
270,Norway,NOR,Winter,1976,8927201.627,4026152.0,2.217303675320753,3,3,1,7,9,9,3,21,2.352360893976703e-06
271,Norway,NOR,Winter,1976,8927201.627,4026152.0,2.217303675320753,3,3,1,7,9,9,3,21,2.352360893976703e-06
272,New Zealand,NZL,Summer,1976,4373840.998,3110500.0,1.4061536723999355,2,1,1,4,6,3,3,12,2.743583958696068e-06
273,Pakistan,PAK,Summer,1976,187496.9066,70230923.0,0.0026697200975131707,0,0,1,1,0,0,3,3,1.600026397448842e-05
274,Poland,POL,Summer,1976,0.0,34356300.0,0.0,7,6,13,26,21,18,39,78,0.0
275,"Korea, Dem. People's Rep.",PRK,Summer,1976,0.0,16987170.0,0.0,1,1,0,2,3,3,0,6,0.0
276,Romania,ROU,Summer,1976,0.0,21551634.0,0.0,4,9,14,27,12,27,42,81,0.0
277,Sweden,SWE,Summer,1976,10868275.77,8222286.0,1.3218070704424536,4,1,0,5,12,3,0,15,1.3801637276636753e-06
278,Sweden,SWE,Summer,1976,10868275.77,8222286.0,1.3218070704424536,4,1,0,5,12,3,0,15,1.3801637276636753e-06
279,Sweden,SWE,Winter,1976,10868275.77,8222286.0,1.3218070704424536,0,0,2,2,0,0,6,6,5.520654910654701e-07
280,Sweden,SWE,Winter,1976,10868275.77,8222286.0,1.3218070704424536,0,0,2,2,0,0,6,6,5.520654910654701e-07
281,Thailand,THA,Summer,1976,405547.9499,41882128.0,0.00968307889942937,0,0,1,1,0,0,3,3,7.397399002361471e-06
282,Trinidad and Tobago,TTO,Summer,1976,2341875.013,1067696.0,2.1933912021773985,1,0,0,1,3,0,0,3,1.2810248127447784e-06
283,United States,USA,Summer,1976,8592253.537,218035000.0,0.039407680129337035,34,35,25,94,102,105,75,282,3.282026057374242e-05
284,United States,USA,Summer,1976,8592253.537,218035000.0,0.039407680129337035,34,35,25,94,102,105,75,282,3.282026057374242e-05
285,United States,USA,Winter,1976,8592253.537,218035000.0,0.039407680129337035,3,3,4,10,9,9,12,30,3.491517082313024e-06
286,United States,USA,Winter,1976,8592253.537,218035000.0,0.039407680129337035,3,3,4,10,9,9,12,30,3.491517082313024e-06
287,"Venezuela, RB",VEN,Summer,1976,2316030.922,13566112.0,0.17072178985401268,0,1,0,1,0,3,0,3,1.2953194931479417e-06
288,Australia,AUS,Summer,1980,10208576.17,14692000.0,0.6948391076776477,2,2,5,9,6,6,15,27,2.644835043631751e-06
289,Austria,AUT,Summer,1980,10869546.49,7549433.0,1.4397831585497878,1,2,1,4,3,6,3,12,1.1040019021069572e-06
290,Austria,AUT,Summer,1980,10869546.49,7549433.0,1.4397831585497878,1,2,1,4,3,6,3,12,1.1040019021069572e-06
291,Austria,AUT,Winter,1980,10869546.49,7549433.0,1.4397831585497878,3,2,2,7,9,6,6,21,1.932003328687175e-06
292,Austria,AUT,Winter,1980,10869546.49,7549433.0,1.4397831585497878,3,2,2,7,9,6,6,21,1.932003328687175e-06
293,Belgium,BEL,Summer,1980,12864002.57,9859242.0,1.3047658805818947,1,0,0,1,3,0,0,3,2.3320890863285952e-07
294,Brazil,BRA,Summer,1980,1941259.538,122288383.0,0.01587443950420049,2,0,2,4,6,0,6,12,6.181553658900812e-06
295,Canada,CAN,Winter,1980,11170563.969999999,24515667.0,0.45565001229621854,0,1,1,2,0,3,3,6,5.371259692987552e-07
296,Cuba,CUB,Summer,1980,2030041.0489999999,9809107.0,0.20695472574618667,8,7,5,20,24,21,15,60,2.9556052587978974e-05
297,Spain,ESP,Summer,1980,6208578.018999999,37491165.0,0.1656010961249137,1,3,2,6,3,9,6,18,2.899214593891697e-06
298,Ethiopia,ETH,Summer,1980,0.0,34945469.0,0.0,2,0,2,4,6,0,6,12,0.0
299,Finland,FIN,Summer,1980,11223937.56,4779535.0,2.3483325386256197,3,1,4,8,9,3,12,24,2.138287020192582e-06
300,Finland,FIN,Summer,1980,11223937.56,4779535.0,2.3483325386256197,3,1,4,8,9,3,12,24,2.138287020192582e-06
301,Finland,FIN,Winter,1980,11223937.56,4779535.0,2.3483325386256197,1,5,3,9,3,15,9,27,2.405572897716655e-06
302,Finland,FIN,Winter,1980,11223937.56,4779535.0,2.3483325386256197,1,5,3,9,3,15,9,27,2.405572897716655e-06
303,France,FRA,Summer,1980,12738520.049999999,55052582.0,0.23138823988309937,6,5,3,14,18,15,9,42,3.2970863047783958e-06
304,France,FRA,Summer,1980,12738520.049999999,55052582.0,0.23138823988309937,6,5,3,14,18,15,9,42,3.2970863047783958e-06
305,France,FRA,Winter,1980,12738520.049999999,55052582.0,0.23138823988309937,0,0,1,1,0,0,3,3,2.3550616462702827e-07
306,France,FRA,Winter,1980,12738520.049999999,55052582.0,0.23138823988309937,0,0,1,1,0,0,3,3,2.3550616462702827e-07
307,United Kingdom,GBR,Summer,1980,10032062.08,56314216.0,0.1781443974999137,5,7,9,21,15,21,27,63,6.27986544517077e-06
308,United Kingdom,GBR,Summer,1980,10032062.08,56314216.0,0.1781443974999137,5,7,9,21,15,21,27,63,6.27986544517077e-06
309,United Kingdom,GBR,Winter,1980,10032062.08,56314216.0,0.1781443974999137,1,0,0,1,3,0,0,3,2.9904121167479855e-07
310,United Kingdom,GBR,Winter,1980,10032062.08,56314216.0,0.1781443974999137,1,0,0,1,3,0,0,3,2.9904121167479855e-07
311,Guyana,GUY,Summer,1980,775145.9824,778176.0,0.9961062566822929,0,0,1,1,0,0,3,3,3.870238726789794e-06
312,Hungary,HUN,Summer,1980,0.0,10711122.0,0.0,7,10,15,32,21,30,45,96,0.0
313,Hungary,HUN,Summer,1980,0.0,10711122.0,0.0,7,10,15,32,21,30,45,96,0.0
314,Hungary,HUN,Winter,1980,0.0,10711122.0,0.0,0,1,0,1,0,3,0,3,0.0
315,Hungary,HUN,Winter,1980,0.0,10711122.0,0.0,0,1,0,1,0,3,0,3,0.0
316,India,IND,Summer,1980,267390.5787,696828385.0,0.0003837251530733783,1,0,0,1,3,0,0,3,1.1219542642771504e-05
317,Ireland,IRL,Summer,1980,6372437.775,3412800.0,1.867216882032349,0,1,1,2,0,3,3,6,9.415548981174633e-07
318,Italy,ITA,Summer,1980,8456918.974,56433883.0,0.14985534442136472,8,3,4,15,24,9,12,45,5.321086809315338e-06
319,Italy,ITA,Summer,1980,8456918.974,56433883.0,0.14985534442136472,8,3,4,15,24,9,12,45,5.321086809315338e-06
320,Italy,ITA,Winter,1980,8456918.974,56433883.0,0.14985534442136472,0,2,0,2,0,6,0,6,7.094782412420451e-07
321,Italy,ITA,Winter,1980,8456918.974,56433883.0,0.14985534442136472,0,2,0,2,0,6,0,6,7.094782412420451e-07
322,Jamaica,JAM,Summer,1980,1254671.851,2135546.0,0.5875180637644892,0,0,3,3,0,0,9,9,7.173190338833863e-06
323,Japan,JPN,Winter,1980,9463353.854999999,116807000.0,0.08101700972544452,0,1,0,1,0,3,0,3,3.1701234530239387e-07
324,Lebanon,LBN,Summer,1980,0.0,2963702.0,0.0,0,0,1,1,0,0,3,3,0.0
325,Liechtenstein,LIE,Winter,1980,21385510.36,25003.0,855.317776266848,2,2,0,4,6,6,0,12,5.611275951798235e-07
326,Mexico,MEX,Summer,1980,3029887.355,67705186.0,0.04475118575111809,0,1,3,4,0,3,9,12,3.96054327900913e-06
327,Norway,NOR,Winter,1980,15772240.91,4085620.0,3.860427771060451,1,3,6,10,3,9,18,30,1.90207594286613e-06
328,Poland,POL,Summer,1980,0.0,35574150.0,0.0,3,14,15,32,9,42,45,96,0.0
329,"Korea, Dem. People's Rep.",PRK,Summer,1980,0.0,17973650.0,0.0,0,3,2,5,0,9,6,15,0.0
330,Romania,ROU,Summer,1980,0.0,22207282.0,0.0,6,6,13,25,18,18,39,75,0.0
331,Sweden,SWE,Summer,1980,17097832.65,8310531.0,2.0573694568975194,3,3,6,12,9,9,18,36,2.105530024590573e-06
332,Sweden,SWE,Summer,1980,17097832.65,8310531.0,2.0573694568975194,3,3,6,12,9,9,18,36,2.105530024590573e-06
333,Sweden,SWE,Winter,1980,17097832.65,8310531.0,2.0573694568975194,3,0,1,4,9,0,3,12,7.01843341530191e-07
334,Sweden,SWE,Winter,1980,17097832.65,8310531.0,2.0573694568975194,3,0,1,4,9,0,3,12,7.01843341530191e-07
335,Uganda,UGA,Summer,1980,93692.22855,13284026.0,0.007052999485999199,0,1,0,1,0,3,0,3,3.201973148070668e-05
336,United States,USA,Winter,1980,12574791.51,227225000.0,0.055340704191880294,6,4,2,12,18,12,6,36,2.8628705272267372e-06
337,"Venezuela, RB",VEN,Summer,1980,3886573.9560000002,15210443.0,0.2555201026031918,0,1,0,1,0,3,0,3,7.718880520383953e-07
338,Australia,AUS,Summer,1984,12421492.6,15579391.0,0.7973028342378723,4,8,12,24,12,24,36,72,5.796404853954508e-06
339,Austria,AUT,Summer,1984,8991065.04,7561434.0,1.1890687718758108,1,1,1,3,3,3,3,9,1.0009937599116736e-06
340,Austria,AUT,Summer,1984,8991065.04,7561434.0,1.1890687718758108,1,1,1,3,3,3,3,9,1.0009937599116736e-06
341,Austria,AUT,Winter,1984,8991065.04,7561434.0,1.1890687718758108,0,0,1,1,0,0,3,3,3.3366458663722447e-07
342,Austria,AUT,Winter,1984,8991065.04,7561434.0,1.1890687718758108,0,0,1,1,0,0,3,3,3.3366458663722447e-07
343,Belgium,BEL,Summer,1984,8457268.803000001,9855372.0,0.8581379579583603,1,1,2,4,3,3,6,12,1.4188977883431238e-06
344,Brazil,BRA,Summer,1984,1406689.8,133888775.0,0.010506405783457202,1,5,2,8,3,15,6,24,1.706133079233247e-05
345,Canada,CAN,Summer,1984,13877917.08,25607053.0,0.5419568225988364,10,18,16,44,30,54,48,132,9.5115138128495e-06
346,Canada,CAN,Summer,1984,13877917.08,25607053.0,0.5419568225988364,10,18,16,44,30,54,48,132,9.5115138128495e-06
347,Canada,CAN,Winter,1984,13877917.08,25607053.0,0.5419568225988364,2,1,1,4,6,3,3,12,8.646830738954091e-07
348,Canada,CAN,Winter,1984,13877917.08,25607053.0,0.5419568225988364,2,1,1,4,6,3,3,12,8.646830738954091e-07
349,China,CHN,Summer,1984,250713.96899999998,1036825000.0,0.00024180934005256432,15,8,9,32,45,24,27,96,0.0003829064666117587
350,Cote d'Ivoire,CIV,Summer,1984,711085.2016,9621405.0,0.07390658657441403,0,1,0,1,0,3,0,3,4.218903716811648e-06
351,Cameroon,CMR,Summer,1984,768983.9227,9508570.0,0.08087272036699525,0,0,1,1,0,0,3,3,3.901251913650704e-06
352,Colombia,COL,Summer,1984,1333370.911,28689032.0,0.046476678299916155,0,1,0,1,0,3,0,3,2.2499365894746145e-06
353,Dominican Republic,DOM,Summer,1984,1845560.023,6282104.0,0.29378055871090325,0,0,1,1,0,0,3,3,1.6255228562674604e-06
354,"Egypt, Arab Rep.",EGY,Summer,1984,697897.9336999999,48676443.0,0.014337488334963176,0,1,0,1,0,3,0,3,4.298622843164323e-06
355,Spain,ESP,Summer,1984,4489988.939,38330364.0,0.1171392199406194,1,2,2,5,3,6,6,15,3.3407654681975153e-06
356,Finland,FIN,Summer,1984,10833866.29,4881803.0,2.219234633187779,4,2,6,12,12,6,18,36,3.322913449026885e-06
357,Finland,FIN,Summer,1984,10833866.29,4881803.0,2.219234633187779,4,2,6,12,12,6,18,36,3.322913449026885e-06
358,Finland,FIN,Winter,1984,10833866.29,4881803.0,2.219234633187779,4,3,6,13,12,9,18,39,3.599822903112459e-06
359,Finland,FIN,Winter,1984,10833866.29,4881803.0,2.219234633187779,4,3,6,13,12,9,18,39,3.599822903112459e-06
360,France,FRA,Summer,1984,9430069.648,56275701.0,0.16756911918342873,5,7,16,28,15,21,48,84,8.907675461104929e-06
361,France,FRA,Summer,1984,9430069.648,56275701.0,0.16756911918342873,5,7,16,28,15,21,48,84,8.907675461104929e-06
362,France,FRA,Winter,1984,9430069.648,56275701.0,0.16756911918342873,0,1,2,3,0,3,6,9,9.543937994040995e-07
363,France,FRA,Winter,1984,9430069.648,56275701.0,0.16756911918342873,0,1,2,3,0,3,6,9,9.543937994040995e-07
364,United Kingdom,GBR,Summer,1984,8179194.441,56422072.0,0.14496444655559618,5,11,21,37,15,33,63,111,1.3571018613225313e-05
365,United Kingdom,GBR,Summer,1984,8179194.441,56422072.0,0.14496444655559618,5,11,21,37,15,33,63,111,1.3571018613225313e-05
366,United Kingdom,GBR,Winter,1984,8179194.441,56422072.0,0.14496444655559618,1,0,0,1,3,0,0,3,3.6678428684392734e-07
367,United Kingdom,GBR,Winter,1984,8179194.441,56422072.0,0.14496444655559618,1,0,0,1,3,0,0,3,3.6678428684392734e-07
368,Ireland,IRL,Summer,1984,5692027.386,3532423.0,1.6113663018273858,0,1,0,1,0,3,0,3,5.270529806969554e-07
369,Iceland,ISL,Summer,1984,11959540.01,239511.0,49.93315551269044,0,0,1,1,0,0,3,3,2.5084576810575847e-07
370,Italy,ITA,Summer,1984,7739715.284,56576718.0,0.13680035812611116,14,6,12,32,42,18,36,96,1.2403557040199775e-05
371,Italy,ITA,Summer,1984,7739715.284,56576718.0,0.13680035812611116,14,6,12,32,42,18,36,96,1.2403557040199775e-05
372,Italy,ITA,Winter,1984,7739715.284,56576718.0,0.13680035812611116,2,0,0,2,6,0,0,6,7.75222315012486e-07
373,Italy,ITA,Winter,1984,7739715.284,56576718.0,0.13680035812611116,2,0,0,2,6,0,0,6,7.75222315012486e-07
374,Jamaica,JAM,Summer,1984,1048351.3089999999,2264095.0,0.46303326892201957,0,1,2,3,0,3,6,9,8.584908439314021e-06
375,Japan,JPN,Summer,1984,10978919.809999999,120083000.0,0.09142776088205656,10,8,14,32,30,24,42,96,8.744029618702535e-06
376,Japan,JPN,Summer,1984,10978919.809999999,120083000.0,0.09142776088205656,10,8,14,32,30,24,42,96,8.744029618702535e-06
377,Japan,JPN,Winter,1984,10978919.809999999,120083000.0,0.09142776088205656,0,1,0,1,0,3,0,3,2.732509255844542e-07
378,Japan,JPN,Winter,1984,10978919.809999999,120083000.0,0.09142776088205656,0,1,0,1,0,3,0,3,2.732509255844542e-07
379,Kenya,KEN,Summer,1984,330154.05340000003,18753176.0,0.017605234089415042,1,0,2,3,3,0,6,9,2.726000152751721e-05
380,"Korea, Rep.",KOR,Summer,1984,2413263.9250000003,40405956.0,0.05972545050041633,6,6,7,19,18,18,21,57,2.361946383464875e-05
381,Liechtenstein,LIE,Winter,1984,19024123.97,26420.0,720.0652524602573,0,0,2,2,0,0,6,6,3.1538902971099595e-07
382,Morocco,MAR,Summer,1984,675019.2871000001,21817271.0,0.030939675594624096,2,0,0,2,6,0,0,6,8.888634909643901e-06
383,Mexico,MEX,Summer,1984,2507312.061,73489654.0,0.03411789176473739,2,3,1,6,6,9,3,18,7.1790026778003035e-06
384,Norway,NOR,Summer,1984,14989485.77,4140099.0,3.6205621580546743,0,1,2,3,0,3,6,9,6.004208642042028e-07
385,Norway,NOR,Summer,1984,14989485.77,4140099.0,3.6205621580546743,0,1,2,3,0,3,6,9,6.004208642042028e-07
386,Norway,NOR,Winter,1984,14989485.77,4140099.0,3.6205621580546743,3,2,4,9,9,6,12,27,1.8012625926126084e-06
387,Norway,NOR,Winter,1984,14989485.77,4140099.0,3.6205621580546743,3,2,4,9,9,6,12,27,1.8012625926126084e-06
388,New Zealand,NZL,Summer,1984,6713760.131,3227100.0,2.080431387623563,8,1,2,11,24,3,6,33,4.9152783769599345e-06
389,Pakistan,PAK,Summer,1984,331388.7658,94003867.0,0.003525267378628158,1,0,0,1,3,0,0,3,9.052811409456658e-06
390,Peru,PER,Summer,1984,911789.2245,19285646.0,0.04727812718847997,0,1,0,1,0,3,0,3,3.290234101686294e-06
391,Romania,ROU,Summer,1984,0.0,22640547.0,0.0,20,16,17,53,60,48,51,159,0.0
392,Sweden,SWE,Summer,1984,13099020.83,8336605.0,1.5712656207173064,2,11,6,19,6,33,18,57,4.351470292302757e-06
393,Sweden,SWE,Summer,1984,13099020.83,8336605.0,1.5712656207173064,2,11,6,19,6,33,18,57,4.351470292302757e-06
394,Sweden,SWE,Winter,1984,13099020.83,8336605.0,1.5712656207173064,4,2,2,8,12,6,6,24,1.832198017811687e-06
395,Sweden,SWE,Winter,1984,13099020.83,8336605.0,1.5712656207173064,4,2,2,8,12,6,6,24,1.832198017811687e-06
396,Syrian Arab Republic,SYR,Summer,1984,1885019.531,10183138.0,0.18511185167087002,0,1,0,1,0,3,0,3,1.5914954464203904e-06
397,Thailand,THA,Summer,1984,842069.9352000001,49636724.0,0.016964655749642142,0,1,0,1,0,3,0,3,3.562649460092017e-06
398,Turkiye,TUR,Summer,1984,1247016.105,48106764.0,0.025921845522596364,0,0,3,3,0,0,9,9,7.217228361296905e-06
399,United States,USA,Summer,1984,17121225.48,235825000.0,0.07260140137814057,83,61,30,174,249,183,90,522,3.048847178665858e-05
400,United States,USA,Summer,1984,17121225.48,235825000.0,0.07260140137814057,83,61,30,174,249,183,90,522,3.048847178665858e-05
401,United States,USA,Winter,1984,17121225.48,235825000.0,0.07260140137814057,4,4,0,8,12,12,0,24,1.401768817777406e-06
402,United States,USA,Winter,1984,17121225.48,235825000.0,0.07260140137814057,4,4,0,8,12,12,0,24,1.401768817777406e-06
403,"Venezuela, RB",VEN,Summer,1984,3539754.463,16953234.0,0.20879523417184,0,0,3,3,0,0,9,9,2.542549234438242e-06
404,Argentina,ARG,Summer,1988,3982444.4020000002,31690792.0,0.12566566345202101,0,1,1,2,0,3,3,6,1.5066123702786096e-06
405,Australia,AUS,Summer,1988,14284515.81,16532164.0,0.8640439212918527,3,6,5,14,9,18,15,42,2.9402466669957083e-06
406,Austria,AUT,Summer,1988,17578618.94,7585317.0,2.3174534353673026,1,0,0,1,3,0,0,3,1.7066187111966601e-07
407,Austria,AUT,Summer,1988,17578618.94,7585317.0,2.3174534353673026,1,0,0,1,3,0,0,3,1.7066187111966601e-07
408,Austria,AUT,Winter,1988,17578618.94,7585317.0,2.3174534353673026,3,5,2,10,9,15,6,30,1.70661871119666e-06
409,Austria,AUT,Winter,1988,17578618.94,7585317.0,2.3174534353673026,3,5,2,10,9,15,6,30,1.70661871119666e-06
410,Belgium,BEL,Summer,1988,16391093.830000002,9901664.0,1.6553878045144736,0,0,2,2,0,0,6,6,3.6605244666578786e-07
411,Brazil,BRA,Summer,1988,1781817.8760000002,145253973.0,0.012266913181094194,1,2,3,6,3,6,9,18,1.0102042550166894e-05
412,Canada,CAN,Summer,1988,18936964.1,26791747.0,0.7068208019432254,3,2,5,10,9,6,15,30,1.5842032461792541e-06
413,Canada,CAN,Summer,1988,18936964.1,26791747.0,0.7068208019432254,3,2,5,10,9,6,15,30,1.5842032461792541e-06
414,Canada,CAN,Winter,1988,18936964.1,26791747.0,0.7068208019432254,0,2,3,5,0,6,9,15,7.921016230896271e-07
415,Canada,CAN,Winter,1988,18936964.1,26791747.0,0.7068208019432254,0,2,3,5,0,6,9,15,7.921016230896271e-07
416,Channel Islands,CHI,Summer,1988,0.0,137765.0,0.0,0,1,0,1,0,3,0,3,0.0
