,Country_Name,Country_Code,Season,Year,GDP,Population,GDP_per_capita,Gold,Silver,Bronze,Total_Medals,Gold_Score,Silver_Score,Bronze_Score,Total_Score,Medals_per_GDP
626,Canada,CAN,Winter,1998,21024585.07,30155173.0,0.6972132134675533,6,5,4,15,18,15,12,45,2.140351395767165e-06
627,China,CHN,Winter,1998,828580.4793,1241935000.0,0.0006671689575541393,0,6,2,8,0,18,6,24,2.896520084600067e-05
628,Czechia,CZE,Winter,1998,6489703.619,10294373.0,0.6304127137223413,1,1,1,3,3,3,3,9,1.3868121763913175e-06
629,Finland,FIN,Winter,1998,26009269.49,5153498.0,5.046915607612537,2,4,6,12,6,12,18,36,1.3841219190658632e-06
630,France,FRA,Winter,1998,24971574.49,60192790.0,0.41485989418333985,2,1,5,8,6,3,15,24,9.6109278209954e-07
631,United Kingdom,GBR,Winter,1998,28297866.0,58487141.0,0.4838305568740315,0,0,1,1,0,0,3,3,1.0601506134773556e-07
632,Italy,ITA,Winter,1998,22318137.299999997,56906744.0,0.39218791537256104,2,6,2,10,6,18,6,30,1.3441982006267165e-06
633,Japan,JPN,Winter,1998,32423755.61,126400000.0,0.25651705387658225,5,1,4,10,15,3,12,30,9.252475364312062e-07
634,Kazakhstan,KAZ,Winter,1998,1468669.291,15071640.0,0.09744588452218869,0,0,2,2,0,0,6,6,4.08533087521335e-06
635,"Korea, Rep.",KOR,Winter,1998,8281699.982,46286503.0,0.17892256803241324,3,1,2,6,9,3,6,18,2.1734668050185837e-06
636,Norway,NOR,Winter,1998,34788359.85,4431464.0,7.8503085774813925,10,10,5,25,30,30,15,75,2.155893532301725e-06
637,Russian Federation,RUS,Winter,1998,1834861.816,147670784.0,0.012425354334138296,9,6,3,18,27,18,9,54,2.9430009131543233e-05
638,Sweden,SWE,Winter,1998,30596527.2,8850974.0,3.4568542625930205,0,2,1,3,0,6,3,9,2.941510303169309e-07
639,Ukraine,UKR,Winter,1998,835250.9765999999,50144500.0,0.016656881145489535,0,1,0,1,0,3,0,3,3.591734800732468e-06
640,United States,USA,Winter,1998,32853676.95,275854000.0,0.11909806256207994,6,3,4,13,18,9,12,39,1.187081740024232e-06
641,Argentina,ARG,Summer,2000,7666517.834,37070774.0,0.20680760088796635,0,2,2,4,0,6,6,12,1.5652477773913962e-06
642,Armenia,ARM,Summer,2000,603298.0252,3168523.0,0.19040354928779119,0,0,1,1,0,0,3,3,4.972666699854465e-06
643,Australia,AUS,Summer,2000,21853781.67,19028802.0,1.1484580936834594,16,25,17,58,48,75,51,174,7.962008709863715e-06
644,Austria,AUT,Summer,2000,24625600.72,8011566.0,3.073756206963782,2,1,0,3,6,3,0,9,3.65473317882984e-07
645,Azerbaijan,AZE,Summer,2000,655119.9452,8048600.0,0.08139551539398156,2,0,1,3,6,0,3,9,1.3737942289716751e-05
646,Belgium,BEL,Summer,2000,23098886.51,10251250.0,2.253275113766614,0,2,3,5,0,6,9,15,6.493819515285371e-07
647,Belarus,BLR,Summer,2000,1276288.034,9979610.0,0.12788957023370653,3,3,11,17,9,9,33,51,3.995963187099817e-05
648,Brazil,BRA,Summer,2000,3726811.42,175873720.0,0.02119026890430247,0,6,6,12,0,18,18,36,9.659732125646432e-06
649,Canada,CAN,Summer,2000,24271002.06,30685730.0,0.7909540382451387,3,3,8,14,9,9,24,42,1.7304600731429382e-06
650,Channel Islands,CHI,Summer,2000,44316153.59,145306.0,304.9850218848499,0,0,1,1,0,0,3,3,6.769540578262085e-08
651,China,CHN,Summer,2000,959372.4836,1262645000.0,0.000759811731405106,28,16,14,58,84,48,42,174,0.00018136855389793254
652,Cameroon,CMR,Summer,2000,700163.2135999999,15091594.0,0.04639425189943487,1,0,0,1,3,0,0,3,4.2847152517125624e-06
653,Colombia,COL,Summer,2000,2547143.528,39215135.0,0.06495307304182428,1,0,0,1,3,0,0,3,1.1777899309645813e-06
654,Cuba,CUB,Summer,2000,2752203.783,11105791.0,0.2478169977266815,11,11,7,29,33,33,21,87,3.161103132601864e-05
655,Czechia,CZE,Summer,2000,6029038.193,10255063.0,0.5879084500017211,2,3,3,8,6,9,9,24,3.980734444154814e-06
656,Spain,ESP,Summer,2000,14749687.42,40567864.0,0.36358057747383493,3,3,5,11,9,9,15,33,2.237335548904805e-06
657,Estonia,EST,Summer,2000,4070609.0239999997,1396985.0,2.9138530649935395,1,0,2,3,3,0,6,9,2.2109713674137427e-06
658,Ethiopia,ETH,Summer,2000,122962.2935,67031867.0,0.0018343856288532139,4,1,3,8,12,3,9,24,0.00019518178554468814
659,Finland,FIN,Summer,2000,24345914.82,5176209.0,4.703425773572898,2,1,1,4,6,3,3,12,4.928958344231979e-07
660,France,FRA,Summer,2000,22416425.419999998,60921384.0,0.36795660157687815,13,14,11,38,39,42,33,114,5.085556589155775e-06
661,United Kingdom,GBR,Summer,2000,28290972.5,58892514.0,0.4803831689032667,11,10,7,28,33,30,21,84,2.9691450161354472e-06
662,Georgia,GEO,Summer,2000,749908.535,4077131.0,0.18393044888672944,0,0,6,6,0,0,18,18,2.4002927236986307e-05
663,Hungary,HUN,Summer,2000,4624281.657000001,10210971.0,0.4528738409892654,8,6,3,17,24,18,9,51,1.1028739982305969e-05
664,India,IND,Summer,2000,442034.7789,1059633675.0,0.00041715810787157175,0,0,1,1,0,0,3,3,6.78679629567944e-06
665,Ireland,IRL,Summer,2000,26334567.21,3805174.0,6.9207261507620945,0,1,0,1,0,3,0,3,1.1391871284905008e-07
666,Iceland,ISL,Summer,2000,32096372.26,281205.0,114.13869689372522,0,0,1,1,0,0,3,3,9.34685071477296e-08
667,Israel,ISR,Summer,2000,21630747.61,6289000.0,3.4394574034027667,0,0,1,1,0,0,3,3,1.3869146152919308e-07
668,Italy,ITA,Summer,2000,20137591.22,56942108.0,0.35365025861002547,13,8,13,34,39,24,39,102,5.065153964328014e-06
669,Jamaica,JAM,Summer,2000,3447303.8959999997,2612205.0,1.3196911789082402,0,6,3,9,0,18,9,27,7.832207665627865e-06
670,Japan,JPN,Summer,2000,39169359.57,126843000.0,0.3088019013268371,5,8,5,18,15,24,15,54,1.3786286166741123e-06
671,Kazakhstan,KAZ,Summer,2000,1229001.247,14883626.0,0.08257404795041208,3,4,0,7,9,12,0,21,1.708704531525996e-05
672,Kenya,KEN,Summer,2000,411821.5792,30851606.0,0.013348464880564077,2,3,2,7,6,9,6,21,5.09929568061838e-05
673,Kyrgyz Republic,KGZ,Summer,2000,279619.56930000003,4898400.0,0.057083857851543365,0,0,1,1,0,0,3,3,1.0728862817113278e-05
674,"Korea, Rep.",KOR,Summer,2000,12256993.57,47008111.0,0.26074209980486135,8,10,10,28,24,30,30,84,6.853230322776452e-06
675,Lithuania,LTU,Summer,2000,3293229.9790000003,3499536.0,0.9410476071684932,2,0,3,5,6,0,9,15,4.554798813217046e-06
676,Morocco,MAR,Summer,2000,1348049.8050000002,28554415.0,0.04720985546368224,0,1,4,5,0,3,12,15,1.1127185319388106e-05
677,Moldova,MDA,Summer,2000,440538.684,2924668.0,0.1506286128887108,0,1,1,2,0,3,3,6,1.3619689298386337e-05
678,Mexico,MEX,Summer,2000,7232878.808999999,97873442.0,0.07390032128429691,1,2,3,6,3,6,9,18,2.488635642228967e-06
679,North Macedonia,MKD,Summer,2000,1861898.0650000002,2026350.0,0.9188432723863105,0,0,1,1,0,0,3,3,1.6112589923122348e-06
680,Mozambique,MOZ,Summer,2000,318342.6885,17768505.0,0.01791612116494888,1,0,0,1,3,0,0,3,9.423806823193302e-06
681,Norway,NOR,Summer,2000,38131460.61,4490967.0,8.490701581641549,4,3,3,10,12,9,9,30,7.867519240039938e-07
682,New Zealand,NZL,Summer,2000,13641102.72,3857700.0,3.5360714207947743,1,0,3,4,3,0,9,12,8.796942773846365e-07
683,Poland,POL,Summer,2000,4501454.067,38258629.0,0.11765853049778652,6,5,3,14,18,15,9,42,9.330318464849061e-06
684,"Korea, Dem. People's Rep.",PRK,Summer,2000,0.0,23367059.0,0.0,0,1,3,4,0,3,9,12,0.0
685,Qatar,QAT,Summer,2000,27494771.33,645937.0,42.565716672059345,0,0,1,1,0,0,3,3,1.0911165486678008e-07
686,Romania,ROU,Summer,2000,1659907.64,22442971.0,0.07396113642886229,11,6,9,26,33,18,27,78,4.699056629439937e-05
687,Russian Federation,RUS,Summer,2000,1771594.116,146596869.0,0.01208480186572061,32,28,29,89,96,84,87,267,0.00015071172205225364
688,Slovak Republic,SVK,Summer,2000,5426624.281,5388720.0,1.0070340045502457,1,3,1,5,3,9,3,15,2.7641493538660557e-06
689,Sweden,SWE,Summer,2000,29624912.67,8872109.0,3.3391060310462826,4,5,3,12,12,15,9,36,1.2151934556234422e-06
690,Thailand,THA,Summer,2000,2004107.209,63066603.0,0.03177763053132892,1,0,2,3,3,0,6,9,4.490777718668443e-06
691,Trinidad and Tobago,TTO,Summer,2000,6120942.704,1332203.0,4.594602101931913,0,1,1,2,0,3,3,6,9.80241163845405e-07
692,Turkiye,TUR,Summer,2000,4278393.130000001,64113547.0,0.06673149950664874,3,0,2,5,9,0,6,15,3.505989174959244e-06
693,Ukraine,UKR,Summer,2000,658348.6328,49176500.0,0.013387464191229551,3,10,10,23,9,30,30,69,0.00010480769088338266
694,United States,USA,Summer,2000,36329956.07,282162411.0,0.1287554778868118,37,24,32,93,111,72,96,279,7.679612919498914e-06
695,Uzbekistan,UZB,Summer,2000,558226.8024,24650400.0,0.022645750267744135,1,1,2,4,3,3,6,12,2.1496638908071176e-05
696,Australia,AUS,Winter,2002,20291178.55,19495210.0,1.0408289292600592,2,0,0,2,6,0,0,6,2.9569499796255055e-07
697,Austria,AUT,Winter,2002,26527593.09,8081957.0,3.282322968310769,3,3,10,16,9,9,30,48,1.8094366811625426e-06
698,Belarus,BLR,Winter,2002,1479314.583,9865548.0,0.14994753286892934,0,0,1,1,0,0,3,3,2.0279662179197216e-06
699,Canada,CAN,Winter,2002,24255338.58,31360079.0,0.7734463481421714,7,3,7,17,21,9,21,51,2.1026298945194936e-06
700,China,CHN,Winter,2002,1148508.29,1280400000.0,0.0008969917916276164,2,2,4,8,6,6,12,24,2.0896671107180253e-05
701,Czechia,CZE,Winter,2002,8060868.703,10196916.0,0.7905202615182865,1,2,0,3,3,6,0,9,1.1165049737940137e-06
702,Estonia,EST,Winter,2002,5341628.947,1379350.0,3.8725696501975566,1,1,1,3,3,3,3,9,1.6848792923092568e-06
703,Finland,FIN,Winter,2002,26997752.990000002,5200598.0,5.191278577963534,4,2,1,7,12,6,3,21,7.778425118482424e-07
704,France,FRA,Winter,2002,24288270.02,61816234.0,0.3929108657767796,4,5,2,11,12,15,6,33,1.3586805471458606e-06
705,United Kingdom,GBR,Winter,2002,30079660.04,59370479.0,0.5066433781004193,1,0,0,1,3,0,0,3,9.97351697462868e-08
706,Italy,ITA,Winter,2002,22376297.900000002,57059007.0,0.39216066098030766,4,4,5,13,12,12,15,39,1.7429156589839642e-06
707,Japan,JPN,Winter,2002,32820793.640000004,127445000.0,0.257529080309153,0,1,1,2,0,3,3,6,1.8281093582964313e-07
708,"Korea, Rep.",KOR,Winter,2002,13165065.74,47644736.0,0.2763173195040896,2,2,0,4,6,6,0,12,9.115032341646325e-07
709,Norway,NOR,Winter,2002,43084472.47,4538159.0,9.493821717132432,13,5,7,25,39,15,21,75,1.7407663527091574e-06
710,Poland,POL,Winter,2002,5207171.421,38230364.0,0.13620512273961086,0,1,1,2,0,3,3,6,1.152257053762932e-06
711,Russian Federation,RUS,Winter,2002,2377529.5409999997,145306497.0,0.01636216955254244,5,4,4,13,15,12,12,39,1.6403581670575762e-05
712,Sweden,SWE,Winter,2002,29899195.25,8924958.0,3.3500656529700197,0,2,5,7,0,6,15,21,7.023600409445803e-07
713,United States,USA,Winter,2002,37997759.660000004,287625193.0,0.1321085933525997,8,12,11,31,24,36,33,93,2.4475127173852964e-06
714,Argentina,ARG,Summer,2004,4258160.261,38668796.0,0.11011877020944744,2,0,4,6,6,0,12,18,4.227177676908953e-06
715,Australia,AUS,Summer,2004,30819993.490000002,19932722.0,1.546200939841533,17,16,17,50,51,48,51,150,4.8669705283574995e-06
716,Austria,AUT,Summer,2004,36889233.51,8171966.0,4.514119798099991,2,4,1,7,6,12,3,21,5.692717902177957e-07
717,Azerbaijan,AZE,Summer,2004,1045009.3790000001,8306500.0,0.12580622151327275,1,0,4,5,3,0,12,15,1.4353938157333992e-05
718,Belgium,BEL,Summer,2004,35429407.79,10421137.0,3.399764132263111,1,0,2,3,3,0,6,9,2.5402626127271205e-07
719,Belarus,BLR,Summer,2004,2378623.286,9730146.0,0.24445915672796686,2,5,6,13,6,15,18,39,1.639603893123579e-05
720,Brazil,BRA,Summer,2004,3623247.9960000003,184722043.0,0.019614594648024765,5,2,3,10,15,6,9,30,8.279863821940825e-06
721,Canada,CAN,Summer,2004,32143681.41,31940655.0,1.0063563633870376,3,6,3,12,9,18,9,36,1.1199712796058352e-06
722,Channel Islands,CHI,Summer,2004,57202561.029999994,149538.0,382.52859493907897,2,0,1,3,6,0,3,9,1.5733561291565132e-07
723,China,CHN,Summer,2004,1508668.098,1296075000.0,0.0011640283918754701,32,17,14,63,96,51,42,189,0.00012527606320472483
724,Cameroon,CMR,Summer,2004,1119980.93,16809407.0,0.06662822370830809,1,0,0,1,3,0,0,3,2.678617036809725e-06
725,Colombia,COL,Summer,2004,2811197.871,41648268.0,0.06749855410553927,0,0,2,2,0,0,6,6,2.134321479784587e-06
726,Cuba,CUB,Summer,2004,3403296.163,11225294.0,0.30318102697354743,9,7,11,27,27,21,33,81,2.3800455828856996e-05
727,Czechia,CZE,Summer,2004,11749852.66,10197101.0,1.1522738335140545,1,3,5,9,3,9,15,27,2.297901155128187e-06
728,Dominican Republic,DOM,Summer,2004,2468437.673,9043127.0,0.27296284493184714,1,0,0,1,3,0,0,3,1.2153436292170865e-06
729,"Egypt, Arab Rep.",EGY,Summer,2004,1016253.884,77522427.0,0.013109159804813643,1,1,3,5,3,3,9,15,1.4760091189968826e-05
730,Eritrea,ERI,Summer,2004,401374.5252,2763140.0,0.14526029271046706,0,0,1,1,0,0,3,3,7.474315911068688e-06
731,Spain,ESP,Summer,2004,24907000.85,42921895.0,0.5802866078023815,3,11,6,20,9,33,18,60,2.4089612539600484e-06
732,Estonia,EST,Summer,2004,8914103.557,1362550.0,6.542221244724964,0,1,2,3,0,3,6,9,1.0096360158316253e-06
733,Ethiopia,ETH,Summer,2004,134542.48630000002,75301026.0,0.0017867284610438112,2,3,2,7,6,9,6,21,0.00015608452450607046
734,Finland,FIN,Summer,2004,37772178.11,5228172.0,7.224738992902299,0,2,0,2,0,6,0,6,1.5884707475769127e-07
735,France,FRA,Summer,2004,33797162.44,62716306.0,0.5388895583231575,11,9,13,33,33,27,39,99,2.9292399968711697e-06
736,United Kingdom,GBR,Summer,2004,40390785.83,59987905.0,0.6733154930148002,9,9,12,30,27,27,36,90,2.2282309727470833e-06
737,Georgia,GEO,Summer,2004,1305047.486,3927340.0,0.3322980658664643,2,2,0,4,6,6,0,12,9.195067711122353e-06
738,"Hong Kong SAR, China",HKG,Summer,2004,24928100.37,6783500.0,3.6748139411808065,0,1,0,1,0,3,0,3,1.2034611364171107e-07
739,Hungary,HUN,Summer,2004,10301703.39,10107146.0,1.0192494884312546,8,6,3,17,24,18,9,51,4.950637585771143e-06
740,India,IND,Summer,2004,624105.0944,1136264583.0,0.000549260360427867,0,1,0,1,0,3,0,3,4.8068827300378475e-06
741,Israel,ISR,Summer,2004,20557078.63,6809000.0,3.0191039256865912,1,0,1,2,3,0,3,6,2.9187026561468184e-07
742,Italy,ITA,Summer,2004,31317200.79,57685327.0,0.5428971701937305,10,11,11,32,30,33,33,96,3.0654080689949172e-06
743,Jamaica,JAM,Summer,2004,3819284.231,2664024.0,1.4336523360900653,2,1,2,5,6,3,6,15,3.927437470678259e-06
744,Japan,JPN,Summer,2004,38298980.17,127761000.0,0.2997705103278778,16,9,12,37,48,27,36,111,2.898249496652328e-06
745,Kazakhstan,KAZ,Summer,2004,2874288.483,15012984.0,0.1914535100417079,1,4,3,8,3,12,9,24,8.349892553217317e-06
746,Kenya,KEN,Summer,2004,462618.21579999995,34791836.0,0.013296746276913927,1,4,2,7,3,12,6,21,4.539380267092371e-05
747,"Korea, Rep.",KOR,Summer,2004,16496120.09,48082519.0,0.34307936508068554,9,12,9,30,27,36,27,90,5.45582837109426e-06
748,Lithuania,LTU,Summer,2004,6700327.192,3377075.0,1.9840623000673658,1,2,0,3,3,6,0,9,1.3432179865403803e-06
749,Morocco,MAR,Summer,2004,1964080.078,30033125.0,0.06539712660603916,2,1,0,3,6,3,0,9,4.58229789142029e-06
750,Mexico,MEX,Summer,2004,7525465.234,103945813.0,0.07239796406229465,0,3,1,4,0,9,3,12,1.5945857999295621e-06
751,Norway,NOR,Summer,2004,57603836.02,4591910.0,12.544635243286564,5,0,1,6,15,0,3,18,3.124791896454676e-07
752,New Zealand,NZL,Summer,2004,25420234.88,4087500.0,6.21901770764526,3,2,0,5,9,6,0,15,5.900810936960154e-07
753,Poland,POL,Summer,2004,6681386.472,38182222.0,0.17498684262010733,3,2,5,10,9,6,15,30,4.4900860211757555e-06
754,"Korea, Dem. People's Rep.",PRK,Summer,2004,0.0,23948930.0,0.0,0,4,1,5,0,12,3,15,0.0
755,Romania,ROU,Summer,2004,3494944.517,21451748.0,0.16292119956844542,8,5,6,19,24,15,18,57,1.6309271784642754e-05
756,Russian Federation,RUS,Summer,2004,4102364.7460000003,144067316.0,0.028475332642415578,28,26,36,90,84,78,108,270,6.581569819291733e-05
757,Slovak Republic,SVK,Summer,2004,10691446.55,5372280.0,1.9901134248401053,2,2,2,6,6,6,6,18,1.683588831110978e-06
758,Sweden,SWE,Summer,2004,42821673.14,8993531.0,4.761386060714084,4,2,1,7,12,6,3,21,4.904058730106874e-07
759,Syrian Arab Republic,SYR,Summer,2004,6241058.232000001,18084007.0,0.3451147874472732,0,0,1,1,0,0,3,3,4.806877116797265e-07
760,Thailand,THA,Summer,2004,2647261.7199999997,65311166.0,0.040533064744242966,3,1,4,8,9,3,12,24,9.065971761945775e-06
761,Trinidad and Tobago,TTO,Summer,2004,9756500.371,1361172.0,7.167720443118136,0,0,1,1,0,0,3,3,3.074873044557178e-07
762,Turkiye,TUR,Summer,2004,6031947.927,67785075.0,0.08898637239834875,3,3,4,10,9,9,12,30,4.973517736404026e-06
763,Ukraine,UKR,Summer,2004,1416603.76,47451626.0,0.02985363999960718,8,5,9,22,24,15,27,66,4.6590304122869194e-05
764,United States,USA,Summer,2004,41724631.63,292805298.0,0.14249957878152875,36,39,26,101,108,117,78,303,7.261897545001765e-06
765,Uzbekistan,UZB,Summer,2004,465119.8869,25864350.0,0.017983049521832172,2,1,2,5,6,3,6,15,3.224974984401167e-05
766,"Venezuela, RB",VEN,Summer,2004,4287707.147,26226927.0,0.16348492322413524,0,0,2,2,0,0,6,6,1.3993493012222275e-06
767,Australia,AUS,Winter,2006,36570720.370000005,20450966.0,1.7882148144004544,1,0,1,2,3,0,3,6,1.640656771126108e-07
768,Austria,AUT,Winter,2006,40669326.96,8268641.0,4.918501959390908,9,7,7,23,27,21,21,69,1.6966103242343894e-06
769,Belarus,BLR,Winter,2006,3847434.124,9604924.0,0.40056892943660977,0,1,0,1,0,3,0,3,7.797404460511044e-07
770,Canada,CAN,Winter,2006,40504060.73,32571174.0,1.243555443534212,6,9,6,21,18,27,18,63,1.555399603510322e-06
771,China,CHN,Winter,2006,2099229.435,1311020000.0,0.00160121846730027,2,4,5,11,6,12,15,33,1.5720053963515428e-05
772,Czechia,CZE,Winter,2006,15261797.59,10238905.0,1.490569312831792,1,2,1,4,3,6,3,12,7.862769722396771e-07
773,Estonia,EST,Winter,2006,12639400.07,1346810.0,9.38469425531441,3,0,0,3,9,0,0,9,7.120591127866719e-07
774,Finland,FIN,Winter,2006,41222602.0,5266268.0,7.827668853920841,0,6,3,9,0,18,9,27,6.549804886164148e-07
775,France,FRA,Winter,2006,36470212.84,63628261.0,0.5731763255324549,3,2,4,9,9,6,12,27,7.403302009355643e-07
776,Italy,ITA,Winter,2006,33529726.6,58143979.0,0.5766672177698744,5,0,6,11,15,0,18,33,9.842012848383918e-07
777,Japan,JPN,Winter,2006,35991546.0,127854000.0,0.2815050448167441,1,0,0,1,3,0,0,3,8.33529073744151e-08
778,"Korea, Rep.",KOR,Winter,2006,21743477.45,48438292.0,0.44889025917759445,6,3,2,11,18,9,6,33,1.5176965173066188e-06
779,Norway,NOR,Winter,2006,74148320.08,4660677.0,15.909345376218948,2,8,9,19,6,24,27,57,7.68729486231133e-07
780,Poland,POL,Winter,2006,9035410.467,38141267.0,0.23689329636060596,0,1,1,2,0,3,3,6,6.640539488398208e-07
781,Russian Federation,RUS,Winter,2006,6920188.965,143049637.0,0.04837613789261136,8,6,8,22,24,18,24,66,9.537311818189635e-06
782,Slovak Republic,SVK,Winter,2006,13170784.98,5373054.0,2.4512660732611287,0,1,0,1,0,3,0,3,2.2777685647101043e-07
783,Sweden,SWE,Winter,2006,46593602.160000004,9080505.0,5.131168603508286,7,2,5,14,21,6,15,42,9.014113108442267e-07
784,Ukraine,UKR,Winter,2006,2391323.9749999996,46787786.0,0.05111000497010052,0,0,2,2,0,0,6,6,2.5090703153260533e-06
785,United States,USA,Winter,2006,46302000.88,298379912.0,0.15517800970462114,9,9,7,25,27,27,21,75,1.6198004098003462e-06
786,Afghanistan,AFG,Summer,2008,387849.1743,26427199.0,0.014676136290493745,0,0,1,1,0,0,3,3,7.734965545342402e-06
787,Argentina,ARG,Summer,2008,8977506.851,40273769.0,0.22291201131436195,2,0,4,6,6,0,12,18,2.0050110012441804e-06
788,Armenia,ARM,Summer,2008,3908949.06,2983421.0,1.3102237532014422,0,1,4,5,0,3,12,15,3.837348548103106e-06
789,Australia,AUS,Summer,2008,49679180.53,21249199.0,2.3379319159277485,14,15,17,46,42,45,51,138,2.777823597888562e-06
790,Austria,AUT,Summer,2008,51919983.58,8321496.0,6.23926077474531,0,1,2,3,0,3,6,9,1.7334366036792957e-07
791,Azerbaijan,AZE,Summer,2008,5574603.801999999,8763400.0,0.6361233998219868,1,1,4,6,3,3,12,18,3.228929021564213e-06
792,Belgium,BEL,Summer,2008,48303397.96,10709973.0,4.510132561491985,2,0,0,2,6,0,0,6,1.242148638273563e-07
793,Belarus,BLR,Summer,2008,6377369.732,9527985.0,0.6693303706922292,3,4,7,14,9,12,21,42,6.585787207734689e-06
794,Brazil,BRA,Summer,2008,8801599.484000001,192672317.0,0.045681702597680396,3,4,10,17,9,12,30,51,5.794401357697588e-06
795,Canada,CAN,Summer,2008,46710505.58,33247118.0,1.4049490118211148,3,9,8,20,9,27,24,60,1.2845076124735878e-06
796,Channel Islands,CHI,Summer,2008,0.0,154475.0,0.0,0,1,0,1,0,3,0,3,0.0
797,China,CHN,Summer,2008,3468304.602,1324655000.0,0.002618270117124836,48,22,30,100,144,66,90,300,8.649759303926328e-05
798,Cameroon,CMR,Summer,2008,1476009.215,18777081.0,0.07860695786528268,1,0,0,1,3,0,0,3,2.032507635800905e-06
799,Colombia,COL,Summer,2008,5527449.953000001,43815313.0,0.12615338279108038,0,2,1,3,0,6,3,9,1.6282372661041078e-06
800,Cuba,CUB,Summer,2008,4992824.494000001,11276609.0,0.44275938750736155,3,10,17,30,9,30,51,90,1.802586894615567e-05
801,Czechia,CZE,Summer,2008,22804577.68,10384603.0,2.195998988117312,3,3,1,7,9,9,3,21,9.208677439537657e-07
802,Dominican Republic,DOM,Summer,2008,5053324.5770000005,9522948.0,0.530647082920121,1,1,0,2,3,3,0,6,1.1873371497466744e-06
803,Ecuador,ECU,Summer,2008,4260433.184,14496797.0,0.29388789702994395,0,1,0,1,0,3,0,3,7.041537492634457e-07
804,"Egypt, Arab Rep.",EGY,Summer,2008,1941899.973,83844783.0,0.023160653573401222,0,0,2,2,0,0,6,6,3.0897574969995637e-06
805,Spain,ESP,Summer,2008,35510722.23,45954106.0,0.7727431849071331,5,11,3,19,15,33,9,57,1.6051489922062338e-06
806,Estonia,EST,Summer,2008,18204966.48,1337090.0,13.615363573132699,1,1,0,2,3,3,0,6,3.2958039261382917e-07
807,Ethiopia,ETH,Summer,2008,320861.08969999995,84357105.0,0.0038036048024644746,4,2,1,7,12,6,3,21,6.544888325235904e-05
808,Finland,FIN,Summer,2008,53772794.24,5313399.0,10.120225159074257,1,1,2,4,3,3,6,12,2.2316117601107575e-07
809,France,FRA,Summer,2008,45515961.75,64379696.0,0.7069924926330811,7,16,20,43,21,48,60,129,2.8341705863218413e-06
810,United Kingdom,GBR,Summer,2008,47429936.34,61806995.0,0.7673878391919879,19,13,19,51,57,39,57,153,3.225810781258999e-06
811,Georgia,GEO,Summer,2008,3324735.8789999997,3848449.0,0.863915795428236,3,2,2,7,9,6,6,21,6.316291207563921e-06
812,Hungary,HUN,Summer,2008,15772330.08,10038188.0,1.5712327842435307,3,5,2,10,9,15,6,30,1.9020651893432857e-06
813,India,IND,Summer,2008,993503.7725,1206734806.0,0.0008232991768864252,1,0,2,3,3,0,6,9,9.058848339702706e-06
814,Ireland,IRL,Summer,2008,61353106.56,4489544.0,13.665776871771387,0,1,2,3,0,3,6,9,1.4669183851674224e-07
815,Iceland,ISL,Summer,2008,56943370.45,317414.0,179.39779105521495,0,1,0,1,0,3,0,3,5.2683920468567904e-08
816,Israel,ISR,Summer,2008,30173361.59,7308800.0,4.128360550295534,0,0,1,1,0,0,3,3,9.942544820707861e-08
817,Italy,ITA,Summer,2008,40944912.42,58826731.0,0.6960256285531148,8,9,10,27,24,27,30,81,1.9782677556890962e-06
818,Jamaica,JAM,Summer,2008,5056258.245,2711373.0,1.8648331472652417,5,4,2,11,15,12,6,33,6.526565377200191e-06
819,Japan,JPN,Summer,2008,39876303.97,128063000.0,0.3113803672411235,9,8,8,25,27,24,24,75,1.880816237543592e-06
820,Kazakhstan,KAZ,Summer,2008,8458017.154,15776938.0,0.5361000438741661,2,3,4,9,6,9,12,27,3.1922375550197427e-06
821,Kenya,KEN,Summer,2008,915998.9157,39186895.0,0.023375133847680456,6,4,6,16,18,12,18,48,5.2401808754673836e-05
822,Kyrgyz Republic,KGZ,Summer,2008,966393.6272,5318700.0,0.18169733716885705,0,1,2,3,0,3,6,9,9.31297532049785e-06
823,"Korea, Rep.",KOR,Summer,2008,21350427.98,49054708.0,0.43523708223887503,13,11,8,32,39,33,24,96,4.4963969851062444e-06
824,Lithuania,LTU,Summer,2008,14944996.649999999,3198231.0,4.6728946877195545,0,3,2,5,0,9,6,15,1.0036803855690394e-06
825,Morocco,MAR,Summer,2008,2889220.9469999997,31634992.0,0.09132990920307486,0,1,1,2,0,3,3,6,2.076684376191462e-06
826,Moldova,MDA,Summer,2008,2110561.99,2868833.0,0.7356865979999534,0,0,1,1,0,0,3,3,1.4214223577484211e-06
827,Mexico,MEX,Summer,2008,10119836.209999999,109684489.0,0.09226314770906212,2,0,2,4,6,0,6,12,1.1857899427405853e-06
828,Norway,NOR,Summer,2008,96944095.61,4768212.0,20.331330823797263,3,5,1,9,9,15,3,27,2.7851103081738267e-07
829,New Zealand,NZL,Summer,2008,31252962.56,4259800.0,7.336720634771585,3,2,4,9,9,6,12,27,8.639180989055011e-07
830,Panama,PAN,Summer,2008,7197110.786,3495276.0,2.059096559470554,1,0,0,1,3,0,0,3,4.1683393367178324e-07
831,Poland,POL,Summer,2008,13996025.15,38125759.0,0.36710154806360706,4,5,2,11,12,15,6,33,2.3578122821535514e-06
832,"Korea, Dem. People's Rep.",PRK,Summer,2008,0.0,24469047.0,0.0,2,2,2,6,6,6,6,18,0.0
