,Country_Name,Country_Code,Year,Season,Population,GDP,GDP_Per_Capita,Y_Gold,Y_Silver,Y_Bronze,Y_Total,A_Gold,A_Silver,A_Bronze,A_Total,Y_Capita_Per_Medal,A_Capita_Per_Medal,Y_Capita_Per_GDP,A_Capita_Per_GDP,A_Score,Y_Score,Y_Score_Per_Capita,A_Score_Per_Capita,Y_Score/Population,Y_Score/GDP,Population to Gold Medal,Population to Silver Medal,Population to Bronze Medal,Population to Weight Score,GDP to Gold Medal,GDP to Silver Medal,GDP to Bronze Medal,GDP to Weight Score
411,Czechia,CZE,1998,Winter,10294373.0,66807429713.43588,6489.703619,1.0,1.0,1.0,3.0,5.0,4.0,5.0,14.0,2.9142134251401225e-07,1.3599662650653903e-06,4.4905185139859655e-11,2.0955753065267844e-10,28.0,6.0,1715728.8333333333,367656.1785714286,5.828426850280245e-07,8.981037027971931e-11,10294373.0,10294373.0,10294373.0,1715728.8333333333,66807429713.43588,66807429713.43588,66807429713.43588,11134571618.90598
412,Finland,FIN,1998,Winter,5153498.0,134038718298.176,26009.26949,2.0,4.0,6.0,12.0,44.0,46.0,60.0,150.0,2.3285155053907075e-06,2.9106443817383844e-05,8.952637083044456e-11,1.119079635380557e-09,284.0,20.0,257674.9,18146.11971830986,3.880859175651179e-06,1.4921061805074094e-10,2576749.0,1288374.5,858916.3333333334,257674.9,67019359149.088,33509679574.544,22339786383.02933,6701935914.9088
413,France,FRA,1998,Winter,60192790.0,1503108739245.927,24971.57449,2.0,1.0,5.0,8.0,66.0,64.0,102.0,232.0,1.329062832940623e-07,3.854282215527807e-06,5.322302898733331e-12,1.543467840632666e-10,428.0,13.0,4630214.615384615,140637.3598130841,2.1597271035285122e-07,8.648742210441662e-12,30096395.0,60192790.0,12038558.0,4630214.615384615,751554369622.9635,1503108739245.927,300621747849.1854,115623749172.7636
414,Italy,ITA,1998,Winter,56906744.0,1270052525887.9512,22318.1373,2.0,6.0,2.0,10.0,104.0,87.0,105.0,296.0,1.757260967171132e-07,5.20149246282655e-06,7.873690100343329e-12,2.330612269701625e-10,591.0,20.0,2845337.2,96288.90693739423,3.514521934342264e-07,1.5747380200686657e-11,28453372.0,9484457.333333334,28453372.0,2845337.2,635026262943.9756,211675420981.3252,635026262943.9756,63502626294.39756
415,Japan,JPN,1998,Winter,126400000.0,4098362709104.0,32423.75561,5.0,1.0,4.0,10.0,81.0,66.0,89.0,236.0,7.911392405063292e-08,1.8670886075949368e-06,2.439998777508455e-12,5.758397114919954e-11,464.0,21.0,6019047.619047619,272413.7931034483,1.661392405063291e-07,5.123997432767756e-12,25280000.0,126400000.0,31600000.0,6019047.619047619,819672541820.8,4098362709104.0,1024590677276.0,195160129004.9524
416,Kazakhstan,KAZ,1998,Winter,15071640.0,22135254833.00724,1468.669291,0.0,0.0,2.0,2.0,4.0,6.0,6.0,16.0,1.3269956023365738e-07,1.061596481869259e-06,9.035360175829904e-11,7.22828814066392e-10,30.0,2.0,7535820.0,502388.0,1.3269956023365738e-07,9.035360175829904e-11,0.0,0.0,7535820.0,7535820.0,0.0,0.0,11067627416.50362,11067627416.50362
417,"Korea, Rep.",KOR,1998,Winter,46286503.0,383330931061.9429,8281.699982,3.0,1.0,2.0,6.0,47.0,44.0,45.0,136.0,1.296274207623765e-07,2.938221537280533e-06,1.565227200262233e-11,3.547848320594395e-10,274.0,13.0,3560500.230769231,168928.84306569342,2.8085941165181565e-07,3.3913256005681724e-11,15428834.333333334,46286503.0,23143251.5,3560500.230769231,127776977020.64764,383330931061.9429,191665465530.97144,29486994697.07253
418,Norway,NOR,1998,Winter,4431464.0,154163364294.3204,34788.35985,10.0,10.0,5.0,25.0,61.0,71.0,48.0,180.0,5.641476496254962e-06,4.061863077303573e-05,1.621656358787769e-10,1.1675925783271935e-09,373.0,55.0,80572.07272727272,11880.60053619303,1.2411248291760916e-05,3.5676439893330916e-10,443146.4,443146.4,886292.8,80572.07272727272,15416336429.43204,15416336429.43204,30832672858.86408,2802970259.8967347
419,Russian Federation,RUS,1998,Winter,147670784.0,270955482900.38376,1834.861816,9.0,6.0,3.0,18.0,46.0,35.0,23.0,104.0,1.2189276383878346e-07,7.042693021796377e-07,6.643157690452664e-11,3.838268887817095e-10,231.0,42.0,3515971.047619048,639267.4632034632,2.8441644895716135e-07,1.5500701277722883e-10,16407864.888888888,24611797.33333333,49223594.66666666,3515971.047619048,30106164766.709305,45159247150.06396,90318494300.12791,6451321021.437709
420,Sweden,SWE,1998,Winter,8850974.0,270809066737.4928,30596.5272,0.0,2.0,1.0,3.0,45.0,54.0,58.0,157.0,3.389457476657371e-07,1.773816079450691e-05,1.1077915655268784e-11,5.79744252625733e-10,301.0,5.0,1770194.8,29405.2292358804,5.649095794428952e-07,1.8463192758781304e-11,0.0,4425487.0,8850974.0,1770194.8,0.0,135404533368.7464,270809066737.4928,54161813347.49856
421,Ukraine,UKR,1998,Winter,50144500.0,41883242596.1187,835.2509766,0.0,1.0,0.0,1.0,10.0,3.0,13.0,26.0,1.994236656063975e-08,5.185015305766335e-07,2.387589732827108e-11,6.207733305350481e-10,49.0,2.0,25072250.0,1023357.1428571428,3.98847331212795e-08,4.7751794656542156e-11,0.0,50144500.0,0.0,25072250.0,0.0,41883242596.1187,0.0,20941621298.05935
422,United Kingdom,GBR,1998,Winter,58487141.0,1655061278741.1062,28297.866,0.0,0.0,1.0,1.0,43.0,72.0,91.0,206.0,1.7097775389636502e-08,3.52214173026512e-06,6.042072356140388e-13,1.24466690536492e-10,364.0,1.0,58487141.0,160678.9587912088,1.7097775389636502e-08,6.042072356140388e-13,0.0,0.0,58487141.0,58487141.0,0.0,0.0,1655061278741.1062,1655061278741.1062
423,United States,USA,1998,Winter,275854000.0,9062818201365.3,32853.67695,6.0,3.0,4.0,13.0,422.0,336.0,280.0,1038.0,4.712637844656956e-08,3.762860063656862e-06,1.434432393010109e-12,1.1453390953419176e-10,2218.0,28.0,9851928.57142857,124370.60414788098,1.0150296896184213e-07,3.089546692637158e-12,45975666.66666666,91951333.33333331,68963500.0,9851928.57142857,1510469700227.55,3020939400455.1,2265704550341.325,323672078620.18933
424,Argentina,ARG,2000,Summer,37070774.0,284203749991.18353,7666.517834,0.0,2.0,2.0,4.0,0.0,8.0,8.0,16.0,1.0790171254584544e-07,4.316068501833817e-07,1.407440964492582e-11,5.629763857970328e-11,24.0,6.0,6178462.333333333,1544615.5833333333,1.6185256881876813e-07,2.1111614467388728e-11,0.0,18535387.0,18535387.0,6178462.333333333,0.0,142101874995.59177,142101874995.59177,47367291665.19726
425,Armenia,ARM,2000,Summer,3168523.0,1911563668.70078,603.2980252,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.1560446302583253e-07,9.468133890774976e-07,5.231319345380022e-10,1.569395803614007e-09,6.0,1.0,3168523.0,528087.1666666666,3.1560446302583253e-07,5.231319345380023e-10,0.0,0.0,3168523.0,3168523.0,0.0,0.0,1911563668.70078,1911563668.70078
426,Australia,AUS,2000,Summer,19028802.0,415851284349.65936,21853.78167,16.0,25.0,17.0,58.0,68.0,84.0,102.0,254.0,3.048011114940394e-06,1.3348186606807932e-05,1.394729370397519e-10,6.10795276001672e-10,474.0,115.0,165467.84347826088,40145.15189873418,6.043470314105954e-06,2.765411682684736e-10,1189300.125,761152.08,1119341.294117647,165467.84347826088,25990705271.85371,16634051373.986374,24461840255.86232,3616098124.7796464
427,Austria,AUT,2000,Summer,8011566.0,197289625457.92752,24625.60072,2.0,1.0,0.0,3.0,34.0,48.0,49.0,131.0,3.744586264408232e-07,1.635136002124928e-05,1.5206070735025837e-11,6.639984220961282e-10,247.0,8.0,1001445.75,32435.48987854251,9.985563371755285e-07,4.0549521960068897e-11,4005783.0,8011566.0,0.0,1001445.75,98644812728.96376,197289625457.92752,0.0,24661203182.24094
428,Azerbaijan,AZE,2000,Summer,8048600.0,5272798390.93672,655.1199452,2.0,0.0,1.0,3.0,2.0,1.0,1.0,4.0,3.7273563104142337e-07,4.969808413885644e-07,5.689578431742478e-10,7.586104575656634e-10,9.0,7.0,1149800.0,894288.8888888889,8.697164724299879e-07,1.327568300739911e-09,4024300.0,0.0,8048600.0,1149800.0,2636399195.46836,0.0,5272798390.93672,753256912.99096
429,Belarus,BLR,2000,Summer,9979610.0,12736856826.98674,1276.288034,3.0,3.0,11.0,17.0,4.0,11.0,21.0,36.0,1.7034733822263597e-06,3.60735539765582e-06,1.3347092010943035e-09,2.826443014082055e-09,55.0,26.0,383831.1538461539,181447.45454545456,2.6053122316403144e-06,2.0413199546148176e-09,3326536.6666666665,3326536.6666666665,907237.2727272728,383831.1538461539,4245618942.328913,4245618942.328913,1157896075.1806128,489879108.7302592
430,Belgium,BEL,2000,Summer,10251250.0,236792460335.6375,23098.88651,0.0,2.0,3.0,5.0,6.0,14.0,19.0,39.0,4.877453969028168e-07,3.8044140958419706e-06,2.11155371793208e-11,1.6470118999870224e-10,65.0,7.0,1464464.2857142857,157711.53846153847,6.828435556639435e-07,2.9561752051049124e-11,0.0,5125625.0,3417083.333333333,1464464.2857142857,0.0,118396230167.81876,78930820111.87917,33827494333.662502
431,Brazil,BRA,2000,Summer,175873720.0,655448188173.8824,3726.81142,0.0,6.0,6.0,12.0,9.0,18.0,31.0,58.0,6.823077376199242e-08,3.2978207318296333e-07,1.8308083257400878e-11,8.84890690774376e-11,94.0,18.0,9770762.222222222,1870997.021276596,1.0234616064298863e-07,2.7462124886101324e-11,0.0,29312286.666666668,29312286.666666668,9770762.222222222,0.0,109241364695.64708,109241364695.64708,36413788231.88236
432,Cameroon,CMR,2000,Summer,15091594.0,10566578953.386478,700.1632136,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,6.62620529017677e-08,1.987861587053031e-07,9.463800955932956e-11,2.8391402867798864e-10,6.0,3.0,5030531.333333333,2515265.6666666665,1.987861587053031e-07,2.8391402867798864e-10,15091594.0,0.0,0.0,5030531.333333333,10566578953.386478,0.0,0.0,3522192984.46216
433,Canada,CAN,2000,Summer,30685730.0,744773416042.6038,24271.00206,3.0,3.0,8.0,14.0,46.0,74.0,74.0,194.0,4.56238127624795e-07,6.322156911372159e-06,1.879766342143333e-11,2.6048190741129044e-10,360.0,23.0,1334162.1739130437,85238.13888888889,7.495340668121631e-07,3.088187562092619e-11,10228576.666666666,10228576.666666666,3835716.25,1334162.1739130437,248257805347.53455,248257805347.53455,93096677005.32549,32381452871.417557
434,Channel Islands,CHI,2000,Summer,145306.0,6439403013.54854,44316.15359,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,6.882028271372139e-06,1.3764056542744278e-05,1.5529389881266856e-10,3.10587797625337e-10,3.0,1.0,145306.0,48435.333333333336,6.882028271372139e-06,1.5529389881266856e-10,0.0,0.0,145306.0,145306.0,0.0,0.0,6439403013.54854,6439403013.54854
435,China,CHN,2000,Summer,1262645000.0,1211346869555.122,959.3724836,28.0,16.0,14.0,58.0,80.0,89.0,67.0,236.0,4.593531831987613e-08,1.869092262670822e-07,4.7880587681133e-11,1.9482446021978256e-10,485.0,130.0,9712653.846153846,2603391.75257732,1.0295847209627409e-07,1.0731855859564292e-10,45094464.28571428,78915312.5,90188928.57142857,9712653.846153846,43262388198.39722,75709179347.19513,86524776396.79443,9318052842.731709
436,Colombia,COL,2000,Summer,39215135.0,99886577314.89629,2547.143528,1.0,0.0,0.0,1.0,1.0,2.0,4.0,7.0,2.5500358471289213e-08,1.785025092990245e-07,1.001135514782393e-11,7.007948603476752e-11,11.0,3.0,13071711.666666666,3565012.272727273,7.650107541386764e-08,3.003406544347179e-11,39215135.0,0.0,0.0,13071711.666666666,99886577314.89629,0.0,0.0,33295525771.63209
437,Cuba,CUB,2000,Summer,11105791.0,30565400003.407352,2752.203783,11.0,11.0,7.0,29.0,51.0,42.0,38.0,131.0,2.611250292752673e-06,1.1795647874158626e-05,9.487852276354031e-10,4.285891890353028e-09,275.0,62.0,179125.66129032258,40384.69454545454,5.582673039678128e-06,2.028437383220517e-09,1009617.3636363636,1009617.3636363636,1586541.5714285714,179125.66129032258,2778672727.5824866,2778672727.5824866,4366485714.772479,492990322.6356025
438,Czechia,CZE,2000,Summer,10255063.0,61828166498.62116,6029.038193,2.0,3.0,3.0,8.0,7.0,7.0,8.0,22.0,7.801024723105065e-07,2.145281798853893e-06,1.2939086589569834e-10,3.5582488121317043e-10,43.0,15.0,683670.8666666667,238489.83720930232,1.4626921355821998e-06,2.4260787355443436e-10,5127531.5,3418354.333333333,3418354.333333333,683670.8666666667,30914083249.31058,20609388832.87372,20609388832.87372,4121877766.574744
439,Estonia,EST,2000,Summer,1396985.0,5686579747.39264,4070.609024,1.0,0.0,2.0,3.0,2.0,0.0,3.0,5.0,2.1474818985171635e-06,3.579136497528606e-06,5.275578877400835e-10,8.792631462334727e-10,9.0,5.0,279397.0,155220.55555555556,3.579136497528606e-06,8.792631462334728e-10,1396985.0,0.0,698492.5,279397.0,5686579747.39264,0.0,2843289873.69632,1137315949.478528
440,Ethiopia,ETH,2000,Summer,67031867.0,8242392103.906964,122.9622935,4.0,1.0,3.0,8.0,12.0,2.0,10.0,24.0,1.193462208056953e-07,3.580386624170859e-07,9.705920197860923e-10,2.911776059358277e-09,50.0,17.0,3943051.0,1340637.34,2.536107192121025e-07,2.062508042045446e-09,16757966.75,67031867.0,22343955.666666668,3943051.0,2060598025.976741,8242392103.906964,2747464034.635655,484846594.3474685
441,Finland,FIN,2000,Summer,5176209.0,126019543404.5174,24345.91482,2.0,1.0,1.0,4.0,46.0,47.0,61.0,154.0,7.727663237709296e-07,2.975150346518079e-05,3.1741108497434953e-11,1.2220326771512455e-09,293.0,9.0,575134.3333333334,17666.242320819114,1.7387242284845918e-06,7.141749411922865e-11,2588104.5,5176209.0,5176209.0,575134.3333333334,63009771702.2587,126019543404.5174,126019543404.5174,14002171489.39082
442,France,FRA,2000,Summer,60921384.0,1365639660919.1812,22416.42542,13.0,14.0,11.0,38.0,79.0,78.0,113.0,270.0,6.23754706557553e-07,4.431941336066823e-06,2.782578822763764e-11,1.9770954793321479e-10,506.0,78.0,781043.3846153846,120397.99209486166,1.2803386081970822e-06,5.711609162515093e-11,4686260.307692308,4351527.428571428,5538307.636363637,781043.3846153846,105049204686.09084,97545690065.6558,124149060083.56192,17508200781.015144
443,Georgia,GEO,2000,Summer,4077131.0,3057475335.213085,749.908535,0.0,0.0,6.0,6.0,0.0,0.0,8.0,8.0,1.4716230604314653e-06,1.9621640805752867e-06,1.962403402211531e-09,2.616537869615375e-09,8.0,6.0,679521.8333333334,509641.375,1.4716230604314653e-06,1.962403402211531e-09,0.0,0.0,679521.8333333334,679521.8333333334,0.0,0.0,509579222.5355142,509579222.5355142
444,Hungary,HUN,2000,Summer,10210971.0,47218405895.45896,4624.281657,8.0,6.0,3.0,17.0,80.0,82.0,94.0,256.0,1.6648759456862623e-06,2.507107306445195e-05,3.6002909623077527e-10,5.4216146255928524e-09,498.0,39.0,261819.7692307692,20503.9578313253,3.8194212871626016e-06,8.259491031176607e-10,1276371.375,1701828.5,3403657.0,261819.7692307692,5902300736.93237,7869734315.909827,15739468631.819654,1210728356.2938194
445,Iceland,ISL,2000,Summer,281205.0,9025660361.3733,32096.37226,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.5561245354812328e-06,7.1122490709624655e-06,1.1079521718761471e-10,2.2159043437522943e-10,2.0,1.0,281205.0,140602.5,3.5561245354812328e-06,1.1079521718761471e-10,0.0,0.0,281205.0,281205.0,0.0,0.0,9025660361.3733,9025660361.3733
446,India,IND,2000,Summer,1059633675.0,468394937243.61945,442.0347789,0.0,0.0,1.0,1.0,2.0,1.0,4.0,7.0,9.43722367071809e-10,6.6060565695026635e-09,2.134950488330929e-12,1.49446534183165e-11,12.0,1.0,1059633675.0,88302806.25,9.43722367071809e-10,2.134950488330929e-12,0.0,0.0,1059633675.0,1059633675.0,0.0,0.0,468394937243.61945,468394937243.61945
447,Ireland,IRL,2000,Summer,3805174.0,100207610448.74454,26334.56721,0.0,1.0,0.0,1.0,4.0,4.0,3.0,11.0,2.628000716918596e-07,2.890800788610455e-06,9.979281967924908e-12,1.0977210164717399e-10,23.0,2.0,1902587.0,165442.34782608697,5.256001433837191e-07,1.9958563935849817e-11,0.0,3805174.0,0.0,1902587.0,0.0,100207610448.74454,0.0,50103805224.37227
448,Israel,ISR,2000,Summer,6289000.0,136035771719.29,21630.74761,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,1.590077913817777e-07,6.360311655271108e-07,7.351007660422595e-12,2.940403064169038e-11,5.0,1.0,6289000.0,1257800.0,1.590077913817777e-07,7.351007660422595e-12,0.0,0.0,6289000.0,6289000.0,0.0,0.0,136035771719.29,136035771719.29
449,Italy,ITA,2000,Summer,56942108.0,1146676894109.0916,20137.59122,13.0,8.0,13.0,34.0,117.0,95.0,118.0,330.0,5.970976697947326e-07,5.795359736242993e-06,2.9650898325998126e-11,2.8778813081115827e-10,659.0,68.0,837383.9411764706,86406.8406676783,1.1941953395894651e-06,5.930179665199625e-11,4380162.153846154,7117763.5,4380162.153846154,837383.9411764706,88205914931.46858,143334611763.63644,88205914931.46858,16862895501.604288
450,Jamaica,JAM,2000,Summer,2612205.0,9005064473.65068,3447.303896,0.0,6.0,3.0,9.0,2.0,17.0,12.0,31.0,3.4453651225688643e-06,1.1867368755514976e-05,9.994375971803978e-10,3.442507279176925e-09,52.0,15.0,174147.0,50234.71153846154,5.7422752042814406e-06,1.6657293286339963e-09,0.0,435367.5,870735.0,174147.0,0.0,1500844078.94178,3001688157.88356,600337631.576712
451,Japan,JPN,2000,Summer,126843000.0,4968359075937.51,39169.35957,5.0,8.0,5.0,18.0,86.0,74.0,94.0,254.0,1.419077126841844e-07,2.0024755012101576e-06,3.6229265487626758e-12,5.112351907698443e-11,500.0,36.0,3523416.6666666665,253686.0,2.838154253683688e-07,7.245853097525351e-12,25368600.0,15855375.0,25368600.0,3523416.6666666665,993671815187.502,621044884492.1887,993671815187.502,138009974331.5975
452,Kazakhstan,KAZ,2000,Summer,14883626.0,18291994913.881622,1229.001247,3.0,4.0,0.0,7.0,7.0,10.0,6.0,23.0,4.7031549973104674e-07,1.5453223562591536e-06,3.826810598273109e-10,1.2573806251468788e-09,47.0,17.0,875507.4117647059,316672.89361702127,1.1421947850611135e-06,9.293682881520407e-10,4961208.666666667,3720906.5,0.0,875507.4117647059,6097331637.960541,4572998728.470406,0.0,1075999700.816566
453,Kenya,KEN,2000,Summer,30851606.0,12705357103.776194,411.8215792,2.0,3.0,2.0,7.0,16.0,20.0,18.0,54.0,2.268925643611552e-07,1.750314067928911e-06,5.509487016244125e-10,4.250175698245468e-09,106.0,14.0,2203686.1428571427,291052.88679245283,4.5378512872231036e-07,1.101897403248825e-09,15425803.0,10283868.666666666,15425803.0,2203686.1428571427,6352678551.888097,4235119034.592064,6352678551.888097,907525507.4125853
454,"Korea, Rep.",KOR,2000,Summer,47008111.0,576178114264.8463,12256.99357,8.0,10.0,10.0,28.0,55.0,54.0,55.0,164.0,5.956418882690266e-07,3.488759631290013e-06,4.859608393096567e-11,2.8463420588137035e-10,328.0,54.0,870520.574074074,143317.41158536586,1.14873792737598e-06,9.372101900971949e-11,5876013.875,4700811.1,4700811.1,870520.574074074,72022264283.10579,57617811426.48464,57617811426.48464,10669965078.978636
455,Kyrgyz Republic,KGZ,2000,Summer,4898400.0,1369688498.2591202,279.6195693,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0414829332026786e-07,2.0414829332026786e-07,7.300930111269856e-10,7.300930111269856e-10,1.0,1.0,4898400.0,4898400.0,2.0414829332026786e-07,7.300930111269856e-10,0.0,0.0,4898400.0,4898400.0,0.0,0.0,1369688498.2591202,1369688498.2591202
456,Lithuania,LTU,2000,Summer,3499536.0,11524776867.789743,3293.229979,2.0,0.0,3.0,5.0,3.0,0.0,5.0,8.0,1.4287608414372648e-06,2.286017346299624e-06,4.338478789966295e-10,6.941566063946072e-10,14.0,9.0,388837.3333333333,249966.8571428572,2.5717695145870767e-06,7.809261821939332e-10,1749768.0,0.0,1166512.0,388837.3333333333,5762388433.894872,0.0,3841592289.263248,1280530763.0877492
457,Mexico,MEX,2000,Summer,97873442.0,707906744605.6906,7232.878809,1.0,2.0,3.0,6.0,7.0,11.0,16.0,34.0,6.130365784009108e-08,3.473873944271828e-07,8.475692661103329e-12,4.802892507958553e-11,59.0,10.0,9787344.2,1658871.8983050848,1.0217276306681848e-07,1.4126154435172214e-11,97873442.0,48936721.0,32624480.666666668,9787344.2,707906744605.6906,353953372302.8453,235968914868.5635,70790674460.56906
458,Moldova,MDA,2000,Summer,2924668.0,1288429391.856912,440.538684,0.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,6.838383023303842e-07,1.3676766046607684e-06,1.5522775346793023e-09,3.1045550693586046e-09,6.0,3.0,974889.3333333334,487444.6666666667,1.0257574534955762e-06,2.3284163020189532e-09,0.0,2924668.0,2924668.0,974889.3333333334,0.0,1288429391.856912,1288429391.856912,429476463.952304
459,Morocco,MAR,2000,Summer,28554415.0,38492773572.63908,1348.049805,0.0,1.0,4.0,5.0,4.0,3.0,9.0,16.0,1.7510427021530646e-07,5.603336646889807e-07,1.2989451099346168e-10,4.1566243517907755e-10,27.0,6.0,4759069.166666667,1057570.9259259258,2.1012512425836774e-07,1.5587341319215408e-10,0.0,28554415.0,7138603.75,4759069.166666667,0.0,38492773572.63908,9623193393.15977,6415462262.106513
460,Mozambique,MOZ,2000,Summer,17768505.0,5656473652.325692,318.3426885,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,5.627935495980106e-08,1.1255870991960212e-07,1.7678858975836368e-10,3.5357717951672736e-10,4.0,3.0,5922835.0,4442126.25,1.688380648794032e-07,5.30365769275091e-10,17768505.0,0.0,0.0,5922835.0,5656473652.325692,0.0,0.0,1885491217.4418972
461,New Zealand,NZL,2000,Summer,3857700.0,52623281962.944,13641.10272,1.0,0.0,3.0,4.0,25.0,12.0,26.0,63.0,1.0368872644321746e-06,1.633097441480675e-05,7.601198273449952e-11,1.1971887280683672e-09,125.0,6.0,642950.0,30861.6,1.555330896648262e-06,1.140179741017493e-10,3857700.0,0.0,1285900.0,642950.0,52623281962.944,0.0,17541093987.648,8770546993.824
462,North Macedonia,MKD,2000,Summer,2026350.0,3772857144.01275,1861.898065,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.934981617193476e-07,4.934981617193476e-07,2.650511169199521e-10,2.650511169199521e-10,1.0,1.0,2026350.0,2026350.0,4.934981617193476e-07,2.650511169199521e-10,0.0,0.0,2026350.0,2026350.0,0.0,0.0,3772857144.01275,3772857144.01275
463,Norway,NOR,2000,Summer,4490967.0,171247131261.30988,38131.46061,4.0,3.0,3.0,10.0,65.0,74.0,51.0,190.0,2.2266919351667468e-06,4.230714676816819e-05,5.839513880522048e-11,1.109507637299189e-09,394.0,21.0,213855.57142857145,11398.393401015228,4.676053063850168e-06,1.2262979149096298e-10,1122741.75,1496989.0,1496989.0,213855.57142857145,42811782815.32747,57082377087.103294,57082377087.103294,8154625298.157613
464,Poland,POL,2000,Summer,38258629.0,172219461109.89413,4501.454067,6.0,5.0,3.0,14.0,52.0,61.0,97.0,210.0,3.659305198835013e-07,5.48895779825252e-06,8.129162586954402e-11,1.2193743880431603e-09,375.0,31.0,1234149.322580645,102023.01066666668,8.102747225991815e-07,1.8000288585399032e-10,6376438.166666667,7651725.8,12752876.333333334,1234149.322580645,28703243518.31569,34443892221.97883,57406487036.63138,5555466487.41594
465,Qatar,QAT,2000,Summer,645937.0,17759890108.58621,27494.77133,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.548138595559629e-06,3.096277191119258e-06,5.630665470821463e-11,1.1261330941642926e-10,2.0,1.0,645937.0,322968.5,1.548138595559629e-06,5.630665470821463e-11,0.0,0.0,645937.0,645937.0,0.0,0.0,17759890108.58621,17759890108.58621
466,Romania,ROU,2000,Summer,22442971.0,37253259027.19844,1659.90764,11.0,6.0,9.0,26.0,68.0,78.0,101.0,247.0,1.1584918948565231e-06,1.100567300113697e-05,6.979255152151253e-10,6.630292394543693e-09,461.0,54.0,415610.5740740741,48683.23427331887,2.406098550855856e-06,1.4495376085237223e-09,2040270.0909090908,3740495.1666666665,2493663.4444444445,415610.5740740741,3386659911.5634947,6208876504.533073,4139251003.022049,689875167.1703415
467,Russian Federation,RUS,2000,Summer,146596869.0,259710150544.4228,1771.594116,32.0,28.0,29.0,89.0,78.0,63.0,52.0,193.0,6.071070999476804e-07,1.3165356212348574e-06,3.42689724731328e-10,7.431361446420931e-10,412.0,181.0,809927.4530386741,355817.6432038835,1.23467848416326e-06,6.969307884985433e-10,4581152.15625,5235602.464285715,5055064.448275862,809927.4530386741,8115942204.513212,9275362519.44367,8955522432.566303,1434862710.1901813
468,Slovak Republic,SVK,2000,Summer,5388720.0,29242558795.510323,5426.624281,1.0,3.0,1.0,5.0,2.0,4.0,2.0,8.0,9.278641309995694e-07,1.4845826095993112e-06,1.7098366921186327e-10,2.7357387073898123e-10,16.0,10.0,538872.0,336795.0,1.8557282619991389e-06,3.419673384237265e-10,5388720.0,1796240.0,5388720.0,538872.0,29242558795.510323,9747519598.50344,29242558795.510323,2924255879.551032
469,Spain,ESP,2000,Summer,40567864.0,598363313297.0709,14749.68742,3.0,3.0,5.0,11.0,25.0,24.0,22.0,71.0,2.711505836245162e-07,1.7501537670309685e-06,1.8383479995436824e-11,1.1865700724327404e-10,145.0,20.0,2028393.2,279778.3724137931,4.93001061135484e-07,3.3424509082612406e-11,13522621.333333334,13522621.333333334,8113572.8,2028393.2,199454437765.6903,199454437765.6903,119672662659.41418,29918165664.853542
470,Sweden,SWE,2000,Summer,8872109.0,262835454323.72104,29624.91267,4.0,5.0,3.0,12.0,49.0,59.0,61.0,169.0,1.3525532655200695e-06,1.904845848940765e-05,4.5655941017836247e-11,6.429878360011936e-10,326.0,25.0,354884.36,27215.05828220859,2.817819303166812e-06,9.511654378715884e-11,2218027.25,1774421.8,2957369.6666666665,354884.36,65708863580.93026,52567090864.74421,87611818107.90701,10513418172.94884
471,Thailand,THA,2000,Summer,63066603.0,126392233719.44102,2004.107209,1.0,0.0,2.0,3.0,2.0,1.0,6.0,9.0,4.756875838072331e-08,1.4270627514216993e-07,2.3735635582319445e-11,7.120690674695834e-11,14.0,5.0,12613320.6,4504757.357142857,7.928126396787218e-08,3.9559392637199077e-11,63066603.0,0.0,31533301.5,12613320.6,126392233719.44102,0.0,63196116859.72051,25278446743.888206
472,Trinidad and Tobago,TTO,2000,Summer,1332203.0,8154338233.096912,6120.942704,0.0,1.0,1.0,2.0,1.0,2.0,5.0,8.0,1.501272703934761e-06,6.005090815739043e-06,2.452682170923913e-10,9.810728683695651e-10,12.0,3.0,444067.6666666667,111016.91666666669,2.251909055902141e-06,3.6790232563858696e-10,0.0,1332203.0,1332203.0,444067.6666666667,0.0,8154338233.096912,8154338233.096912,2718112744.3656373
473,Turkiye,TUR,2000,Summer,64113547.0,274302959024.7321,4278.39313,3.0,0.0,2.0,5.0,21.0,10.0,9.0,40.0,7.798663829970288e-08,6.238931063976229e-07,1.822802064468135e-11,1.458241651574508e-10,92.0,11.0,5828504.2727272725,696886.3804347826,1.715706042593463e-07,4.0101645418298976e-11,21371182.33333333,0.0,32056773.5,5828504.2727272725,91434319674.9107,0.0,137151479512.36606,24936632638.61201
