,Country_Name,Country_Code,Year,Season,Population,GDP,GDP_Per_Capita,Y_Gold,Y_Silver,Y_Bronze,Y_Total,A_Gold,A_Silver,A_Bronze,A_Total,Y_Capita_Per_Medal,A_Capita_Per_Medal,Y_Capita_Per_GDP,A_Capita_Per_GDP,A_Score,Y_Score,Y_Score_Per_Capita,A_Score_Per_Capita,Y_Score/Population,Y_Score/GDP,Population to Gold Medal,Population to Silver Medal,Population to Bronze Medal,Population to Weight Score,GDP to Gold Medal,GDP to Silver Medal,GDP to Bronze Medal,GDP to Weight Score
194,United Kingdom,GBR,1980,Winter,56314216.0,564947710898.5293,10032.06208,1.0,0.0,0.0,1.0,26.0,40.0,40.0,106.0,1.7757505493817052e-08,1.8822955823446075e-06,1.7700753197309809e-12,1.8762798389148399e-10,198.0,3.0,18771405.33333333,284415.23232323234,5.3272516481451146e-08,5.310225959192943e-12,56314216.0,0.0,0.0,18771405.33333333,564947710898.5293,0.0,0.0,188315903632.8431
195,United States,USA,1980,Winter,227225000.0,2857307000859.75,12574.79151,6.0,4.0,2.0,12.0,199.0,161.0,150.0,510.0,5.281109032896909e-08,2.244471338981186e-06,4.199758722597627e-12,1.7848974571039915e-10,1069.0,28.0,8115178.571428572,212558.46585594013,1.232258774342612e-07,9.799437019394462e-12,37870833.333333336,56806250.0,113612500.0,8115178.571428572,476217833476.625,714326750214.9375,1428653500429.875,102046678602.13393
196,"Venezuela, RB",VEN,1980,Summer,15210443.0,59116511623.022514,3886.573956,0.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,6.57443047516762e-08,2.629772190067048e-07,1.6915747775796652e-11,6.766299110318661e-11,8.0,2.0,7605221.5,1901305.375,1.314886095033524e-07,3.3831495551593305e-11,0.0,15210443.0,0.0,7605221.5,0.0,59116511623.022514,0.0,29558255811.511257
197,Australia,AUS,1984,Summer,15579391.0,193519290019.0066,12421.4926,4.0,8.0,12.0,24.0,33.0,35.0,44.0,112.0,1.5404966728160295e-06,7.188984473141472e-06,1.2401864433071668e-10,5.787536735433448e-10,213.0,40.0,389484.775,73142.68075117371,2.5674944546933837e-06,2.0669774055119455e-10,3894847.75,1947423.875,1298282.5833333333,389484.775,48379822504.75165,24189911252.375824,16126607501.583883,4837982250.475164
198,Austria,AUT,1984,Summer,7561434.0,67985344889.66736,8991.06504,1.0,1.0,1.0,3.0,17.0,24.0,23.0,64.0,3.967501402511746e-07,8.464002992025058e-06,4.4127157181723e-11,9.413793532100906e-10,122.0,6.0,1260239.0,61978.96721311475,7.935002805023492e-07,8.8254314363446e-11,7561434.0,7561434.0,7561434.0,1260239.0,67985344889.66736,67985344889.66736,67985344889.66736,11330890814.94456
199,Austria,AUT,1984,Winter,7561434.0,67985344889.66736,8991.06504,0.0,0.0,1.0,1.0,17.0,24.0,24.0,65.0,1.3225004675039153e-07,8.59625303877545e-06,1.4709052393907665e-11,9.560884056039984e-10,123.0,1.0,7561434.0,61475.07317073171,1.3225004675039153e-07,1.4709052393907665e-11,0.0,0.0,7561434.0,7561434.0,0.0,0.0,67985344889.66736,67985344889.66736
200,Belgium,BEL,1984,Summer,9855372.0,83349530157.55972,8457.268803,1.0,1.0,2.0,4.0,4.0,9.0,9.0,22.0,4.05870016880134e-07,2.232285092840737e-06,4.7990672442167374e-11,2.639486984319206e-10,39.0,7.0,1407910.2857142857,252701.84615384616,7.102725295402345e-07,8.398367677379291e-11,9855372.0,9855372.0,4927686.0,1407910.2857142857,83349530157.55972,83349530157.55972,41674765078.77986,11907075736.794249
201,Brazil,BRA,1984,Summer,133888775.0,188339974126.99503,1406.6898,1.0,5.0,2.0,8.0,3.0,6.0,13.0,22.0,5.975108817001275e-08,1.643154924675351e-07,4.247637835293378e-11,1.1681004047056788e-10,34.0,15.0,8925918.333333334,3937905.147058824,1.1203329031877393e-07,7.964320941175083e-11,133888775.0,26777755.0,66944387.5,8925918.333333334,188339974126.99503,37667994825.399,94169987063.49751,12555998275.133
202,Cameroon,CMR,1984,Summer,9508570.0,7311937457.867539,768.9839227,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0516828503129285e-07,2.103365700625857e-07,1.3676265774456458e-10,2.7352531548912916e-10,3.0,1.0,9508570.0,3169523.333333333,1.0516828503129283e-07,1.3676265774456458e-10,0.0,0.0,9508570.0,9508570.0,0.0,0.0,7311937457.867539,7311937457.867539
203,Canada,CAN,1984,Summer,25607053.0,355372558197.1652,13877.91708,10.0,18.0,16.0,44.0,17.0,37.0,32.0,86.0,1.718276601372286e-06,3.3584497208640137e-06,1.2381372445642874e-10,2.419995523466562e-10,157.0,82.0,312281.1341463415,163102.24840764332,3.2022427571028967e-06,2.3074375921425358e-10,2560705.3,1422614.0555555555,1600440.8125,312281.1341463415,35537255819.71652,19742919899.842518,22210784887.322823,4333811685.331284
204,Canada,CAN,1984,Winter,25607053.0,355372558197.1652,13877.91708,2.0,1.0,1.0,4.0,19.0,38.0,33.0,90.0,1.562069637611169e-07,3.51465668462513e-06,1.1255793132402611e-11,2.5325534547905876e-10,166.0,9.0,2845228.111111111,154259.35542168675,3.514656684625131e-07,2.532553454790588e-11,12803526.5,25607053.0,25607053.0,2845228.111111111,177686279098.5826,355372558197.1652,355372558197.1652,39485839799.68503
205,China,CHN,1984,Summer,1036825000.0,259946510908.425,250.713969,15.0,8.0,9.0,32.0,15.0,8.0,9.0,32.0,3.086345333108287e-08,3.086345333108287e-08,1.2310224856710267e-10,1.2310224856710267e-10,70.0,70.0,14811785.714285716,14811785.714285716,6.751380416174378e-08,2.692861687405371e-10,69121666.66666667,129603125.0,115202777.77777778,14811785.714285716,17329767393.895,32493313863.553123,28882945656.491665,3713521584.406071
206,Colombia,COL,1984,Summer,28689032.0,38253120733.54815,1333.370911,0.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,3.4856526354740734e-08,1.394261054189629e-07,2.614165800917245e-11,1.0456663203668983e-10,6.0,2.0,14344516.0,4781505.333333333,6.971305270948145e-08,5.228331601834492e-11,0.0,28689032.0,0.0,14344516.0,0.0,38253120733.54815,0.0,19126560366.774075
207,Cote d'Ivoire,CIV,1984,Summer,9621405.0,6841638714.100248,711.0852016,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0393492426521906e-07,1.0393492426521906e-07,1.4616381276302326e-10,1.4616381276302326e-10,2.0,2.0,4810702.5,4810702.5,2.0786984853043813e-07,2.9232762552604647e-10,0.0,9621405.0,0.0,4810702.5,0.0,6841638714.100248,0.0,3420819357.050124
208,Dominican Republic,DOM,1984,Summer,6282104.0,11594000002.728392,1845.560023,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.5918233763719928e-07,1.5918233763719928e-07,8.625150938111713e-11,8.625150938111713e-11,1.0,1.0,6282104.0,6282104.0,1.5918233763719928e-07,8.625150938111713e-11,0.0,0.0,6282104.0,6282104.0,0.0,0.0,11594000002.728392,11594000002.728392
209,"Egypt, Arab Rep.",EGY,1984,Summer,48676443.0,33971188989.565823,697.8979337,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0543818290091576e-08,2.0543818290091576e-08,2.943670886253489e-11,2.943670886253489e-11,2.0,2.0,24338221.5,24338221.5,4.108763658018315e-08,5.887341772506978e-11,0.0,48676443.0,0.0,24338221.5,0.0,33971188989.565823,0.0,16985594494.782911
210,Finland,FIN,1984,Summer,4881803.0,52888800956.12087,10833.86629,4.0,2.0,6.0,12.0,28.0,31.0,33.0,92.0,2.4581082030553058e-06,1.884549622342401e-05,2.268911335304384e-10,1.7394986904000274e-09,179.0,22.0,221900.13636363635,27272.64245810056,4.5065317056013935e-06,4.1596707813913704e-10,1220450.75,2440901.5,813633.8333333334,221900.13636363635,13222200239.030218,26444400478.06044,8814800159.35348,2404036407.096403
211,Finland,FIN,1984,Winter,4881803.0,52888800956.12087,10833.86629,4.0,3.0,6.0,13.0,32.0,34.0,39.0,105.0,2.6629505533099144e-06,2.1508446776733924e-05,2.4579872799130825e-10,1.985297418391336e-09,203.0,24.0,203408.4583333333,24048.290640394087,4.916216406110612e-06,4.537822670608768e-10,1220450.75,1627267.6666666667,813633.8333333334,203408.4583333333,13222200239.030218,17629600318.70696,8814800159.35348,2203700039.83837
212,France,FRA,1984,Summer,56275701.0,530683779920.02325,9430.069648,5.0,7.0,16.0,28.0,31.0,40.0,52.0,123.0,4.975504436630651e-07,2.185668020377036e-06,5.27621175914209e-11,2.3177644513374183e-10,225.0,45.0,1250571.1333333333,250114.22666666663,7.996346416013548e-07,8.47962604147836e-11,11255140.2,8039385.857142857,3517231.3125,1250571.1333333333,106136755984.00464,75811968560.00333,33167736245.001453,11792972887.111628
213,France,FRA,1984,Winter,56275701.0,530683779920.02325,9430.069648,0.0,1.0,2.0,3.0,31.0,41.0,54.0,126.0,5.3308976106756985e-08,2.238976996483793e-06,5.65308402765224e-12,2.3742952916139406e-10,229.0,4.0,14068925.25,245745.4192139738,7.107863480900931e-08,7.537445370202987e-12,0.0,56275701.0,28137850.5,14068925.25,0.0,530683779920.02325,265341889960.01163,132670944980.0058
214,Iceland,ISL,1984,Summer,239511.0,2864441387.33511,11959.54001,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.175173582841706e-06,4.175173582841706e-06,3.491082081209331e-10,3.491082081209331e-10,1.0,1.0,239511.0,239511.0,4.175173582841706e-06,3.491082081209331e-10,0.0,0.0,239511.0,239511.0,0.0,0.0,2864441387.33511,2864441387.33511
215,Ireland,IRL,1984,Summer,3532423.0,20106648454.936275,5692.027386,0.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,2.830918041242513e-07,1.132367216497005e-06,4.973479305818844e-11,1.9893917223275376e-10,6.0,2.0,1766211.5,588737.1666666666,5.661836082485025e-07,9.946958611637688e-11,0.0,3532423.0,0.0,1766211.5,0.0,20106648454.936275,0.0,10053324227.468138
216,Italy,ITA,1984,Summer,56576718.0,437887689023.1579,7739.715284,14.0,6.0,12.0,32.0,62.0,50.0,65.0,177.0,5.656036817123255e-07,3.128495364471301e-06,7.307809925276905e-11,4.042132364918788e-10,351.0,66.0,857223.0,161187.23076923078,1.1665575935316716e-06,1.5072357970883614e-10,4041194.142857143,9429453.0,4714726.5,857223.0,31277692073.082703,72981281503.85965,36490640751.92983,6634661954.896332
217,Italy,ITA,1984,Winter,56576718.0,437887689023.1579,7739.715284,2.0,0.0,0.0,2.0,64.0,50.0,65.0,179.0,3.5350230107020346e-08,3.163845594578321e-06,4.567381203298066e-12,4.0878061769517685e-10,357.0,6.0,9429453.0,158478.20168067227,1.0605069032106105e-07,1.3702143609894197e-11,28288359.0,0.0,0.0,9429453.0,218943844511.57892,0.0,0.0,72981281503.85965
218,Jamaica,JAM,1984,Summer,2264095.0,2373566956.9503546,1048.351309,0.0,1.0,2.0,3.0,1.0,3.0,6.0,10.0,1.3250327393506014e-06,4.416775797835338e-06,1.2639205273798171e-09,4.213068424599391e-09,15.0,4.0,566023.75,150939.66666666666,1.7667103191341353e-06,1.6852273698397563e-09,0.0,2264095.0,1132047.5,566023.75,0.0,2373566956.9503546,1186783478.4751773,593391739.2375886
219,Japan,JPN,1984,Summer,120083000.0,1318381627544.23,10978.91981,10.0,8.0,14.0,32.0,64.0,43.0,55.0,162.0,2.664823497081186e-07,1.3490668953973502e-06,2.42721829032212e-11,1.2287792594755734e-10,333.0,60.0,2001383.3333333333,360609.6096096096,4.996544057027223e-07,4.551034294353975e-11,12008300.0,15010375.0,8577357.142857144,2001383.3333333333,131838162754.423,164797703443.02875,94170116253.15929,21973027125.737167
220,Japan,JPN,1984,Winter,120083000.0,1318381627544.23,10978.91981,0.0,1.0,0.0,1.0,64.0,44.0,55.0,163.0,8.327573428378706e-09,1.357394468825729e-06,7.585057157256625e-13,1.2363643166328298e-10,335.0,2.0,60041500.0,358456.7164179105,1.665514685675741e-08,1.517011431451325e-12,0.0,120083000.0,0.0,60041500.0,0.0,1318381627544.23,0.0,659190813772.115
221,Kenya,KEN,1984,Summer,18753176.0,6191437070.523599,330.1540534,1.0,0.0,2.0,3.0,6.0,7.0,9.0,22.0,1.5997290272325074e-07,1.173134619970505e-06,4.845401747330195e-10,3.553294614708811e-09,41.0,5.0,3750635.2,457394.5365853658,2.666215045387512e-07,8.07566957888366e-10,18753176.0,0.0,9376588.0,3750635.2,6191437070.523599,0.0,3095718535.2618,1238287414.1047196
222,"Korea, Rep.",KOR,1984,Summer,40405956.0,97510235969.9373,2413.263925,6.0,6.0,7.0,19.0,7.0,11.0,13.0,31.0,4.702277060342292e-07,7.67213625634795e-07,1.9485133853904074e-10,3.1791534182685594e-10,56.0,37.0,1092052.8648648649,721534.9285714285,9.15706585435078e-07,3.7944734347076347e-10,6734326.0,6734326.0,5772279.428571428,1092052.8648648649,16251705994.98955,16251705994.98955,13930033709.991043,2635411782.971278
223,Liechtenstein,LIE,1984,Winter,26420.0,502617355.2874,19024.12397,0.0,0.0,2.0,2.0,2.0,2.0,4.0,8.0,7.57002271006813e-05,0.0003028009084027,3.9791701956976526e-09,1.591668078279061e-08,14.0,2.0,13210.0,1887.142857142857,7.57002271006813e-05,3.9791701956976526e-09,0.0,0.0,13210.0,13210.0,0.0,0.0,251308677.6437,251308677.6437
224,Mexico,MEX,1984,Summer,73489654.0,184261495832.9169,2507.312061,2.0,3.0,1.0,6.0,6.0,8.0,10.0,24.0,8.164414544665022e-08,3.265765817866009e-07,3.256241882156775e-11,1.30249675286271e-10,44.0,13.0,5653050.307692308,1670219.4090909092,1.7689564846774217e-07,7.055190744673012e-11,36744827.0,24496551.33333333,73489654.0,5653050.307692308,92130747916.45844,61420498610.9723,184261495832.9169,14173961217.916683
225,Morocco,MAR,1984,Summer,21817271.0,14727078716.887505,675.0192871,2.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,9.167049352781109e-08,1.3750574029171658e-07,1.3580425815926448e-10,2.0370638723889672e-10,8.0,6.0,3636211.8333333335,2727158.875,2.750114805834332e-07,4.0741277447779343e-10,10908635.5,0.0,0.0,3636211.8333333335,7363539358.443752,0.0,0.0,2454513119.481251
226,New Zealand,NZL,1984,Summer,3227100.0,21665975318.7501,6713.760131,8.0,1.0,2.0,11.0,17.0,3.0,9.0,29.0,3.4086331381116173e-06,8.986396455021537e-06,5.077085078408824e-10,1.3385042479441443e-09,66.0,28.0,115253.57142857143,48895.454545454544,8.676520715193208e-06,1.292348929049519e-09,403387.5,3227100.0,1613550.0,115253.57142857143,2708246914.8437624,21665975318.7501,10832987659.37505,773784832.8125036
227,Norway,NOR,1984,Summer,4140099.0,62057955046.89123,14989.48577,0.0,1.0,2.0,3.0,23.0,30.0,23.0,76.0,7.24620353281407e-07,1.8357048949795644e-05,4.834190874857524e-11,1.2246616882972395e-09,152.0,4.0,1035024.75,27237.49342105263,9.66160471041876e-07,6.445587833143366e-11,0.0,4140099.0,2070049.5,1035024.75,0.0,62057955046.89123,31028977523.445614,15514488761.722809
228,Norway,NOR,1984,Winter,4140099.0,62057955046.89123,14989.48577,3.0,2.0,4.0,9.0,26.0,32.0,27.0,85.0,2.173861059844221e-06,2.0530910009639863e-05,1.4502572624572568e-10,1.3696874145429652e-09,169.0,17.0,243535.23529411765,24497.62721893491,4.106182001927973e-06,2.7393748290859304e-10,1380033.0,2070049.5,1035024.75,243535.23529411765,20685985015.63041,31028977523.445614,15514488761.722809,3650467943.934778
229,Pakistan,PAK,1984,Summer,94003867.0,31151825465.557343,331.3887658,1.0,0.0,0.0,1.0,3.0,2.0,2.0,7.0,1.0637860248876785e-08,7.446502174213748e-08,3.2100847544412386e-11,2.2470593281088675e-10,15.0,3.0,31334622.33333333,6266924.466666667,3.1913580746630356e-08,9.63025426332372e-11,94003867.0,0.0,0.0,31334622.33333333,31151825465.557343,0.0,0.0,10383941821.852448
230,Peru,PER,1984,Summer,19285646.0,17584444210.32153,911.7892245,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.1852035446466263e-08,5.1852035446466263e-08,5.686844508926991e-11,5.686844508926991e-11,2.0,2.0,9642823.0,9642823.0,1.037040708929325e-07,1.1373689017853979e-10,0.0,19285646.0,0.0,9642823.0,0.0,17584444210.32153,0.0,8792222105.160765
231,Spain,ESP,1984,Summer,38330364.0,172102910387.84378,4489.988939,1.0,2.0,2.0,5.0,3.0,7.0,6.0,16.0,1.304448869830717e-07,4.174236383458294e-07,2.9052384929064903e-11,9.296763177300767e-11,29.0,9.0,4258929.333333333,1321736.6896551724,2.3480079656952906e-07,5.2294292872316825e-11,38330364.0,19165182.0,19165182.0,4258929.333333333,172102910387.84378,86051455193.92189,86051455193.92189,19122545598.649307
232,Sweden,SWE,1984,Summer,8336605.0,109201362546.48216,13099.02083,2.0,11.0,6.0,19.0,31.0,34.0,37.0,102.0,2.2791052232893366e-06,1.223519646186907e-05,1.7399050302062438e-10,9.340542793738782e-10,198.0,34.0,245194.26470588235,42104.06565656565,4.078398820623023e-06,3.113514264579594e-10,4168302.5,757873.1818181818,1389434.1666666667,245194.26470588235,54600681273.24108,9927396595.134745,18200227091.08036,3211804780.7788877
233,Sweden,SWE,1984,Winter,8336605.0,109201362546.48216,13099.02083,4.0,2.0,2.0,8.0,35.0,36.0,39.0,110.0,9.596232519112995e-07,1.319481971378037e-05,7.325915916657869e-11,1.0073134385404571e-09,216.0,18.0,463144.7222222223,38595.39351851852,2.159152316800424e-06,1.64833108124802e-10,2084151.25,4168302.5,4168302.5,463144.7222222223,27300340636.62054,54600681273.24108,54600681273.24108,6066742363.693454
234,Syrian Arab Republic,SYR,1984,Summer,10183138.0,19195414016.86828,1885.019531,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.820155633754549e-08,9.820155633754549e-08,5.2095776580866335e-11,5.2095776580866335e-11,2.0,2.0,5091569.0,5091569.0,1.964031126750909e-07,1.0419155316173267e-10,0.0,10183138.0,0.0,5091569.0,0.0,19195414016.86828,0.0,9597707008.43414
235,Thailand,THA,1984,Summer,49636724.0,41797592962.22028,842.0699352,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0146373882369835e-08,4.029274776473967e-08,2.392482267827894e-11,4.784964535655788e-11,3.0,2.0,24818362.0,16545574.666666666,4.029274776473967e-08,4.784964535655788e-11,0.0,49636724.0,0.0,24818362.0,0.0,41797592962.22028,0.0,20898796481.11014
236,Turkiye,TUR,1984,Summer,48106764.0,59989909467.43422,1247.016105,0.0,0.0,3.0,3.0,11.0,6.0,4.0,21.0,6.23612928942799e-08,4.365290502599593e-07,5.0008410191526676e-11,3.5005887134068675e-10,49.0,3.0,16035588.0,981770.693877551,6.23612928942799e-08,5.000841019152668e-11,0.0,0.0,16035588.0,16035588.0,0.0,0.0,19996636489.14474,19996636489.14474
237,United Kingdom,GBR,1984,Summer,56422072.0,461487097652.10175,8179.194441,5.0,11.0,21.0,37.0,31.0,51.0,61.0,143.0,6.557717341539673e-07,2.534469134703171e-06,8.017558928135614e-11,3.098678180333494e-10,256.0,58.0,972794.3448275862,220398.71875,1.0279665021873e-06,1.256806534680718e-10,11284414.4,5129279.2727272725,2686765.333333333,972794.3448275862,92297419530.42036,41953372513.82743,21975576078.671516,7956674097.45003
238,United Kingdom,GBR,1984,Winter,56422072.0,461487097652.10175,8179.194441,1.0,0.0,0.0,1.0,32.0,51.0,61.0,144.0,1.7723560382539656e-08,2.5521926950857106e-06,2.1669078184150305e-12,3.1203472585176443e-10,259.0,3.0,18807357.33333333,217845.83783783784,5.3170681147618964e-08,6.500723455245092e-12,56422072.0,0.0,0.0,18807357.33333333,461487097652.10175,0.0,0.0,153829032550.7006
239,United States,USA,1984,Summer,235825000.0,4037612998821.0,17121.22548,83.0,61.0,30.0,174.0,282.0,222.0,180.0,684.0,7.37835259196438e-07,2.900455846496343e-06,4.30947691249282e-11,1.6940702345661428e-10,1470.0,401.0,588092.2693266833,160425.17006802722,1.7004134421711014e-06,9.931610585687476e-11,2841265.060240964,3865983.606557377,7860833.333333333,588092.2693266833,48645939744.83132,66190377029.85246,134587099960.7,10068860346.187033
240,United States,USA,1984,Winter,235825000.0,4037612998821.0,17121.22548,4.0,4.0,0.0,8.0,286.0,226.0,180.0,692.0,3.3923460192939686e-08,2.9343793066892823e-06,1.981368695398998e-12,1.7138839215201327e-10,1490.0,20.0,11791250.0,158271.8120805369,8.48086504823492e-08,4.953421738497495e-12,58956250.0,58956250.0,0.0,11791250.0,1009403249705.25,1009403249705.25,0.0,201880649941.05
241,"Venezuela, RB",VEN,1984,Summer,16953234.0,60010285713.78335,3539.754463,0.0,0.0,3.0,3.0,1.0,2.0,4.0,7.0,1.769573875993218e-07,4.129005710650841e-07,4.9991430040982966e-11,1.1664667009562692e-10,11.0,3.0,5651078.0,1541203.0909090908,1.7695738759932178e-07,4.9991430040982966e-11,0.0,0.0,5651078.0,5651078.0,0.0,0.0,20003428571.26112,20003428571.26112
242,Argentina,ARG,1988,Summer,31690792.0,126206817195.3464,3982.444402,0.0,1.0,1.0,2.0,0.0,4.0,4.0,8.0,6.310981435869447e-08,2.524392574347779e-07,1.5847004499799284e-11,6.338801799919714e-11,12.0,3.0,10563597.333333334,2640899.333333333,9.466472153804172e-08,2.3770506749698925e-11,0.0,31690792.0,31690792.0,10563597.333333334,0.0,126206817195.3464,126206817195.3464,42068939065.11547
243,Australia,AUS,1988,Summer,16532164.0,236153958031.51285,14284.51581,3.0,6.0,5.0,14.0,36.0,41.0,49.0,126.0,8.468340865720906e-07,7.621506779148816e-06,5.928335953671297e-11,5.335502358304164e-10,239.0,26.0,635852.4615384615,69172.23430962343,1.572691875062454e-06,1.1009766771103836e-10,5510721.333333333,2755360.6666666665,3306432.8,635852.4615384615,78717986010.50429,39358993005.252144,47230791606.30257,9082844539.67357
244,Austria,AUT,1988,Summer,7585317.0,133339397082.104,17578.61894,1.0,0.0,0.0,1.0,18.0,24.0,24.0,66.0,1.318336465041606e-07,8.7010206692746e-06,7.499658929642888e-12,4.949774893564306e-10,126.0,3.0,2528439.0,60200.92857142857,3.955009395124818e-07,2.249897678892866e-11,7585317.0,0.0,0.0,2528439.0,133339397082.104,0.0,0.0,44446465694.03467
245,Austria,AUT,1988,Winter,7585317.0,133339397082.104,17578.61894,3.0,5.0,2.0,10.0,21.0,29.0,26.0,76.0,1.318336465041606e-06,1.0019357134316208e-05,7.499658929642887e-11,5.699740786528595e-10,147.0,21.0,361205.5714285714,51600.79591836735,2.768506576587373e-06,1.5749283752250062e-10,2528439.0,1517063.4,3792658.5,361205.5714285714,44446465694.03467,26667879416.4208,66669698541.052,6349495099.14781
246,Belgium,BEL,1988,Summer,9901664.0,162299103697.13315,16391.09383,0.0,0.0,2.0,2.0,4.0,9.0,11.0,24.0,2.0198625200774334e-07,2.4238350240929203e-06,1.2322926956714474e-11,1.4787512348057368e-10,41.0,2.0,4950832.0,241504.0,2.0198625200774334e-07,1.2322926956714474e-11,0.0,0.0,4950832.0,4950832.0,0.0,0.0,81149551848.56657,81149551848.56657
247,Brazil,BRA,1988,Summer,145253973.0,258816125651.42136,1781.817876,1.0,2.0,3.0,6.0,4.0,8.0,16.0,28.0,4.130695963820556e-08,1.9276581164495928e-07,2.3182481326843283e-11,1.08184912858602e-10,44.0,10.0,14525397.3,3301226.659090909,6.88449327303426e-08,3.863746887807214e-11,145253973.0,72626986.5,48417991.0,14525397.3,258816125651.42136,129408062825.71068,86272041883.80711,25881612565.142136
248,Canada,CAN,1988,Summer,26791747.0,507354351115.2827,18936.9641,3.0,2.0,5.0,10.0,22.0,40.0,38.0,100.0,3.732492696351604e-07,3.732492696351604e-06,1.9710090153001888e-11,1.9710090153001887e-10,184.0,18.0,1488430.388888889,145607.32065217392,6.718486853432888e-07,3.547816227540341e-11,8930582.333333334,13395873.5,5358349.4,1488430.388888889,169118117038.42758,253677175557.64136,101470870223.05656,28186352839.73793
249,Canada,CAN,1988,Winter,26791747.0,507354351115.2827,18936.9641,0.0,2.0,3.0,5.0,22.0,42.0,41.0,105.0,1.866246348175802e-07,3.919117331169184e-06,9.855045076500947e-12,2.0695594660651987e-10,191.0,7.0,3827392.4285714286,140270.9267015707,2.612744887446123e-07,1.3797063107101327e-11,0.0,13395873.5,8930582.333333334,3827392.4285714286,0.0,253677175557.64136,169118117038.42758,72479193016.46896
250,China,CHN,1988,Summer,1101630000.0,312353631163.176,283.5376952,5.0,11.0,12.0,28.0,20.0,19.0,21.0,60.0,2.5416882256292947e-08,5.446474769205633e-08,8.964198653856079e-11,1.920899711540588e-10,119.0,49.0,22482244.897959184,9257394.957983194,4.4479543948512664e-08,1.568734764424813e-10,220326000.0,100148181.8181818,91802500.0,22482244.897959184,62470726232.63521,28395784651.19782,26029469263.598003,6374563901.289307
251,Colombia,COL,1988,Summer,31256727.0,39212550046.20994,1254.531546,0.0,0.0,1.0,1.0,0.0,2.0,3.0,5.0,3.1993113034515746e-08,1.599655651725787e-07,2.550203949555824e-11,1.2751019747779122e-10,7.0,1.0,31256727.0,4465246.714285715,3.1993113034515746e-08,2.5502039495558238e-11,0.0,0.0,31256727.0,31256727.0,0.0,0.0,39212550046.20994,39212550046.20994
252,Djibouti,DJI,1988,Summer,482337.0,395794538.6208651,820.5767723,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0732392497361803e-06,2.0732392497361803e-06,2.52656341212911e-09,2.52656341212911e-09,1.0,1.0,482337.0,482337.0,2.0732392497361803e-06,2.52656341212911e-09,0.0,0.0,482337.0,482337.0,0.0,0.0,395794538.6208651,395794538.6208651
253,Finland,FIN,1988,Summer,4946481.0,109058990749.30692,22047.79332,1.0,1.0,2.0,4.0,33.0,35.0,41.0,109.0,8.086556887613639e-07,2.2035867518747165e-05,3.667739791572773e-11,9.994590932035804e-10,210.0,7.0,706640.1428571428,23554.67142857143,1.4151474553323868e-06,6.418544635252354e-11,4946481.0,4946481.0,2473240.5,706640.1428571428,109058990749.30692,109058990749.30692,54529495374.65346,15579855821.32956
254,Finland,FIN,1988,Winter,4946481.0,109058990749.30692,22047.79332,4.0,1.0,2.0,7.0,37.0,36.0,43.0,116.0,1.4151474553323868e-06,2.3451014974079552e-05,6.418544635252351e-11,1.0636445395561043e-09,226.0,16.0,309155.0625,21887.08407079646,3.234622755045456e-06,1.4670959166291095e-10,1236620.25,4946481.0,2473240.5,309155.0625,27264747687.32673,109058990749.30692,54529495374.65346,6816186921.831682
255,France,FRA,1988,Summer,57472651.0,1018847043031.3104,17727.51083,6.0,4.0,6.0,16.0,37.0,45.0,60.0,142.0,2.783932830939015e-07,2.470740387458376e-06,1.5704025554607516e-11,1.393732267971417e-10,261.0,32.0,1796020.34375,220201.72796934863,5.56786566187803e-07,3.1408051109215025e-11,9578775.166666666,14368162.75,9578775.166666666,1796020.34375,169807840505.2184,254711760757.8276,169807840505.2184,31838970094.72845
256,France,FRA,1988,Winter,57472651.0,1018847043031.3104,17727.51083,1.0,0.0,1.0,2.0,38.0,45.0,61.0,144.0,3.4799160386737685e-08,2.505539547845113e-06,1.9630031943259395e-12,1.4133622999146764e-10,265.0,4.0,14368162.75,216877.9283018868,6.959832077347537e-08,3.926006388651878e-12,57472651.0,0.0,57472651.0,14368162.75,1018847043031.3104,0.0,1018847043031.3104,254711760757.8276
257,Italy,ITA,1988,Summer,56629288.0,891608956954.9829,15744.66126,6.0,4.0,4.0,14.0,70.0,54.0,69.0,193.0,2.472218969095992e-07,3.408130435968045e-06,1.5701950828099248e-11,2.1646260784451104e-10,387.0,30.0,1887642.933333333,146328.90956072352,5.297612076634268e-07,3.3647037488784104e-11,9438214.666666666,14157322.0,14157322.0,1887642.933333333,148601492825.83047,222902239238.74573,222902239238.74573,29720298565.166096
